,ICEDEU3,CO1COMDTY,GASEUEQUITY,WK2COMBCOMDTY
2017-03-17,5.13,48.16676,19.155,0.0
2017-03-16,5.14,48.28745,18.86,0.0
2017-03-15,5.19,48.75318,18.5,0.0
2017-03-14,5.1,47.94275,18.445,0.0
2017-03-13,5.15,48.17525,18.57,0.0
2017-03-12,0.0,0.0,0.0,0.0
2017-03-11,0.0,0.0,0.0,0.0
2017-03-10,5.16,48.14884,18.465,0.0
2017-03-09,5.12,49.32892,18.615,0.0
2017-03-08,5.23,50.40334,18.52,0.0
2017-03-07,5.37,52.87943,18.565,0.0
2017-03-06,5.48,52.94952,18.565,0.0
2017-03-05,0.0,0.0,0.0,0.0
2017-03-04,0.0,0.0,0.0,0.0
2017-03-03,5.59,52.92558,18.615,0.0
2017-03-02,5.46,52.42718,18.54,0.0
2017-03-01,5.9,53.351,18.38,0.0
2017-02-28,5.23,52.40385,18.375,0.0
2017-02-27,5.19,52.74425,18.105,0.0
2017-02-26,0.0,0.0,0.0,0.0
2017-02-25,0.0,0.0,0.0,0.0
2017-02-24,5.38,52.97568,18.18,0.0
2017-02-23,5.34,53.54405,18.195,0.0
2017-02-22,5.06,52.94397,18.155,0.0
2017-02-21,5.04,53.73672,18.34,0.0
2017-02-20,5.08,52.95005,18.135,0.0
2017-02-19,0.0,0.0,0.0,0.0
2017-02-18,0.0,0.0,0.0,0.0
2017-02-17,4.97,52.5815,18.2,0.0
2017-02-16,4.93,52.23881,18.065,0.0
2017-02-15,5.06,52.67385,18.055,0.0
2017-02-14,5.12,52.97681,18.1,0.0
2017-02-13,4.89,52.46319,18.195,0.0
2017-02-12,0.0,0.0,0.0,0.0
2017-02-11,0.0,0.0,0.0,0.0
2017-02-10,5.11,53.31954,18.055,0.0
2017-02-09,5.27,52.20043,18.24,0.0
2017-02-08,5.21,51.52847,18.09,0.0
2017-02-07,5.16,51.48709,18.345,0.0
2017-02-06,5.09,51.90498,18.2,0.0
2017-02-05,0.0,0.0,0.0,0.0
2017-02-04,0.0,0.0,0.0,0.0
2017-02-03,5.15,52.6799,18.315,0.0
2017-02-02,5.22,52.42862,18.065,0.0
2017-02-01,5.26,52.82247,17.605,0.0
2017-01-31,5.35,51.65059,17.82,0.0
2017-01-30,5.15,51.65061,17.83,0.0
2017-01-29,0.0,0.0,0.0,0.0
2017-01-28,0.0,0.0,0.0,0.0
2017-01-27,4.91,51.97042,17.88,0.0
2017-01-26,5.19,52.62468,17.67,0.0
2017-01-25,4.97,51.29447,17.525,0.0
2017-01-24,5.07,51.53853,17.415,0.0
2017-01-23,5.31,51.4869,17.44,0.0
2017-01-22,0.0,0.0,0.0,0.0
2017-01-21,0.0,0.0,0.0,0.0
2017-01-20,5.42,51.98126,17.61,0.0
2017-01-19,5.19,50.94056,17.68,0.0
2017-01-18,4.83,50.47271,17.76,0.0
2017-01-17,4.99,51.84597,17.79,0.0
2017-01-16,4.69,52.67823,17.735,0.0
2017-01-15,0.0,0.0,0.0,0.0
2017-01-14,0.0,0.0,0.0,0.0
2017-01-13,5.03,52.12936,17.6,0.0
2017-01-12,5.03,52.59649,17.425,0.0
2017-01-11,5.51,52.18297,17.245,0.0
2017-01-10,5.49,50.79064,17.305,0.0
2017-01-09,5.25,51.97238,17.55,0.0
2017-01-08,0.0,0.0,0.0,0.0
2017-01-07,0.0,0.0,0.0,0.0
2017-01-06,5.03,54.12322,17.695,0.0
2017-01-05,5.27,53.67994,17.605,0.0
2017-01-04,5.7,53.9152,17.64,0.0
2017-01-03,5.41,53.19843,17.855,0.0
2017-01-02,6.11,0.0,17.92,0.0
2017-01-01,0.0,0.0,0.0,0.0
2016-12-31,0.0,0.0,0.0,0.0
2016-12-30,6.54,53.87314,17.91,0.0
2016-12-29,6.34,53.60963,17.78,0.0
2016-12-28,6.32,54.14099,17.68,0.0
2016-12-27,6.32,53.64384,17.665,0.0
2016-12-26,0.0,0.0,0.0,0.0
2016-12-25,0.0,0.0,0.0,0.0
2016-12-24,0.0,0.0,0.0,0.0
2016-12-23,6.22,52.79479,17.595,0.0
2016-12-22,6.07,52.71979,17.47,0.0
2016-12-21,5.8,52.22979,17.69,0.0
2016-12-20,5.23,53.23139,17.635,0.0
2016-12-19,5.09,52.58522,17.53,0.0
2016-12-18,0.0,0.0,0.0,0.0
2016-12-17,0.0,0.0,0.0,0.0
2016-12-16,4.94,52.85277,17.48,0.0
2016-12-15,4.84,51.87746,17.41,0.0
2016-12-14,5.01,50.58658,17.1,0.0
2016-12-13,4.79,52.44729,17.13,0.0
2016-12-12,4.87,52.33039,16.925,0.0
2016-12-11,0.0,0.0,0.0,0.0
2016-12-10,0.0,0.0,0.0,0.0
2016-12-09,4.47,51.54649,16.715,0.0
2016-12-08,4.62,50.79649,16.51,0.0
2016-12-07,4.3,49.32986,16.515,0.0
2016-12-06,4.5,50.34541,16.665,0.0
2016-12-05,4.37,51.02628,16.13,0.0
2016-12-04,0.0,0.0,0.0,0.0
2016-12-03,0.0,0.0,0.0,0.0
2016-12-02,4.3,51.01639,16.205,0.0
2016-12-01,4.46,50.76706,16.045,0.0
2016-11-30,4.58,47.6177,16.15,0.0
2016-11-29,4.56,43.64355,16.28,0.0
2016-11-28,4.74,45.57393,16.365,0.0
2016-11-27,0.0,0.0,0.0,0.0
2016-11-26,0.0,0.0,0.0,0.0
2016-11-25,5.0,44.59549,16.32,0.0
2016-11-24,5.34,46.4235,16.1,0.0
2016-11-23,5.39,46.36734,16.175,0.0
2016-11-22,5.51,46.23059,16.375,0.0
2016-11-21,5.48,46.10598,16.205,0.0
2016-11-20,0.0,0.0,0.0,0.0
2016-11-19,0.0,0.0,0.0,0.0
2016-11-18,5.58,44.26601,16.145,0.0
2016-11-17,5.9,43.71004,16.365,0.0
2016-11-16,5.55,43.59574,16.27,0.0
2016-11-15,5.74,43.74359,16.12,0.0
2016-11-14,5.41,41.33408,16.095,0.0
2016-11-13,0.0,0.0,0.0,0.0
2016-11-12,0.0,0.0,0.0,0.0
2016-11-11,5.67,41.20626,16.36,0.0
2016-11-10,5.92,42.0898,16.51,0.0
2016-11-09,6.13,42.38047,17.055,0.0
2016-11-08,6.15,41.76721,17.14,0.0
2016-11-07,6.23,41.79118,17.2,0.0
2016-11-06,0.0,0.0,0.0,0.0
2016-11-05,0.0,0.0,0.0,0.0
2016-11-04,6.41,41.00765,17.2,0.0
2016-11-03,6.5,41.70791,17.135,0.0
2016-11-02,6.24,42.21622,17.42,0.0
2016-11-01,6.03,43.54197,17.87,0.0
2016-10-31,5.9,44.05728,18.02,0.0
2016-10-30,0.0,0.0,0.0,0.0
2016-10-29,0.0,0.0,0.0,0.0
2016-10-28,5.88,45.43876,17.99,0.0
2016-10-27,5.81,46.33676,17.99,0.0
2016-10-26,5.94,45.80279,18.0,0.0
2016-10-25,5.81,46.63484,17.74,0.0
2016-10-24,5.81,47.30649,17.97,0.0
2016-10-23,0.0,0.0,0.0,0.0
2016-10-22,0.0,0.0,0.0,0.0
2016-10-21,5.89,47.61817,18.0,0.0
2016-10-20,5.58,46.94381,18.01,0.0
2016-10-19,5.67,48.02152,17.89,0.0
2016-10-18,5.95,47.02457,17.87,0.0
2016-10-17,5.87,46.83211,17.73,0.0
2016-10-16,0.0,0.0,0.0,0.0
2016-10-15,0.0,0.0,0.0,0.0
2016-10-14,5.81,47.24875,17.84,0.0
2016-10-13,5.65,47.12862,17.48,0.0
2016-10-12,5.52,46.97189,17.6,0.0
2016-10-11,5.43,47.34845,17.54,0.0
2016-10-10,5.66,47.68485,17.89,0.0
2016-10-09,0.0,0.0,0.0,0.0
2016-10-08,0.0,0.0,0.0,0.0
2016-10-07,5.69,46.49893,17.57,0.0
2016-10-06,5.86,47.04776,17.74,0.0
2016-10-05,5.48,46.27878,17.93,0.0
2016-10-04,5.21,45.44399,18.12,0.0
2016-10-03,5.31,45.36459,18.18,0.0
2016-10-02,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0
2016-09-30,4.96,43.69434,18.25,0.0
2016-09-29,5.02,43.87419,18.23,0.0
2016-09-28,4.95,43.43831,18.07,0.0
2016-09-27,4.43,40.97513,17.92,0.0
2016-09-26,4.62,42.07767,17.93,0.0
2016-09-25,0.0,0.0,0.0,0.0
2016-09-24,0.0,0.0,0.0,0.0
2016-09-23,4.54,40.85648,17.95,0.0
2016-09-22,4.42,42.43855,18.07,0.0
2016-09-21,4.21,41.96613,17.99,0.0
2016-09-20,4.16,41.0927,18.05,0.0
2016-09-19,4.4,41.11121,18.13,0.0
2016-09-18,0.0,0.0,0.0,0.0
2016-09-17,0.0,0.0,0.0,0.0
2016-09-16,4.36,41.00152,18.1,0.0
2016-09-15,4.14,41.4428,18.28,0.0
2016-09-14,3.98,40.74107,18.38,0.0
2016-09-13,4.02,41.92256,18.3,0.0
2016-09-12,4.03,43.00463,18.51,0.0
2016-09-11,0.0,0.0,0.0,0.0
2016-09-10,0.0,0.0,0.0,0.0
2016-09-09,4.08,42.80874,19.03,0.0
2016-09-08,4.08,44.45531,19.26,0.0
2016-09-07,4.01,42.71724,19.18,0.0
2016-09-06,4.13,42.04252,19.32,0.0
2016-09-05,3.93,42.706,19.61,0.0
2016-09-04,0.0,0.0,0.0,0.0
2016-09-03,0.0,0.0,0.0,0.0
2016-09-02,4.08,41.95109,19.35,0.0
2016-09-01,4.37,40.5876,19.06,0.0
2016-08-31,4.46,42.15809,18.57,0.0
2016-08-30,4.54,43.37728,18.49,0.0
2016-08-29,4.69,44.07659,18.38,0.0
2016-08-28,0.0,0.0,0.0,0.0
2016-08-27,0.0,0.0,0.0,0.0
2016-08-26,4.69,44.43258,18.48,0.0
2016-08-25,4.7,44.0415,18.37,0.0
2016-08-24,4.6,43.52649,18.36,0.0
2016-08-23,4.7,44.14207,18.41,0.0
2016-08-22,4.89,43.42756,18.13,0.0
2016-08-21,0.0,0.0,0.0,0.0
2016-08-20,0.0,0.0,0.0,0.0
2016-08-19,4.76,44.947,18.29,0.0
2016-08-18,4.68,44.91615,18.51,0.0
2016-08-17,4.48,44.2207,18.33,0.0
2016-08-16,4.69,43.68622,18.65,0.0
2016-08-15,4.8,43.23913,18.885,0.0
2016-08-14,0.0,0.0,0.0,0.0
2016-08-13,0.0,0.0,0.0,0.0
2016-08-12,4.89,42.05766,18.78,0.0
2016-08-11,4.87,41.26187,18.86,0.0
2016-08-10,4.76,39.44658,18.55,0.0
2016-08-09,4.87,40.51157,18.57,0.0
2016-08-08,4.94,40.9768,18.4,0.0
2016-08-07,0.0,0.0,0.0,0.0
2016-08-06,0.0,0.0,0.0,0.0
2016-08-05,4.72,39.92605,18.41,0.0
2016-08-04,4.68,39.76477,18.26,0.0
2016-08-03,4.62,38.57168,18.07,0.0
2016-08-02,4.4,37.24494,18.05,0.0
2016-08-01,4.37,37.72267,18.37,0.0
2016-07-31,0.0,0.0,0.0,0.0
2016-07-30,0.0,0.0,0.0,0.0
2016-07-29,4.41,38.05683,18.45,0.0
2016-07-28,4.47,38.55182,18.55,0.0
2016-07-27,4.52,39.55054,18.4,0.0
2016-07-26,4.5,40.83546,18.35,0.0
2016-07-25,4.58,40.70265,18.13,0.0
2016-07-24,0.0,0.0,0.0,0.0
2016-07-23,0.0,0.0,0.0,0.0
2016-07-22,4.55,41.66135,18.17,0.0
2016-07-21,4.64,41.96948,18.13,0.0
2016-07-20,4.68,42.85844,18.13,0.0
2016-07-19,4.66,42.36426,18.08,0.0
2016-07-18,4.84,42.41713,17.87,0.0
2016-07-17,0.0,0.0,0.0,0.0
2016-07-16,0.0,0.0,0.0,0.0
2016-07-15,4.92,43.03923,17.93,0.0
2016-07-14,4.77,42.62575,18.09,0.0
2016-07-13,4.78,41.64191,18.09,0.0
2016-07-12,4.62,43.69816,17.81,0.0
2016-07-11,4.42,41.84384,17.89,0.0
2016-07-10,0.0,0.0,0.0,0.0
2016-07-09,0.0,0.0,0.0,0.0
2016-07-08,4.54,42.2976,17.85,0.0
2016-07-07,4.57,41.93782,17.79,0.0
2016-07-06,4.58,44.00758,17.28,0.0
2016-07-05,4.7,43.24617,17.5,0.0
2016-07-04,4.96,44.9408,17.78,0.0
2016-07-03,0.0,0.0,0.0,0.0
2016-07-02,0.0,0.0,0.0,0.0
2016-07-01,4.61,45.20966,17.68,0.0
2016-06-30,4.46,44.86589,17.61,0.0
2016-06-29,4.51,45.60281,17.07,0.0
2016-06-28,4.68,43.95187,16.27,0.0
2016-06-27,4.76,42.72513,15.8,0.0
2016-06-26,0.0,0.0,0.0,0.0
2016-06-25,0.0,0.0,0.0,0.0
2016-06-24,4.95,43.35483,16.08,0.0
2016-06-23,5.63,44.84277,17.65,0.0
2016-06-22,5.67,44.12988,17.63,0.0
2016-06-21,5.54,44.95959,17.63,0.0
2016-06-20,5.84,44.76359,17.76,0.0
2016-06-19,0.0,0.0,0.0,0.0
2016-06-18,0.0,0.0,0.0,0.0
2016-06-17,5.65,43.64072,17.23,0.0
2016-06-16,5.7,42.10761,17.0,0.0
2016-06-15,5.89,43.57537,17.08,0.0
2016-06-14,5.84,44.43949,16.99,0.0
2016-06-13,5.84,44.6207,17.35,0.0
2016-06-12,0.0,0.0,0.0,0.0
2016-06-11,0.0,0.0,0.0,0.0
2016-06-10,5.94,44.81291,17.55,0.0
2016-06-09,6.1,45.89628,18.05,0.0
2016-06-08,6.09,46.06544,17.94,0.0
2016-06-07,6.1,45.32558,18.02,0.0
2016-06-06,6.19,44.42784,17.6,0.0
2016-06-05,0.0,0.0,0.0,0.0
2016-06-04,0.0,0.0,0.0,0.0
2016-06-03,5.93,43.82836,17.36,0.0
2016-06-02,6.01,44.85479,17.44,0.0
2016-06-01,5.95,44.49615,17.39,0.0
2016-05-31,6.08,44.60903,17.8,0.0
2016-05-30,6.1,44.69193,17.94,0.0
2016-05-29,0.0,0.0,0.0,0.0
2016-05-28,0.0,0.0,0.0,0.0
2016-05-27,6.02,44.28482,17.82,0.0
2016-05-26,6.01,44.37187,17.69,0.0
2016-05-25,5.84,44.57389,17.58,0.0
2016-05-24,5.78,43.60032,17.42,0.0
2016-05-23,5.72,43.13113,17.13,0.0
2016-05-22,0.0,0.0,0.0,0.0
2016-05-21,0.0,0.0,0.0,0.0
2016-05-20,5.94,43.44957,17.05,0.0
2016-05-19,5.97,43.54925,16.95,0.0
2016-05-18,6.03,43.37381,17.11,0.0
2016-05-17,6.03,43.48747,16.96,0.0
2016-05-16,6.09,43.22917,16.89,0.0
2016-05-15,0.0,0.0,0.0,0.0
2016-05-14,0.0,0.0,0.0,0.0
2016-05-13,5.83,42.34992,16.96,0.0
2016-05-12,5.79,42.2273,16.89,0.0
2016-05-11,6.0,41.63751,16.82,0.0
2016-05-10,5.88,39.99297,17.81,0.0
2016-05-09,5.68,38.30217,17.82,0.0
2016-05-08,0.0,0.0,0.0,0.0
2016-05-07,0.0,0.0,0.0,0.0
2016-05-06,5.85,39.71116,17.66,0.0
2016-05-05,6.19,39.44094,17.49,0.0
2016-05-04,6.11,38.81012,17.43,0.0
2016-05-03,5.97,39.01275,17.74,0.0
2016-05-02,6.09,39.76918,18.12,0.0
2016-05-01,0.0,0.0,0.0,0.0
2016-04-30,0.0,0.0,0.0,0.0
2016-04-29,6.16,42.07168,18.23,0.0
2016-04-28,6.32,42.46273,18.5,0.0
2016-04-27,6.82,41.66372,18.45,0.0
2016-04-26,6.61,40.49579,18.55,0.0
2016-04-25,5.89,39.48163,18.34,0.0
2016-04-24,0.0,0.0,0.0,0.0
2016-04-23,0.0,0.0,0.0,0.0
2016-04-22,5.96,40.19424,18.29,0.0
2016-04-21,5.74,39.41406,18.22,0.0
2016-04-20,5.54,40.43436,18.21,0.0
2016-04-19,5.56,38.70429,17.95,0.0
2016-04-18,5.46,37.88962,17.57,0.0
2016-04-17,0.0,0.0,0.0,0.0
2016-04-16,0.0,0.0,0.0,0.0
2016-04-15,5.47,38.14834,17.49,0.0
2016-04-14,5.6,38.917,17.66,0.0
2016-04-13,5.53,39.14238,17.68,0.0
2016-04-12,5.58,39.28446,17.65,0.0
2016-04-11,5.57,37.52409,17.47,0.0
2016-04-10,0.0,0.0,0.0,0.0
2016-04-09,0.0,0.0,0.0,0.0
2016-04-08,5.41,36.7669,17.2,0.0
2016-04-07,5.27,34.66069,16.88,0.0
2016-04-06,5.3,34.90145,17.2,0.0
2016-04-05,5.23,33.23096,17.19,0.0
2016-04-04,5.32,33.07591,17.34,0.0
2016-04-03,0.0,0.0,0.0,0.0
2016-04-02,0.0,0.0,0.0,0.0
2016-04-01,5.16,33.94487,17.39,0.0
2016-03-31,5.2,34.79483,17.72,0.0
2016-03-30,4.95,34.68504,17.88,0.0
2016-03-29,4.77,34.74478,17.91,0.0
2016-03-28,4.84,35.97784,0.0,0.0
2016-03-27,0.0,0.0,0.0,0.0
2016-03-26,0.0,0.0,0.0,0.0
2016-03-25,0.0,0.0,0.0,0.0
2016-03-24,4.84,36.15233,17.78,0.0
2016-03-23,4.78,36.18562,17.76,0.0
2016-03-22,4.81,37.24267,17.62,0.0
2016-03-21,4.86,36.92773,17.55,0.0
2016-03-20,0.0,0.0,0.0,0.0
2016-03-19,0.0,0.0,0.0,0.0
2016-03-18,4.93,36.54102,17.33,0.0
2016-03-17,4.99,36.7026,17.07,0.0
2016-03-16,4.95,36.38906,16.99,0.0
2016-03-15,4.85,34.86635,17.06,0.0
2016-03-14,4.85,35.6608,17.24,0.0
2016-03-13,0.0,0.0,0.0,0.0
2016-03-12,0.0,0.0,0.0,0.0
2016-03-11,4.98,36.20473,17.18,0.0
2016-03-10,4.9,35.7781,16.65,0.0
2016-03-09,5.07,37.23819,16.62,0.0
2016-03-08,5.01,35.9833,16.45,0.0
2016-03-07,5.08,37.05653,16.54,0.0
2016-03-06,0.0,0.0,0.0,0.0
2016-03-05,0.0,0.0,0.0,0.0
2016-03-04,4.91,35.2064,16.68,0.0
2016-03-03,4.88,33.86625,16.59,0.0
2016-03-02,4.94,34.02746,16.4,0.0
2016-03-01,4.97,33.90127,16.25,0.0
2016-02-29,4.99,33.07586,16.06,0.0
2016-02-28,0.0,0.0,0.0,0.0
2016-02-27,0.0,0.0,0.0,0.0
2016-02-26,4.98,32.12815,16.06,0.0
2016-02-25,5.06,31.96268,15.68,0.0
2016-02-24,4.85,31.21372,15.61,0.0
2016-02-23,4.89,30.18782,16.08,0.0
2016-02-22,5.4,31.45629,16.3,0.0
2016-02-21,0.0,0.0,0.0,0.0
2016-02-20,0.0,0.0,0.0,0.0
2016-02-19,5.15,29.66125,16.06,0.0
2016-02-18,5.24,30.84121,16.28,0.0
2016-02-17,5.07,30.95559,15.78,0.0
2016-02-16,4.67,28.89468,15.62,0.0
2016-02-15,4.79,29.93008,15.76,0.0
2016-02-14,0.0,0.0,0.0,0.0
2016-02-13,0.0,0.0,0.0,0.0
2016-02-12,5.05,29.66388,15.25,0.0
2016-02-11,4.73,26.53133,15.17,0.0
2016-02-10,4.87,27.4646,15.64,0.0
2016-02-09,4.95,26.80576,15.6,0.0
2016-02-08,5.23,29.44917,15.96,0.0
2016-02-07,0.0,0.0,0.0,0.0
2016-02-06,0.0,0.0,0.0,0.0
2016-02-05,5.54,30.57725,16.47,0.0
2016-02-04,5.6,30.7761,16.49,0.0
2016-02-03,5.61,31.66456,16.81,0.0
2016-02-02,5.81,29.99083,17.79,0.0
2016-02-01,5.68,31.4388,18.13,0.0
2016-01-31,0.0,0.0,0.0,0.0
2016-01-30,0.0,0.0,0.0,0.0
2016-01-29,6.04,32.0391,18.04,0.0
2016-01-28,6.06,30.96391,17.81,0.0
2016-01-27,5.9,30.44518,17.76,0.0
2016-01-26,6.07,29.32497,17.79,0.0
2016-01-25,5.87,28.15991,17.6,0.0
2016-01-24,0.0,0.0,0.0,0.0
2016-01-23,0.0,0.0,0.0,0.0
2016-01-22,6.31,29.76047,17.76,0.0
2016-01-21,6.17,26.97344,17.15,0.0
2016-01-20,6.31,25.52412,16.93,0.0
2016-01-19,6.81,26.31772,17.36,0.0
2016-01-18,6.71,26.2119,16.97,0.0
2016-01-17,0.0,0.0,0.0,0.0
2016-01-16,0.0,0.0,0.0,0.0
2016-01-15,6.67,26.42681,17.04,0.0
2016-01-14,7.08,28.57011,17.55,0.0
2016-01-13,7.24,27.93548,17.9,0.0
2016-01-12,7.1,28.47126,18.06,0.0
2016-01-11,7.12,28.9955,18.07,0.0
2016-01-10,0.0,0.0,0.0,0.0
2016-01-09,0.0,0.0,0.0,0.0
2016-01-08,7.41,30.81374,17.72,0.0
2016-01-07,7.54,31.07163,18.33,0.0
2016-01-06,7.74,31.82706,18.46,0.0
2016-01-05,7.99,33.89168,18.61,0.0
2016-01-04,8.04,34.40562,18.38,0.0
2016-01-03,0.0,0.0,0.0,0.0
2016-01-02,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0
2015-12-31,8.22,34.30885,18.815,0.0
2015-12-30,8.21,33.41582,18.97,0.0
2015-12-29,8.27,34.56824,18.97,0.0
2015-12-28,8.31,33.36674,18.68,0.0
2015-12-27,0.0,0.0,0.0,0.0
2015-12-26,0.0,0.0,0.0,0.0
2015-12-25,0.0,0.0,0.0,0.0
2015-12-24,8.19,34.59642,19.05,0.0
2015-12-23,8.22,34.33192,18.84,0.0
2015-12-22,8.25,32.91405,18.26,0.0
2015-12-21,8.18,33.31195,18.45,0.0
2015-12-20,0.0,0.0,0.0,0.0
2015-12-19,0.0,0.0,0.0,0.0
2015-12-18,8.06,34.03156,18.94,0.0
2015-12-17,8.07,34.25455,19.43,0.0
2015-12-16,8.13,34.03807,19.2,0.0
2015-12-15,8.19,35.19773,19.31,0.0
2015-12-14,8.07,34.42578,19.1,0.0
2015-12-13,0.0,0.0,0.0,0.0
2015-12-12,0.0,0.0,0.0,0.0
2015-12-11,8.07,34.50064,19.35,0.0
2015-12-10,8.36,36.29305,19.81,0.0
2015-12-09,8.4,36.45369,19.73,0.0
2015-12-08,8.41,36.97309,19.34,0.0
2015-12-07,8.41,37.53571,19.99,0.0
2015-12-06,0.0,0.0,0.0,0.0
2015-12-05,0.0,0.0,0.0,0.0
2015-12-04,8.52,39.56206,19.87,0.0
2015-12-03,8.59,40.2128,19.96,0.0
2015-12-02,8.48,40.14171,20.31,0.0
2015-12-01,8.55,41.86134,20.37,0.0
2015-11-30,8.58,42.24432,20.42,0.0
2015-11-29,0.0,0.0,0.0,0.0
2015-11-28,0.0,0.0,0.0,0.0
2015-11-27,8.58,42.32075,20.46,0.0
2015-11-26,8.58,42.83022,20.47,0.0
2015-11-25,8.62,43.4623,20.13,0.0
2015-11-24,8.65,43.31737,19.72,0.0
2015-11-23,8.56,42.21281,19.88,0.0
2015-11-22,0.0,0.0,0.0,0.0
2015-11-21,0.0,0.0,0.0,0.0
2015-11-20,8.51,41.93427,19.81,0.0
2015-11-19,8.63,41.18963,19.86,0.0
2015-11-18,8.58,41.48496,19.64,0.0
2015-11-17,8.61,40.92233,19.55,0.0
2015-11-16,8.53,41.66823,19.22,0.0
2015-11-15,0.0,0.0,0.0,0.0
2015-11-14,0.0,0.0,0.0,0.0
2015-11-13,8.39,40.65821,19.15,0.0
2015-11-12,8.37,40.87578,19.09,0.0
2015-11-11,8.44,42.69736,19.48,0.0
2015-11-10,8.44,44.31574,19.8,0.0
2015-11-09,8.31,43.86911,19.88,0.0
2015-11-08,0.0,0.0,0.0,0.0
2015-11-07,0.0,0.0,0.0,0.0
2015-11-06,8.4,44.16504,20.0,0.0
2015-11-05,8.46,44.16015,20.19,0.0
2015-11-04,8.39,44.74945,20.14,0.0
2015-11-03,8.44,46.11735,20.11,0.0
2015-11-02,8.59,44.27003,19.96,0.0
2015-11-01,0.0,0.0,0.0,0.0
2015-10-31,0.0,0.0,0.0,0.0
2015-10-30,8.63,44.98094,19.75,0.0
2015-10-29,8.67,44.49713,19.64,0.0
2015-10-28,8.56,44.32897,19.81,0.0
2015-10-27,8.6,42.40804,19.71,0.0
2015-10-26,8.65,43.00706,19.97,0.0
2015-10-25,0.0,0.0,0.0,0.0
2015-10-24,0.0,0.0,0.0,0.0
2015-10-23,8.62,43.56391,19.91,0.0
2015-10-22,8.47,43.17141,19.84,0.0
2015-10-21,8.44,42.17345,19.55,0.0
2015-10-20,8.46,42.90874,19.32,0.0
2015-10-19,8.34,42.93411,19.32,0.0
2015-10-18,0.0,0.0,0.0,0.0
2015-10-17,0.0,0.0,0.0,0.0
2015-10-16,8.38,44.33705,19.4,0.0
2015-10-15,8.41,42.72432,19.3,0.0
2015-10-14,8.42,42.94452,19.22,0.0
2015-10-13,8.32,43.2309,18.99,0.0
2015-10-12,8.28,43.81756,19.31,0.0
2015-10-11,0.0,0.0,0.0,0.0
2015-10-10,0.0,0.0,0.0,0.0
2015-10-09,8.33,46.26538,19.44,0.0
2015-10-08,8.11,47.0218,19.02,0.0
2015-10-07,8.09,45.65507,18.91,0.0
2015-10-06,8.2,46.09784,18.7,0.0
2015-10-05,8.19,44.02431,18.51,0.0
2015-10-04,0.0,0.0,0.0,0.0
2015-10-03,0.0,0.0,0.0,0.0
2015-10-02,8.13,42.81267,18.04,0.0
2015-10-01,8.15,42.59557,17.68,0.0
2015-09-30,8.13,43.25702,17.44,0.0
2015-09-29,7.96,42.82923,17.16,0.0
2015-09-28,7.9,42.12493,17.4,0.0
2015-09-27,0.0,0.0,0.0,0.0
2015-09-26,0.0,0.0,0.0,0.0
2015-09-25,7.98,43.44717,17.8,0.0
2015-09-24,7.99,42.79876,17.23,0.0
2015-09-23,8.05,42.73313,17.65,0.0
2015-09-22,8.0,44.12082,17.45,0.0
2015-09-21,7.96,43.62793,18.16,0.0
2015-09-20,0.0,0.0,0.0,0.0
2015-09-19,0.0,0.0,0.0,0.0
2015-09-18,8.09,41.76124,18.41,0.0
2015-09-17,8.21,43.41826,18.6,0.0
2015-09-16,8.21,43.99151,18.42,0.0
2015-09-15,8.15,41.32766,17.4,0.0
2015-09-14,8.21,40.96652,17.1,0.0
2015-09-13,0.0,0.0,0.0,0.0
2015-09-12,0.0,0.0,0.0,0.0
2015-09-11,8.24,42.43279,17.22,0.0
2015-09-10,8.26,43.40762,17.54,0.0
2015-09-09,8.25,42.63441,17.95,0.0
2015-09-08,8.22,44.27754,17.55,0.0
2015-09-07,8.06,42.64482,17.55,0.0
2015-09-06,0.0,0.0,0.0,0.0
2015-09-05,0.0,0.0,0.0,0.0
2015-09-04,8.07,44.51723,17.4,0.0
2015-09-03,8.15,45.58784,17.96,0.0
2015-09-02,8.1,44.94882,17.76,0.0
2015-09-01,7.99,43.97125,17.78,0.0
2015-08-31,8.05,48.33095,18.12,0.0
2015-08-30,0.0,0.0,0.0,0.0
2015-08-29,0.0,0.0,0.0,0.0
2015-08-28,8.09,44.75143,18.41,0.0
2015-08-27,8.02,42.32823,18.12,0.0
2015-08-26,8.08,37.89196,17.99,0.0
2015-08-25,8.23,37.82719,18.19,0.0
2015-08-24,8.15,37.02836,17.97,0.0
2015-08-23,0.0,0.0,0.0,0.0
2015-08-22,0.0,0.0,0.0,0.0
2015-08-21,8.18,40.01056,18.97,0.0
2015-08-20,8.34,41.64731,19.62,0.0
2015-08-19,8.32,42.64786,19.77,0.0
2015-08-18,8.25,44.24803,19.86,0.0
2015-08-17,8.22,43.99314,19.96,0.0
2015-08-16,0.0,0.0,0.0,0.0
2015-08-15,0.0,0.0,0.0,0.0
2015-08-14,8.3,44.01652,19.84,0.0
2015-08-13,8.17,44.18709,19.93,0.0
2015-08-12,8.17,44.43848,19.85,0.0
2015-08-11,8.07,44.632,20.05,0.0
2015-08-10,7.9,45.72336,20.36,0.0
2015-08-09,0.0,0.0,0.0,0.0
2015-08-08,0.0,0.0,0.0,0.0
2015-08-07,7.76,44.35624,20.34,0.0
