,DE_LU_WINDONSHORE,FR_WINDONSHORE,IT_NORD_WINDONSHORE,ES_WINDONSHORE
2020-06-04,615346.0,70215.0,768.0,207707.0
2020-06-05,1581470.0,172647.0,318.0,101372.0
2020-06-06,1485955.0,134980.0,494.0,97198.0
2020-06-07,820072.0,43260.0,699.0,195002.0
2020-06-08,168567.0,63037.0,189.0,170978.0
2020-06-09,361124.0,61945.0,140.0,129112.0
2020-06-10,457142.0,32755.0,140.0,79667.0
2020-06-11,470902.0,66231.0,138.0,226125.0
2020-06-12,743796.0,93004.0,188.0,247600.0
2020-06-13,765755.0,72077.0,338.0,158414.0
2020-06-14,797811.0,56521.0,97.0,80456.0
2020-06-15,393717.0,50298.0,44.0,83501.0
2020-06-16,87284.0,33793.0,63.0,115472.0
2020-06-17,311952.0,33134.0,307.0,61144.0
2020-06-18,429028.0,43399.0,696.0,49759.0
2020-06-19,540810.0,40213.0,333.0,55634.0
2020-06-20,913324.0,29416.0,54.0,57325.0
2020-06-21,348611.0,76543.0,117.0,96758.0
2020-06-22,543011.0,37143.0,71.0,128802.0
2020-06-23,309061.0,58590.0,36.0,98904.0
2020-06-24,515192.0,77751.0,95.0,88618.0
2020-06-25,730956.0,53370.0,200.0,83795.0
2020-06-26,517880.0,61111.0,112.0,114392.0
2020-06-27,613224.0,125428.0,71.0,88067.0
2020-06-28,904549.0,89927.0,234.0,70117.0
2020-06-29,1030217.0,102482.0,590.0,97921.0
2020-06-30,1820037.0,88843.0,188.0,87945.0
2020-07-01,1073593.0,79641.0,167.0,96007.0
2020-07-02,611592.0,83002.0,145.0,127004.0
2020-07-03,810834.0,72470.0,143.0,126698.0
2020-07-04,1918119.0,154451.0,254.0,104056.0
2020-07-05,2129685.0,166968.0,49.0,118489.0
2020-07-06,2165617.0,107623.0,117.0,206109.0
2020-07-07,803870.0,43312.0,585.0,121289.0
2020-07-08,380376.0,53919.0,133.0,157372.0
2020-07-09,627749.0,63715.0,37.0,90726.0
2020-07-10,1225538.0,74246.0,94.0,140758.0
2020-07-11,513949.0,60764.0,215.0,212388.0
2020-07-12,369701.0,69747.0,416.0,168083.0
2020-07-13,169332.0,50591.0,257.0,187065.0
2020-07-14,337446.0,45036.0,90.0,195588.0
2020-07-15,190906.0,43041.0,85.0,215946.0
2020-07-16,197183.0,44731.0,39.0,189468.0
2020-07-17,163159.0,42620.0,57.0,199236.0
2020-07-18,66558.0,29845.0,115.0,74821.0
2020-07-19,225202.0,30909.0,87.0,82718.0
2020-07-20,513044.0,70745.0,129.0,141163.0
2020-07-21,484794.0,75759.0,65.0,163190.0
2020-07-22,266620.0,51095.0,92.0,73512.0
2020-07-23,184826.0,28501.0,77.0,71411.0
2020-07-24,830844.0,48518.0,288.0,106087.0
2020-07-25,430129.0,75997.0,90.0,71825.0
2020-07-26,944589.0,69440.0,188.0,63046.0
2020-07-27,623841.0,113817.0,37.0,105340.0
2020-07-28,1597378.0,88416.0,72.0,136260.0
2020-07-29,1129805.0,28175.0,122.0,117481.0
2020-07-30,373648.0,46089.0,49.0,132209.0
2020-07-31,318756.0,65420.0,59.0,54948.0
2020-08-01,565256.0,55019.0,61.0,140208.0
2020-08-02,394409.0,66303.0,148.0,175717.0
2020-08-03,306803.0,71695.0,217.0,143422.0
2020-08-04,250538.0,44001.0,533.0,114432.0
2020-08-05,572872.0,35058.0,406.0,66081.0
2020-08-06,378607.0,29403.0,449.0,106211.0
2020-08-07,250846.0,34590.0,276.0,103370.0
2020-08-08,211630.0,29462.0,170.0,90449.0
2020-08-09,393201.0,41918.0,53.0,80741.0
2020-08-10,571289.0,34098.0,44.0,116454.0
2020-08-11,894883.0,24625.0,37.0,142716.0
2020-08-12,793901.0,41234.0,47.0,91297.0
2020-08-13,512897.0,42103.0,137.0,34928.0
2020-08-14,212273.0,31841.0,102.0,60936.0
2020-08-15,144833.0,22713.0,56.0,124062.0
2020-08-16,484531.0,38979.0,77.0,123663.0
2020-08-17,366661.0,48793.0,307.0,103765.0
2020-08-18,286131.0,31719.0,125.0,86441.0
2020-08-19,233691.0,74407.0,65.0,170570.0
2020-08-20,597688.0,71814.0,42.0,177425.0
2020-08-21,955715.0,136498.0,43.0,109110.0
2020-08-22,1281193.0,135843.0,270.0,72005.0
2020-08-23,1483898.0,100908.0,120.0,109853.0
2020-08-24,801083.0,46394.0,169.0,89294.0
2020-08-25,1024479.0,164806.0,83.0,74330.0
2020-08-26,3297631.0,149690.0,310.0,47980.0
2020-08-27,1073966.0,82629.0,91.0,69379.0
2020-08-28,948088.0,113293.0,475.0,169223.0
2020-08-29,634676.0,72213.0,560.0,220706.0
2020-08-30,404478.0,81081.0,750.0,147494.0
2020-08-31,328475.0,45837.0,103.0,84249.0
2020-09-01,279969.0,37988.0,78.0,69966.0
2020-09-02,171223.0,30392.0,43.0,111264.0
2020-09-03,1067926.0,50616.0,26.0,69906.0
2020-09-04,809294.0,37037.0,36.0,94980.0
2020-09-05,731039.0,51557.0,152.0,181876.0
2020-09-06,507643.0,41250.0,305.0,249558.0
2020-09-07,392358.0,44255.0,216.0,245289.0
2020-09-08,1098621.0,27083.0,380.0,151005.0
2020-09-09,991816.0,31136.0,84.0,76045.0
2020-09-10,350050.0,34675.0,49.0,93959.0
2020-09-11,217430.0,26743.0,258.0,80428.0
2020-09-12,909567.0,28381.0,377.0,99387.0
2020-09-13,664948.0,29929.0,472.0,133113.0
2020-09-14,291016.0,49788.0,464.0,138757.0
2020-09-15,229011.0,36497.0,282.0,53452.0
2020-09-16,685988.0,53124.0,87.0,55726.0
2020-09-17,1012808.0,120672.0,160.0,135155.0
2020-09-18,904572.0,118446.0,188.0,168397.0
2020-09-19,792916.0,69583.0,90.0,141746.0
2020-09-20,559703.0,33371.0,70.0,67316.0
2020-09-21,175600.0,23057.0,36.0,41217.0
2020-09-22,123445.0,29749.0,124.0,47487.0
2020-09-23,692461.0,108159.0,388.0,117699.0
2020-09-24,1561943.0,161291.0,594.0,241639.0
2020-09-25,987868.0,248468.0,792.0,307169.0
2020-09-26,1275618.0,223285.0,312.0,270024.0
2020-09-27,433053.0,209232.0,265.0,207683.0
2020-09-28,224627.0,93103.0,236.0,118790.0
2020-09-29,215709.0,35504.0,111.0,47856.0
2020-09-30,233100.0,59053.0,101.0,73655.0
2020-10-01,821960.0,121988.0,381.0,211013.0
2020-10-02,1553325.0,141676.0,520.0,359937.0
2020-10-03,1645719.0,116619.0,607.0,296956.0
2020-10-04,1770579.0,228244.0,545.0,253373.0
2020-10-05,1497930.0,217035.0,575.0,170418.0
2020-10-06,2038619.0,240137.0,569.0,155127.0
2020-10-07,1579432.0,137378.0,140.0,98465.0
2020-10-08,2342110.0,159944.0,80.0,57098.0
2020-10-09,798177.0,65901.0,98.0,56388.0
2020-10-10,1270783.0,81462.0,190.0,207538.0
2020-10-11,830842.0,88015.0,493.0,235560.0
2020-10-12,249804.0,57672.0,568.0,170079.0
2020-10-13,496583.0,78229.0,135.0,157869.0
2020-10-14,2009207.0,94067.0,202.0,200458.0
2020-10-15,1223946.0,101543.0,333.0,173071.0
2020-10-16,513573.0,53897.0,135.0,92417.0
2020-10-17,216374.0,21590.0,62.0,49973.0
2020-10-18,1126466.0,23895.0,32.0,72785.0
2020-10-19,590342.0,115916.0,32.0,294860.0
2020-10-20,1565138.0,207379.0,45.0,332254.0
2020-10-21,2146944.0,242959.0,113.0,228559.0
2020-10-22,1982848.0,95387.0,144.0,133580.0
2020-10-23,836773.0,82372.0,437.0,167528.0
2020-10-24,1748182.0,205090.0,195.0,219465.0
2020-10-25,1772975.0,152843.0,474.0,278813.0
2020-10-26,1080166.0,164122.0,536.0,265829.0
2020-10-27,2040099.0,190226.0,169.0,235271.0
2020-10-28,2186037.0,222078.0,150.0,109619.0
2020-10-29,2213900.0,168667.0,69.0,59418.0
2020-10-30,2124705.0,108293.0,87.0,89600.0
2020-10-31,1014759.0,138462.0,145.0,123545.0
2020-11-01,1913169.0,230812.0,221.0,123580.0
2020-11-02,2895005.0,212513.0,209.0,82225.0
2020-11-03,1436870.0,111802.0,82.0,175080.0
2020-11-04,1065337.0,60359.0,139.0,216671.0
2020-11-05,937900.0,122078.0,466.0,304468.0
2020-11-06,555591.0,138241.0,466.0,330235.0
2020-11-07,479156.0,116149.0,112.0,220872.0
2020-11-08,318405.0,73285.0,99.0,153597.0
2020-11-09,284331.0,46774.0,62.0,56189.0
2020-11-10,234701.0,23027.0,58.0,37504.0
2020-11-11,175789.0,72512.0,59.0,141547.0
2020-11-12,1007343.0,93872.0,88.0,98462.0
2020-11-13,950724.0,110905.0,89.0,79188.0
2020-11-14,1053649.0,172557.0,109.0,137007.0
2020-11-15,2377286.0,275686.0,132.0,215008.0
2020-11-16,2180088.0,158235.0,365.0,96936.0
2020-11-17,1826582.0,73346.0,701.0,62690.0
2020-11-18,1650184.0,133609.0,206.0,87295.0
2020-11-19,2661643.0,160644.0,195.0,191798.0
2020-11-20,975835.0,63322.0,953.0,250410.0
2020-11-21,2296619.0,70315.0,971.0,109419.0
2020-11-22,1831770.0,34077.0,472.0,57775.0
2020-11-23,1296875.0,22926.0,113.0,49877.0
2020-11-24,1045807.0,82624.0,539.0,103522.0
2020-11-25,830889.0,100124.0,115.0,124511.0
2020-11-26,525122.0,51685.0,70.0,225421.0
2020-11-27,162735.0,51910.0,85.0,152775.0
2020-11-28,472266.0,90904.0,406.0,73156.0
2020-11-29,318014.0,74938.0,581.0,58168.0
2020-11-30,807294.0,66109.0,238.0,90740.0
2020-12-01,431540.0,160611.0,297.0,171973.0
2020-12-02,264893.0,67039.0,408.0,254830.0
2020-12-03,1443898.0,184725.0,69.0,228705.0
2020-12-04,1728917.0,167694.0,552.0,292407.0
2020-12-05,723240.0,120679.0,578.0,278297.0
2020-12-06,752491.0,58295.0,338.0,307665.0
2020-12-07,1038740.0,46938.0,331.0,374632.0
2020-12-08,473444.0,57365.0,535.0,327958.0
2020-12-09,269506.0,67877.0,261.0,267880.0
2020-12-10,182239.0,108019.0,92.0,355757.0
2020-12-11,1144486.0,156361.0,55.0,376129.0
2020-12-12,581877.0,123490.0,223.0,331060.0
2020-12-13,480593.0,142147.0,146.0,192000.0
2020-12-14,1550360.0,159668.0,34.0,178129.0
2020-12-15,938377.0,87594.0,103.0,190228.0
2020-12-16,759026.0,142387.0,103.0,156216.0
2020-12-17,1617249.0,108419.0,93.0,64355.0
2020-12-18,1385333.0,165206.0,96.0,128109.0
2020-12-19,1710239.0,196495.0,100.0,131186.0
2020-12-20,1072198.0,102778.0,124.0,133561.0
2020-12-21,1772022.0,236177.0,108.0,153981.0
2020-12-22,2384268.0,197638.0,396.0,135410.0
2020-12-23,1058796.0,216797.0,445.0,137936.0
2020-12-24,1613536.0,214330.0,658.0,137997.0
2020-12-25,704919.0,127172.0,520.0,288951.0
2020-12-26,1879869.0,146675.0,723.0,225031.0
2020-12-27,3288135.0,247873.0,410.0,272969.0
2020-12-28,1060359.0,176204.0,724.0,392314.0
2020-12-29,1213815.0,95695.0,529.0,307117.0
2020-12-30,1527174.0,82010.0,189.0,233382.0
2020-12-31,940059.0,76917.0,296.0,231321.0
2021-01-01,272520.0,31329.0,333.0,241440.0
2021-01-02,297526.0,43652.0,467.0,272741.0
2021-01-03,1354831.0,42048.0,267.0,218905.0
2021-01-04,1072987.0,50747.0,100.0,130259.0
2021-01-05,927055.0,46391.0,205.0,71691.0
2021-01-06,543460.0,26873.0,349.0,71327.0
2021-01-07,487443.0,26366.0,133.0,102765.0
2021-01-08,398542.0,28818.0,243.0,228231.0
2021-01-09,226217.0,95386.0,507.0,244481.0
2021-01-10,686829.0,86976.0,618.0,256800.0
2021-01-11,2238382.0,100749.0,453.0,229022.0
2021-01-12,2363485.0,208247.0,256.0,170481.0
2021-01-13,2792075.0,143655.0,144.0,175750.0
2021-01-14,1028670.0,195165.0,291.0,215617.0
2021-01-15,560368.0,114547.0,588.0,220672.0
2021-01-16,437666.0,105867.0,305.0,172815.0
2021-01-17,337354.0,99544.0,271.0,160867.0
2021-01-18,1678279.0,91556.0,78.0,61203.0
2021-01-19,2750285.0,226767.0,538.0,156108.0
2021-01-20,2988627.0,296953.0,586.0,336500.0
2021-01-21,3346377.0,258852.0,603.0,388367.0
2021-01-22,2036328.0,111450.0,751.0,391629.0
2021-01-23,712642.0,128541.0,459.0,411104.0
2021-01-24,701005.0,127011.0,473.0,343718.0
2021-01-25,492553.0,101066.0,351.0,273075.0
2021-01-26,1245787.0,104190.0,278.0,153211.0
2021-01-27,1060073.0,108206.0,91.0,218788.0
2021-01-28,900591.0,246934.0,588.0,232213.0
2021-01-29,1692702.0,279792.0,415.0,257605.0
2021-01-30,748264.0,151046.0,488.0,379389.0
2021-01-31,656506.0,100440.0,421.0,317651.0
2021-02-01,793308.0,115366.0,71.0,357279.0
2021-02-02,848358.0,215877.0,239.0,297773.0
2021-02-03,1729610.0,221885.0,698.0,242000.0
2021-02-04,906855.0,72249.0,389.0,106013.0
2021-02-05,1060365.0,48444.0,55.0,173718.0
2021-02-06,2381122.0,74273.0,111.0,196150.0
2021-02-07,2787552.0,89581.0,610.0,263150.0
2021-02-08,1536744.0,37516.0,673.0,342478.0
2021-02-09,501577.0,92576.0,539.0,337194.0
2021-02-10,560809.0,137206.0,435.0,284200.0
2021-02-11,388838.0,136473.0,167.0,195174.0
2021-02-12,947476.0,184784.0,286.0,273676.0
2021-02-13,761370.0,166233.0,442.0,185109.0
2021-02-14,1101648.0,188005.0,356.0,175036.0
2021-02-15,1884149.0,199543.0,249.0,217670.0
2021-02-16,1233738.0,198698.0,587.0,188975.0
2021-02-17,1887982.0,169494.0,352.0,156372.0
2021-02-18,1773571.0,200679.0,271.0,205798.0
2021-02-19,1406602.0,143454.0,420.0,235531.0
2021-02-20,1460957.0,249145.0,92.0,282863.0
2021-02-21,1121987.0,165894.0,248.0,240727.0
2021-02-22,998652.0,116452.0,254.0,172388.0
2021-02-23,1270766.0,169153.0,66.0,173222.0
2021-02-24,1451893.0,142614.0,148.0,257605.0
2021-02-25,1007612.0,66678.0,78.0,138255.0
2021-02-26,979995.0,76818.0,92.0,143190.0
2021-02-27,626960.0,157683.0,399.0,212882.0
2021-02-28,469500.0,140882.0,675.0,222330.0
2021-03-01,344778.0,88732.0,529.0,214694.0
2021-03-02,276818.0,66371.0,323.0,113762.0
2021-03-03,565473.0,34939.0,85.0,61913.0
2021-03-04,690039.0,43468.0,541.0,87640.0
2021-03-05,598148.0,116638.0,234.0,151783.0
2021-03-06,826844.0,113713.0,439.0,131811.0
2021-03-07,1086504.0,50183.0,170.0,69961.0
2021-03-08,236132.0,56776.0,154.0,166045.0
2021-03-09,288765.0,50037.0,428.0,138338.0
2021-03-10,1085503.0,177184.0,236.0,121481.0
2021-03-11,3586362.0,310447.0,581.0,213360.0
2021-03-12,3374618.0,270872.0,530.0,173420.0
2021-03-13,3461092.0,307847.0,538.0,146977.0
2021-03-14,2384457.0,223149.0,621.0,200079.0
2021-03-15,2114712.0,188297.0,203.0,232949.0
2021-03-16,1306987.0,105974.0,485.0,318266.0
2021-03-17,415948.0,178136.0,127.0,354598.0
2021-03-18,225853.0,81505.0,211.0,307803.0
2021-03-19,920060.0,173923.0,301.0,309813.0
2021-03-20,896649.0,105267.0,528.0,358243.0
2021-03-21,2152555.0,114825.0,615.0,299947.0
2021-03-22,732125.0,77266.0,240.0,236494.0
2021-03-23,440083.0,35621.0,119.0,64080.0
2021-03-24,491009.0,39857.0,73.0,26678.0
2021-03-25,335948.0,44169.0,146.0,46075.0
2021-03-26,1066862.0,145078.0,266.0,108032.0
2021-03-27,2428080.0,144893.0,373.0,135858.0
2021-03-28,1822067.0,83710.0,67.0,139700.0
2021-03-29,1678105.0,62034.0,67.0,229604.0
2021-03-30,433492.0,48581.0,65.0,198215.0
2021-03-31,159072.0,41370.0,75.0,214907.0
2021-04-01,962618.0,81325.0,200.0,165527.0
2021-04-02,1337388.0,186238.0,435.0,83565.0
2021-04-03,909294.0,199052.0,414.0,233565.0
2021-04-04,1063607.0,72202.0,466.0,180385.0
2021-04-05,2801604.0,137383.0,428.0,115067.0
2021-04-06,2147705.0,120942.0,557.0,264717.0
2021-04-07,2483354.0,94926.0,366.0,208884.0
2021-04-08,1815902.0,32088.0,454.0,142216.0
2021-04-09,1559484.0,94319.0,303.0,123645.0
2021-04-10,680529.0,99811.0,296.0,83685.0
2021-04-11,1297961.0,113882.0,344.0,223430.0
2021-04-12,914891.0,54253.0,385.0,171399.0
2021-04-13,1062172.0,66190.0,427.0,73826.0
2021-04-14,537428.0,96871.0,87.0,131949.0
2021-04-15,714611.0,103748.0,184.0,190643.0
2021-04-16,729008.0,105481.0,469.0,230478.0
2021-04-17,502243.0,112211.0,555.0,208205.0
2021-04-18,250888.0,54433.0,234.0,104811.0
2021-04-19,228686.0,26323.0,160.0,63761.0
2021-04-20,213751.0,25863.0,170.0,46285.0
2021-04-21,1042682.0,70793.0,120.0,44654.0
2021-04-22,1648356.0,118049.0,132.0,63576.0
2021-04-23,927788.0,114008.0,188.0,204566.0
2021-04-24,673954.0,132622.0,90.0,213221.0
2021-04-25,673303.0,192987.0,182.0,138739.0
2021-04-26,518847.0,161468.0,184.0,49920.0
2021-04-27,935807.0,46050.0,343.0,58647.0
2021-04-28,772538.0,45244.0,179.0,65633.0
2021-04-29,1268767.0,45647.0,523.0,86826.0
2021-04-30,339531.0,29709.0,427.0,78093.0
2021-05-01,259974.0,51100.0,326.0,166052.0
2021-05-02,1049580.0,33699.0,766.0,93385.0
2021-05-03,1271929.0,109714.0,166.0,100208.0
2021-05-04,3443488.0,243099.0,593.0,65957.0
2021-05-05,2848422.0,145923.0,746.0,74099.0
2021-05-06,1094438.0,94330.0,656.0,125927.0
2021-05-07,1234550.0,50779.0,587.0,85781.0
2021-05-08,1055815.0,136239.0,123.0,210955.0
2021-05-09,1594905.0,184692.0,115.0,243273.0
2021-05-10,1177599.0,124409.0,161.0,184492.0
2021-05-11,548798.0,86168.0,458.0,270943.0
2021-05-12,560959.0,64746.0,503.0,290697.0
2021-05-13,460979.0,77031.0,387.0,225094.0
2021-05-14,491848.0,84921.0,356.0,198291.0
2021-05-15,650129.0,133631.0,506.0,275272.0
2021-05-16,729879.0,154003.0,808.0,278542.0
2021-05-17,829378.0,217122.0,366.0,97549.0
2021-05-18,614295.0,75865.0,459.0,195187.0
2021-05-19,435054.0,104357.0,203.0,137106.0
2021-05-20,629853.0,118822.0,132.0,86100.0
2021-05-21,2194447.0,241976.0,777.0,154262.0
2021-05-22,2375713.0,198978.0,750.0,113261.0
2021-05-23,1274259.0,145529.0,539.0,125225.0
2021-05-24,1448142.0,202184.0,212.0,170005.0
2021-05-25,1893255.0,194907.0,360.0,136338.0
2021-05-26,1822392.0,122232.0,159.0,82755.0
2021-05-27,1408667.0,30122.0,172.0,51050.0
2021-05-28,482569.0,44567.0,81.0,50679.0
2021-05-29,473198.0,70841.0,103.0,86915.0
2021-05-30,474650.0,81982.0,227.0,115678.0
2021-05-31,336473.0,76830.0,78.0,107139.0
2021-06-01,451942.0,81548.0,65.0,98992.0
2021-06-02,791417.0,60471.0,70.0,66823.0
2021-06-03,762556.0,32503.0,70.0,125525.0
2021-06-04,286200.0,42690.0,175.0,104958.0
2021-06-05,365458.0,47459.0,560.0,83022.0
2021-06-06,331913.0,39489.0,111.0,128111.0
2021-06-07,260309.0,30407.0,87.0,96847.0
2021-06-08,207128.0,28233.0,177.0,76993.0
2021-06-09,114606.0,30224.0,109.0,97643.0
2021-06-10,155900.0,29557.0,61.0,111598.0
2021-06-11,264043.0,36426.0,58.0,196704.0
2021-06-12,1579173.0,40087.0,84.0,168465.0
2021-06-13,807366.0,47336.0,74.0,90724.0
2021-06-14,327398.0,36706.0,67.0,80216.0
2021-06-15,214175.0,25905.0,119.0,112871.0
2021-06-16,408396.0,37402.0,59.0,103208.0
2021-06-17,763339.0,67917.0,83.0,92558.0
2021-06-18,457764.0,89899.0,139.0,117548.0
2021-06-19,541104.0,50910.0,267.0,101722.0
2021-06-20,924522.0,54319.0,323.0,246776.0
2021-06-21,913830.0,52683.0,451.0,166134.0
2021-06-22,437474.0,85646.0,271.0,120772.0
2021-06-23,207592.0,52138.0,81.0,144316.0
2021-06-24,134190.0,43123.0,414.0,136876.0
2021-06-25,114120.0,31223.0,288.0,109727.0
2021-06-26,120274.0,28534.0,60.0,126014.0
2021-06-27,264235.0,40343.0,69.0,161209.0
2021-06-28,302991.0,37008.0,110.0,119438.0
2021-06-29,357157.0,43617.0,603.0,71363.0
2021-06-30,704269.0,44586.0,595.0,66925.0
2021-07-01,942359.0,23546.0,252.0,53061.0
2021-07-02,450141.0,21213.0,66.0,85164.0
2021-07-03,151401.0,38093.0,171.0,109438.0
2021-07-04,255235.0,62945.0,181.0,172804.0
2021-07-05,453682.0,93486.0,114.0,185315.0
2021-07-06,1304337.0,157610.0,213.0,159918.0
2021-07-07,386960.0,52047.0,265.0,94132.0
2021-07-08,209891.0,40140.0,346.0,117197.0
2021-07-09,700453.0,22175.0,97.0,103894.0
2021-07-10,413685.0,31149.0,66.0,101236.0
2021-07-11,327303.0,24117.0,128.0,135636.0
2021-07-12,302877.0,60356.0,142.0,257684.0
2021-07-13,394928.0,93478.0,504.0,163691.0
2021-07-14,588578.0,133145.0,404.0,187707.0
2021-07-15,316534.0,139567.0,191.0,189092.0
2021-07-16,475563.0,84548.0,156.0,163436.0
2021-07-17,1050438.0,76603.0,242.0,109029.0
2021-07-18,828965.0,112985.0,305.0,160264.0
2021-07-19,465920.0,83419.0,112.0,83207.0
2021-07-20,282329.0,54937.0,154.0,58843.0
2021-07-21,208843.0,44195.0,85.0,58677.0
2021-07-22,147201.0,51372.0,87.0,109835.0
2021-07-23,157828.0,88860.0,71.0,185822.0
2021-07-24,642854.0,73114.0,297.0,131115.0
2021-07-25,429142.0,66358.0,405.0,102619.0
2021-07-26,336204.0,49203.0,246.0,88691.0
2021-07-27,564562.0,59890.0,287.0,109374.0
2021-07-28,1094390.0,107396.0,328.0,137658.0
2021-07-29,1902858.0,66377.0,116.0,120905.0
2021-07-30,1073131.0,147971.0,367.0,146302.0
2021-07-31,1857232.0,71041.0,367.0,217881.0
2021-08-01,581999.0,51634.0,651.0,90020.0
2021-08-02,741070.0,29083.0,317.0,68179.0
2021-08-03,183557.0,31260.0,377.0,81985.0
2021-08-04,145153.0,33215.0,575.0,112742.0
2021-08-05,328678.0,100184.0,480.0,129339.0
2021-08-06,889240.0,141133.0,469.0,135764.0
2021-08-07,797150.0,148567.0,624.0,158035.0
2021-08-08,1612764.0,117929.0,580.0,88718.0
2021-08-09,998699.0,68119.0,326.0,83058.0
2021-08-10,563538.0,26179.0,62.0,66128.0
2021-08-11,168535.0,18524.0,59.0,72510.0
2021-08-12,166599.0,22781.0,105.0,104860.0
2021-08-13,581721.0,28164.0,80.0,74647.0
2021-08-14,710091.0,24738.0,78.0,90132.0
2021-08-15,518636.0,77285.0,394.0,141858.0
2021-08-16,2103895.0,114909.0,537.0,227587.0
2021-08-17,2295708.0,71739.0,170.0,238622.0
2021-08-18,1602052.0,52070.0,138.0,179981.0
2021-08-19,869914.0,35286.0,77.0,91538.0
2021-08-20,258192.0,21486.0,63.0,71300.0
2021-08-21,158359.0,40345.0,82.0,77141.0
2021-08-22,684700.0,86228.0,436.0,142262.0
2021-08-23,994347.0,84089.0,160.0,226376.0
2021-08-24,662669.0,142063.0,285.0,186282.0
2021-08-25,1075790.0,95672.0,229.0,74147.0
2021-08-26,1106457.0,74908.0,326.0,43521.0
2021-08-27,936036.0,75837.0,239.0,87502.0
2021-08-28,583716.0,92778.0,406.0,162637.0
2021-08-29,706323.0,75394.0,88.0,97436.0
2021-08-30,899130.0,86775.0,255.0,64968.0
2021-08-31,744316.0,94931.0,59.0,85781.0
2021-09-01,397694.0,124223.0,81.0,97280.0
2021-09-02,282131.0,100590.0,135.0,27306.0
2021-09-03,393517.0,36972.0,131.0,19016.0
2021-09-04,230308.0,22749.0,108.0,33122.0
2021-09-05,329401.0,22475.0,117.0,79082.0
2021-09-06,101173.0,42237.0,188.0,145215.0
2021-09-07,110817.0,89535.0,76.0,210186.0
2021-09-08,421181.0,80773.0,124.0,126221.0
2021-09-09,436213.0,57075.0,71.0,109424.0
2021-09-10,309267.0,45842.0,65.0,60045.0
2021-09-11,444479.0,31182.0,59.0,31896.0
2021-09-12,458296.0,25706.0,76.0,53115.0
2021-09-13,212097.0,45186.0,68.0,151956.0
2021-09-14,376696.0,55238.0,129.0,110928.0
2021-09-15,648697.0,37192.0,612.0,46678.0
2021-09-16,965628.0,21490.0,598.0,75082.0
2021-09-17,519445.0,22504.0,191.0,52911.0
2021-09-18,368424.0,41420.0,229.0,106109.0
2021-09-19,463226.0,61771.0,500.0,90001.0
2021-09-20,189131.0,52915.0,78.0,194810.0
2021-09-21,540368.0,59082.0,310.0,207118.0
2021-09-22,604117.0,38131.0,178.0,151411.0
2021-09-23,2357099.0,30328.0,210.0,203376.0
2021-09-24,1461269.0,24038.0,230.0,115643.0
2021-09-25,438071.0,35009.0,70.0,117403.0
2021-09-26,428938.0,59497.0,211.0,101032.0
2021-09-27,673820.0,118472.0,94.0,71057.0
2021-09-28,333536.0,61833.0,126.0,67031.0
2021-09-29,1558836.0,129008.0,88.0,121956.0
2021-09-30,1919340.0,70628.0,168.0,68525.0
2021-10-01,1684527.0,116800.0,98.0,40885.0
2021-10-02,1399133.0,195289.0,95.0,189274.0
2021-10-03,2385984.0,159466.0,187.0,230125.0
2021-10-04,802740.0,119252.0,426.0,201482.0
2021-10-05,999996.0,199921.0,786.0,159992.0
2021-10-06,1118442.0,142146.0,663.0,122493.0
2021-10-07,126710.0,49434.0,879.0,102599.0
2021-10-08,640892.0,84112.0,808.0,86579.0
2021-10-09,882249.0,56964.0,782.0,131607.0
2021-10-10,390849.0,48946.0,362.0,196428.0
2021-10-11,971568.0,61793.0,119.0,162184.0
2021-10-12,1053203.0,66157.0,157.0,152776.0
2021-10-13,607670.0,49821.0,209.0,164555.0
2021-10-14,1373515.0,35351.0,161.0,72204.0
2021-10-15,1632047.0,30741.0,100.0,60416.0
2021-10-16,502699.0,30405.0,171.0,52338.0
2021-10-17,533260.0,42793.0,83.0,51715.0
2021-10-18,700082.0,77020.0,29.0,76863.0
2021-10-19,1724944.0,158689.0,133.0,192103.0
2021-10-20,3127961.0,267920.0,557.0,205576.0
2021-10-21,3257667.0,185904.0,752.0,113734.0
2021-10-22,2973586.0,65317.0,131.0,165737.0
2021-10-23,1030678.0,45331.0,364.0,65974.0
2021-10-24,1093416.0,73436.0,882.0,50598.0
2021-10-25,957983.0,56690.0,529.0,43382.0
2021-10-26,1314134.0,66045.0,395.0,70291.0
2021-10-27,1439983.0,57324.0,557.0,48747.0
2021-10-28,1071603.0,149713.0,410.0,166760.0
2021-10-29,1516766.0,198111.0,158.0,222364.0
2021-10-30,1605188.0,148671.0,176.0,269754.0
2021-10-31,1656238.0,193823.0,176.0,311478.0
2021-11-01,1486735.0,163146.0,345.0,300029.0
2021-11-02,456821.0,78262.0,561.0,284636.0
2021-11-03,314007.0,71711.0,472.0,239856.0
2021-11-04,1329726.0,74215.0,463.0,174238.0
2021-11-05,1254050.0,54066.0,492.0,233315.0
2021-11-06,1955056.0,81358.0,953.0,272323.0
2021-11-07,2679286.0,104714.0,634.0,286809.0
2021-11-08,864940.0,47987.0,543.0,272931.0
2021-11-09,817839.0,38945.0,835.0,180428.0
2021-11-10,404320.0,25406.0,422.0,90835.0
2021-11-11,218922.0,26447.0,283.0,58183.0
2021-11-12,653821.0,76042.0,110.0,85065.0
2021-11-13,524186.0,89589.0,172.0,129571.0
2021-11-14,437757.0,75002.0,196.0,220869.0
