,DE_LU_Eprice_min,FR_Eprice_min,IT_NORD_Eprice_min,ES_Eprice_min
2021-11-30,64.82,209.63,220.12,220.12
2021-12-01,36.98,120.41,199.1,192.81
2021-12-02,28.72,172.29,202.0,171.3
2021-12-03,106.48,226.39,226.39,194.06
2021-12-04,87.48,183.79,197.31,175.4
2021-12-05,80.92,135.98,159.46,2.67
2021-12-06,131.45,179.8,179.8,177.37
2021-12-07,85.46,197.73,197.73,176.0
2021-12-08,66.08,180.8,184.2,14.0
2021-12-09,170.51,194.96,205.0,175.1
2021-12-10,146.78,147.69,203.9,98.13
2021-12-11,130.01,201.6,201.6,201.6
2021-12-12,105.9,218.01,218.01,218.01
2021-12-13,137.81,217.71,217.71,217.71
2021-12-14,144.42,250.0,235.21,250.0
2021-12-15,185.01,261.73,261.73,261.73
2021-12-16,208.15,251.78,251.78,251.78
2021-12-17,240.73,250.0,250.0,250.0
2021-12-18,80.49,265.77,265.77,265.77
2021-12-19,21.83,274.9,274.9,274.9
2021-12-20,136.9,267.99,267.99,267.99
2021-12-21,291.12,294.9,294.9,270.0
2021-12-22,280.0,333.9,333.9,331.4
2021-12-23,98.85,334.36,342.71,303.0
2021-12-24,88.88,245.12,245.12,245.12
2021-12-25,125.31,125.31,153.86,125.31
2021-12-26,95.79,126.66,153.0,52.64
2021-12-27,74.4,64.5,153.39,2.67
2021-12-28,36.22,14.76,144.39,8.06
2021-12-29,73.08,73.08,149.74,90.82
2021-12-30,5.71,21.36,120.9,150.0
2021-12-31,-0.06,37.33,94.48,111.1
2022-01-01,37.67,37.67,67.99,70.05
2022-01-02,0.31,2.71,100.0,103.7
2022-01-03,-1.05,0.06,83.27,100.36
2022-01-04,97.56,105.0,105.0,105.0
2022-01-05,75.38,75.38,75.38,75.38
2022-01-06,101.32,170.1,170.1,170.1
2022-01-07,101.91,162.8,202.54,162.8
2022-01-08,85.03,109.18,201.0,109.18
2022-01-09,49.29,45.82,172.0,14.0
2022-01-10,178.04,178.04,178.04,158.7
2022-01-11,193.0,193.0,193.0,193.0
2022-01-12,172.18,178.33,178.33,178.33
2022-01-13,120.04,182.88,186.57,182.88
2022-01-14,107.46,192.43,192.43,180.3
2022-01-15,182.64,193.04,193.04,193.04
2022-01-16,78.08,186.6,186.6,186.6
2022-01-17,10.09,209.55,197.7,209.55
2022-01-18,169.01,193.99,193.99,193.99
2022-01-19,90.05,188.7,188.7,179.64
2022-01-20,70.99,168.18,168.18,160.69
2022-01-21,110.92,182.3,182.07,154.7
2022-01-22,119.99,176.04,176.04,166.9
2022-01-23,168.23,179.04,179.04,179.04
2022-01-24,177.46,177.46,177.46,177.46
2022-01-25,196.24,196.24,196.24,196.24
2022-01-26,122.34,225.01,225.01,225.01
2022-01-27,82.03,221.36,221.36,215.75
2022-01-28,77.26,214.81,214.81,190.0
2022-01-29,2.3,180.84,206.99,181.97
2022-01-30,3.73,203.38,195.14,206.5
2022-01-31,100.0,100.13,193.21,167.8
2022-02-01,35.54,169.97,185.52,169.97
2022-02-02,10.05,168.08,184.0,168.08
2022-02-03,138.71,158.81,177.43,173.25
2022-02-04,87.38,156.09,179.34,166.59
2022-02-05,10.36,166.0,190.25,170.47
2022-02-06,0.12,27.2,178.0,172.18
2022-02-07,10.08,154.94,154.94,165.97
2022-02-08,104.12,170.88,170.88,170.88
2022-02-09,109.58,182.59,183.85,182.59
2022-02-10,136.66,172.23,184.27,172.23
2022-02-11,128.35,165.0,184.0,165.0
2022-02-12,87.12,166.0,167.56,166.79
2022-02-13,30.08,70.0,167.37,70.0
2022-02-14,12.94,105.0,170.2,105.0
2022-02-15,87.91,156.99,192.02,162.52
2022-02-16,17.92,75.99,179.18,130.0
2022-02-17,13.97,18.53,164.86,100.0
2022-02-18,62.57,88.93,166.62,129.0
2022-02-19,-0.52,60.97,163.29,77.2
2022-02-20,10.73,57.75,161.73,125.52
2022-02-21,1.43,59.72,154.98,125.52
2022-02-22,79.9,139.67,158.0,140.0
2022-02-23,78.96,161.92,163.07,163.07
2022-02-24,94.78,150.08,180.79,163.71
2022-02-25,89.93,153.32,235.0,153.32
2022-02-26,152.6,177.04,180.33,237.14
2022-02-27,111.68,111.68,153.76,209.14
2022-02-28,135.4,196.33,196.33,218.97
2022-03-01,143.15,221.0,221.0,220.98
2022-03-02,233.14,230.89,233.14,204.15
2022-03-03,266.04,301.15,307.01,260.0
2022-03-04,292.16,304.05,329.0,264.61
2022-03-05,260.35,265.53,313.0,311.0
2022-03-06,210.01,276.81,330.07,334.21
2022-03-07,312.82,338.65,390.99,379.02
2022-03-08,294.77,418.4,468.46,424.88
2022-03-09,305.11,356.74,417.29,356.74
