,DE_LU_HYDRORIVER,FR_HYDRORIVER,IT_NORD_HYDRORIVER,ES_HYDRORIVER
2021-10-21,97721.0,50014.0,59377.0,9234.0
2021-10-22,102644.0,59870.0,66216.0,9573.0
2021-10-23,98081.0,55532.0,54027.0,9420.0
2021-10-24,93092.0,45373.0,46135.0,8897.0
2021-10-25,88175.0,49083.0,58118.0,8917.0
2021-10-26,98660.0,49555.0,62276.0,10420.0
2021-10-27,100334.0,48238.0,50991.0,9877.0
2021-10-28,98141.0,48682.0,50863.0,10676.0
2021-10-29,89764.0,47442.0,59169.0,11567.0
2021-10-30,85384.0,55023.0,48998.0,12383.0
2021-10-31,82814.0,51644.0,44689.0,12563.0
2021-11-01,85244.0,77195.0,50080.0,14655.0
2021-11-02,100471.0,94777.0,62056.0,15273.0
2021-11-03,105086.0,96815.0,66435.0,15821.0
2021-11-04,114040.0,93914.0,71874.0,16104.0
2021-11-05,109127.0,89900.0,70887.0,15630.0
2021-11-06,101966.0,77200.0,50795.0,15147.0
2021-11-07,95889.0,67209.0,50402.0,13444.0
2021-11-08,95247.0,82428.0,63624.0,14356.0
2021-11-09,100856.0,73497.0,62991.0,13215.0
2021-11-10,98928.0,79016.0,66039.0,13078.0
2021-11-11,105721.0,69525.0,61853.0,11702.0
2021-11-12,103534.0,63851.0,66421.0,11299.0
2021-11-13,99152.0,56206.0,54501.0,10654.0
2021-11-14,97326.0,52692.0,53069.0,10529.0
2021-11-15,101149.0,76124.0,81034.0,11171.0
2021-11-16,109173.0,86164.0,70914.0,11754.0
2021-11-17,109061.0,74907.0,63228.0,12103.0
2021-11-18,102706.0,74020.0,59717.0,12403.0
2021-11-19,97372.0,67386.0,61611.0,10778.0
2021-11-20,90392.0,55718.0,47002.0,9992.0
2021-11-21,84302.0,51108.0,42055.0,9666.0
2021-11-22,88827.0,55619.0,65594.0,11004.0
2021-11-23,98926.0,63770.0,64252.0,12897.0
2021-11-24,101439.0,71964.0,60214.0,16171.0
2021-11-25,101040.0,77937.0,63860.0,18375.0
2021-11-26,90303.0,72055.0,52152.0,18675.0
2021-11-27,83379.0,55861.0,44312.0,19419.0
2021-11-28,81922.0,54767.0,42790.0,18398.0
2021-11-29,86110.0,82946.0,62749.0,19090.0
2021-11-30,92111.0,74012.0,52484.0,17730.0
2021-12-01,97092.0,69729.0,48648.0,18247.0
2021-12-02,108380.0,81190.0,55084.0,19602.0
2021-12-03,108399.0,91775.0,50514.0,21163.0
2021-12-04,110018.0,98717.0,41719.0,24557.0
2021-12-05,117452.0,113002.0,38379.0,23808.0
2021-12-06,113595.0,122758.0,48670.0,24398.0
2021-12-07,113876.0,120787.0,44131.0,26397.0
2021-12-08,108320.0,126433.0,48325.0,27568.0
2021-12-09,114401.0,133160.0,56750.0,28307.0
2021-12-10,116758.0,130287.0,50529.0,27213.0
2021-12-11,106677.0,120646.0,43533.0,26830.0
2021-12-12,101250.0,109851.0,35543.0,26108.0
2021-12-13,103940.0,119442.0,46176.0,26518.0
2021-12-14,118398.0,132682.0,52598.0,27399.0
2021-12-15,118315.0,124839.0,45816.0,27885.0
2021-12-16,111423.0,120848.0,50032.0,25280.0
2021-12-17,104677.0,112022.0,47831.0,29212.0
2021-12-18,98613.0,94139.0,43162.0,27108.0
2021-12-19,95598.0,85417.0,39136.0,26670.0
2021-12-20,94570.0,101018.0,59590.0,26766.0
2021-12-21,103517.0,111669.0,63762.0,25865.0
2021-12-22,101745.0,109772.0,49214.0,25957.0
2021-12-23,94669.0,90612.0,45617.0,28467.0
2021-12-24,92774.0,79653.0,39525.0,29632.0
2021-12-25,98811.0,73738.0,37029.0,28014.0
2021-12-26,108695.0,86766.0,36832.0,27554.0
2021-12-27,109965.0,117881.0,40403.0,30618.0
2021-12-28,114254.0,139541.0,43280.0,31644.0
2021-12-29,128643.0,147289.0,41657.0,32893.0
2021-12-30,149273.0,143162.0,43957.0,32510.0
2021-12-31,142222.0,145542.0,40913.0,29451.0
2022-01-01,135858.0,138660.0,32256.0,24815.0
2022-01-02,131370.0,135100.0,32093.0,25865.0
2022-01-03,130562.0,138805.0,37314.0,25058.0
2022-01-04,131282.0,140596.0,35221.0,28293.0
2022-01-05,133139.0,147223.0,41473.0,29502.0
2022-01-06,131009.0,147708.0,42739.0,28222.0
2022-01-07,128799.0,145937.0,42191.0,27725.0
2022-01-08,125221.0,135344.0,32498.0,27224.0
2022-01-09,124981.0,136998.0,38677.0,26961.0
2022-01-10,125513.0,146090.0,43851.0,31039.0
2022-01-11,130457.0,146521.0,42339.0,29640.0
2022-01-12,126596.0,149174.0,38197.0,30370.0
2022-01-13,121595.0,160264.0,38882.0,30324.0
2022-01-14,119372.0,147131.0,43976.0,28577.0
2022-01-15,120135.0,134785.0,30203.0,27488.0
2022-01-16,114186.0,117781.0,27254.0,23500.0
2022-01-17,108543.0,128129.0,40357.0,23159.0
2022-01-18,116740.0,128050.0,40506.0,23270.0
2022-01-19,113630.0,110357.0,40625.0,22048.0
2022-01-20,108142.0,116943.0,38686.0,21768.0
2022-01-21,106852.0,111039.0,41599.0,21943.0
2022-01-22,106694.0,89796.0,31230.0,20747.0
2022-01-23,104354.0,78723.0,42810.0,19863.0
2022-01-24,107407.0,108045.0,57630.0,20071.0
2022-01-25,119589.0,122734.0,62180.0,18346.0
2022-01-26,117675.0,115667.0,63493.0,18587.0
2022-01-27,109193.0,109886.0,57677.0,17718.0
2022-01-28,89882.0,105982.0,56947.0,17372.0
2022-01-29,82534.0,79774.0,43284.0,16454.0
2022-01-30,78687.0,67105.0,44079.0,15990.0
2022-01-31,85918.0,83542.0,47809.0,15420.0
2022-02-01,95269.0,83163.0,34614.0,14646.0
2022-02-02,95355.0,88245.0,31199.0,15999.0
2022-02-03,99248.0,99913.0,32499.0,16400.0
2022-02-04,94421.0,100204.0,37573.0,15630.0
2022-02-05,92632.0,85198.0,33066.0,14643.0
2022-02-06,89446.0,72677.0,30408.0,14044.0
2022-02-07,99219.0,100647.0,36060.0,13787.0
2022-02-08,97355.0,106646.0,32663.0,13747.0
2022-02-09,93644.0,108602.0,33845.0,13969.0
2022-02-10,99351.0,108701.0,35305.0,14236.0
2022-02-11,101547.0,116460.0,36847.0,12393.0
2022-02-12,96891.0,100774.0,26488.0,9729.0
2022-02-13,90370.0,81384.0,24718.0,13981.0
2022-02-14,90084.0,102155.0,32893.0,14450.0
2022-02-15,93861.0,120283.0,27942.0,12549.0
2022-02-16,93835.0,108822.0,27711.0,15607.0
2022-02-17,102340.0,129355.0,25818.0,16886.0
2022-02-18,114252.0,135577.0,25599.0,17171.0
2022-02-19,112207.0,131523.0,21788.0,16685.0
2022-02-20,107217.0,114578.0,23356.0,16014.0
2022-02-21,105787.0,130214.0,22514.0,16060.0
2022-02-22,106320.0,135705.0,24652.0,15002.0
2022-02-23,106145.0,137556.0,25895.0,15517.0
2022-02-24,103697.0,128068.0,30399.0,16832.0
2022-02-25,94067.0,135288.0,35094.0,17003.0
2022-02-26,91642.0,118687.0,34890.0,11602.0
2022-02-27,88361.0,93197.0,24626.0,13976.0
2022-02-28,87344.0,110818.0,34215.0,13869.0
2022-03-01,91463.0,119905.0,30639.0,14063.0
2022-03-02,94546.0,118932.0,28680.0,15849.0
2022-03-03,101780.0,122468.0,36698.0,18314.0
2022-03-04,98189.0,115032.0,38746.0,20594.0
2022-03-05,88199.0,106858.0,34646.0,18606.0
2022-03-06,85156.0,91752.0,41482.0,19450.0
2022-03-07,85485.0,108632.0,32574.0,19595.0
2022-03-08,84747.0,100079.0,27835.0,17405.0
