,DE_LU_HYDRORIVER,FR_HYDRORIVER,IT_NORD_HYDRORIVER,ES_HYDRORIVER
2020-05-23,174331.0,128607.0,144551.0,31181.0
2020-05-24,157341.0,119437.0,136267.0,30442.0
2020-05-25,179998.0,138210.0,145920.0,31406.0
2020-05-26,177541.0,134572.0,153136.0,30966.0
2020-05-27,170124.0,129248.0,145166.0,30698.0
2020-05-28,164552.0,126640.0,138313.0,30713.0
2020-05-29,163558.0,126054.0,134332.0,31815.0
2020-05-30,151753.0,112254.0,121457.0,30299.0
2020-05-31,135444.0,97339.0,111902.0,29466.0
2020-06-01,125968.0,93576.0,116915.0,32022.0
2020-06-02,136090.0,114543.0,115745.0,30767.0
2020-06-03,152831.0,120164.0,127069.0,29568.0
2020-06-04,164403.0,126327.0,134419.0,29414.0
2020-06-05,175005.0,130728.0,137927.0,31005.0
2020-06-06,160300.0,118455.0,124396.0,29153.0
2020-06-07,159150.0,135602.0,128772.0,29208.0
2020-06-08,180953.0,136445.0,153463.0,30620.0
2020-06-09,186205.0,139277.0,153300.0,30672.0
2020-06-10,193236.0,147287.0,154651.0,31376.0
2020-06-11,203685.0,145246.0,145952.0,29779.0
2020-06-12,199990.0,147524.0,148189.0,30144.0
2020-06-13,191505.0,145582.0,136574.0,29555.0
2020-06-14,196986.0,140905.0,132560.0,29421.0
2020-06-15,196819.0,145460.0,156466.0,31511.0
2020-06-16,187636.0,148462.0,151124.0,29893.0
2020-06-17,203428.0,151159.0,149502.0,29987.0
2020-06-18,210894.0,153224.0,139268.0,29819.0
2020-06-19,213759.0,148631.0,133586.0,29646.0
2020-06-20,210231.0,138187.0,123028.0,27030.0
2020-06-21,204048.0,118597.0,117320.0,25908.0
2020-06-22,200137.0,131365.0,129759.0,25474.0
2020-06-23,198126.0,128174.0,130687.0,25583.0
2020-06-24,195876.0,132751.0,135834.0,25798.0
2020-06-25,194580.0,129176.0,134495.0,26833.0
2020-06-26,192243.0,134770.0,129085.0,27807.0
2020-06-27,193952.0,126950.0,113314.0,27191.0
2020-06-28,192968.0,117240.0,109511.0,26581.0
2020-06-29,194324.0,127527.0,126545.0,26134.0
2020-06-30,199872.0,121116.0,135550.0,26271.0
2020-07-01,202413.0,134517.0,126759.0,25759.0
2020-07-02,200444.0,130325.0,136242.0,25935.0
2020-07-03,189536.0,129223.0,132694.0,24915.0
2020-07-04,197872.0,110506.0,116002.0,22919.0
2020-07-05,176422.0,92751.0,104579.0,22730.0
2020-07-06,193803.0,110549.0,123388.0,22980.0
2020-07-07,192399.0,112525.0,131356.0,23885.0
2020-07-08,188774.0,111921.0,130868.0,23754.0
2020-07-09,186663.0,112861.0,128914.0,23534.0
2020-07-10,184987.0,105396.0,121844.0,23208.0
2020-07-11,192738.0,97409.0,100867.0,22031.0
2020-07-12,190318.0,91177.0,89509.0,21451.0
2020-07-13,179396.0,102652.0,105132.0,22413.0
2020-07-14,179670.0,96580.0,114241.0,21964.0
2020-07-15,181352.0,99139.0,119475.0,20954.0
2020-07-16,187151.0,96669.0,117596.0,20309.0
2020-07-17,195778.0,98731.0,106751.0,19985.0
2020-07-18,192509.0,79686.0,81205.0,19537.0
2020-07-19,182013.0,72801.0,76789.0,19157.0
2020-07-20,175053.0,89351.0,94775.0,20231.0
2020-07-21,175595.0,87940.0,102909.0,19621.0
2020-07-22,176542.0,94623.0,105004.0,19426.0
2020-07-23,179281.0,96949.0,103964.0,19445.0
2020-07-24,179648.0,101722.0,96268.0,19335.0
2020-07-25,173042.0,85489.0,80587.0,18034.0
2020-07-26,153953.0,75749.0,74499.0,18174.0
2020-07-27,159573.0,85770.0,97699.0,19102.0
2020-07-28,162230.0,85401.0,102654.0,18825.0
2020-07-29,166241.0,90168.0,96587.0,19235.0
2020-07-30,165927.0,89988.0,99973.0,18956.0
2020-07-31,165538.0,93106.0,106966.0,20313.0
2020-08-01,160196.0,90050.0,85989.0,17763.0
2020-08-02,157064.0,82118.0,81643.0,16789.0
2020-08-03,179818.0,89133.0,106106.0,17828.0
2020-08-04,157349.0,93956.0,107899.0,18337.0
2020-08-05,176028.0,90421.0,102554.0,18559.0
2020-08-06,188421.0,91055.0,100378.0,18623.0
2020-08-07,190819.0,91516.0,105427.0,19127.0
2020-08-08,183593.0,90263.0,87545.0,17002.0
2020-08-09,173115.0,83004.0,87198.0,17014.0
2020-08-10,175242.0,88198.0,107150.0,18580.0
2020-08-11,183582.0,86647.0,107532.0,18487.0
2020-08-12,178478.0,80708.0,102900.0,18856.0
2020-08-13,175638.0,78735.0,106831.0,19134.0
2020-08-14,177339.0,82860.0,101176.0,17831.0
2020-08-15,177278.0,70583.0,86901.0,16222.0
2020-08-16,163962.0,64667.0,78647.0,16521.0
2020-08-17,174983.0,79638.0,102946.0,18081.0
2020-08-18,179722.0,82422.0,91342.0,18252.0
2020-08-19,173852.0,79237.0,81130.0,17790.0
2020-08-20,166300.0,79745.0,82884.0,18044.0
2020-08-21,162019.0,79174.0,83756.0,17729.0
2020-08-22,158619.0,66591.0,80065.0,15783.0
2020-08-23,160314.0,62098.0,70728.0,14835.0
2020-08-24,150045.0,69774.0,95440.0,16932.0
2020-08-25,153513.0,62871.0,87399.0,17156.0
2020-08-26,143587.0,61032.0,91234.0,17476.0
2020-08-27,142897.0,62148.0,95424.0,17731.0
2020-08-28,149872.0,62814.0,87063.0,16216.0
2020-08-29,166976.0,66225.0,100298.0,15975.0
2020-08-30,166203.0,74697.0,107620.0,16862.0
2020-08-31,189828.0,85783.0,115641.0,17609.0
2020-09-01,198219.0,85582.0,116476.0,18031.0
2020-09-02,201850.0,86470.0,121266.0,17778.0
2020-09-03,197316.0,81606.0,120094.0,17824.0
2020-09-04,184580.0,75700.0,111901.0,17144.0
2020-09-05,175359.0,71083.0,104586.0,15695.0
2020-09-06,169928.0,67297.0,105280.0,14807.0
2020-09-07,184306.0,69747.0,115979.0,16613.0
2020-09-08,182537.0,67618.0,97867.0,15825.0
2020-09-09,177762.0,67205.0,103135.0,16126.0
2020-09-10,176313.0,67545.0,99738.0,15612.0
2020-09-11,174163.0,65025.0,101498.0,16135.0
2020-09-12,164405.0,59474.0,84266.0,13969.0
2020-09-13,153929.0,56725.0,77378.0,13122.0
2020-09-14,156128.0,64271.0,96622.0,14631.0
2020-09-15,162131.0,71919.0,96675.0,15052.0
2020-09-16,162237.0,70259.0,92922.0,15383.0
2020-09-17,159224.0,58450.0,89786.0,15201.0
2020-09-18,146570.0,63357.0,81583.0,14800.0
2020-09-19,134270.0,56711.0,68385.0,14708.0
2020-09-20,127855.0,58511.0,61282.0,13752.0
2020-09-21,133714.0,67615.0,88372.0,15233.0
2020-09-22,149507.0,70515.0,88542.0,14297.0
2020-09-23,155837.0,69283.0,85510.0,13542.0
2020-09-24,146684.0,67010.0,85518.0,13233.0
2020-09-25,164316.0,76172.0,95936.0,13528.0
2020-09-26,183198.0,83208.0,83273.0,14626.0
2020-09-27,176791.0,84696.0,72418.0,16353.0
2020-09-28,172479.0,86691.0,89442.0,14841.0
2020-09-29,174958.0,88218.0,83027.0,14443.0
2020-09-30,172156.0,81076.0,76033.0,13878.0
2020-10-01,170010.0,83516.0,76693.0,13373.0
2020-10-02,163243.0,92182.0,93316.0,18420.0
2020-10-03,171227.0,112017.0,99005.0,20291.0
2020-10-04,174600.0,116881.0,96978.0,19531.0
2020-10-05,177477.0,115143.0,109109.0,19118.0
2020-10-06,177126.0,110796.0,108055.0,19902.0
2020-10-07,181443.0,117666.0,106099.0,19955.0
2020-10-08,178400.0,111097.0,102674.0,19244.0
2020-10-09,172507.0,109492.0,109725.0,18706.0
2020-10-10,165899.0,92848.0,92039.0,16268.0
2020-10-11,165834.0,86197.0,94283.0,15822.0
2020-10-12,169271.0,98404.0,104674.0,16352.0
2020-10-13,166911.0,98618.0,101739.0,19207.0
2020-10-14,159672.0,95750.0,97971.0,19967.0
2020-10-15,156046.0,96277.0,98190.0,21579.0
2020-10-16,162323.0,106843.0,105991.0,22075.0
2020-10-17,165165.0,101213.0,94970.0,21226.0
2020-10-18,155574.0,88202.0,89370.0,19518.0
2020-10-19,146129.0,100485.0,95668.0,17749.0
2020-10-20,143502.0,94373.0,87365.0,17147.0
2020-10-21,139296.0,87994.0,84952.0,21588.0
2020-10-22,140024.0,92472.0,91928.0,24356.0
2020-10-23,146005.0,111255.0,93464.0,26007.0
2020-10-24,158844.0,114753.0,92011.0,24894.0
2020-10-25,150433.0,100760.0,79092.0,27732.0
2020-10-26,151463.0,118867.0,100406.0,28750.0
2020-10-27,174988.0,127710.0,103355.0,27706.0
2020-10-28,172426.0,126753.0,99991.0,27954.0
2020-10-29,171834.0,129229.0,98894.0,25964.0
2020-10-30,183349.0,128632.0,100201.0,23964.0
2020-10-31,176454.0,121663.0,92014.0,21504.0
2020-11-01,169518.0,106051.0,81856.0,20807.0
2020-11-02,160165.0,105463.0,99203.0,22588.0
2020-11-03,168467.0,105172.0,93395.0,21956.0
2020-11-04,172218.0,106105.0,93246.0,21170.0
2020-11-05,167187.0,102367.0,91286.0,20423.0
2020-11-06,161348.0,97811.0,94129.0,21210.0
2020-11-07,154151.0,90292.0,77614.0,24735.0
2020-11-08,147188.0,86644.0,71991.0,28303.0
2020-11-09,147938.0,104225.0,85260.0,27821.0
2020-11-10,153738.0,111241.0,85570.0,27019.0
2020-11-11,152014.0,97384.0,85027.0,27414.0
2020-11-12,145085.0,93885.0,84686.0,26980.0
2020-11-13,140987.0,90870.0,85347.0,25207.0
2020-11-14,134430.0,75203.0,70309.0,21369.0
2020-11-15,126004.0,64841.0,61342.0,22225.0
2020-11-16,128848.0,93245.0,77983.0,23765.0
2020-11-17,137470.0,98146.0,78703.0,23078.0
2020-11-18,129039.0,91424.0,73194.0,23073.0
2020-11-19,128228.0,87058.0,76280.0,21321.0
2020-11-20,134223.0,89916.0,82561.0,20825.0
2020-11-21,127964.0,72754.0,62148.0,19626.0
2020-11-22,113879.0,65854.0,51012.0,18171.0
2020-11-23,123912.0,91078.0,74450.0,20589.0
2020-11-24,132385.0,88054.0,68760.0,20202.0
2020-11-25,131629.0,84803.0,63990.0,20683.0
2020-11-26,132909.0,97023.0,73443.0,20811.0
2020-11-27,128431.0,100654.0,75936.0,22023.0
2020-11-28,122523.0,74465.0,50945.0,20237.0
2020-11-29,113301.0,67827.0,44827.0,18531.0
2020-11-30,116915.0,88715.0,58972.0,20237.0
2020-12-01,122007.0,89832.0,64254.0,18738.0
2020-12-02,128636.0,104981.0,74564.0,18594.0
2020-12-03,129816.0,89008.0,72803.0,19423.0
2020-12-04,122672.0,93330.0,70048.0,18484.0
2020-12-05,115857.0,86242.0,61415.0,19017.0
2020-12-06,127120.0,72620.0,66016.0,19660.0
2020-12-07,125940.0,95606.0,85610.0,23460.0
2020-12-08,125457.0,106001.0,79843.0,25656.0
2020-12-09,128281.0,111322.0,82237.0,28851.0
2020-12-10,131263.0,118018.0,77742.0,33100.0
2020-12-11,127389.0,107802.0,74441.0,34291.0
2020-12-12,122718.0,104692.0,58728.0,34085.0
2020-12-13,113814.0,119052.0,49608.0,34607.0
2020-12-14,113543.0,130833.0,67102.0,37096.0
2020-12-15,117721.0,136472.0,72854.0,37519.0
2020-12-16,123727.0,143186.0,76931.0,38637.0
2020-12-17,129025.0,144123.0,77676.0,38722.0
2020-12-18,125803.0,132678.0,76152.0,37647.0
2020-12-19,114623.0,118668.0,55451.0,37011.0
2020-12-20,108918.0,113452.0,48123.0,35816.0
2020-12-21,104558.0,117916.0,66512.0,36587.0
2020-12-22,116775.0,122777.0,59055.0,37360.0
2020-12-23,120467.0,132886.0,65825.0,37164.0
2020-12-24,130247.0,128111.0,50283.0,35427.0
2020-12-25,136379.0,128782.0,50562.0,33017.0
2020-12-26,131179.0,119473.0,45432.0,33113.0
2020-12-27,117897.0,113128.0,43344.0,31526.0
2020-12-28,125176.0,135509.0,57357.0,33027.0
2020-12-29,126671.0,132516.0,56134.0,35857.0
2020-12-30,118533.0,121995.0,57154.0,35530.0
2020-12-31,112677.0,116957.0,50346.0,35519.0
2021-01-01,109040.0,112972.0,48080.0,33923.0
2021-01-02,105594.0,115827.0,52480.0,33867.0
2021-01-03,103817.0,100896.0,48306.0,32600.0
2021-01-04,106080.0,121427.0,66912.0,34010.0
2021-01-05,116035.0,132440.0,69783.0,33724.0
2021-01-06,115613.0,132841.0,57131.0,33073.0
2021-01-07,117670.0,134135.0,76532.0,31981.0
2021-01-08,122374.0,140570.0,73038.0,31953.0
2021-01-09,115486.0,113098.0,58068.0,30623.0
2021-01-10,105875.0,94275.0,43702.0,28902.0
2021-01-11,100731.0,121516.0,61480.0,29164.0
2021-01-12,106808.0,124333.0,61130.0,28903.0
2021-01-13,114861.0,132338.0,67396.0,28958.0
2021-01-14,126872.0,143951.0,67638.0,29344.0
2021-01-15,129931.0,161983.0,66606.0,29628.0
2021-01-16,124694.0,137248.0,54923.0,28256.0
2021-01-17,109840.0,129260.0,45845.0,28343.0
2021-01-18,112918.0,146479.0,66860.0,29804.0
2021-01-19,123811.0,144219.0,61496.0,29622.0
2021-01-20,116256.0,128408.0,57651.0,32387.0
2021-01-21,104657.0,132725.0,59895.0,36487.0
2021-01-22,113639.0,148703.0,62569.0,37549.0
2021-01-23,123518.0,149936.0,56414.0,35047.0
2021-01-24,120186.0,144980.0,48143.0,36221.0
2021-01-25,122001.0,162398.0,69055.0,38495.0
2021-01-26,130287.0,162371.0,64734.0,39933.0
2021-01-27,134394.0,159180.0,64527.0,41768.0
2021-01-28,135069.0,159540.0,65998.0,42466.0
2021-01-29,153439.0,158079.0,63101.0,42348.0
2021-01-30,144448.0,153478.0,49871.0,39726.0
2021-01-31,138581.0,151151.0,46455.0,39186.0
2021-02-01,134826.0,161077.0,68068.0,41508.0
2021-02-02,139524.0,155406.0,61556.0,42122.0
2021-02-03,144669.0,155844.0,64970.0,43812.0
2021-02-04,142604.0,163009.0,65299.0,45217.0
2021-02-05,140576.0,155269.0,70764.0,46028.0
2021-02-06,140838.0,161340.0,54475.0,43727.0
2021-02-07,145247.0,157404.0,44564.0,41327.0
2021-02-08,161951.0,166104.0,65869.0,40988.0
2021-02-09,162407.0,173088.0,68493.0,41352.0
2021-02-10,163930.0,171375.0,72906.0,41837.0
2021-02-11,161779.0,174940.0,74137.0,42962.0
2021-02-12,156844.0,177181.0,72459.0,43316.0
2021-02-13,149584.0,170309.0,49981.0,41962.0
2021-02-14,141527.0,156304.0,39956.0,39303.0
2021-02-15,138172.0,167503.0,57613.0,39133.0
2021-02-16,148076.0,158395.0,64047.0,39940.0
2021-02-17,151328.0,152294.0,60110.0,40701.0
2021-02-18,149674.0,150010.0,60647.0,41452.0
2021-02-19,139348.0,147816.0,60435.0,41669.0
2021-02-20,135369.0,135106.0,45533.0,36636.0
2021-02-21,131512.0,124702.0,36923.0,37653.0
2021-02-22,130215.0,140036.0,52994.0,43788.0
2021-02-23,136769.0,136178.0,54822.0,44457.0
2021-02-24,137871.0,128070.0,52582.0,42491.0
2021-02-25,141457.0,137102.0,60991.0,43347.0
2021-02-26,137437.0,142073.0,61470.0,42696.0
2021-02-27,141706.0,130609.0,51822.0,39095.0
2021-02-28,136982.0,124548.0,42894.0,36582.0
2021-03-01,130896.0,142922.0,58581.0,39905.0
2021-03-02,136518.0,141039.0,59872.0,40586.0
2021-03-03,141805.0,144360.0,59166.0,39539.0
2021-03-04,144392.0,141970.0,59282.0,38850.0
2021-03-05,139919.0,142989.0,58610.0,38005.0
2021-03-06,135855.0,126051.0,52542.0,35129.0
2021-03-07,126742.0,118333.0,47416.0,32978.0
2021-03-08,126881.0,137319.0,60946.0,34367.0
2021-03-09,133772.0,136723.0,59191.0,33834.0
2021-03-10,134415.0,124981.0,52309.0,31922.0
2021-03-11,128146.0,104525.0,55051.0,30722.0
2021-03-12,133909.0,110065.0,57960.0,31355.0
2021-03-13,126084.0,107585.0,50519.0,27624.0
2021-03-14,127759.0,103849.0,41946.0,27009.0
2021-03-15,132321.0,126353.0,50563.0,28957.0
2021-03-16,141130.0,136483.0,54753.0,26294.0
2021-03-17,141565.0,136789.0,54899.0,23605.0
2021-03-18,142994.0,146677.0,55221.0,24457.0
2021-03-19,139851.0,137802.0,56094.0,23866.0
2021-03-20,132368.0,119844.0,47965.0,24556.0
2021-03-21,121664.0,99850.0,39692.0,24250.0
2021-03-22,116006.0,113447.0,47492.0,28317.0
2021-03-23,119893.0,114951.0,49107.0,29453.0
2021-03-24,116659.0,106394.0,45044.0,29563.0
2021-03-25,120051.0,108835.0,48651.0,29648.0
2021-03-26,129469.0,103448.0,49992.0,30243.0
2021-03-27,135929.0,102975.0,46926.0,26567.0
2021-03-28,127759.0,96999.0,44895.0,23273.0
2021-03-29,127623.0,103465.0,53868.0,24799.0
2021-03-30,133490.0,110707.0,54512.0,24491.0
2021-03-31,140896.0,115698.0,63663.0,24105.0
2021-04-01,146709.0,117767.0,69066.0,24728.0
2021-04-02,150162.0,109528.0,73002.0,25353.0
2021-04-03,150152.0,107392.0,71662.0,24075.0
2021-04-04,136006.0,104196.0,63859.0,23476.0
2021-04-05,121847.0,93631.0,63737.0,24061.0
2021-04-06,130709.0,108594.0,67517.0,23896.0
2021-04-07,136505.0,105114.0,65182.0,25184.0
2021-04-08,131164.0,105999.0,62094.0,25999.0
2021-04-09,123207.0,103896.0,60276.0,26405.0
2021-04-10,123196.0,86194.0,49757.0,24044.0
2021-04-11,127551.0,80897.0,48649.0,24838.0
2021-04-12,135364.0,107621.0,68448.0,25562.0
2021-04-13,135685.0,112489.0,69892.0,24718.0
2021-04-14,133289.0,101916.0,61652.0,23918.0
2021-04-15,127904.0,98903.0,60133.0,22168.0
2021-04-16,124085.0,95551.0,56665.0,22039.0
2021-04-17,120215.0,79870.0,46975.0,19820.0
2021-04-18,115914.0,72542.0,45668.0,19965.0
2021-04-19,114143.0,85415.0,55839.0,23351.0
2021-04-20,117932.0,83006.0,53460.0,23432.0
2021-04-21,114510.0,80615.0,48655.0,23250.0
2021-04-22,115135.0,76567.0,47288.0,21894.0
2021-04-23,115952.0,76806.0,48074.0,21349.0
2021-04-24,113456.0,69604.0,46601.0,21078.0
2021-04-25,110729.0,71086.0,51394.0,21531.0
2021-04-26,114401.0,84972.0,64117.0,24459.0
2021-04-27,121408.0,91391.0,67565.0,25934.0
2021-04-28,125611.0,93458.0,65130.0,25699.0
2021-04-29,134355.0,106745.0,72787.0,26453.0
2021-04-30,147635.0,117607.0,79852.0,27525.0
2021-05-01,158310.0,116461.0,79017.0,25092.0
2021-05-02,170955.0,128809.0,85103.0,24180.0
2021-05-03,162391.0,127968.0,88599.0,24962.0
2021-05-04,151475.0,107312.0,87996.0,24592.0
2021-05-05,154745.0,114273.0,84195.0,24834.0
2021-05-06,167562.0,125433.0,85517.0,26466.0
2021-05-07,176853.0,144249.0,88401.0,27177.0
2021-05-08,162664.0,143685.0,75110.0,24634.0
2021-05-09,148252.0,129298.0,72484.0,25362.0
2021-05-10,165909.0,150404.0,96709.0,28931.0
2021-05-11,196261.0,145774.0,113824.0,28852.0
2021-05-12,209618.0,150481.0,114676.0,28707.0
2021-05-13,207030.0,152707.0,119533.0,29229.0
2021-05-14,201064.0,159907.0,119210.0,29971.0
2021-05-15,194919.0,153698.0,105960.0,30024.0
2021-05-16,185398.0,155595.0,100947.0,33488.0
2021-05-17,196491.0,161869.0,110803.0,32626.0
2021-05-18,198399.0,162258.0,110920.0,31253.0
2021-05-19,200105.0,158460.0,104701.0,30766.0
2021-05-20,200489.0,162026.0,102770.0,29352.0
2021-05-21,185713.0,156666.0,100645.0,29080.0
2021-05-22,165034.0,157577.0,93754.0,27427.0
2021-05-23,182411.0,153616.0,87931.0,25435.0
2021-05-24,184642.0,153990.0,105883.0,27015.0
2021-05-25,200666.0,155318.0,105524.0,26167.0
2021-05-26,202194.0,153710.0,105926.0,25184.0
2021-05-27,198060.0,154197.0,105882.0,26447.0
2021-05-28,196157.0,153304.0,105085.0,26887.0
2021-05-29,189649.0,138196.0,97242.0,24810.0
2021-05-30,176488.0,128932.0,96102.0,24799.0
2021-05-31,178176.0,139977.0,110894.0,26386.0
2021-06-01,182616.0,136680.0,113125.0,27698.0
2021-06-02,186378.0,137664.0,110201.0,27753.0
2021-06-03,189688.0,135846.0,112633.0,27335.0
2021-06-04,196211.0,145472.0,123235.0,27545.0
2021-06-05,205347.0,147110.0,121554.0,27026.0
2021-06-06,204039.0,142935.0,124602.0,25627.0
2021-06-07,206848.0,146069.0,139775.0,25322.0
2021-06-08,203123.0,147583.0,140607.0,24639.0
2021-06-09,203084.0,148870.0,136898.0,23703.0
2021-06-10,201350.0,147531.0,143349.0,23683.0
2021-06-11,204721.0,149574.0,144580.0,23649.0
2021-06-12,206983.0,141624.0,130925.0,21986.0
2021-06-13,204776.0,135175.0,128451.0,22034.0
2021-06-14,204895.0,136518.0,143150.0,23695.0
2021-06-15,203103.0,128354.0,142425.0,23216.0
2021-06-16,201358.0,130368.0,143030.0,23283.0
2021-06-17,198087.0,134360.0,143611.0,25668.0
2021-06-18,193502.0,140432.0,144802.0,29395.0
2021-06-19,190230.0,137340.0,130754.0,29406.0
2021-06-20,193848.0,138124.0,128229.0,27064.0
2021-06-21,196291.0,146865.0,134098.0,27771.0
2021-06-22,193849.0,145473.0,140982.0,28247.0
2021-06-23,195073.0,145941.0,139362.0,29158.0
2021-06-24,201801.0,150936.0,139560.0,27840.0
2021-06-25,204366.0,149893.0,136451.0,25163.0
2021-06-26,204206.0,145442.0,116844.0,23368.0
2021-06-27,204188.0,139763.0,108700.0,22091.0
2021-06-28,204393.0,145293.0,127743.0,23041.0
2021-06-29,205341.0,140883.0,128550.0,23382.0
2021-06-30,208250.0,142294.0,121972.0,22908.0
2021-07-01,209247.0,143171.0,120806.0,21913.0
2021-07-02,202964.0,142262.0,132242.0,21579.0
2021-07-03,196542.0,139806.0,110250.0,20489.0
2021-07-04,191950.0,135954.0,91452.0,19834.0
2021-07-05,202034.0,131953.0,112038.0,20476.0
2021-07-06,196075.0,126899.0,116586.0,20148.0
2021-07-07,195215.0,137819.0,120150.0,20920.0
2021-07-08,200083.0,138071.0,123167.0,20211.0
2021-07-09,185608.0,136902.0,120321.0,19807.0
2021-07-10,191930.0,132362.0,111770.0,18818.0
2021-07-11,189187.0,128994.0,100644.0,18195.0
2021-07-12,193146.0,133962.0,123166.0,19181.0
2021-07-13,194781.0,134690.0,116785.0,19180.0
2021-07-14,190862.0,131317.0,117130.0,18472.0
2021-07-15,194930.0,133662.0,121457.0,18114.0
2021-07-16,195338.0,131393.0,126910.0,19039.0
2021-07-17,187223.0,125413.0,107962.0,17762.0
2021-07-18,127362.0,125756.0,99052.0,16452.0
2021-07-19,141598.0,128774.0,117828.0,19011.0
2021-07-20,163800.0,124064.0,120519.0,19564.0
2021-07-21,188383.0,125426.0,115662.0,19176.0
2021-07-22,198889.0,126360.0,115990.0,18277.0
2021-07-23,201630.0,129570.0,123284.0,17356.0
2021-07-24,198899.0,124328.0,114136.0,16556.0
2021-07-25,196989.0,121416.0,90402.0,15803.0
2021-07-26,198308.0,125435.0,124184.0,16954.0
2021-07-27,200826.0,124257.0,124438.0,16845.0
2021-07-28,203052.0,121213.0,120748.0,17332.0
2021-07-29,198223.0,113959.0,119415.0,17802.0
2021-07-30,198045.0,111644.0,124802.0,17446.0
2021-07-31,193500.0,111703.0,109865.0,15740.0
2021-08-01,197409.0,109955.0,102218.0,17516.0
2021-08-02,196256.0,105404.0,118721.0,18427.0
2021-08-03,199294.0,107396.0,123674.0,17785.0
2021-08-04,201194.0,115244.0,123576.0,18303.0
2021-08-05,179260.0,118581.0,121278.0,17819.0
2021-08-06,189896.0,110480.0,127568.0,17158.0
2021-08-07,198934.0,113816.0,113862.0,14907.0
2021-08-08,178802.0,112782.0,110488.0,15356.0
2021-08-09,188496.0,115679.0,113777.0,16860.0
2021-08-10,194061.0,117333.0,118483.0,16423.0
2021-08-11,195938.0,116460.0,120603.0,16547.0
2021-08-12,196946.0,118047.0,116843.0,16879.0
2021-08-13,196439.0,116258.0,118204.0,16106.0
2021-08-14,194812.0,109453.0,106989.0,15102.0
2021-08-15,192422.0,95464.0,108648.0,14372.0
2021-08-16,191626.0,95255.0,116104.0,14023.0
2021-08-17,184466.0,96856.0,101491.0,14060.0
2021-08-18,199818.0,94631.0,103769.0,15318.0
2021-08-19,197519.0,94693.0,102970.0,15512.0
2021-08-20,195207.0,95406.0,100591.0,15638.0
2021-08-21,190962.0,77866.0,90907.0,14529.0
2021-08-22,186399.0,71757.0,90970.0,14147.0
2021-08-23,196734.0,87268.0,101610.0,14613.0
2021-08-24,196263.0,82405.0,98877.0,14488.0
2021-08-25,189209.0,79487.0,103989.0,14829.0
2021-08-26,185445.0,82020.0,100391.0,14364.0
2021-08-27,187765.0,83789.0,94060.0,14354.0
2021-08-28,185189.0,69916.0,76179.0,13335.0
2021-08-29,188045.0,64240.0,67011.0,12872.0
2021-08-30,189975.0,79355.0,87171.0,14082.0
2021-08-31,182891.0,79841.0,84400.0,15078.0
2021-09-01,181093.0,77815.0,79834.0,14977.0
2021-09-02,185443.0,79798.0,85415.0,15151.0
2021-09-03,186149.0,77217.0,74145.0,14837.0
2021-09-04,181124.0,67218.0,61118.0,13841.0
2021-09-05,173340.0,62218.0,58091.0,13068.0
2021-09-06,170011.0,70989.0,64109.0,13230.0
2021-09-07,167597.0,70750.0,69202.0,13589.0
2021-09-08,159545.0,68396.0,65532.0,13284.0
2021-09-09,155257.0,68241.0,70797.0,13464.0
2021-09-10,157563.0,77039.0,64946.0,13642.0
2021-09-11,152797.0,65474.0,57770.0,12967.0
2021-09-12,142586.0,59252.0,55628.0,12666.0
2021-09-13,139188.0,69963.0,64305.0,11921.0
2021-09-14,146104.0,74219.0,67600.0,12496.0
2021-09-15,147440.0,76216.0,67433.0,13762.0
2021-09-16,156104.0,83245.0,67251.0,13032.0
2021-09-17,163674.0,90408.0,71051.0,13178.0
2021-09-18,151312.0,84086.0,69065.0,13106.0
2021-09-19,139544.0,77676.0,72444.0,13348.0
2021-09-20,144170.0,86317.0,73890.0,12626.0
2021-09-21,135995.0,83806.0,68677.0,12752.0
2021-09-22,128495.0,82767.0,63862.0,13159.0
2021-09-23,123986.0,75846.0,61732.0,13320.0
2021-09-24,120598.0,72539.0,67494.0,13325.0
2021-09-25,114583.0,64614.0,55224.0,12888.0
2021-09-26,110443.0,68360.0,57354.0,12236.0
2021-09-27,118378.0,68475.0,62724.0,12412.0
2021-09-28,120881.0,66337.0,61134.0,11715.0
2021-09-29,121597.0,61797.0,62754.0,11349.0
2021-09-30,117125.0,59687.0,57279.0,11565.0
2021-10-01,113170.0,55289.0,60818.0,12185.0
2021-10-02,103799.0,53020.0,55736.0,11342.0
2021-10-03,98481.0,62067.0,50582.0,13015.0
2021-10-04,99970.0,97522.0,77669.0,14856.0
2021-10-05,111380.0,100389.0,91271.0,13168.0
2021-10-06,131702.0,100393.0,107523.0,12694.0
2021-10-07,130505.0,98400.0,101228.0,12693.0
2021-10-08,121762.0,80411.0,91694.0,11991.0
2021-10-09,111621.0,65491.0,76009.0,11636.0
2021-10-10,104471.0,57374.0,65765.0,10727.0
2021-10-11,102680.0,57278.0,79295.0,11014.0
2021-10-12,106383.0,55171.0,78376.0,10521.0
2021-10-13,112698.0,56501.0,72054.0,11572.0
2021-10-14,111954.0,52970.0,72289.0,12577.0
2021-10-15,109336.0,53406.0,72358.0,10981.0
2021-10-16,108850.0,54370.0,68068.0,10325.0
2021-10-17,101092.0,49979.0,57084.0,10491.0
2021-10-18,101014.0,57150.0,70026.0,10094.0
2021-10-19,102569.0,52944.0,67007.0,9652.0
2021-10-20,99171.0,48491.0,60346.0,9460.0
