,DE_LU_OIL,FR_OIL,IT_NORD_OIL,ES_OIL
2022-01-27,28875.0,6365.0,257.0,4716.0
2022-01-28,35071.0,5086.0,197.0,4563.0
2022-01-29,27417.0,5057.0,192.0,3660.0
2022-01-30,27759.0,5058.0,220.0,3320.0
2022-01-31,27402.0,5109.0,248.0,4715.0
2022-02-01,27571.0,6458.0,180.0,4597.0
2022-02-02,37395.0,5938.0,300.0,4846.0
2022-02-03,43318.0,6662.0,248.0,4766.0
2022-02-04,41172.0,5928.0,295.0,4585.0
2022-02-05,27162.0,5907.0,300.0,3791.0
2022-02-06,27106.0,5930.0,259.0,3526.0
2022-02-07,43959.0,5929.0,292.0,4709.0
2022-02-08,27968.0,5941.0,214.0,5095.0
2022-02-09,37593.0,6400.0,190.0,4996.0
2022-02-10,27886.0,5934.0,255.0,5092.0
2022-02-11,27228.0,5922.0,213.0,4429.0
2022-02-12,27360.0,5925.0,213.0,2909.0
2022-02-13,27468.0,5916.0,176.0,3687.0
2022-02-14,37578.0,5950.0,249.0,4375.0
2022-02-15,31341.0,6168.0,248.0,3690.0
2022-02-16,32624.0,5823.0,157.0,4316.0
2022-02-17,27120.0,6058.0,268.0,4235.0
2022-02-18,21571.0,6061.0,205.0,4452.0
2022-02-19,25819.0,6837.0,337.0,3295.0
2022-02-20,26784.0,5835.0,220.0,3602.0
2022-02-21,39143.0,6117.0,160.0,4540.0
2022-02-22,39356.0,6089.0,272.0,4140.0
2022-02-23,40867.0,6133.0,254.0,4443.0
2022-02-24,28614.0,6127.0,245.0,4779.0
2022-02-25,38462.0,6125.0,674.0,5063.0
2022-02-26,27412.0,6101.0,602.0,3294.0
2022-02-27,27360.0,6075.0,294.0,3207.0
2022-02-28,40170.0,6081.0,320.0,4253.0
2022-03-01,41954.0,6672.0,230.0,4466.0
2022-03-02,38504.0,6083.0,550.0,5094.0
2022-03-03,35067.0,12363.0,197.0,5170.0
2022-03-04,28104.0,16389.0,552.0,5103.0
2022-03-05,28128.0,4667.0,1384.0,3965.0
2022-03-06,28329.0,4631.0,837.0,3637.0
2022-03-07,31861.0,7760.0,220.0,4335.0
2022-03-08,33910.0,6915.0,115.0,4402.0
