,DE_LU_GEO,ES_GEO
2019-09-03,2100.0,0.0
2019-09-04,2194.0,0.0
2019-09-05,2244.0,0.0
2019-09-06,2432.0,0.0
2019-09-07,2430.0,0.0
2019-09-08,2291.0,0.0
2019-09-09,2373.0,0.0
2019-09-10,2432.0,0.0
2019-09-11,2262.0,0.0
2019-09-12,2188.0,0.0
2019-09-13,2140.0,0.0
2019-09-14,2190.0,0.0
2019-09-15,2042.0,0.0
