,DE_LU_WASTE,FR_WASTE,IT_NORD_WASTE,ES_WASTE
2021-07-08,60189.0,4747.0,688.0,7746.0
2021-07-09,59909.0,4510.0,684.0,7927.0
2021-07-10,61251.0,4541.0,710.0,7978.0
2021-07-11,59602.0,4656.0,711.0,7958.0
2021-07-12,59053.0,4704.0,689.0,7712.0
2021-07-13,61212.0,4932.0,704.0,7892.0
2021-07-14,86577.0,4954.0,709.0,7849.0
2021-07-15,90531.0,4940.0,696.0,7829.0
2021-07-16,89540.0,5089.0,682.0,7449.0
2021-07-17,86906.0,5171.0,736.0,7789.0
2021-07-18,84244.0,5045.0,771.0,7917.0
2021-07-19,87489.0,5224.0,754.0,7585.0
2021-07-20,88731.0,5128.0,745.0,7191.0
2021-07-21,87099.0,5232.0,759.0,7465.0
2021-07-22,94044.0,5358.0,564.0,7311.0
2021-07-23,90153.0,5229.0,491.0,7494.0
2021-07-24,93543.0,5492.0,556.0,7114.0
2021-07-25,91109.0,5271.0,586.0,7249.0
2021-07-26,92680.0,5299.0,605.0,6124.0
2021-07-27,86530.0,5168.0,637.0,5663.0
2021-07-28,90792.0,5062.0,670.0,6094.0
2021-07-29,94043.0,5121.0,610.0,6558.0
2021-07-30,93730.0,5203.0,600.0,6849.0
2021-07-31,89770.0,4965.0,681.0,6841.0
2021-08-01,89806.0,4584.0,909.0,6740.0
2021-08-02,89052.0,4271.0,912.0,6925.0
2021-08-03,91064.0,4179.0,911.0,6742.0
2021-08-04,92225.0,4274.0,928.0,6719.0
2021-08-05,94253.0,4376.0,914.0,6892.0
2021-08-06,94117.0,4015.0,902.0,7252.0
2021-08-07,94634.0,4241.0,747.0,6883.0
2021-08-08,88476.0,3900.0,617.0,6990.0
2021-08-09,94201.0,4130.0,609.0,7259.0
2021-08-10,87267.0,4107.0,822.0,7017.0
2021-08-11,90756.0,4090.0,824.0,6374.0
2021-08-12,90972.0,3943.0,842.0,6826.0
2021-08-13,89565.0,4140.0,867.0,7275.0
2021-08-14,89408.0,4320.0,836.0,7367.0
2021-08-15,89460.0,4361.0,842.0,6988.0
2021-08-16,89393.0,4093.0,847.0,7132.0
2021-08-17,89257.0,4134.0,826.0,7196.0
2021-08-18,90030.0,4131.0,839.0,6274.0
2021-08-19,86680.0,4021.0,884.0,6349.0
2021-08-20,89689.0,4009.0,892.0,6466.0
2021-08-21,91028.0,3551.0,906.0,6832.0
2021-08-22,90447.0,3456.0,921.0,7159.0
2021-08-23,69457.0,3440.0,847.0,7061.0
2021-08-24,62059.0,3659.0,897.0,7193.0
2021-08-25,92455.0,4018.0,902.0,7223.0
2021-08-26,87786.0,3975.0,712.0,7280.0
2021-08-27,87478.0,4150.0,626.0,7357.0
2021-08-28,88827.0,4190.0,612.0,7133.0
2021-08-29,86150.0,4460.0,868.0,7080.0
2021-08-30,86567.0,4242.0,872.0,7387.0
2021-08-31,86289.0,3612.0,897.0,7327.0
2021-09-01,76414.0,3108.0,912.0,7415.0
2021-09-02,71275.0,3781.0,862.0,7397.0
2021-09-03,53827.0,4028.0,917.0,6906.0
2021-09-04,70475.0,3918.0,919.0,6898.0
2021-09-05,70972.0,4066.0,917.0,7017.0
2021-09-06,69366.0,4234.0,886.0,6540.0
2021-09-07,71280.0,4646.0,856.0,6417.0
2021-09-08,68573.0,4717.0,853.0,5591.0
2021-09-09,71319.0,4621.0,879.0,5416.0
2021-09-10,71793.0,4801.0,813.0,5920.0
2021-09-11,69308.0,4839.0,639.0,6778.0
2021-09-12,66722.0,4579.0,892.0,6708.0
2021-09-13,68897.0,4595.0,859.0,6533.0
2021-09-14,70324.0,4481.0,777.0,6486.0
2021-09-15,70780.0,4491.0,872.0,6547.0
2021-09-16,66507.0,4626.0,878.0,6039.0
2021-09-17,70079.0,4668.0,873.0,5973.0
2021-09-18,71386.0,4613.0,769.0,5874.0
2021-09-19,71709.0,4819.0,674.0,6480.0
2021-09-20,73646.0,4726.0,376.0,6389.0
2021-09-21,70619.0,4184.0,414.0,6666.0
2021-09-22,72420.0,4160.0,453.0,6752.0
2021-09-23,70225.0,4120.0,370.0,6518.0
2021-09-24,73458.0,3773.0,324.0,6530.0
2021-09-25,72750.0,3977.0,334.0,6599.0
2021-09-26,74391.0,3533.0,340.0,6661.0
2021-09-27,75996.0,4123.0,291.0,7011.0
2021-09-28,71323.0,3988.0,309.0,7716.0
2021-09-29,73207.0,3660.0,289.0,7607.0
2021-09-30,77392.0,3431.0,310.0,7569.0
2021-10-01,76930.0,3214.0,429.0,7706.0
2021-10-02,76596.0,3619.0,472.0,7506.0
2021-10-03,75635.0,3564.0,294.0,7352.0
2021-10-04,76852.0,3225.0,132.0,7565.0
2021-10-05,75395.0,3193.0,174.0,7428.0
2021-10-06,76849.0,2998.0,179.0,7312.0
2021-10-07,82773.0,3158.0,178.0,7268.0
2021-10-08,59336.0,3301.0,169.0,7525.0
2021-10-09,47180.0,3795.0,168.0,7591.0
2021-10-10,43502.0,3837.0,253.0,7512.0
2021-10-11,68893.0,3794.0,319.0,7641.0
2021-10-12,76520.0,3775.0,359.0,7114.0
2021-10-13,73530.0,3603.0,359.0,6701.0
2021-10-14,77276.0,3676.0,358.0,6374.0
2021-10-15,79806.0,3757.0,383.0,6851.0
2021-10-16,81039.0,3991.0,496.0,7097.0
2021-10-17,81230.0,3906.0,473.0,7438.0
2021-10-18,80693.0,3802.0,421.0,7380.0
2021-10-19,79772.0,4508.0,458.0,6953.0
2021-10-20,75622.0,3900.0,468.0,7387.0
2021-10-21,60265.0,3795.0,485.0,7285.0
2021-10-22,57250.0,3881.0,606.0,7377.0
2021-10-23,77399.0,4272.0,639.0,7603.0
2021-10-24,55572.0,4119.0,664.0,7607.0
2021-10-25,75420.0,3995.0,639.0,7576.0
2021-10-26,73883.0,3757.0,650.0,7522.0
2021-10-27,81491.0,3979.0,889.0,7556.0
2021-10-28,84752.0,4002.0,631.0,7095.0
2021-10-29,78854.0,4286.0,624.0,7197.0
2021-10-30,78562.0,4218.0,838.0,7129.0
2021-10-31,65707.0,4128.0,944.0,7059.0
2021-11-01,90413.0,6126.0,881.0,7055.0
2021-11-02,88117.0,5587.0,857.0,7044.0
2021-11-03,87637.0,5137.0,863.0,6972.0
2021-11-04,83588.0,5296.0,860.0,6914.0
2021-11-05,85984.0,5924.0,846.0,6886.0
2021-11-06,84192.0,6095.0,888.0,6850.0
2021-11-07,85958.0,6168.0,893.0,6123.0
2021-11-08,86114.0,6103.0,571.0,5812.0
2021-11-09,87252.0,6059.0,544.0,5534.0
2021-11-10,79798.0,6154.0,681.0,5558.0
2021-11-11,88033.0,6113.0,730.0,5449.0
2021-11-12,87988.0,6009.0,706.0,6164.0
2021-11-13,86204.0,6024.0,709.0,5500.0
2021-11-14,80425.0,6078.0,873.0,5216.0
2021-11-15,54255.0,6270.0,774.0,5239.0
2021-11-16,53889.0,5986.0,839.0,5216.0
2021-11-17,72268.0,6048.0,791.0,5322.0
2021-11-18,80563.0,5877.0,784.0,5704.0
2021-11-19,81875.0,5971.0,803.0,5842.0
2021-11-20,86186.0,6059.0,890.0,5962.0
2021-11-21,86032.0,5905.0,849.0,5809.0
2021-11-22,83160.0,5380.0,817.0,5686.0
2021-11-23,86158.0,5147.0,838.0,5451.0
2021-11-24,87648.0,5283.0,794.0,5196.0
2021-11-25,86631.0,5829.0,767.0,5232.0
2021-11-26,86710.0,5807.0,773.0,5134.0
2021-11-27,86063.0,5407.0,860.0,5495.0
2021-11-28,87578.0,5491.0,850.0,5897.0
2021-11-29,87972.0,5515.0,791.0,5880.0
2021-11-30,82279.0,5395.0,770.0,6124.0
2021-12-01,80990.0,5139.0,655.0,5983.0
2021-12-02,77137.0,5057.0,645.0,6349.0
2021-12-03,82376.0,5004.0,664.0,6267.0
2021-12-04,84565.0,5208.0,757.0,6229.0
2021-12-05,84751.0,5282.0,763.0,5881.0
2021-12-06,85066.0,5253.0,777.0,6253.0
2021-12-07,82153.0,5353.0,763.0,6289.0
2021-12-08,81045.0,5318.0,771.0,6203.0
2021-12-09,84103.0,5283.0,718.0,6077.0
2021-12-10,82837.0,4974.0,709.0,6212.0
2021-12-11,78975.0,4976.0,747.0,6409.0
2021-12-12,81064.0,5242.0,741.0,6619.0
2021-12-13,82360.0,5076.0,713.0,6562.0
2021-12-14,80642.0,4785.0,474.0,6510.0
2021-12-15,77899.0,4738.0,722.0,6594.0
2021-12-16,78209.0,4933.0,772.0,5823.0
2021-12-17,83607.0,5258.0,776.0,7432.0
2021-12-18,83117.0,5373.0,757.0,7497.0
2021-12-19,82599.0,5425.0,752.0,7443.0
2021-12-20,83462.0,5296.0,552.0,7645.0
2021-12-21,72169.0,4760.0,529.0,7817.0
2021-12-22,76581.0,4853.0,722.0,7024.0
2021-12-23,77832.0,5033.0,796.0,6816.0
2021-12-24,79935.0,5072.0,830.0,6771.0
2021-12-25,79195.0,4999.0,849.0,6716.0
2021-12-26,78286.0,5042.0,818.0,6884.0
2021-12-27,78500.0,4885.0,550.0,6865.0
2021-12-28,77145.0,4954.0,702.0,6682.0
2021-12-29,81196.0,5013.0,756.0,6514.0
2021-12-30,80842.0,4884.0,726.0,6563.0
2021-12-31,80258.0,5589.0,751.0,6599.0
2022-01-01,81592.0,5999.0,783.0,6160.0
2022-01-02,81681.0,5626.0,769.0,6509.0
2022-01-03,74888.0,5250.0,782.0,6742.0
2022-01-04,71234.0,4740.0,811.0,6890.0
2022-01-05,72153.0,4859.0,779.0,7127.0
2022-01-06,78976.0,5500.0,685.0,7254.0
2022-01-07,76411.0,5656.0,740.0,7102.0
2022-01-08,74689.0,5733.0,689.0,7427.0
2022-01-09,74002.0,5678.0,491.0,7323.0
2022-01-10,63274.0,5279.0,438.0,7330.0
2022-01-11,38269.0,5372.0,476.0,7317.0
2022-01-12,36741.0,5373.0,652.0,7033.0
2022-01-13,38394.0,6095.0,646.0,6809.0
2022-01-14,59451.0,5761.0,534.0,6810.0
2022-01-15,74206.0,5757.0,756.0,7019.0
2022-01-16,69268.0,5718.0,707.0,7382.0
2022-01-17,67152.0,5482.0,532.0,7350.0
2022-01-18,69315.0,5702.0,505.0,6975.0
2022-01-19,66126.0,4870.0,705.0,7006.0
2022-01-20,55123.0,5161.0,771.0,6847.0
2022-01-21,69109.0,5112.0,770.0,6951.0
2022-01-22,73136.0,5886.0,781.0,7413.0
2022-01-23,73192.0,5602.0,656.0,7577.0
2022-01-24,75641.0,5342.0,479.0,7603.0
2022-01-25,75458.0,5685.0,652.0,7437.0
2022-01-26,58722.0,5971.0,719.0,7476.0
2022-01-27,56507.0,6057.0,769.0,7681.0
2022-01-28,68598.0,5990.0,762.0,7490.0
2022-01-29,68962.0,5823.0,791.0,7586.0
2022-01-30,69216.0,5683.0,812.0,7728.0
2022-01-31,72095.0,5400.0,764.0,7691.0
2022-02-01,74189.0,5412.0,760.0,7543.0
2022-02-02,72292.0,5537.0,776.0,7880.0
2022-02-03,73171.0,5406.0,635.0,7494.0
2022-02-04,71504.0,5448.0,541.0,7359.0
2022-02-05,69098.0,5479.0,565.0,7425.0
2022-02-06,67625.0,5624.0,736.0,7360.0
2022-02-07,68730.0,5349.0,732.0,7388.0
2022-02-08,71117.0,5634.0,701.0,6333.0
2022-02-09,75658.0,5702.0,619.0,5769.0
2022-02-10,76995.0,5663.0,614.0,5838.0
2022-02-11,77110.0,5718.0,705.0,5224.0
2022-02-12,76708.0,5653.0,738.0,4453.0
2022-02-13,76763.0,5511.0,742.0,6219.0
2022-02-14,80749.0,5482.0,804.0,6584.0
2022-02-15,81653.0,5491.0,795.0,5131.0
2022-02-16,76728.0,5468.0,820.0,6351.0
2022-02-17,76333.0,5513.0,781.0,6546.0
2022-02-18,69758.0,5355.0,805.0,6620.0
2022-02-19,76060.0,5809.0,814.0,6550.0
2022-02-20,77304.0,5622.0,888.0,6535.0
2022-02-21,80597.0,5560.0,813.0,7503.0
2022-02-22,76338.0,5522.0,561.0,7631.0
2022-02-23,62407.0,5447.0,546.0,7323.0
2022-02-24,80602.0,5415.0,716.0,7811.0
2022-02-25,79741.0,5138.0,787.0,7829.0
2022-02-26,80202.0,5513.0,645.0,6315.0
2022-02-27,80751.0,5586.0,553.0,7595.0
2022-02-28,78775.0,5587.0,407.0,7698.0
2022-03-01,74284.0,5832.0,771.0,7536.0
2022-03-02,78574.0,5857.0,785.0,7763.0
2022-03-03,83922.0,5902.0,790.0,7583.0
2022-03-04,86414.0,6044.0,813.0,7749.0
2022-03-05,87434.0,5970.0,667.0,7819.0
2022-03-06,86473.0,5925.0,456.0,7977.0
2022-03-07,80128.0,5690.0,452.0,7921.0
2022-03-08,76883.0,5135.0,620.0,7098.0
