,OECDplus6_WIP
2021-07-11,137.425563478336
2021-07-12,137.425563478336
2021-07-13,137.425563478336
2021-07-14,137.425563478336
2021-07-15,137.425563478336
2021-07-16,137.425563478336
2021-07-17,137.425563478336
2021-07-18,137.425563478336
2021-07-19,137.425563478336
2021-07-20,137.425563478336
2021-07-21,137.425563478336
2021-07-22,137.425563478336
2021-07-23,137.425563478336
2021-07-24,137.425563478336
2021-07-25,137.425563478336
2021-07-26,137.425563478336
2021-07-27,137.425563478336
2021-07-28,137.425563478336
2021-07-29,137.425563478336
2021-07-30,137.425563478336
2021-07-31,137.425563478336
2021-08-01,136.84665189765798
2021-08-02,136.84665189765798
2021-08-03,136.84665189765798
2021-08-04,136.84665189765798
2021-08-05,136.84665189765798
2021-08-06,136.84665189765798
2021-08-07,136.84665189765798
2021-08-08,136.84665189765798
2021-08-09,136.84665189765798
2021-08-10,136.84665189765798
2021-08-11,136.84665189765798
2021-08-12,136.84665189765798
2021-08-13,136.84665189765798
2021-08-14,136.84665189765798
2021-08-15,136.84665189765798
2021-08-16,136.84665189765798
2021-08-17,136.84665189765798
2021-08-18,136.84665189765798
2021-08-19,136.84665189765798
2021-08-20,136.84665189765798
2021-08-21,136.84665189765798
2021-08-22,136.84665189765798
2021-08-23,136.84665189765798
2021-08-24,136.84665189765798
2021-08-25,136.84665189765798
2021-08-26,136.84665189765798
2021-08-27,136.84665189765798
2021-08-28,136.84665189765798
2021-08-29,136.84665189765798
2021-08-30,136.84665189765798
2021-08-31,136.84665189765798
2021-09-01,135.60922340045752
2021-09-02,135.60922340045752
2021-09-03,135.60922340045752
2021-09-04,135.60922340045752
2021-09-05,135.60922340045752
2021-09-06,135.60922340045752
2021-09-07,135.60922340045752
2021-09-08,135.60922340045752
2021-09-09,135.60922340045752
2021-09-10,135.60922340045752
2021-09-11,135.60922340045752
2021-09-12,135.60922340045752
2021-09-13,135.60922340045752
2021-09-14,135.60922340045752
2021-09-15,135.60922340045752
2021-09-16,135.60922340045752
2021-09-17,135.60922340045752
2021-09-18,135.60922340045752
2021-09-19,135.60922340045752
2021-09-20,135.60922340045752
2021-09-21,135.60922340045752
2021-09-22,135.60922340045752
2021-09-23,135.60922340045752
2021-09-24,135.60922340045752
2021-09-25,135.60922340045752
2021-09-26,135.60922340045752
2021-09-27,135.60922340045752
2021-09-28,135.60922340045752
2021-09-29,135.60922340045752
2021-09-30,135.60922340045752
2021-10-01,136.4284725021344
2021-10-02,136.4284725021344
2021-10-03,136.4284725021344
2021-10-04,136.4284725021344
2021-10-05,136.4284725021344
2021-10-06,136.4284725021344
2021-10-07,136.4284725021344
2021-10-08,136.4284725021344
2021-10-09,136.4284725021344
2021-10-10,136.4284725021344
2021-10-11,136.4284725021344
2021-10-12,136.4284725021344
2021-10-13,136.4284725021344
2021-10-14,136.4284725021344
2021-10-15,136.4284725021344
2021-10-16,136.4284725021344
2021-10-17,136.4284725021344
2021-10-18,136.4284725021344
2021-10-19,136.4284725021344
2021-10-20,136.4284725021344
2021-10-21,136.4284725021344
2021-10-22,136.4284725021344
2021-10-23,136.4284725021344
2021-10-24,136.4284725021344
2021-10-25,136.4284725021344
2021-10-26,136.4284725021344
2021-10-27,136.4284725021344
2021-10-28,136.4284725021344
2021-10-29,136.4284725021344
2021-10-30,136.4284725021344
2021-10-31,136.4284725021344
2021-11-01,138.60700681859183
2021-11-02,138.60700681859183
2021-11-03,138.60700681859183
2021-11-04,138.60700681859183
2021-11-05,138.60700681859183
2021-11-06,138.60700681859183
2021-11-07,138.60700681859183
2021-11-08,138.60700681859183
2021-11-09,138.60700681859183
2021-11-10,138.60700681859183
2021-11-11,138.60700681859183
2021-11-12,138.60700681859183
2021-11-13,138.60700681859183
2021-11-14,138.60700681859183
2021-11-15,138.60700681859183
2021-11-16,138.60700681859183
2021-11-17,138.60700681859183
2021-11-18,138.60700681859183
2021-11-19,138.60700681859183
2021-11-20,138.60700681859183
2021-11-21,138.60700681859183
2021-11-22,138.60700681859183
2021-11-23,138.60700681859183
2021-11-24,138.60700681859183
2021-11-25,138.60700681859183
2021-11-26,138.60700681859183
2021-11-27,138.60700681859183
2021-11-28,138.60700681859183
2021-11-29,138.60700681859183
2021-11-30,138.60700681859183
2021-12-01,140.54298026179424
2021-12-02,140.54298026179424
2021-12-03,140.54298026179424
2021-12-04,140.54298026179424
2021-12-05,140.54298026179424
2021-12-06,140.54298026179424
2021-12-07,140.54298026179424
2021-12-08,140.54298026179424
2021-12-09,140.54298026179424
2021-12-10,140.54298026179424
2021-12-11,140.54298026179424
2021-12-12,140.54298026179424
2021-12-13,140.54298026179424
2021-12-14,140.54298026179424
2021-12-15,140.54298026179424
2021-12-16,140.54298026179424
2021-12-17,140.54298026179424
2021-12-18,140.54298026179424
2021-12-19,140.54298026179424
2021-12-20,140.54298026179424
2021-12-21,140.54298026179424
2021-12-22,140.54298026179424
2021-12-23,140.54298026179424
2021-12-24,140.54298026179424
2021-12-25,140.54298026179424
2021-12-26,140.54298026179424
2021-12-27,140.54298026179424
2021-12-28,140.54298026179424
2021-12-29,140.54298026179424
2021-12-30,140.54298026179424
2021-12-31,140.54298026179424
2022-01-01,143.09208969787676
2022-01-02,143.09208969787676
2022-01-03,143.09208969787676
2022-01-04,143.09208969787676
2022-01-05,143.09208969787676
2022-01-06,143.09208969787676
2022-01-07,143.09208969787676
2022-01-08,143.09208969787676
2022-01-09,143.09208969787676
2022-01-10,143.09208969787676
2022-01-11,143.09208969787676
2022-01-12,143.09208969787676
2022-01-13,143.09208969787676
2022-01-14,143.09208969787676
2022-01-15,143.09208969787676
2022-01-16,143.09208969787676
2022-01-17,143.09208969787676
2022-01-18,143.09208969787676
2022-01-19,143.09208969787676
2022-01-20,143.09208969787676
2022-01-21,143.09208969787676
2022-01-22,143.09208969787676
2022-01-23,143.09208969787676
2022-01-24,143.09208969787676
2022-01-25,143.09208969787676
2022-01-26,143.09208969787676
2022-01-27,143.09208969787676
2022-01-28,143.09208969787676
2022-01-29,143.09208969787676
2022-01-30,143.09208969787676
2022-01-31,143.09208969787676
