,DE_LU_GAS,FR_GAS,IT_NORD_GAS,ES_GAS
2020-05-25,598903.0,45277.0,103363.0,135255.0
2020-05-26,861120.0,53939.0,114442.0,120814.0
2020-05-27,782220.0,61874.0,107231.0,135943.0
2020-05-28,735165.0,44265.0,116397.0,157642.0
2020-05-29,709949.0,47406.0,106589.0,167207.0
2020-05-30,282877.0,21700.0,120593.0,137910.0
2020-05-31,229365.0,19357.0,93486.0,148839.0
2020-06-01,279273.0,28330.0,106221.0,191054.0
2020-06-02,712154.0,78560.0,117004.0,200831.0
2020-06-03,794647.0,97242.0,142184.0,200393.0
2020-06-04,795473.0,89223.0,125997.0,143297.0
2020-06-05,618818.0,20594.0,108004.0,167149.0
2020-06-06,262190.0,13211.0,80577.0,155449.0
2020-06-07,360929.0,36083.0,101536.0,123730.0
2020-06-08,846690.0,98433.0,158467.0,155575.0
2020-06-09,952617.0,103942.0,186197.0,164722.0
2020-06-10,946677.0,105763.0,199952.0,168945.0
2020-06-11,743711.0,102776.0,160518.0,126413.0
2020-06-12,584956.0,97063.0,123130.0,104863.0
2020-06-13,440521.0,61188.0,110834.0,128230.0
2020-06-14,474526.0,41918.0,99992.0,143109.0
2020-06-15,845356.0,97206.0,162082.0,194523.0
2020-06-16,902515.0,104751.0,196140.0,209906.0
2020-06-17,961239.0,100439.0,199682.0,215666.0
2020-06-18,958964.0,100410.0,188899.0,202876.0
2020-06-19,910616.0,101642.0,172195.0,199742.0
2020-06-20,559814.0,87634.0,90710.0,180104.0
2020-06-21,430881.0,41141.0,94732.0,151892.0
2020-06-22,769087.0,97638.0,168587.0,188167.0
2020-06-23,844824.0,102413.0,206570.0,205446.0
2020-06-24,890575.0,101795.0,224024.0,211941.0
2020-06-25,893430.0,103417.0,217837.0,227092.0
2020-06-26,844514.0,98980.0,194824.0,213170.0
2020-06-27,643147.0,81288.0,143987.0,184549.0
2020-06-28,412050.0,37616.0,114587.0,179368.0
2020-06-29,717540.0,82530.0,214396.0,203876.0
2020-06-30,571486.0,90145.0,215931.0,215551.0
2020-07-01,798908.0,89636.0,224292.0,237273.0
2020-07-02,879147.0,91518.0,227292.0,242956.0
2020-07-03,812722.0,84355.0,200295.0,244331.0
2020-07-04,250093.0,38942.0,90153.0,182474.0
2020-07-05,198041.0,28308.0,72638.0,176508.0
2020-07-06,398550.0,67954.0,179048.0,225126.0
2020-07-07,812963.0,80043.0,204807.0,268359.0
2020-07-08,894680.0,80397.0,212351.0,289961.0
2020-07-09,872128.0,81721.0,248474.0,319787.0
2020-07-10,846021.0,85464.0,221536.0,265720.0
2020-07-11,768795.0,85691.0,150616.0,182989.0
2020-07-12,662090.0,66762.0,100015.0,175176.0
2020-07-13,860744.0,83774.0,180306.0,222694.0
2020-07-14,900278.0,84664.0,207545.0,223659.0
2020-07-15,910627.0,92549.0,228529.0,228576.0
2020-07-16,831268.0,97465.0,238136.0,251887.0
2020-07-17,857662.0,94788.0,234453.0,248765.0
2020-07-18,747862.0,86653.0,156974.0,244730.0
2020-07-19,700937.0,81316.0,115115.0,219527.0
2020-07-20,827014.0,86191.0,213078.0,259368.0
2020-07-21,894860.0,79676.0,229025.0,284190.0
2020-07-22,908523.0,84354.0,228294.0,309273.0
2020-07-23,895231.0,90878.0,225730.0,313418.0
2020-07-24,852638.0,80546.0,210358.0,271527.0
2020-07-25,721150.0,79988.0,140536.0,225267.0
2020-07-26,541726.0,48238.0,116018.0,209113.0
2020-07-27,848146.0,83391.0,218965.0,257002.0
2020-07-28,675202.0,88147.0,212688.0,271084.0
2020-07-29,667121.0,91667.0,241167.0,280356.0
2020-07-30,900162.0,80778.0,248280.0,303231.0
2020-07-31,816685.0,78004.0,237037.0,309414.0
2020-08-01,686350.0,73816.0,186936.0,221297.0
2020-08-02,733573.0,63899.0,142559.0,184198.0
2020-08-03,929585.0,76082.0,211166.0,226565.0
2020-08-04,938206.0,73828.0,196577.0,244510.0
2020-08-05,829357.0,60085.0,170935.0,251649.0
2020-08-06,866117.0,66481.0,181606.0,248428.0
2020-08-07,849104.0,72696.0,188823.0,245378.0
2020-08-08,717894.0,74542.0,143652.0,234281.0
2020-08-09,571430.0,75280.0,115935.0,213954.0
2020-08-10,735846.0,74456.0,170258.0,247399.0
2020-08-11,755931.0,83624.0,192616.0,254557.0
2020-08-12,699474.0,91973.0,186037.0,254592.0
2020-08-13,729160.0,78880.0,196575.0,270321.0
2020-08-14,754994.0,89990.0,200767.0,247568.0
2020-08-15,669176.0,92357.0,152311.0,170121.0
2020-08-16,551862.0,89658.0,135170.0,154327.0
2020-08-17,748909.0,93490.0,185363.0,223753.0
2020-08-18,769851.0,93384.0,191149.0,241805.0
2020-08-19,747552.0,93423.0,196392.0,191806.0
2020-08-20,700138.0,93684.0,198062.0,204968.0
2020-08-21,587664.0,86629.0,172864.0,214088.0
2020-08-22,321553.0,54755.0,138683.0,194213.0
2020-08-23,315470.0,46707.0,122126.0,162477.0
2020-08-24,685611.0,89967.0,212472.0,246584.0
2020-08-25,624989.0,94028.0,228883.0,257694.0
2020-08-26,214238.0,85062.0,240826.0,290693.0
2020-08-27,625673.0,91385.0,254688.0,289934.0
2020-08-28,626231.0,87104.0,236984.0,212341.0
2020-08-29,528136.0,67662.0,152900.0,149719.0
2020-08-30,541962.0,56148.0,119123.0,141060.0
2020-08-31,705263.0,78147.0,223468.0,231356.0
2020-09-01,767449.0,85519.0,232416.0,266295.0
2020-09-02,750632.0,79256.0,250441.0,237831.0
2020-09-03,674767.0,71624.0,223304.0,248502.0
2020-09-04,649071.0,79519.0,202172.0,236846.0
2020-09-05,293929.0,69317.0,118058.0,178217.0
2020-09-06,362650.0,65566.0,115128.0,150006.0
2020-09-07,621166.0,95131.0,216561.0,169539.0
2020-09-08,576292.0,92931.0,222886.0,217725.0
2020-09-09,658276.0,95088.0,232696.0,255946.0
2020-09-10,761451.0,100402.0,234614.0,255141.0
2020-09-11,728959.0,100040.0,221225.0,262492.0
2020-09-12,421868.0,83920.0,159397.0,179445.0
2020-09-13,405176.0,59779.0,136542.0,174868.0
2020-09-14,696668.0,80575.0,236544.0,245716.0
2020-09-15,731174.0,85054.0,270000.0,281833.0
2020-09-16,673288.0,82054.0,264450.0,302073.0
2020-09-17,633955.0,69953.0,246322.0,263176.0
2020-09-18,622438.0,76638.0,261920.0,222197.0
2020-09-19,578069.0,77384.0,201032.0,173853.0
2020-09-20,550004.0,84663.0,173414.0,175277.0
2020-09-21,778226.0,97339.0,267762.0,272774.0
2020-09-22,838530.0,101412.0,273333.0,278884.0
2020-09-23,796788.0,93562.0,256432.0,243197.0
2020-09-24,631882.0,84187.0,232960.0,177970.0
2020-09-25,685443.0,72932.0,186450.0,124719.0
2020-09-26,411344.0,38589.0,115285.0,104698.0
2020-09-27,434619.0,46017.0,98380.0,117815.0
2020-09-28,705774.0,112548.0,210338.0,205471.0
2020-09-29,805323.0,123527.0,250294.0,273997.0
2020-09-30,746693.0,114279.0,234854.0,247414.0
2020-10-01,787743.0,111078.0,213269.0,165242.0
2020-10-02,589414.0,100770.0,169190.0,97993.0
2020-10-03,340399.0,53179.0,91822.0,89203.0
2020-10-04,306883.0,22241.0,63616.0,93340.0
2020-10-05,692165.0,66552.0,130862.0,145590.0
2020-10-06,561965.0,63321.0,149838.0,163708.0
2020-10-07,626336.0,87569.0,162710.0,216420.0
2020-10-08,460771.0,64362.0,141540.0,230185.0
2020-10-09,781266.0,100022.0,145385.0,239049.0
2020-10-10,375354.0,39241.0,108993.0,126903.0
2020-10-11,385145.0,26913.0,95883.0,116938.0
2020-10-12,883869.0,98193.0,180670.0,127259.0
2020-10-13,836957.0,107238.0,184531.0,171052.0
2020-10-14,548596.0,91780.0,167764.0,145638.0
2020-10-15,852693.0,105535.0,202389.0,172439.0
2020-10-16,975748.0,114968.0,179974.0,210069.0
2020-10-17,774104.0,109513.0,112470.0,175848.0
2020-10-18,401836.0,65034.0,96727.0,149231.0
2020-10-19,880261.0,89877.0,181837.0,139514.0
2020-10-20,505571.0,87204.0,176566.0,139065.0
2020-10-21,435907.0,80157.0,169783.0,154322.0
2020-10-22,510384.0,98689.0,186916.0,207535.0
2020-10-23,750523.0,103698.0,190416.0,174573.0
2020-10-24,280247.0,16485.0,97257.0,106359.0
2020-10-25,249897.0,19792.0,79519.0,97003.0
2020-10-26,596084.0,81446.0,143863.0,135778.0
2020-10-27,471394.0,63864.0,159057.0,143606.0
2020-10-28,424546.0,66082.0,144110.0,179642.0
2020-10-29,469909.0,75985.0,164505.0,205824.0
2020-10-30,415381.0,56603.0,159867.0,187053.0
2020-10-31,356340.0,24653.0,85578.0,112872.0
2020-11-01,253458.0,53186.0,72262.0,114569.0
2020-11-02,342249.0,77872.0,149299.0,154582.0
2020-11-03,666279.0,141957.0,177389.0,149923.0
2020-11-04,837161.0,150824.0,182550.0,156973.0
2020-11-05,860346.0,144962.0,137263.0,120148.0
2020-11-06,854114.0,141810.0,129420.0,109249.0
2020-11-07,593476.0,70013.0,131964.0,123644.0
2020-11-08,506828.0,70074.0,88293.0,118565.0
2020-11-09,996843.0,143829.0,162036.0,212245.0
2020-11-10,1119040.0,172481.0,178048.0,237260.0
2020-11-11,1094568.0,123777.0,186933.0,161446.0
2020-11-12,813314.0,146679.0,183507.0,196552.0
2020-11-13,870028.0,146735.0,192810.0,197573.0
2020-11-14,523162.0,79710.0,149617.0,139614.0
2020-11-15,321584.0,57330.0,126010.0,106331.0
2020-11-16,531012.0,137852.0,182590.0,202319.0
2020-11-17,676917.0,146859.0,172801.0,200909.0
2020-11-18,575834.0,131005.0,196545.0,195324.0
2020-11-19,440833.0,117219.0,204719.0,161529.0
2020-11-20,915836.0,152572.0,203623.0,136124.0
2020-11-21,476929.0,148861.0,135645.0,137466.0
2020-11-22,498716.0,162333.0,135289.0,175642.0
2020-11-23,1032092.0,178851.0,200603.0,234334.0
2020-11-24,1058033.0,174428.0,210672.0,232161.0
2020-11-25,1163279.0,173510.0,214264.0,218697.0
2020-11-26,1281837.0,175249.0,231713.0,190657.0
2020-11-27,1251503.0,189118.0,230977.0,235929.0
2020-11-28,1081353.0,170429.0,197197.0,206263.0
2020-11-29,1017956.0,185701.0,158981.0,196464.0
2020-11-30,1134678.0,192367.0,258232.0,227794.0
2020-12-01,1174216.0,196263.0,259611.0,201619.0
2020-12-02,1239607.0,206934.0,277532.0,178975.0
2020-12-03,1101995.0,196290.0,261387.0,188414.0
2020-12-04,989248.0,162374.0,236269.0,181906.0
2020-12-05,1040698.0,171937.0,149978.0,150206.0
2020-12-06,996569.0,164978.0,139157.0,137884.0
2020-12-07,1109897.0,186690.0,216260.0,115024.0
2020-12-08,1176298.0,199493.0,239106.0,117449.0
2020-12-09,1262743.0,202444.0,278268.0,190160.0
2020-12-10,1249377.0,182808.0,262600.0,146853.0
2020-12-11,1096829.0,188656.0,236846.0,114199.0
2020-12-12,908314.0,162313.0,177286.0,106377.0
2020-12-13,803065.0,144793.0,136191.0,140393.0
2020-12-14,786348.0,168049.0,225557.0,192446.0
2020-12-15,966844.0,172653.0,249047.0,190324.0
2020-12-16,927977.0,172332.0,244343.0,205636.0
2020-12-17,737578.0,168847.0,244080.0,243124.0
2020-12-18,686080.0,166300.0,237531.0,197844.0
2020-12-19,480510.0,82732.0,173808.0,154569.0
2020-12-20,548397.0,104516.0,147398.0,131227.0
2020-12-21,596179.0,106996.0,220072.0,176370.0
2020-12-22,515564.0,102539.0,218124.0,158376.0
2020-12-23,645041.0,70378.0,168870.0,157741.0
2020-12-24,373364.0,60422.0,98706.0,119867.0
2020-12-25,435960.0,60734.0,122289.0,89160.0
2020-12-26,337240.0,60748.0,128212.0,94109.0
2020-12-27,283515.0,60531.0,98487.0,88516.0
2020-12-28,589594.0,95976.0,155390.0,79583.0
2020-12-29,648840.0,119742.0,180891.0,101594.0
2020-12-30,616953.0,117517.0,147525.0,150704.0
2020-12-31,610139.0,119826.0,123987.0,111849.0
2021-01-01,654934.0,104744.0,125722.0,93380.0
2021-01-02,710437.0,136069.0,122752.0,124412.0
2021-01-03,471174.0,111522.0,122846.0,129618.0
2021-01-04,867351.0,178348.0,197726.0,194776.0
2021-01-05,943957.0,193009.0,226580.0,188031.0
2021-01-06,974158.0,199889.0,216298.0,155886.0
2021-01-07,1066676.0,206552.0,258017.0,219479.0
2021-01-08,1137587.0,210836.0,272382.0,136380.0
2021-01-09,978165.0,198017.0,199894.0,109213.0
2021-01-10,785235.0,183895.0,195515.0,111173.0
2021-01-11,719549.0,201138.0,287582.0,136961.0
2021-01-12,712892.0,194092.0,256999.0,204666.0
2021-01-13,589471.0,189955.0,236098.0,194318.0
2021-01-14,972463.0,172008.0,273146.0,161791.0
2021-01-15,1116749.0,171759.0,278061.0,168485.0
2021-01-16,994045.0,175208.0,182447.0,147200.0
2021-01-17,882957.0,155593.0,178969.0,140071.0
2021-01-18,887989.0,181922.0,258573.0,225475.0
2021-01-19,552490.0,151497.0,258277.0,170953.0
2021-01-20,484521.0,113645.0,251288.0,105147.0
2021-01-21,433236.0,88161.0,223173.0,103627.0
2021-01-22,740202.0,141599.0,206314.0,97999.0
2021-01-23,668100.0,85126.0,140192.0,89231.0
2021-01-24,671135.0,71540.0,114030.0,92662.0
2021-01-25,1036327.0,164657.0,225399.0,136767.0
2021-01-26,951200.0,181727.0,245953.0,161219.0
2021-01-27,953949.0,169435.0,257046.0,131074.0
2021-01-28,913673.0,160140.0,219997.0,119054.0
2021-01-29,626516.0,78594.0,186400.0,104518.0
2021-01-30,653653.0,79124.0,144633.0,74268.0
2021-01-31,544918.0,75793.0,135576.0,73450.0
2021-02-01,937510.0,151144.0,190724.0,81155.0
2021-02-02,954738.0,119963.0,210002.0,89620.0
2021-02-03,692678.0,84977.0,207945.0,102061.0
2021-02-04,850902.0,145511.0,201205.0,152611.0
2021-02-05,827429.0,153649.0,207859.0,123226.0
2021-02-06,490937.0,72752.0,128599.0,95097.0
2021-02-07,474913.0,69591.0,87560.0,77515.0
2021-02-08,868767.0,167895.0,166230.0,76727.0
2021-02-09,1049996.0,181655.0,221866.0,68505.0
2021-02-10,1110757.0,185670.0,267962.0,98961.0
2021-02-11,1146999.0,200097.0,288957.0,132516.0
2021-02-12,1132197.0,194186.0,260164.0,93165.0
2021-02-13,987721.0,179841.0,163216.0,95440.0
2021-02-14,725008.0,120699.0,131480.0,85190.0
2021-02-15,914890.0,172884.0,197737.0,80346.0
2021-02-16,906396.0,171071.0,206987.0,106956.0
2021-02-17,746201.0,143480.0,210232.0,114337.0
2021-02-18,700993.0,143722.0,216215.0,103104.0
2021-02-19,736774.0,140133.0,214932.0,88930.0
2021-02-20,419437.0,64975.0,137834.0,66144.0
2021-02-21,442646.0,69679.0,91870.0,80247.0
2021-02-22,823489.0,138626.0,205835.0,131438.0
2021-02-23,687649.0,93268.0,207762.0,110201.0
2021-02-24,498888.0,69943.0,202504.0,93652.0
2021-02-25,658071.0,112613.0,202610.0,129408.0
2021-02-26,772838.0,144338.0,201280.0,127787.0
2021-02-27,661815.0,78636.0,148665.0,90350.0
2021-02-28,537617.0,79549.0,96739.0,79541.0
2021-03-01,921030.0,153173.0,197382.0,115152.0
2021-03-02,1037584.0,173227.0,206495.0,149762.0
2021-03-03,1006556.0,173444.0,229785.0,163351.0
2021-03-04,965018.0,175869.0,239933.0,153050.0
2021-03-05,974177.0,173387.0,220871.0,128194.0
2021-03-06,635552.0,86095.0,156107.0,106759.0
2021-03-07,612937.0,100140.0,141037.0,116656.0
2021-03-08,994756.0,155190.0,233892.0,141281.0
2021-03-09,1089368.0,162314.0,264609.0,153536.0
2021-03-10,827816.0,146054.0,220371.0,131884.0
2021-03-11,411292.0,70673.0,219410.0,101979.0
2021-03-12,389097.0,68689.0,182158.0,109054.0
2021-03-13,315846.0,60500.0,95744.0,90730.0
2021-03-14,330219.0,60544.0,91732.0,97731.0
2021-03-15,498326.0,78913.0,153899.0,111457.0
2021-03-16,785955.0,140770.0,171458.0,92341.0
2021-03-17,949834.0,150106.0,183674.0,75860.0
2021-03-18,1064972.0,145977.0,223357.0,89893.0
2021-03-19,837083.0,127835.0,245090.0,89346.0
2021-03-20,709117.0,124318.0,159520.0,80347.0
2021-03-21,548371.0,77892.0,114840.0,87814.0
2021-03-22,1019247.0,133164.0,199631.0,126169.0
2021-03-23,1127631.0,145409.0,229654.0,171079.0
2021-03-24,961238.0,146358.0,202669.0,164237.0
2021-03-25,954400.0,145094.0,191579.0,162417.0
2021-03-26,543145.0,104512.0,185557.0,145957.0
2021-03-27,371695.0,62943.0,149308.0,115621.0
2021-03-28,351269.0,65108.0,117822.0,109206.0
2021-03-29,492236.0,92109.0,186877.0,119343.0
2021-03-30,710648.0,128249.0,168527.0,117774.0
2021-03-31,839114.0,127769.0,165826.0,118123.0
2021-04-01,622893.0,56420.0,167371.0,131357.0
2021-04-02,355942.0,18803.0,115644.0,142934.0
2021-04-03,349327.0,16418.0,96492.0,105871.0
2021-04-04,325227.0,14366.0,79946.0,93759.0
2021-04-05,301989.0,27469.0,97924.0,100489.0
2021-04-06,543662.0,100801.0,169399.0,118299.0
2021-04-07,552343.0,117808.0,232593.0,139467.0
2021-04-08,689107.0,113950.0,219764.0,172114.0
2021-04-09,637973.0,124046.0,204678.0,195799.0
2021-04-10,743622.0,115446.0,162662.0,148344.0
2021-04-11,384941.0,79812.0,107350.0,117996.0
2021-04-12,955234.0,123925.0,227980.0,140746.0
2021-04-13,891315.0,128944.0,250047.0,229766.0
2021-04-14,1010095.0,127029.0,219355.0,209399.0
2021-04-15,1050410.0,123669.0,222174.0,193064.0
2021-04-16,968480.0,124706.0,209051.0,159760.0
2021-04-17,780633.0,104503.0,158802.0,120735.0
2021-04-18,827619.0,113381.0,172585.0,133340.0
2021-04-19,1001049.0,125138.0,231349.0,226139.0
2021-04-20,986420.0,123878.0,251091.0,230683.0
2021-04-21,622134.0,117571.0,229664.0,231513.0
2021-04-22,520386.0,109708.0,226127.0,207030.0
2021-04-23,608308.0,95819.0,191945.0,141910.0
2021-04-24,427582.0,40085.0,110481.0,116992.0
2021-04-25,404685.0,30731.0,90854.0,137562.0
2021-04-26,680493.0,89317.0,182953.0,205060.0
2021-04-27,649764.0,92569.0,199740.0,217193.0
2021-04-28,644209.0,91483.0,213274.0,198116.0
2021-04-29,658556.0,91279.0,205882.0,184173.0
2021-04-30,813672.0,91682.0,206192.0,190647.0
2021-05-01,431956.0,29825.0,106752.0,120984.0
2021-05-02,386987.0,31217.0,83631.0,139395.0
2021-05-03,518756.0,51777.0,155449.0,156759.0
2021-05-04,345880.0,28451.0,188135.0,152627.0
2021-05-05,361554.0,40427.0,174007.0,129087.0
2021-05-06,724841.0,76589.0,190959.0,133488.0
2021-05-07,587780.0,63124.0,168993.0,134468.0
2021-05-08,347954.0,20031.0,116428.0,96137.0
2021-05-09,232875.0,22079.0,94394.0,79922.0
2021-05-10,443700.0,37891.0,150963.0,106344.0
2021-05-11,560977.0,59690.0,169044.0,101322.0
2021-05-12,562284.0,55839.0,145316.0,96786.0
2021-05-13,314247.0,25697.0,114964.0,102310.0
2021-05-14,370613.0,28129.0,106105.0,110816.0
2021-05-15,316980.0,16590.0,66183.0,91396.0
2021-05-16,280501.0,18379.0,63534.0,90127.0
2021-05-17,444782.0,51007.0,121134.0,131931.0
2021-05-18,450624.0,53333.0,117892.0,126680.0
2021-05-19,507239.0,57296.0,109227.0,138277.0
2021-05-20,478181.0,46420.0,115667.0,161969.0
2021-05-21,301176.0,14620.0,123069.0,126603.0
2021-05-22,202369.0,14782.0,68420.0,119297.0
2021-05-23,203979.0,18417.0,71956.0,123670.0
2021-05-24,234439.0,15258.0,147202.0,110242.0
2021-05-25,323421.0,31536.0,125888.0,136352.0
2021-05-26,366063.0,38333.0,150818.0,161273.0
2021-05-27,500040.0,59791.0,155927.0,195992.0
2021-05-28,583381.0,61507.0,130758.0,204358.0
2021-05-29,349967.0,14788.0,85151.0,142144.0
2021-05-30,318836.0,17283.0,77281.0,124085.0
2021-05-31,516752.0,35691.0,111845.0,185334.0
2021-06-01,500199.0,35304.0,128040.0,196637.0
2021-06-02,389386.0,20379.0,123534.0,216251.0
2021-06-03,381633.0,23574.0,159205.0,170833.0
2021-06-04,543164.0,52369.0,157889.0,183876.0
2021-06-05,367869.0,26256.0,96492.0,162977.0
2021-06-06,325989.0,21762.0,80398.0,125343.0
2021-06-07,776068.0,67379.0,161582.0,196308.0
2021-06-08,825804.0,70987.0,173029.0,202612.0
2021-06-09,785655.0,60408.0,168533.0,186426.0
2021-06-10,788793.0,68074.0,152932.0,186450.0
2021-06-11,636292.0,54005.0,150185.0,151487.0
2021-06-12,286532.0,15570.0,98861.0,116710.0
2021-06-13,263060.0,11882.0,73722.0,151200.0
2021-06-14,480339.0,47688.0,156745.0,205796.0
2021-06-15,694800.0,66015.0,190405.0,209542.0
2021-06-16,780158.0,68681.0,219644.0,231902.0
2021-06-17,676036.0,62367.0,220287.0,248969.0
2021-06-18,673247.0,51548.0,209012.0,219182.0
2021-06-19,419654.0,30315.0,114345.0,175710.0
2021-06-20,298477.0,13921.0,98274.0,98929.0
2021-06-21,545258.0,48218.0,193412.0,165213.0
2021-06-22,750910.0,58620.0,218914.0,193275.0
2021-06-23,799481.0,65140.0,231202.0,178641.0
2021-06-24,844573.0,61807.0,220509.0,134922.0
2021-06-25,750780.0,61469.0,194159.0,150537.0
2021-06-26,405159.0,32506.0,122779.0,112923.0
2021-06-27,320495.0,19667.0,123472.0,104072.0
2021-06-28,684126.0,60641.0,200931.0,143389.0
2021-06-29,723159.0,68145.0,207045.0,196071.0
2021-06-30,701962.0,70569.0,207268.0,186621.0
2021-07-01,684111.0,65855.0,205289.0,213414.0
2021-07-02,710032.0,77791.0,181644.0,203933.0
2021-07-03,389655.0,36434.0,124761.0,121771.0
2021-07-04,363012.0,19352.0,101129.0,110329.0
2021-07-05,590854.0,66083.0,177579.0,146826.0
2021-07-06,354898.0,33440.0,207620.0,164085.0
2021-07-07,594456.0,67564.0,214591.0,191354.0
2021-07-08,699933.0,93396.0,215831.0,199268.0
2021-07-09,607927.0,97478.0,176525.0,200987.0
2021-07-10,291218.0,37540.0,122403.0,161845.0
2021-07-11,295345.0,30057.0,78798.0,132949.0
2021-07-12,544101.0,78461.0,197816.0,134489.0
2021-07-13,627501.0,74326.0,207395.0,149856.0
2021-07-14,580515.0,29121.0,177600.0,129543.0
2021-07-15,646892.0,35550.0,172868.0,120542.0
2021-07-16,487428.0,35859.0,180850.0,139771.0
2021-07-17,227259.0,25951.0,128820.0,134102.0
2021-07-18,216316.0,16458.0,83462.0,114706.0
2021-07-19,466974.0,70570.0,195209.0,193309.0
2021-07-20,550946.0,70693.0,226122.0,226495.0
2021-07-21,580758.0,78205.0,239785.0,250470.0
2021-07-22,632027.0,57327.0,231373.0,213465.0
2021-07-23,582418.0,35469.0,226417.0,177210.0
2021-07-24,257935.0,16439.0,147113.0,130204.0
2021-07-25,260574.0,17545.0,126050.0,146724.0
2021-07-26,536082.0,60704.0,205267.0,209339.0
2021-07-27,477768.0,31752.0,222869.0,212675.0
2021-07-28,312826.0,15258.0,227225.0,177268.0
2021-07-29,227078.0,14431.0,218117.0,176645.0
2021-07-30,263355.0,10947.0,226104.0,139219.0
2021-07-31,204118.0,11142.0,131175.0,99444.0
2021-08-01,212668.0,13419.0,76639.0,113147.0
2021-08-02,254638.0,21448.0,164401.0,158640.0
2021-08-03,370578.0,27108.0,168490.0,155266.0
2021-08-04,455085.0,29710.0,188730.0,162163.0
2021-08-05,369462.0,18056.0,149016.0,131919.0
2021-08-06,259894.0,13435.0,125516.0,135098.0
2021-08-07,245219.0,13203.0,74913.0,104656.0
2021-08-08,206463.0,15331.0,66836.0,119378.0
2021-08-09,259841.0,19376.0,87558.0,147791.0
2021-08-10,318414.0,29076.0,96450.0,197958.0
2021-08-11,373265.0,39277.0,121218.0,206634.0
2021-08-12,430298.0,41639.0,143167.0,211445.0
2021-08-13,284766.0,23004.0,146934.0,224151.0
2021-08-14,217991.0,13135.0,101821.0,225517.0
2021-08-15,243555.0,11782.0,125837.0,164121.0
2021-08-16,259877.0,12806.0,123535.0,144933.0
2021-08-17,251153.0,11760.0,102869.0,142361.0
2021-08-18,295860.0,18889.0,96612.0,143564.0
2021-08-19,355093.0,25055.0,112895.0,177586.0
2021-08-20,336859.0,33442.0,106722.0,194747.0
2021-08-21,270085.0,29225.0,83915.0,167565.0
2021-08-22,231917.0,22504.0,93959.0,137926.0
2021-08-23,333657.0,30354.0,134151.0,144486.0
2021-08-24,324244.0,28648.0,159760.0,174146.0
2021-08-25,262763.0,30026.0,157697.0,241176.0
2021-08-26,328055.0,32017.0,163518.0,248897.0
2021-08-27,345618.0,34220.0,166899.0,213135.0
2021-08-28,242122.0,13952.0,99688.0,139597.0
2021-08-29,240768.0,14357.0,74091.0,143454.0
2021-08-30,354394.0,39765.0,191918.0,220042.0
2021-08-31,433733.0,39519.0,231166.0,229097.0
2021-09-01,516855.0,32681.0,238960.0,227267.0
2021-09-02,499851.0,31880.0,215170.0,243875.0
2021-09-03,382972.0,35013.0,236064.0,250245.0
2021-09-04,255490.0,26515.0,163085.0,203750.0
2021-09-05,254377.0,20045.0,104898.0,164417.0
2021-09-06,509543.0,69518.0,217063.0,218792.0
2021-09-07,562910.0,59775.0,244701.0,183914.0
2021-09-08,542809.0,53004.0,245064.0,216988.0
2021-09-09,597712.0,95149.0,224553.0,254945.0
2021-09-10,596136.0,95804.0,237943.0,268447.0
2021-09-11,316989.0,55818.0,162800.0,243205.0
2021-09-12,290602.0,18690.0,132292.0,191276.0
2021-09-13,507366.0,89300.0,236099.0,243531.0
2021-09-14,553076.0,85042.0,255351.0,291074.0
2021-09-15,586370.0,76277.0,263846.0,331953.0
2021-09-16,603133.0,70491.0,238999.0,254663.0
2021-09-17,538315.0,73600.0,199751.0,263024.0
2021-09-18,265530.0,28793.0,127380.0,161168.0
2021-09-19,246160.0,18604.0,121654.0,143991.0
2021-09-20,566908.0,87821.0,199558.0,146295.0
2021-09-21,456205.0,58425.0,231140.0,117113.0
2021-09-22,429695.0,56130.0,212616.0,159491.0
2021-09-23,265674.0,32230.0,197535.0,142941.0
2021-09-24,335971.0,39069.0,208959.0,204563.0
2021-09-25,344722.0,41181.0,164197.0,160151.0
2021-09-26,274602.0,21022.0,136617.0,151007.0
2021-09-27,437848.0,63464.0,225043.0,223403.0
2021-09-28,497513.0,75553.0,217512.0,222736.0
2021-09-29,299844.0,22029.0,219903.0,168519.0
2021-09-30,323109.0,30088.0,218745.0,226791.0
2021-10-01,335908.0,14420.0,219271.0,245926.0
2021-10-02,255005.0,13839.0,143740.0,104605.0
2021-10-03,271183.0,15341.0,112144.0,89422.0
2021-10-04,444998.0,71544.0,212022.0,113759.0
2021-10-05,333990.0,32073.0,203420.0,171098.0
2021-10-06,408479.0,41494.0,197786.0,197845.0
2021-10-07,695144.0,70937.0,203495.0,217177.0
2021-10-08,559004.0,57609.0,194243.0,210003.0
2021-10-09,287012.0,22358.0,100860.0,141234.0
2021-10-10,281874.0,20718.0,95634.0,100131.0
2021-10-11,418211.0,78838.0,196131.0,129162.0
2021-10-12,505853.0,61820.0,206544.0,151707.0
2021-10-13,605273.0,84055.0,219308.0,170493.0
2021-10-14,485872.0,82367.0,211722.0,219023.0
2021-10-15,395333.0,70803.0,219653.0,230157.0
2021-10-16,356892.0,45714.0,131718.0,220229.0
2021-10-17,308925.0,31795.0,100180.0,217047.0
2021-10-18,487235.0,91741.0,214278.0,257047.0
2021-10-19,436489.0,54764.0,228547.0,166990.0
2021-10-20,310481.0,17462.0,228392.0,149584.0
2021-10-21,327909.0,52366.0,228061.0,202695.0
