,DE_LU_Eprice_max,FR_Eprice_max,IT_NORD_Eprice_max,ES_Eprice_max
2020-08-23,38.87,38.87,38.87,38.87
2020-08-24,70.16,70.16,70.16,50.84
2020-08-25,53.66,48.09,48.09,48.09
2020-08-26,37.81,56.85,60.0,53.0
2020-08-27,90.0,90.0,75.0,51.49
2020-08-28,52.11,52.11,52.11,49.01
2020-08-29,46.91,46.91,46.91,43.82
2020-08-30,43.13,43.13,43.13,43.13
2020-08-31,79.06,79.06,74.52,55.69
2020-09-01,67.02,67.24,67.0,53.46
2020-09-02,71.11,71.11,68.89,52.18
2020-09-03,58.52,59.99,59.99,55.01
2020-09-04,51.67,54.93,54.93,51.64
2020-09-05,46.84,46.84,48.08,43.08
2020-09-06,49.44,49.44,49.44,46.75
2020-09-07,65.05,65.05,65.05,50.64
2020-09-08,68.37,68.37,68.37,52.26
2020-09-09,49.34,63.96,65.0,51.45
2020-09-10,78.01,78.01,77.69,50.52
2020-09-11,69.45,69.45,70.01,52.05
2020-09-12,49.98,49.98,49.98,49.98
2020-09-13,50.92,50.92,50.92,50.52
2020-09-14,120.62,120.62,84.36,53.01
2020-09-15,189.25,189.25,163.06,56.83
2020-09-16,86.53,86.53,84.35,54.92
2020-09-17,79.84,79.84,79.84,54.04
2020-09-18,58.11,58.11,58.11,52.19
2020-09-19,51.05,51.05,51.05,51.05
2020-09-20,51.91,51.91,51.91,51.91
2020-09-21,200.04,200.04,84.37,58.89
2020-09-22,86.4,84.35,84.35,55.83
2020-09-23,60.8,60.82,60.82,52.99
2020-09-24,67.57,67.57,67.57,52.89
2020-09-25,56.48,58.28,66.4,47.0
2020-09-26,45.49,45.49,45.49,41.25
2020-09-27,51.95,51.95,51.95,46.48
2020-09-28,80.03,80.03,80.03,55.82
2020-09-29,128.31,128.31,84.35,61.14
2020-09-30,72.8,72.8,72.8,57.01
2020-10-01,55.05,58.29,58.29,54.83
2020-10-02,54.28,53.09,54.28,40.0
2020-10-03,48.92,48.92,48.92,39.72
2020-10-04,46.61,46.61,46.61,36.0
2020-10-05,53.96,55.27,55.27,55.23
2020-10-06,49.35,49.35,54.08,52.99
2020-10-07,51.54,52.97,52.97,53.0
2020-10-08,50.75,52.39,56.07,52.39
2020-10-09,62.44,62.44,62.44,59.3
2020-10-10,42.23,47.1,47.1,43.06
2020-10-11,49.08,49.08,49.08,44.91
2020-10-12,78.68,78.68,78.68,53.49
2020-10-13,70.37,70.0,70.0,50.9
2020-10-14,49.69,62.62,77.5,51.69
2020-10-15,55.69,60.73,60.73,50.34
2020-10-16,67.85,67.85,67.85,54.08
2020-10-17,50.46,50.46,50.46,50.46
2020-10-18,49.58,49.6,49.58,49.6
2020-10-19,70.3,70.3,70.3,48.2
2020-10-20,49.02,49.02,62.26,45.67
2020-10-21,52.95,54.14,62.26,49.77
2020-10-22,53.26,56.63,64.63,56.63
2020-10-23,59.9,59.9,59.9,54.05
2020-10-24,41.57,41.33,51.89,41.33
2020-10-25,44.98,46.88,46.88,39.05
2020-10-26,50.22,50.22,55.0,49.5
2020-10-27,47.52,47.69,76.24,47.69
2020-10-28,45.84,51.21,76.53,52.61
2020-10-29,50.1,50.1,60.76,50.1
2020-10-30,44.89,49.0,54.42,49.0
2020-10-31,38.74,38.74,38.74,44.83
2020-11-01,26.85,35.81,42.0,45.82
2020-11-02,39.19,51.02,68.18,51.02
2020-11-03,47.53,47.53,67.03,47.05
2020-11-04,60.12,60.12,60.12,46.03
2020-11-05,52.4,52.4,63.0,43.15
2020-11-06,52.0,52.0,52.0,39.9
2020-11-07,52.11,48.84,48.84,44.35
2020-11-08,48.62,47.96,47.96,46.0
2020-11-09,71.92,61.61,70.1,60.55
2020-11-10,79.72,64.79,76.86,62.38
2020-11-11,64.32,51.82,70.41,51.82
2020-11-12,52.72,52.72,79.5,52.72
2020-11-13,50.05,50.05,74.13,50.05
2020-11-14,44.57,44.56,52.0,44.56
2020-11-15,21.49,29.51,47.0,43.02
2020-11-16,50.99,51.9,70.26,51.9
2020-11-17,50.0,50.0,56.36,50.0
2020-11-18,48.39,48.39,70.0,52.55
2020-11-19,43.42,49.93,59.01,48.11
2020-11-20,58.68,58.68,64.0,49.37
2020-11-21,41.01,50.98,50.98,50.98
2020-11-22,48.12,50.75,50.75,51.8
2020-11-23,60.49,62.03,72.59,62.03
2020-11-24,55.92,55.92,73.64,55.3
2020-11-25,61.54,61.54,75.0,59.02
2020-11-26,110.13,79.81,80.84,55.96
2020-11-27,106.35,79.66,104.71,61.25
2020-11-28,56.14,56.14,72.0,56.14
2020-11-29,58.97,58.97,58.97,58.97
2020-11-30,77.18,77.18,77.18,60.02
2020-12-01,77.98,77.98,77.98,58.03
2020-12-02,110.56,110.56,110.56,60.8
2020-12-03,66.01,66.3,89.36,62.57
2020-12-04,64.36,66.1,84.16,56.74
2020-12-05,58.0,67.63,67.63,51.05
2020-12-06,54.93,63.1,63.1,53.01
2020-12-07,62.17,88.19,75.41,47.36
2020-12-08,81.07,105.58,83.0,51.44
2020-12-09,114.0,114.0,114.0,54.68
2020-12-10,105.41,105.41,105.41,52.53
2020-12-11,57.1,65.42,71.0,45.5
2020-12-12,57.92,57.92,61.0,53.5
2020-12-13,53.0,53.0,53.0,53.0
2020-12-14,60.0,66.16,70.0,56.02
2020-12-15,68.8,68.8,73.49,60.19
2020-12-16,66.66,63.95,92.39,62.02
2020-12-17,63.97,68.9,86.8,68.9
2020-12-18,57.24,58.91,83.44,58.91
2020-12-19,44.43,53.37,63.67,54.3
2020-12-20,52.14,52.81,52.81,52.81
2020-12-21,55.5,55.5,74.51,53.68
2020-12-22,55.91,54.15,61.18,54.15
2020-12-23,56.0,53.14,60.77,53.35
2020-12-24,38.8,48.28,52.33,48.28
2020-12-25,51.73,49.74,49.74,36.0
2020-12-26,30.9,44.18,46.0,48.7
2020-12-27,10.11,47.7,49.9,37.13
2020-12-28,56.98,56.98,56.98,44.1
2020-12-29,55.39,59.72,59.72,54.26
2020-12-30,60.0,60.08,60.08,59.96
2020-12-31,61.34,61.34,61.34,61.08
2021-01-01,60.61,60.61,60.61,57.4
2021-01-02,63.08,63.08,63.08,60.43
2021-01-03,52.56,61.09,61.09,61.09
2021-01-04,66.82,72.6,71.05,72.6
2021-01-05,67.14,80.0,68.32,80.0
2021-01-06,61.92,101.07,68.45,90.0
2021-01-07,100.0,108.97,97.0,108.97
2021-01-08,110.45,114.89,110.45,114.89
2021-01-09,71.99,71.99,71.99,121.24
2021-01-10,63.41,73.91,68.77,110.29
2021-01-11,70.59,89.06,89.06,121.14
2021-01-12,64.6,78.93,84.24,114.02
2021-01-13,56.14,95.46,95.46,112.84
2021-01-14,100.67,95.98,100.33,107.72
2021-01-15,99.5,98.02,98.02,98.02
2021-01-16,66.4,66.5,66.5,93.79
2021-01-17,72.0,75.0,75.0,87.84
2021-01-18,78.92,88.63,89.48,115.98
2021-01-19,55.15,75.07,93.61,93.72
2021-01-20,57.52,64.05,81.0,67.9
2021-01-21,45.63,58.75,79.9,58.75
2021-01-22,66.77,66.77,83.57,57.24
2021-01-23,66.13,66.13,66.13,49.98
2021-01-24,65.0,65.0,65.0,59.26
2021-01-25,79.67,79.67,83.0,75.04
2021-01-26,73.95,82.04,82.04,82.04
2021-01-27,70.48,70.67,70.67,70.67
2021-01-28,68.39,66.1,73.17,66.1
2021-01-29,60.79,60.79,73.0,60.79
2021-01-30,61.65,61.65,61.65,14.0
2021-01-31,64.46,63.88,63.88,1.96
2021-02-01,81.58,81.58,84.08,39.3
2021-02-02,78.13,65.05,76.28,47.0
2021-02-03,56.97,56.97,71.17,53.25
2021-02-04,71.5,71.5,71.5,67.51
2021-02-05,62.02,62.02,88.17,61.61
2021-02-06,43.95,45.89,67.12,42.98
2021-02-07,43.44,55.39,55.39,27.0
2021-02-08,64.32,64.32,64.32,25.26
2021-02-09,80.85,81.18,81.18,15.11
2021-02-10,109.86,109.86,109.86,80.0
2021-02-11,136.71,136.71,117.31,72.4
2021-02-12,80.81,82.76,89.73,61.01
2021-02-13,72.96,72.96,72.96,69.0
2021-02-14,62.2,62.2,63.96,29.25
2021-02-15,68.05,68.28,81.0,45.59
2021-02-16,68.85,68.78,82.72,68.25
2021-02-17,71.27,71.27,84.52,61.27
2021-02-18,61.9,61.9,80.97,61.16
2021-02-19,62.53,62.53,82.03,41.2
2021-02-20,44.91,44.99,71.12,10.0
2021-02-21,58.06,58.06,60.0,30.0
2021-02-22,72.9,65.68,74.41,65.68
2021-02-23,59.45,59.22,76.03,59.22
2021-02-24,60.93,60.93,75.0,51.83
2021-02-25,65.73,65.73,86.8,65.73
2021-02-26,60.85,60.85,93.44,57.91
2021-02-27,58.95,58.24,60.0,45.41
2021-02-28,59.28,59.28,59.28,40.73
2021-03-01,68.49,68.49,75.17,64.39
2021-03-02,79.31,79.31,88.79,78.62
2021-03-03,70.0,70.0,94.3,70.0
2021-03-04,66.14,66.14,88.1,66.14
2021-03-05,67.97,67.97,80.0,67.97
2021-03-06,58.87,58.87,65.0,58.87
2021-03-07,60.91,60.91,60.91,60.91
2021-03-08,103.71,103.71,100.87,66.18
2021-03-09,93.3,93.3,93.3,75.01
2021-03-10,69.9,69.9,69.9,69.9
2021-03-11,55.93,56.59,87.78,56.59
2021-03-12,52.84,57.74,77.78,57.74
2021-03-13,42.63,45.99,70.87,45.99
2021-03-14,57.28,58.39,60.0,56.56
2021-03-15,67.82,67.82,72.0,59.93
2021-03-16,77.71,77.71,80.44,50.76
2021-03-17,85.0,85.0,85.0,28.57
2021-03-18,98.71,98.71,98.71,52.01
2021-03-19,72.99,72.99,74.25,46.85
2021-03-20,68.09,68.09,70.54,46.01
2021-03-21,64.82,64.82,74.21,59.18
2021-03-22,90.47,90.47,90.47,75.0
2021-03-23,83.49,83.49,83.49,83.49
2021-03-24,84.0,84.0,85.86,84.0
2021-03-25,85.43,85.43,93.0,85.43
2021-03-26,69.01,69.01,83.0,69.01
2021-03-27,66.1,66.1,66.64,66.1
2021-03-28,48.34,55.75,78.0,55.75
2021-03-29,70.86,71.01,89.82,68.15
2021-03-30,78.22,78.22,90.0,76.73
2021-03-31,96.8,76.39,91.17,76.39
2021-04-01,70.97,70.97,75.58,66.6
2021-04-02,60.67,60.67,74.25,60.67
2021-04-03,59.23,53.2,92.11,53.2
2021-04-04,47.45,47.45,77.0,47.45
2021-04-05,27.87,60.68,74.31,60.68
2021-04-06,71.44,75.7,75.7,69.01
2021-04-07,84.5,163.77,87.0,86.99
2021-04-08,99.26,99.26,99.26,81.77
2021-04-09,84.9,86.48,84.9,86.48
2021-04-10,69.24,69.24,69.24,73.82
2021-04-11,67.24,67.24,73.0,67.2
2021-04-12,100.0,102.77,100.75,78.74
2021-04-13,88.32,162.89,110.15,88.32
2021-04-14,125.0,125.0,125.0,88.41
2021-04-15,118.0,118.0,118.0,78.0
2021-04-16,96.1,96.1,96.1,80.0
2021-04-17,78.47,78.47,78.47,78.47
2021-04-18,80.93,81.0,85.3,82.51
2021-04-19,117.18,117.18,117.18,89.5
2021-04-20,110.41,110.41,110.41,93.92
2021-04-21,87.61,92.62,92.62,92.62
2021-04-22,84.42,85.0,85.0,85.93
2021-04-23,83.73,83.73,92.9,83.73
2021-04-24,73.43,73.43,83.0,77.0
2021-04-25,67.88,67.88,94.44,88.09
2021-04-26,83.85,83.85,84.05,86.01
2021-04-27,82.94,85.32,93.06,85.32
2021-04-28,85.57,85.57,86.04,85.57
2021-04-29,85.08,85.08,85.08,86.7
2021-04-30,84.93,90.0,87.5,90.0
2021-05-01,68.69,68.69,68.69,81.52
2021-05-02,67.11,80.0,78.04,82.62
2021-05-03,87.93,87.93,87.93,87.0
2021-05-04,50.59,75.0,88.33,89.05
2021-05-05,68.19,84.2,94.33,85.5
2021-05-06,92.73,92.73,92.73,85.0
2021-05-07,101.5,101.5,101.5,90.0
2021-05-08,69.95,70.86,77.0,70.86
2021-05-09,60.75,57.64,81.0,54.3
2021-05-10,90.12,90.12,90.12,83.16
2021-05-11,93.37,93.37,93.37,79.62
2021-05-12,86.12,86.12,86.12,78.08
2021-05-13,79.96,79.96,88.37,79.96
2021-05-14,87.02,87.02,90.01,87.02
2021-05-15,75.65,75.65,78.0,72.64
2021-05-16,84.89,70.99,79.16,70.99
2021-05-17,101.51,89.91,89.91,94.65
2021-05-18,90.07,90.07,90.07,90.07
2021-05-19,101.82,97.01,97.01,97.01
2021-05-20,94.9,94.9,94.9,94.9
2021-05-21,66.22,66.22,90.09,86.01
2021-05-22,48.8,69.47,72.69,80.43
2021-05-23,80.34,74.9,77.68,80.0
2021-05-24,76.23,68.17,90.0,85.56
2021-05-25,84.65,84.65,85.0,84.65
2021-05-26,84.59,90.0,97.0,90.0
2021-05-27,88.87,91.24,98.53,91.96
2021-05-28,93.01,93.01,97.0,96.51
2021-05-29,72.02,72.02,72.02,89.8
2021-05-30,79.29,72.04,79.82,93.84
2021-05-31,86.73,86.73,86.73,95.0
2021-06-01,87.1,87.1,87.1,92.54
2021-06-02,83.34,83.34,83.34,92.76
2021-06-03,82.03,82.03,82.03,89.18
2021-06-04,85.9,85.9,88.6,89.18
2021-06-05,76.01,76.01,77.0,84.55
2021-06-06,80.1,80.1,85.57,85.93
2021-06-07,90.0,90.0,90.0,90.0
2021-06-08,99.32,93.85,93.85,93.85
2021-06-09,98.51,88.11,88.11,88.11
2021-06-10,97.19,92.5,96.11,92.5
2021-06-11,97.69,92.26,92.26,92.26
2021-06-12,65.98,73.81,82.0,91.88
2021-06-13,87.03,83.54,97.03,95.0
2021-06-14,102.28,98.35,98.35,98.35
2021-06-15,100.0,100.0,100.0,100.0
2021-06-16,118.05,118.05,118.05,105.51
2021-06-17,112.23,112.23,112.23,102.37
2021-06-18,100.02,100.02,100.02,100.02
2021-06-19,92.75,92.75,92.75,92.75
2021-06-20,88.13,88.13,96.0,88.13
2021-06-21,94.07,94.07,100.0,94.07
2021-06-22,100.46,96.0,100.09,96.0
2021-06-23,139.72,95.0,120.0,95.0
2021-06-24,129.54,119.81,120.01,94.32
2021-06-25,109.08,98.35,120.24,98.35
2021-06-26,95.95,91.66,94.91,93.35
2021-06-27,95.0,92.91,98.0,92.91
2021-06-28,123.96,123.96,123.96,98.98
2021-06-29,111.03,104.04,139.07,103.49
2021-06-30,108.0,99.97,119.96,99.93
2021-07-01,103.77,98.19,109.75,100.0
2021-07-02,122.5,110.0,123.11,110.0
2021-07-03,107.43,106.95,116.34,106.95
2021-07-04,104.92,104.92,104.92,104.92
2021-07-05,118.0,111.72,115.77,105.69
2021-07-06,103.97,103.97,120.0,104.73
2021-07-07,133.48,133.48,133.48,108.01
2021-07-08,150.0,106.82,120.07,102.1
2021-07-09,107.97,107.63,107.96,107.63
2021-07-10,100.05,100.05,100.05,100.05
2021-07-11,103.63,103.63,103.99,103.63
2021-07-12,120.49,120.49,120.49,105.98
2021-07-13,109.88,109.88,125.91,106.97
2021-07-14,111.11,95.41,110.55,95.41
2021-07-15,105.0,96.7,109.9,98.0
2021-07-16,101.87,101.55,116.85,101.55
2021-07-17,81.06,86.59,94.32,101.3
2021-07-18,94.19,94.19,98.0,100.38
2021-07-19,115.2,109.28,112.72,109.28
2021-07-20,114.85,111.36,120.31,111.36
2021-07-21,113.59,110.64,113.59,110.64
2021-07-22,105.25,105.25,114.04,106.04
2021-07-23,106.91,106.91,126.73,106.91
2021-07-24,90.21,91.36,106.32,106.23
2021-07-25,91.86,91.86,94.0,111.09
2021-07-26,109.0,108.23,127.0,108.23
2021-07-27,111.94,100.98,131.0,104.54
2021-07-28,111.86,94.95,135.0,109.58
2021-07-29,95.98,95.98,139.87,107.25
2021-07-30,116.17,84.39,125.09,104.02
2021-07-31,70.91,76.55,118.73,76.65
2021-08-01,80.0,82.89,102.59,110.68
2021-08-02,117.52,108.41,118.53,108.41
2021-08-03,130.0,112.76,127.0,113.51
2021-08-04,128.94,115.0,129.09,116.86
2021-08-05,126.2,112.66,118.53,115.27
2021-08-06,94.98,80.98,120.95,108.01
2021-08-07,80.08,69.0,99.62,101.24
2021-08-08,68.05,68.05,107.27,108.56
2021-08-09,107.61,107.61,107.61,114.07
2021-08-10,137.17,120.0,120.0,120.0
2021-08-11,140.02,125.43,142.5,125.43
2021-08-12,145.0,130.0,133.55,130.0
2021-08-13,124.0,121.93,126.0,128.54
2021-08-14,88.56,101.16,125.41,130.0
2021-08-15,94.95,87.61,140.0,123.09
2021-08-16,100.48,92.93,135.69,109.35
2021-08-17,92.71,100.5,131.4,120.0
2021-08-18,98.1,101.19,130.98,126.84
2021-08-19,128.12,128.12,128.12,129.37
2021-08-20,126.14,126.14,129.0,126.14
2021-08-21,112.17,112.17,123.31,123.0
2021-08-22,97.96,97.96,134.62,108.39
2021-08-23,115.94,114.59,125.0,115.54
2021-08-24,122.5,110.63,144.48,120.35
2021-08-25,107.28,116.17,129.69,129.15
2021-08-26,124.65,124.65,150.0,129.81
2021-08-27,117.19,117.19,126.0,128.29
2021-08-28,101.32,101.32,120.54,125.01
2021-08-29,101.66,101.66,115.3,128.41
2021-08-30,132.92,132.92,145.24,132.92
2021-08-31,137.02,137.02,141.47,137.46
2021-09-01,145.91,138.41,142.16,140.6
2021-09-02,158.51,143.41,161.59,148.0
2021-09-03,143.93,143.93,170.0,150.0
2021-09-04,142.55,142.55,145.64,152.27
2021-09-05,139.07,139.07,139.07,155.0
2021-09-06,190.68,153.63,153.63,153.63
2021-09-07,180.0,153.45,168.04,153.45
2021-09-08,165.78,152.36,165.78,152.36
2021-09-09,174.23,155.62,174.23,155.62
2021-09-10,162.27,159.31,165.0,159.31
2021-09-11,155.09,155.09,155.64,165.0
2021-09-12,154.17,159.37,159.37,167.53
2021-09-13,200.88,170.0,174.25,170.0
2021-09-14,188.2,171.58,177.82,172.0
2021-09-15,196.58,196.58,200.0,192.83
2021-09-16,198.02,198.02,212.0,198.85
2021-09-17,188.17,188.17,188.17,188.17
2021-09-18,179.91,179.91,195.0,187.18
2021-09-19,170.63,170.63,171.48,187.92
2021-09-20,205.0,188.64,205.0,188.64
2021-09-21,190.0,190.0,235.0,190.0
2021-09-22,213.81,196.57,250.0,196.57
2021-09-23,153.86,192.52,230.0,192.52
2021-09-24,181.21,190.0,250.0,190.0
2021-09-25,208.01,188.17,198.09,188.17
2021-09-26,185.85,185.85,185.85,199.0
2021-09-27,190.84,190.84,210.0,195.26
2021-09-28,237.01,237.01,237.01,195.33
2021-09-29,204.51,204.51,256.29,208.47
2021-09-30,219.93,219.93,250.0,223.42
2021-10-01,194.09,194.09,250.0,234.37
2021-10-02,164.92,164.92,290.0,224.0
2021-10-03,153.84,153.84,233.83,210.98
2021-10-04,230.0,230.0,265.85,249.0
2021-10-05,229.05,229.05,240.0,256.47
2021-10-06,290.97,290.97,300.0,280.0
2021-10-07,442.9,393.1,393.1,319.03
2021-10-08,291.42,291.42,312.7,290.0
2021-10-09,239.22,252.32,254.62,254.45
2021-10-10,240.57,240.57,240.57,251.6
2021-10-11,260.02,260.02,290.0,241.27
2021-10-12,248.08,248.08,290.0,226.74
2021-10-13,287.31,287.31,301.65,240.0
2021-10-14,260.0,260.0,312.67,260.0
2021-10-15,249.22,273.33,293.36,265.0
2021-10-16,253.06,253.06,313.0,264.54
2021-10-17,238.29,238.29,265.29,270.0
2021-10-18,268.32,268.32,320.04,280.0
2021-10-19,235.68,235.82,350.0,256.33
2021-10-20,132.17,228.31,313.0,261.53
2021-10-21,118.21,272.47,272.47,250.0
2021-10-22,121.06,259.94,312.66,255.5
2021-10-23,256.47,256.47,280.0,256.95
2021-10-24,191.19,242.15,242.15,271.8
2021-10-25,262.0,262.0,262.0,262.0
2021-10-26,245.91,266.11,313.01,270.0
2021-10-27,235.27,263.29,270.01,263.29
2021-10-28,250.34,250.34,259.08,252.33
2021-10-29,199.36,216.53,255.0,216.53
2021-10-30,117.65,186.21,245.0,192.07
2021-10-31,79.13,148.0,241.92,148.0
2021-11-01,183.0,183.0,183.13,183.0
2021-11-02,312.67,312.67,312.67,223.55
2021-11-03,274.33,274.33,280.0,202.9
2021-11-04,213.77,213.77,250.0,199.64
2021-11-05,202.98,235.57,255.0,203.24
2021-11-06,105.0,209.1,209.1,190.31
2021-11-07,93.52,200.07,239.0,194.8
2021-11-08,299.9,299.9,299.9,203.71
2021-11-09,223.88,255.0,259.24,220.01
2021-11-10,295.0,302.8,302.8,230.01
2021-11-11,252.12,252.12,280.0,234.0
2021-11-12,214.77,224.31,264.51,211.05
2021-11-13,220.0,220.0,220.0,220.0
2021-11-14,206.21,206.21,206.21,206.21
2021-11-15,300.01,300.01,300.01,235.0
2021-11-16,301.0,301.0,301.0,250.0
2021-11-17,238.8,256.23,300.0,249.9
2021-11-18,243.1,285.0,290.1,276.63
2021-11-19,193.7,294.33,294.33,266.08
2021-11-20,199.97,298.4,298.4,269.66
2021-11-21,247.76,257.63,257.63,257.63
2021-11-22,318.87,318.87,318.87,264.7
2021-11-23,348.21,348.21,348.21,277.77
2021-11-24,385.0,419.62,385.0,265.0
2021-11-25,352.11,375.0,355.71,256.94
2021-11-26,288.99,346.37,346.37,251.32
2021-11-27,270.8,277.33,277.33,243.63
2021-11-28,247.94,247.94,247.94,247.94
2021-11-29,421.87,421.87,421.87,290.0
2021-11-30,232.6,330.05,330.05,309.3
2021-12-01,115.82,350.0,350.0,280.57
2021-12-02,354.98,354.98,354.98,277.98
2021-12-03,256.41,363.54,363.54,272.98
2021-12-04,243.05,250.0,250.0,250.0
2021-12-05,260.0,326.9,320.0,251.65
2021-12-06,371.54,371.54,363.67,273.61
2021-12-07,299.15,340.0,340.0,237.21
2021-12-08,292.0,307.1,307.1,238.75
2021-12-09,355.69,355.69,355.69,252.59
2021-12-10,300.04,304.99,317.99,262.16
2021-12-11,294.98,294.94,294.94,292.0
2021-12-12,290.3,298.0,298.0,298.0
2021-12-13,353.73,382.17,382.17,315.43
2021-12-14,400.0,400.0,400.0,320.0
2021-12-15,402.0,417.26,417.26,319.13
2021-12-16,425.0,425.0,425.0,345.0
2021-12-17,403.92,403.92,403.92,350.0
2021-12-18,335.28,427.01,405.48,342.03
2021-12-19,328.0,420.0,420.0,350.0
2021-12-20,465.98,465.98,460.07,375.0
2021-12-21,620.0,620.0,513.58,370.0
2021-12-22,529.2,577.87,555.0,386.1
2021-12-23,450.06,480.0,480.0,409.0
2021-12-24,278.57,373.34,345.9,373.34
2021-12-25,245.1,280.0,266.6,315.12
2021-12-26,217.55,258.52,258.52,241.25
2021-12-27,210.04,210.04,300.0,207.1
2021-12-28,150.06,150.06,238.47,176.03
2021-12-29,205.7,205.7,274.1,255.0
2021-12-30,103.37,216.71,224.3,252.22
2021-12-31,62.23,193.15,233.93,193.15
2022-01-01,149.97,149.97,214.66,190.81
2022-01-02,70.09,70.09,245.0,209.1
2022-01-03,148.49,180.36,300.0,189.26
2022-01-04,190.0,190.0,201.21,190.0
2022-01-05,148.09,265.0,265.0,250.34
2022-01-06,274.11,278.36,278.36,278.36
2022-01-07,253.81,260.0,270.0,270.02
2022-01-08,231.0,231.0,300.0,237.86
2022-01-09,243.94,243.94,269.6,240.0
2022-01-10,315.47,315.0,315.0,294.98
2022-01-11,316.4,316.4,316.4,262.66
2022-01-12,300.1,300.1,300.1,261.38
2022-01-13,235.9,274.0,274.0,262.95
2022-01-14,262.0,292.5,292.5,235.01
2022-01-15,267.03,267.03,267.03,267.03
2022-01-16,216.0,265.36,265.36,265.36
2022-01-17,254.37,306.09,299.03,285.68
2022-01-18,294.4,294.4,294.4,272.22
2022-01-19,261.65,285.36,285.36,259.81
2022-01-20,192.74,281.62,281.62,239.38
2022-01-21,223.15,266.0,266.0,214.7
2022-01-22,230.82,245.27,245.27,245.27
2022-01-23,242.97,244.31,244.31,249.0
2022-01-24,341.85,341.85,341.85,297.33
2022-01-25,399.85,399.06,399.06,256.36
2022-01-26,312.69,361.92,361.92,250.0
2022-01-27,141.17,353.56,353.56,249.01
2022-01-28,260.0,327.68,330.0,255.38
2022-01-29,123.02,263.03,331.0,263.03
2022-01-30,171.74,263.39,263.39,268.65
2022-01-31,253.93,260.0,270.0,260.0
2022-02-01,243.72,257.15,300.1,253.0
2022-02-02,266.9,266.9,266.9,270.09
2022-02-03,237.78,246.0,275.56,246.0
2022-02-04,219.12,233.34,311.3,233.34
2022-02-05,150.6,226.5,310.0,226.5
2022-02-06,125.0,214.05,250.0,246.43
2022-02-07,169.94,261.17,261.17,253.61
2022-02-08,209.56,250.0,251.4,250.0
2022-02-09,257.28,257.28,307.25,257.28
2022-02-10,240.32,248.01,261.7,248.01
2022-02-11,243.35,245.39,294.0,241.18
2022-02-12,194.89,231.55,231.55,231.55
2022-02-13,119.11,191.08,265.31,214.23
2022-02-14,197.13,248.71,253.98,248.71
2022-02-15,250.06,250.79,192.02,250.79
2022-02-16,194.83,196.78,299.67,236.73
2022-02-17,123.22,213.27,213.27,268.12
2022-02-18,189.28,200.0,273.62,215.0
2022-02-19,121.97,170.15,205.79,204.79
2022-02-20,99.9,150.36,251.0,225.0
2022-02-21,135.59,218.02,218.02,237.0
2022-02-22,211.59,211.59,245.0,221.7
2022-02-23,236.86,236.86,245.0,244.08
2022-02-24,184.77,234.49,274.0,234.49
2022-02-25,198.07,349.0,349.0,300.0
2022-02-26,300.7,300.7,300.7,300.7
2022-02-27,275.76,279.84,279.84,350.0
2022-02-28,322.9,322.9,322.9,346.0
2022-03-01,362.75,362.75,362.75,315.87
2022-03-02,385.0,383.34,385.0,331.16
2022-03-03,410.0,410.0,407.0,400.0
2022-03-04,410.05,410.05,410.05,410.0
2022-03-05,409.3,409.3,409.3,409.3
2022-03-06,454.28,454.28,451.3,470.01
2022-03-07,522.91,515.01,583.0,500.0
2022-03-08,700.0,700.0,700.0,700.0
2022-03-09,605.0,605.0,605.0,605.0
