,DE_LU_WINDOFFSHORE,ES_WINDOFFSHORE
2021-05-14,62212.0,0.0
2021-05-15,55257.0,0.0
2021-05-16,18564.0,0.0
2021-05-17,10880.0,0.0
2021-05-18,31317.0,0.0
2021-05-19,34395.0,0.0
2021-05-20,123556.0,0.0
2021-05-21,438961.0,0.0
2021-05-22,428032.0,0.0
2021-05-23,306052.0,0.0
2021-05-24,243359.0,0.0
2021-05-25,135694.0,0.0
2021-05-26,339017.0,0.0
2021-05-27,268066.0,0.0
2021-05-28,81451.0,0.0
2021-05-29,69598.0,0.0
2021-05-30,18660.0,0.0
2021-05-31,41963.0,0.0
2021-06-01,83258.0,0.0
2021-06-02,333541.0,0.0
2021-06-03,210049.0,0.0
2021-06-04,52682.0,0.0
2021-06-05,70956.0,0.0
2021-06-06,141425.0,0.0
2021-06-07,25864.0,0.0
2021-06-08,8360.0,0.0
2021-06-09,11441.0,0.0
2021-06-10,26048.0,0.0
2021-06-11,180249.0,0.0
2021-06-12,317537.0,0.0
2021-06-13,208013.0,0.0
2021-06-14,221707.0,0.0
2021-06-15,28914.0,0.0
2021-06-16,81510.0,0.0
2021-06-17,188671.0,0.0
2021-06-18,220831.0,0.0
2021-06-19,157651.0,0.0
2021-06-20,250467.0,0.0
2021-06-21,289327.0,0.0
2021-06-22,245785.0,0.0
2021-06-23,55771.0,0.0
2021-06-24,9099.0,0.0
2021-06-25,35427.0,0.0
2021-06-26,11730.0,0.0
2021-06-27,28281.0,0.0
2021-06-28,165414.0,0.0
2021-06-29,348215.0,0.0
2021-06-30,167034.0,0.0
2021-07-01,134575.0,0.0
2021-07-02,62716.0,0.0
2021-07-03,17166.0,0.0
2021-07-04,18538.0,0.0
2021-07-05,65750.0,0.0
2021-07-06,394711.0,0.0
2021-07-07,246573.0,0.0
2021-07-08,42767.0,0.0
2021-07-09,52882.0,0.0
2021-07-10,64789.0,0.0
2021-07-11,71896.0,0.0
2021-07-12,135188.0,0.0
2021-07-13,51556.0,0.0
2021-07-14,210528.0,0.0
2021-07-15,431960.0,0.0
2021-07-16,294119.0,0.0
2021-07-17,182382.0,0.0
2021-07-18,202708.0,0.0
2021-07-19,150978.0,0.0
2021-07-20,122042.0,0.0
2021-07-21,69584.0,0.0
2021-07-22,67051.0,0.0
2021-07-23,28344.0,0.0
2021-07-24,153946.0,0.0
2021-07-25,220318.0,0.0
2021-07-26,19069.0,0.0
2021-07-27,67875.0,0.0
2021-07-28,365693.0,0.0
2021-07-29,518107.0,0.0
2021-07-30,255747.0,0.0
2021-07-31,311365.0,0.0
2021-08-01,230144.0,0.0
2021-08-02,235419.0,0.0
2021-08-03,22265.0,0.0
2021-08-04,15673.0,0.0
2021-08-05,129801.0,0.0
2021-08-06,300734.0,0.0
2021-08-07,186686.0,0.0
2021-08-08,338541.0,0.0
2021-08-09,316190.0,0.0
2021-08-10,105719.0,0.0
2021-08-11,51583.0,0.0
2021-08-12,60830.0,0.0
2021-08-13,311609.0,0.0
2021-08-14,420682.0,0.0
2021-08-15,221892.0,0.0
2021-08-16,429994.0,0.0
2021-08-17,392379.0,0.0
2021-08-18,534168.0,0.0
2021-08-19,243893.0,0.0
2021-08-20,29863.0,0.0
2021-08-21,18558.0,0.0
2021-08-22,228977.0,0.0
2021-08-23,140504.0,0.0
2021-08-24,31344.0,0.0
2021-08-25,417941.0,0.0
2021-08-26,410076.0,0.0
2021-08-27,517682.0,0.0
2021-08-28,505155.0,0.0
2021-08-29,358930.0,0.0
2021-08-30,198876.0,0.0
2021-08-31,198994.0,0.0
2021-09-01,61292.0,0.0
2021-09-02,23418.0,0.0
2021-09-03,115262.0,0.0
2021-09-04,77666.0,0.0
2021-09-05,111815.0,0.0
2021-09-06,4521.0,0.0
2021-09-07,27518.0,0.0
2021-09-08,68086.0,0.0
2021-09-09,65351.0,0.0
2021-09-10,38324.0,0.0
2021-09-11,202504.0,0.0
2021-09-12,274089.0,0.0
2021-09-13,91497.0,0.0
2021-09-14,78551.0,0.0
2021-09-15,234029.0,0.0
2021-09-16,411505.0,0.0
2021-09-17,80350.0,0.0
2021-09-18,139343.0,0.0
2021-09-19,338072.0,0.0
2021-09-20,58164.0,0.0
2021-09-21,235865.0,0.0
2021-09-22,262432.0,0.0
2021-09-23,287793.0,0.0
2021-09-24,438121.0,0.0
2021-09-25,90147.0,0.0
2021-09-26,111952.0,0.0
2021-09-27,341605.0,0.0
2021-09-28,194904.0,0.0
2021-09-29,474613.0,0.0
2021-09-30,511202.0,0.0
2021-10-01,537657.0,0.0
2021-10-02,331418.0,0.0
2021-10-03,424650.0,0.0
2021-10-04,503530.0,0.0
2021-10-05,510605.0,0.0
2021-10-06,156394.0,0.0
2021-10-07,28826.0,0.0
2021-10-08,39053.0,0.0
2021-10-09,116400.0,0.0
2021-10-10,140130.0,0.0
2021-10-11,499828.0,0.0
2021-10-12,448692.0,0.0
2021-10-13,312755.0,0.0
2021-10-14,494509.0,0.0
2021-10-15,510539.0,0.0
2021-10-16,335704.0,0.0
2021-10-17,274585.0,0.0
2021-10-18,287102.0,0.0
2021-10-19,499018.0,0.0
2021-10-20,496652.0,0.0
2021-10-21,457592.0,0.0
2021-10-22,483216.0,0.0
2021-10-23,342356.0,0.0
2021-10-24,435069.0,0.0
2021-10-25,383338.0,0.0
2021-10-26,401659.0,0.0
2021-10-27,512071.0,0.0
2021-10-28,469434.0,0.0
2021-10-29,456075.0,0.0
2021-10-30,387738.0,0.0
2021-10-31,387949.0,0.0
2021-11-01,499345.0,0.0
2021-11-02,132116.0,0.0
2021-11-03,30523.0,0.0
2021-11-04,159385.0,0.0
2021-11-05,441736.0,0.0
2021-11-06,522706.0,0.0
2021-11-07,524352.0,0.0
2021-11-08,262776.0,0.0
2021-11-09,507637.0,0.0
2021-11-10,237729.0,0.0
2021-11-11,104019.0,0.0
2021-11-12,411280.0,0.0
2021-11-13,130877.0,0.0
2021-11-14,191138.0,0.0
2021-11-15,65410.0,0.0
2021-11-16,48074.0,0.0
2021-11-17,525979.0,0.0
2021-11-18,513064.0,0.0
2021-11-19,515293.0,0.0
2021-11-20,552637.0,0.0
2021-11-21,512461.0,0.0
2021-11-22,298353.0,0.0
2021-11-23,354340.0,0.0
2021-11-24,352178.0,0.0
2021-11-25,475947.0,0.0
2021-11-26,436627.0,0.0
2021-11-27,299620.0,0.0
2021-11-28,343875.0,0.0
2021-11-29,234464.0,0.0
2021-11-30,440364.0,0.0
2021-12-01,473368.0,0.0
2021-12-02,347896.0,0.0
2021-12-03,523993.0,0.0
2021-12-04,196849.0,0.0
2021-12-05,546572.0,0.0
2021-12-06,519129.0,0.0
2021-12-07,461030.0,0.0
2021-12-08,559620.0,0.0
2021-12-09,349438.0,0.0
2021-12-10,194733.0,0.0
2021-12-11,206284.0,0.0
2021-12-12,335195.0,0.0
2021-12-13,439115.0,0.0
2021-12-14,253178.0,0.0
2021-12-15,495140.0,0.0
2021-12-16,128556.0,0.0
2021-12-17,134984.0,0.0
2021-12-18,362919.0,0.0
2021-12-19,429101.0,0.0
2021-12-20,50719.0,0.0
2021-12-21,51751.0,0.0
2021-12-22,148972.0,0.0
2021-12-23,265496.0,0.0
2021-12-24,223179.0,0.0
2021-12-25,121545.0,0.0
2021-12-26,379977.0,0.0
2021-12-27,394648.0,0.0
2021-12-28,307582.0,0.0
2021-12-29,196818.0,0.0
2021-12-30,558922.0,0.0
2021-12-31,572770.0,0.0
2022-01-01,532105.0,0.0
2022-01-02,590329.0,0.0
2022-01-03,544476.0,0.0
2022-01-04,469142.0,0.0
2022-01-05,544017.0,0.0
2022-01-06,370374.0,0.0
2022-01-07,545996.0,0.0
2022-01-08,513420.0,0.0
2022-01-09,410334.0,0.0
2022-01-10,94297.0,0.0
2022-01-11,308810.0,0.0
2022-01-12,241540.0,0.0
2022-01-13,508218.0,0.0
2022-01-14,333679.0,0.0
2022-01-15,115157.0,0.0
2022-01-16,461428.0,0.0
2022-01-17,443153.0,0.0
2022-01-18,276327.0,0.0
2022-01-19,603636.0,0.0
2022-01-20,565374.0,0.0
2022-01-21,584438.0,0.0
2022-01-22,270351.0,0.0
2022-01-23,144605.0,0.0
2022-01-24,218586.0,0.0
2022-01-25,176919.0,0.0
2022-01-26,509027.0,0.0
2022-01-27,477807.0,0.0
2022-01-28,444305.0,0.0
2022-01-29,434779.0,0.0
2022-01-30,448191.0,0.0
2022-01-31,354984.0,0.0
2022-02-01,445889.0,0.0
2022-02-02,357541.0,0.0
2022-02-03,446397.0,0.0
2022-02-04,478594.0,0.0
2022-02-05,487407.0,0.0
2022-02-06,403363.0,0.0
2022-02-07,437077.0,0.0
2022-02-08,488441.0,0.0
2022-02-09,433015.0,0.0
2022-02-10,413661.0,0.0
2022-02-11,333814.0,0.0
2022-02-12,504299.0,0.0
2022-02-13,497295.0,0.0
2022-02-14,522065.0,0.0
2022-02-15,456803.0,0.0
2022-02-16,439857.0,0.0
2022-02-17,381316.0,0.0
2022-02-18,389807.0,0.0
2022-02-19,423245.0,0.0
2022-02-20,425290.0,0.0
2022-02-21,469367.0,0.0
2022-02-22,456568.0,0.0
2022-02-23,485436.0,0.0
2022-02-24,432042.0,0.0
2022-02-25,494349.0,0.0
2022-02-26,88937.0,0.0
2022-02-27,346550.0,0.0
2022-02-28,404818.0,0.0
2022-03-01,97438.0,0.0
2022-03-02,87944.0,0.0
2022-03-03,171783.0,0.0
2022-03-04,235698.0,0.0
2022-03-05,153231.0,0.0
2022-03-06,86244.0,0.0
2022-03-07,20972.0,0.0
2022-03-08,190898.0,0.0
