,OECDE_CCI,OECDE_CCI,OECD_CCI,G-7_CCI,EA19_CCI,USA_CCI,ESP_CCI,FRA_CCI,ITA_CCI,GBR_CCI,DEU_CCI,RUS_CCI
2020-04-24,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-25,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-26,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-27,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-28,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-29,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-04-30,98.1241,98.1241,97.94038,98.17233,97.81547,,96.48838,97.95719,98.62933,97.49078,99.01142,
2020-05-01,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-02,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-03,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-04,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-05,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-06,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-07,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-08,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-09,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-10,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-11,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-12,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-13,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-14,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-15,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-16,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-17,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-18,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-19,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-20,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-21,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-22,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-23,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-24,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-25,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-26,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-27,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-28,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-29,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-30,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-05-31,97.85551,97.85551,97.54049,97.78888,97.60011,,95.34495,97.88514,98.83174,96.66434,98.835,
2020-06-01,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-02,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-03,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-04,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-05,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-06,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-07,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-08,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-09,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-10,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-11,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-12,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-13,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-14,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-15,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-16,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-17,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-18,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-19,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-20,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-21,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-22,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-23,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-24,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-25,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-26,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-27,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-28,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-29,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-06-30,98.11879,98.11879,97.70229,97.96469,98.04115,,95.17406,98.31065,99.39349,96.81612,99.12143,
2020-07-01,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-02,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-03,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-04,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-05,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-06,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-07,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-08,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-09,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-10,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-11,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-12,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-13,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-14,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-15,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-16,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-17,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-18,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-19,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-20,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-21,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-22,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-23,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-24,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-25,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-26,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-27,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-28,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-29,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-30,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-07-31,98.41599,98.41599,97.95058,98.19894,98.42641,,95.18526,98.69498,99.68764,97.35487,99.46635,
2020-08-01,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-02,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-03,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-04,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-05,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-06,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-07,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-08,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-09,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-10,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-11,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-12,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-13,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-14,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-15,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-16,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-17,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-18,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-19,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-20,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-21,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-22,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-23,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-24,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-25,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-26,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-27,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-28,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-29,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-30,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-08-31,98.54914,98.54914,98.19406,98.44566,98.62814,,95.10459,98.88564,99.80743,97.58287,99.72626,
2020-09-01,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-02,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-03,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-04,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-05,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-06,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-07,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-08,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-09,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-10,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-11,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-12,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-13,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-14,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-15,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-16,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-17,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-18,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-19,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-20,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-21,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-22,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-23,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-24,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-25,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-26,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-27,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-28,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-29,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-09-30,98.52161,98.52161,98.411,98.65625,98.62381,,95.16348,98.8476,99.71356,97.38909,99.77599,
2020-10-01,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-02,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-03,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-04,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-05,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-06,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-07,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-08,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-09,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-10,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-11,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-12,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-13,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-14,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-15,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-16,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-17,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-18,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-19,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-20,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-21,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-22,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-23,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-24,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-25,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-26,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-27,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-28,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-29,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-30,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-10-31,98.33759,98.33759,98.4861,98.66751,98.38834,,95.1851,98.50138,99.38046,97.02113,99.61736,
2020-11-01,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-02,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-03,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-04,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-05,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-06,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-07,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-08,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-09,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-10,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-11,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-12,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-13,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-14,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-15,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-16,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-17,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-18,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-19,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-20,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-21,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-22,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-23,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-24,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-25,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-26,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-27,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-28,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-29,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-11-30,98.21304,98.21304,98.47776,98.57338,98.21204,,95.29532,98.19388,99.18265,96.91505,99.37041,
2020-12-01,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-02,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-03,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-04,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-05,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-06,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-07,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-08,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-09,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-10,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-11,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-12,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-13,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-14,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-15,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
