,OECDE_CCI,OECDE_CCI,OECD_CCI,G-7_CCI,EA19_CCI,USA_CCI,ESP_CCI,FRA_CCI,ITA_CCI,GBR_CCI,DEU_CCI,RUS_CCI
2020-12-16,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-17,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-18,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-19,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-20,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-21,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-22,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-23,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-24,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-25,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-26,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-27,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-28,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-29,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-30,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2020-12-31,98.37302,98.37302,98.57647,98.60655,98.34032,,95.77266,98.32332,99.40331,97.36348,99.18633,
2021-01-01,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-02,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-03,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-04,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-05,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-06,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-07,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-08,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-09,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-10,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-11,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-12,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-13,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-14,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-15,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-16,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-17,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-18,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-19,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-20,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-21,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-22,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-23,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-24,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-25,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-26,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-27,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-28,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-29,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-30,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-01-31,98.60806,98.60806,98.71801,98.6881,98.49161,,96.20055,98.34846,99.76705,98.00573,99.06435,
2021-02-01,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-02,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-03,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-04,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-05,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-06,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-07,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-08,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-09,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-10,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-11,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-12,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-13,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-14,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-15,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-16,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-17,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-18,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-19,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-20,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-21,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-22,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-23,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-24,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-25,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-26,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-27,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-02-28,99.04359,99.04359,99.03592,98.98859,98.9205,,96.88207,98.5922,100.2567,99.17114,99.26113,
2021-03-01,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-02,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-03,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-04,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-05,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-06,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-07,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-08,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-09,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-10,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-11,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-12,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-13,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-14,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-15,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-16,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-17,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-18,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-19,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-20,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-21,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-22,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-23,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-24,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-25,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-26,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-27,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-28,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-29,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-30,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-03-31,99.66992,99.66992,99.52718,99.4968,99.73342,,98.21973,99.26431,100.856,100.5929,99.69595,
2021-04-01,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-02,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-03,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-04,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-05,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-06,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-07,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-08,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-09,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-10,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-11,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-12,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-13,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-14,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-15,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-16,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-17,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-18,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-19,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-20,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-21,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-22,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-23,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-24,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-25,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-26,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-27,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-28,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-29,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-04-30,100.266,100.266,99.93105,99.89677,100.6479,,99.5528,100.0446,101.5652,101.7126,100.1635,
2021-05-01,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-02,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-03,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-04,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-05,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-06,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-07,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-08,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-09,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-10,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-11,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-12,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-13,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-14,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-15,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-16,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-17,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-18,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-19,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-20,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-21,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-22,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-23,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-24,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-25,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-26,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-27,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-28,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-29,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-30,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-05-31,100.7711,100.7711,100.1867,100.1263,101.4337,,100.3212,100.738,102.3603,102.5676,100.6774,
2021-06-01,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-02,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-03,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-04,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-05,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-06,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-07,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-08,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-09,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-10,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-11,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-12,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-13,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-14,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-15,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-16,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-17,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-18,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-19,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-20,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-21,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-22,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-23,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-24,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-25,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-26,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-27,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-28,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-29,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-06-30,101.0716,101.0716,100.3123,100.211,101.8762,,100.5926,101.1577,102.8567,102.9521,101.0635,
2021-07-01,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-02,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-03,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-04,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-05,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-06,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-07,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-08,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-09,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-10,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-11,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-12,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-13,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-14,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-15,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-16,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-17,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-18,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-19,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-20,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-21,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-22,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-23,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-24,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-25,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-26,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-27,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-28,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-29,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-30,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-07-31,101.1093,101.1093,100.1882,100.009,101.9313,,100.839,101.1243,103.0032,102.8912,101.1839,
2021-08-01,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-02,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-03,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-04,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-05,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-06,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-07,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-08,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-09,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-10,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
2021-08-11,101.0095,101.0095,99.93813,99.65437,101.8471,,101.0881,100.9984,102.9316,102.3272,101.1851,
