,DE_LU_BIO,FR_BIO,IT_NORD_BIO,ES_BIO
2020-06-23,425524.0,8148.0,3978.0,9164.0
2020-06-24,427923.0,8131.0,4505.0,9318.0
2020-06-25,429210.0,8152.0,4410.0,9641.0
2020-06-26,429702.0,8143.0,4316.0,11823.0
2020-06-27,430505.0,8130.0,4577.0,12904.0
2020-06-28,432670.0,8175.0,4603.0,12368.0
2020-06-29,431417.0,8132.0,4085.0,11836.0
2020-06-30,427804.0,8135.0,4052.0,10830.0
2020-07-01,423078.0,8127.0,3855.0,11783.0
2020-07-02,421932.0,8178.0,4462.0,11697.0
2020-07-03,428269.0,8175.0,5120.0,11234.0
2020-07-04,427896.0,8161.0,5008.0,10523.0
2020-07-05,428136.0,7829.0,4750.0,9869.0
2020-07-06,427811.0,7814.0,4377.0,9548.0
2020-07-07,425852.0,7860.0,4007.0,10114.0
2020-07-08,426778.0,8105.0,4022.0,10121.0
2020-07-09,423396.0,8317.0,3854.0,9267.0
2020-07-10,423084.0,8207.0,3939.0,10132.0
2020-07-11,426224.0,8218.0,4288.0,8969.0
2020-07-12,426126.0,8241.0,4578.0,9062.0
2020-07-13,426321.0,8239.0,4402.0,7998.0
2020-07-14,437637.0,8267.0,4526.0,9132.0
2020-07-15,439471.0,8242.0,4963.0,8452.0
2020-07-16,440028.0,8260.0,4986.0,7981.0
2020-07-17,439408.0,8275.0,4852.0,8508.0
2020-07-18,433961.0,8258.0,5155.0,8791.0
2020-07-19,428241.0,8249.0,5123.0,8507.0
2020-07-20,423751.0,8251.0,4633.0,9036.0
2020-07-21,426054.0,8290.0,4599.0,8997.0
2020-07-22,427385.0,8308.0,4672.0,8265.0
2020-07-23,429635.0,8272.0,4653.0,9179.0
2020-07-24,429118.0,8279.0,4924.0,9235.0
2020-07-25,424741.0,8299.0,5169.0,10026.0
2020-07-26,423583.0,8300.0,5305.0,10138.0
2020-07-27,421403.0,8309.0,5202.0,10058.0
2020-07-28,419583.0,8215.0,5185.0,10026.0
2020-07-29,419975.0,8175.0,5376.0,10384.0
2020-07-30,419598.0,7994.0,4890.0,9356.0
2020-07-31,413015.0,7893.0,4322.0,9923.0
2020-08-01,416892.0,7810.0,4557.0,10138.0
2020-08-02,416720.0,7788.0,4536.0,8849.0
2020-08-03,420345.0,7847.0,4481.0,9432.0
2020-08-04,421709.0,7563.0,4349.0,9676.0
2020-08-05,420544.0,7627.0,4351.0,9794.0
2020-08-06,420349.0,7796.0,4272.0,10442.0
2020-08-07,416771.0,7136.0,4539.0,10328.0
2020-08-08,413414.0,6957.0,4634.0,10506.0
2020-08-09,414477.0,7029.0,4908.0,10974.0
2020-08-10,414072.0,7093.0,4841.0,11450.0
2020-08-11,415121.0,7574.0,4717.0,11210.0
2020-08-12,419319.0,7608.0,4986.0,10850.0
2020-08-13,424859.0,7582.0,4806.0,10785.0
2020-08-14,418540.0,7588.0,4628.0,11111.0
2020-08-15,419789.0,7602.0,4696.0,11196.0
2020-08-16,420325.0,7413.0,4951.0,10871.0
2020-08-17,421855.0,7014.0,5055.0,10896.0
2020-08-18,422730.0,7425.0,5019.0,11492.0
2020-08-19,417364.0,7580.0,4862.0,10839.0
2020-08-20,411712.0,7625.0,4943.0,11074.0
2020-08-21,412434.0,7626.0,4912.0,10566.0
2020-08-22,418044.0,7573.0,4755.0,11494.0
2020-08-23,423120.0,7627.0,4926.0,8288.0
2020-08-24,423092.0,7622.0,4594.0,9044.0
2020-08-25,421508.0,7630.0,4322.0,10642.0
2020-08-26,420439.0,7609.0,4756.0,11123.0
2020-08-27,421016.0,7610.0,5369.0,10035.0
2020-08-28,422736.0,7631.0,5417.0,8877.0
2020-08-29,419669.0,7653.0,5478.0,8942.0
2020-08-30,420500.0,7656.0,5391.0,9046.0
2020-08-31,416881.0,7566.0,5374.0,8523.0
2020-09-01,418718.0,7450.0,5662.0,8612.0
2020-09-02,420040.0,7331.0,5232.0,9079.0
2020-09-03,420553.0,7289.0,4796.0,9161.0
2020-09-04,419063.0,7261.0,4731.0,11409.0
2020-09-05,422259.0,7150.0,4771.0,11256.0
2020-09-06,422572.0,7205.0,5117.0,10466.0
2020-09-07,421556.0,7179.0,5316.0,11406.0
2020-09-08,421649.0,7201.0,5367.0,11265.0
2020-09-09,420300.0,7115.0,5317.0,11146.0
2020-09-10,421360.0,7277.0,5245.0,11047.0
2020-09-11,422097.0,7198.0,5235.0,11209.0
2020-09-12,422633.0,7169.0,5363.0,12079.0
2020-09-13,422226.0,7145.0,5382.0,13308.0
2020-09-14,417422.0,7168.0,5316.0,13601.0
2020-09-15,416106.0,7569.0,5483.0,13748.0
2020-09-16,416555.0,7606.0,4904.0,13706.0
2020-09-17,419836.0,7028.0,5218.0,13821.0
2020-09-18,423866.0,7434.0,5261.0,12455.0
2020-09-19,425803.0,7597.0,5331.0,13970.0
2020-09-20,425677.0,7599.0,5413.0,13215.0
2020-09-21,417963.0,7571.0,5264.0,12233.0
2020-09-22,413475.0,7600.0,5310.0,11936.0
2020-09-23,419688.0,7585.0,5198.0,12390.0
2020-09-24,417979.0,7587.0,4986.0,11183.0
2020-09-25,420366.0,7593.0,4710.0,11427.0
2020-09-26,419306.0,8242.0,4211.0,12657.0
2020-09-27,396369.0,10728.0,4654.0,11483.0
2020-09-28,395875.0,10749.0,4829.0,10968.0
2020-09-29,411131.0,10607.0,4678.0,10143.0
2020-09-30,418583.0,10677.0,4642.0,10349.0
2020-10-01,417647.0,10253.0,4781.0,11299.0
2020-10-02,421271.0,7673.0,4665.0,11220.0
2020-10-03,421046.0,7397.0,4913.0,11714.0
2020-10-04,423684.0,7412.0,5274.0,10693.0
2020-10-05,423364.0,7417.0,4827.0,11293.0
2020-10-06,423118.0,7870.0,4077.0,11640.0
2020-10-07,423189.0,7871.0,3748.0,11459.0
2020-10-08,423706.0,7750.0,4518.0,11437.0
2020-10-09,420165.0,7787.0,5179.0,13110.0
2020-10-10,413183.0,7804.0,5317.0,12884.0
2020-10-11,418186.0,7841.0,5275.0,13084.0
2020-10-12,428068.0,7941.0,5465.0,13327.0
2020-10-13,435520.0,8193.0,5532.0,12855.0
2020-10-14,437779.0,6836.0,5460.0,12351.0
2020-10-15,435630.0,5504.0,5400.0,12281.0
2020-10-16,439433.0,5593.0,5608.0,12897.0
2020-10-17,440325.0,5610.0,5703.0,13400.0
2020-10-18,441631.0,5608.0,5708.0,13905.0
2020-10-19,437817.0,5625.0,5658.0,12663.0
2020-10-20,437078.0,5625.0,5686.0,11168.0
2020-10-21,440056.0,5669.0,5995.0,10315.0
2020-10-22,440081.0,5729.0,6215.0,11907.0
2020-10-23,442296.0,5680.0,5799.0,11771.0
2020-10-24,446002.0,5427.0,5757.0,11574.0
2020-10-25,446867.0,5474.0,6205.0,10535.0
2020-10-26,445499.0,7841.0,5699.0,11070.0
2020-10-27,444966.0,8439.0,5675.0,11437.0
2020-10-28,439772.0,8494.0,5761.0,11733.0
2020-10-29,442586.0,8480.0,6086.0,11375.0
2020-10-30,433948.0,8515.0,6119.0,11388.0
2020-10-31,420404.0,8447.0,6216.0,12001.0
2020-11-01,420033.0,8385.0,6362.0,11587.0
2020-11-02,415106.0,8588.0,5999.0,12159.0
2020-11-03,414878.0,8595.0,6383.0,11646.0
2020-11-04,418329.0,8645.0,6364.0,10572.0
2020-11-05,417466.0,8618.0,6187.0,8931.0
2020-11-06,430680.0,8613.0,6404.0,10986.0
2020-11-07,447844.0,8600.0,6116.0,12034.0
2020-11-08,449268.0,8596.0,6295.0,12243.0
2020-11-09,428814.0,8493.0,5653.0,11950.0
2020-11-10,446925.0,8591.0,5674.0,12053.0
2020-11-11,441016.0,8590.0,6030.0,11835.0
2020-11-12,433394.0,8559.0,5754.0,12067.0
2020-11-13,435749.0,8586.0,5854.0,11893.0
2020-11-14,437813.0,8592.0,5864.0,11874.0
2020-11-15,436413.0,8581.0,5384.0,10595.0
2020-11-16,436350.0,8634.0,4860.0,11115.0
2020-11-17,436865.0,8648.0,4662.0,11003.0
2020-11-18,419130.0,8591.0,4891.0,11516.0
2020-11-19,435511.0,8623.0,5028.0,11597.0
2020-11-20,435467.0,8243.0,4989.0,11758.0
2020-11-21,433206.0,8605.0,4917.0,12028.0
2020-11-22,434928.0,8617.0,5147.0,12267.0
2020-11-23,435710.0,8603.0,5391.0,11666.0
2020-11-24,432724.0,8596.0,5464.0,11181.0
2020-11-25,432581.0,8437.0,5417.0,8669.0
2020-11-26,433203.0,8441.0,5211.0,11258.0
2020-11-27,436951.0,8612.0,5364.0,11476.0
2020-11-28,436274.0,8625.0,5596.0,11659.0
2020-11-29,418168.0,8656.0,5627.0,12265.0
2020-11-30,420992.0,8603.0,5651.0,11903.0
2020-12-01,436032.0,8755.0,5619.0,12482.0
2020-12-02,434825.0,8806.0,5761.0,12324.0
2020-12-03,434985.0,8849.0,6198.0,12235.0
2020-12-04,435418.0,8807.0,6403.0,11400.0
2020-12-05,437441.0,8865.0,6287.0,12669.0
2020-12-06,435995.0,8791.0,5763.0,12982.0
2020-12-07,434389.0,8372.0,5375.0,13152.0
2020-12-08,435896.0,8265.0,5585.0,13031.0
2020-12-09,434971.0,8233.0,5684.0,13201.0
2020-12-10,435977.0,8556.0,6012.0,12602.0
2020-12-11,437527.0,8614.0,6264.0,12701.0
2020-12-12,436474.0,8772.0,6265.0,12653.0
2020-12-13,437553.0,8722.0,6422.0,13009.0
2020-12-14,437573.0,8690.0,6340.0,12715.0
2020-12-15,434715.0,8478.0,6078.0,12225.0
2020-12-16,435238.0,8765.0,6237.0,12791.0
2020-12-17,422948.0,8414.0,5933.0,12724.0
2020-12-18,420063.0,8322.0,5753.0,12775.0
2020-12-19,420346.0,8372.0,5874.0,12327.0
2020-12-20,423542.0,8312.0,5912.0,12640.0
2020-12-21,426939.0,8272.0,6129.0,12077.0
2020-12-22,441514.0,8156.0,5553.0,12495.0
2020-12-23,442470.0,8175.0,5835.0,12148.0
2020-12-24,440143.0,8517.0,6133.0,12390.0
2020-12-25,439652.0,8482.0,6576.0,11678.0
2020-12-26,440508.0,8886.0,6334.0,10695.0
2020-12-27,439005.0,8835.0,6080.0,10433.0
2020-12-28,437026.0,8825.0,6053.0,10337.0
2020-12-29,437526.0,8870.0,5651.0,9913.0
2020-12-30,439606.0,8846.0,5258.0,11038.0
2020-12-31,439782.0,8840.0,5659.0,11257.0
2021-01-01,439574.0,8751.0,5729.0,11775.0
2021-01-02,437791.0,8822.0,5647.0,11257.0
2021-01-03,439099.0,8386.0,5772.0,10812.0
2021-01-04,439406.0,8800.0,4743.0,10775.0
2021-01-05,435288.0,8775.0,4890.0,10848.0
2021-01-06,436592.0,8832.0,5474.0,10661.0
2021-01-07,438576.0,8716.0,5155.0,9565.0
2021-01-08,437876.0,8885.0,5805.0,9747.0
2021-01-09,439369.0,8837.0,5978.0,10222.0
2021-01-10,440847.0,8825.0,6053.0,9521.0
2021-01-11,436818.0,8851.0,5778.0,8661.0
2021-01-12,437420.0,8778.0,5740.0,9865.0
2021-01-13,439125.0,8807.0,5944.0,10531.0
2021-01-14,437313.0,8735.0,5821.0,11298.0
2021-01-15,436714.0,8864.0,5836.0,10498.0
2021-01-16,437274.0,9200.0,6147.0,11384.0
2021-01-17,436665.0,9571.0,6155.0,11673.0
2021-01-18,438909.0,9425.0,6075.0,11482.0
2021-01-19,435058.0,9354.0,5483.0,10768.0
2021-01-20,438638.0,9622.0,5584.0,11644.0
2021-01-21,440030.0,9678.0,6085.0,11992.0
2021-01-22,437879.0,9369.0,5535.0,12132.0
2021-01-23,438835.0,8726.0,5722.0,12560.0
2021-01-24,439089.0,8862.0,5836.0,12269.0
2021-01-25,439770.0,8830.0,5760.0,12455.0
2021-01-26,438928.0,8994.0,5962.0,12037.0
2021-01-27,432670.0,8935.0,5650.0,11743.0
2021-01-28,433698.0,8226.0,5951.0,11641.0
2021-01-29,435536.0,8242.0,5793.0,12116.0
2021-01-30,433923.0,8227.0,5982.0,12326.0
2021-01-31,440467.0,8209.0,5758.0,11946.0
2021-02-01,438211.0,8188.0,5816.0,12911.0
2021-02-02,436345.0,8257.0,5512.0,12912.0
2021-02-03,438847.0,8196.0,5661.0,12690.0
2021-02-04,428701.0,8286.0,5691.0,12306.0
2021-02-05,439741.0,8255.0,5681.0,12922.0
2021-02-06,440014.0,8257.0,5521.0,12530.0
2021-02-07,439127.0,8296.0,5417.0,12749.0
2021-02-08,435663.0,8264.0,5243.0,11609.0
2021-02-09,433446.0,8177.0,5052.0,11838.0
2021-02-10,432226.0,8015.0,5555.0,11863.0
2021-02-11,412894.0,8152.0,5841.0,10477.0
2021-02-12,436746.0,8082.0,5781.0,10050.0
2021-02-13,436913.0,8054.0,5052.0,10300.0
2021-02-14,438633.0,7931.0,5369.0,11201.0
2021-02-15,436520.0,8056.0,5244.0,10540.0
2021-02-16,435402.0,8156.0,5196.0,10823.0
2021-02-17,434986.0,8195.0,5799.0,11566.0
2021-02-18,433360.0,8056.0,5860.0,10823.0
2021-02-19,410949.0,7839.0,5857.0,11293.0
2021-02-20,408493.0,7846.0,6039.0,11157.0
2021-02-21,408729.0,7740.0,5901.0,11218.0
2021-02-22,404576.0,7446.0,5410.0,11234.0
2021-02-23,405694.0,7711.0,5571.0,10308.0
2021-02-24,421027.0,7885.0,5634.0,10222.0
2021-02-25,438328.0,8195.0,5793.0,10970.0
2021-02-26,436816.0,8330.0,5483.0,11129.0
2021-02-27,436908.0,8906.0,5366.0,11812.0
2021-02-28,468827.0,8893.0,5738.0,11521.0
2021-03-01,467877.0,8628.0,5659.0,11282.0
2021-03-02,466895.0,8357.0,5410.0,11203.0
2021-03-03,470529.0,7924.0,5805.0,10630.0
2021-03-04,471763.0,7921.0,5817.0,10362.0
2021-03-05,472002.0,7915.0,5760.0,9928.0
2021-03-06,471879.0,7930.0,6052.0,10186.0
2021-03-07,472077.0,7898.0,6124.0,10485.0
2021-03-08,468365.0,7919.0,5473.0,10488.0
2021-03-09,465917.0,7920.0,5669.0,10098.0
2021-03-10,468699.0,7936.0,5692.0,9387.0
2021-03-11,465885.0,7864.0,5983.0,9701.0
2021-03-12,463621.0,7940.0,6049.0,10082.0
2021-03-13,463765.0,7929.0,6248.0,10241.0
2021-03-14,464235.0,7959.0,6171.0,9924.0
2021-03-15,464416.0,7646.0,6086.0,9019.0
2021-03-16,465106.0,7798.0,6148.0,8196.0
2021-03-17,467421.0,7922.0,6195.0,8291.0
2021-03-18,465566.0,7895.0,5760.0,8595.0
2021-03-19,465642.0,7901.0,5990.0,8915.0
2021-03-20,467163.0,7824.0,5524.0,8979.0
2021-03-21,461090.0,7601.0,5928.0,8884.0
2021-03-22,435018.0,7396.0,5773.0,9030.0
2021-03-23,435666.0,8245.0,5696.0,8399.0
2021-03-24,434424.0,7822.0,5334.0,8446.0
2021-03-25,435545.0,7639.0,5510.0,8592.0
2021-03-26,459202.0,7489.0,6200.0,8923.0
2021-03-27,467785.0,7226.0,6307.0,10666.0
2021-03-28,466767.0,7216.0,6376.0,11421.0
2021-03-29,466509.0,7225.0,6247.0,10820.0
2021-03-30,463880.0,7380.0,6169.0,10712.0
2021-03-31,461642.0,7527.0,5917.0,11142.0
2021-04-01,463562.0,7591.0,6083.0,12172.0
2021-04-02,465579.0,7673.0,6381.0,12434.0
2021-04-03,467721.0,7753.0,6345.0,12182.0
2021-04-04,469125.0,7964.0,6076.0,11476.0
2021-04-05,462262.0,8036.0,4970.0,11104.0
2021-04-06,462961.0,7802.0,4717.0,10449.0
2021-04-07,469222.0,8036.0,4904.0,10417.0
2021-04-08,468166.0,7942.0,5430.0,9782.0
2021-04-09,469249.0,7896.0,5365.0,11031.0
2021-04-10,468649.0,6469.0,5086.0,11059.0
2021-04-11,465381.0,6423.0,5098.0,11581.0
2021-04-12,462454.0,6445.0,5213.0,11828.0
2021-04-13,463711.0,8361.0,5189.0,10954.0
2021-04-14,462970.0,8296.0,4965.0,11522.0
2021-04-15,463067.0,8300.0,5186.0,11152.0
2021-04-16,465572.0,8560.0,5039.0,10677.0
2021-04-17,466868.0,8234.0,4673.0,10851.0
2021-04-18,464893.0,8228.0,4807.0,11964.0
2021-04-19,460884.0,8253.0,4215.0,11543.0
2021-04-20,459710.0,8334.0,4314.0,11489.0
2021-04-21,461985.0,8320.0,4523.0,10574.0
2021-04-22,463603.0,8172.0,4522.0,11329.0
2021-04-23,465534.0,8156.0,4725.0,10858.0
2021-04-24,466319.0,8141.0,4838.0,11168.0
2021-04-25,467441.0,8274.0,5542.0,11591.0
2021-04-26,467014.0,8471.0,5573.0,12101.0
2021-04-27,466273.0,8420.0,5279.0,11639.0
2021-04-28,467258.0,8551.0,5218.0,12100.0
2021-04-29,465045.0,8402.0,5321.0,12247.0
2021-04-30,465501.0,8087.0,5537.0,12297.0
2021-05-01,467676.0,8391.0,5678.0,12215.0
2021-05-02,466716.0,8353.0,5684.0,12076.0
2021-05-03,463815.0,8676.0,5649.0,12608.0
2021-05-04,461826.0,8369.0,5567.0,12394.0
2021-05-05,460082.0,8371.0,5570.0,11865.0
2021-05-06,472661.0,8445.0,5229.0,11986.0
2021-05-07,477422.0,8353.0,5020.0,11556.0
2021-05-08,480139.0,8222.0,5221.0,11075.0
2021-05-09,474355.0,8270.0,5001.0,10925.0
2021-05-10,471918.0,8383.0,4974.0,11007.0
2021-05-11,474071.0,8458.0,5228.0,10414.0
2021-05-12,477163.0,8462.0,5103.0,10639.0
2021-05-13,477427.0,8316.0,5411.0,10672.0
2021-05-14,477816.0,8455.0,5656.0,10066.0
2021-05-15,473047.0,8500.0,5153.0,9893.0
2021-05-16,464333.0,8784.0,5738.0,9509.0
2021-05-17,461801.0,8752.0,5912.0,9643.0
2021-05-18,461890.0,8979.0,6118.0,9558.0
2021-05-19,460870.0,8723.0,6168.0,9238.0
2021-05-20,469803.0,8677.0,6211.0,9181.0
2021-05-21,475102.0,8700.0,5875.0,10828.0
2021-05-22,474785.0,8807.0,5372.0,11555.0
2021-05-23,475236.0,8807.0,5413.0,11666.0
2021-05-24,476743.0,8735.0,5618.0,11785.0
2021-05-25,473004.0,8797.0,6146.0,11633.0
2021-05-26,480301.0,8728.0,6208.0,10373.0
2021-05-27,477612.0,8750.0,6211.0,10090.0
2021-05-28,477954.0,8788.0,6291.0,10709.0
2021-05-29,472467.0,8820.0,6241.0,10708.0
2021-05-30,456752.0,8729.0,6303.0,10710.0
2021-05-31,454805.0,8274.0,6327.0,10018.0
2021-06-01,452312.0,7965.0,5764.0,9681.0
2021-06-02,450193.0,8073.0,5641.0,10072.0
2021-06-03,447518.0,8047.0,5847.0,9861.0
2021-06-04,424720.0,7780.0,5813.0,9807.0
2021-06-05,444921.0,7612.0,5654.0,10331.0
2021-06-06,448266.0,7671.0,5907.0,10623.0
2021-06-07,445071.0,7660.0,5952.0,10584.0
2021-06-08,442439.0,7757.0,5699.0,9560.0
2021-06-09,437560.0,7985.0,5821.0,9687.0
2021-06-10,438983.0,7151.0,5812.0,9675.0
2021-06-11,448225.0,8080.0,5683.0,10793.0
2021-06-12,456438.0,8060.0,5392.0,10682.0
2021-06-13,458183.0,7805.0,5333.0,10574.0
2021-06-14,454948.0,7694.0,5238.0,10670.0
2021-06-15,456032.0,7820.0,5214.0,10146.0
2021-06-16,442046.0,8148.0,5219.0,10973.0
2021-06-17,414497.0,8106.0,5141.0,10907.0
2021-06-18,411156.0,7711.0,5147.0,11027.0
2021-06-19,420354.0,7780.0,5023.0,11253.0
2021-06-20,424595.0,7224.0,4952.0,11093.0
2021-06-21,425492.0,7133.0,4862.0,10933.0
2021-06-22,429571.0,7193.0,4853.0,10585.0
2021-06-23,431277.0,7370.0,4851.0,10931.0
2021-06-24,430201.0,7294.0,4862.0,11088.0
2021-06-25,433097.0,7392.0,4748.0,10967.0
2021-06-26,432445.0,7922.0,4242.0,10733.0
2021-06-27,431874.0,8250.0,4463.0,9127.0
2021-06-28,427914.0,8418.0,5119.0,9176.0
2021-06-29,427544.0,8230.0,4732.0,9375.0
2021-06-30,431152.0,8408.0,4936.0,9373.0
2021-07-01,428903.0,8539.0,5298.0,9490.0
2021-07-02,427995.0,8457.0,5316.0,10202.0
2021-07-03,428044.0,8494.0,5358.0,9968.0
2021-07-04,428433.0,8814.0,5473.0,10006.0
2021-07-05,427948.0,8732.0,5343.0,8882.0
2021-07-06,391680.0,8986.0,5327.0,9193.0
2021-07-07,399923.0,9017.0,5015.0,9794.0
2021-07-08,395254.0,8699.0,4915.0,10144.0
2021-07-09,393201.0,8515.0,5030.0,9957.0
2021-07-10,392949.0,8436.0,5026.0,9822.0
2021-07-11,392544.0,8263.0,5424.0,9885.0
2021-07-12,401128.0,8209.0,5098.0,10023.0
2021-07-13,396114.0,8252.0,5380.0,9999.0
2021-07-14,398937.0,8101.0,5801.0,9743.0
2021-07-15,399702.0,8247.0,5600.0,8550.0
2021-07-16,400664.0,8366.0,5313.0,8571.0
2021-07-17,399172.0,8127.0,5473.0,9261.0
2021-07-18,400418.0,8163.0,5495.0,9326.0
2021-07-19,399496.0,8186.0,5583.0,8893.0
2021-07-20,396168.0,8146.0,6025.0,9715.0
2021-07-21,396232.0,8267.0,6075.0,10040.0
2021-07-22,398091.0,8348.0,6129.0,9605.0
2021-07-23,401482.0,8294.0,5881.0,9922.0
2021-07-24,402168.0,9096.0,5599.0,9493.0
2021-07-25,399385.0,13102.0,5751.0,8802.0
2021-07-26,396657.0,13574.0,5538.0,9211.0
2021-07-27,396134.0,14318.0,5471.0,10014.0
2021-07-28,394838.0,15022.0,5554.0,11211.0
2021-07-29,396869.0,14639.0,5613.0,11211.0
2021-07-30,397462.0,14939.0,5878.0,11254.0
2021-07-31,398470.0,14609.0,5773.0,11119.0
2021-08-01,399648.0,15150.0,5687.0,11145.0
2021-08-02,392561.0,15054.0,6090.0,11593.0
2021-08-03,391772.0,14566.0,5843.0,12487.0
2021-08-04,392004.0,15250.0,5666.0,12178.0
2021-08-05,394800.0,13860.0,5510.0,12330.0
2021-08-06,395955.0,11640.0,5785.0,11857.0
2021-08-07,395816.0,8982.0,5768.0,11946.0
2021-08-08,394063.0,9264.0,5975.0,12304.0
2021-08-09,393642.0,9541.0,6136.0,12186.0
2021-08-10,393710.0,12267.0,6175.0,12305.0
2021-08-11,393075.0,9218.0,6099.0,11884.0
2021-08-12,393736.0,9705.0,5982.0,11671.0
2021-08-13,393348.0,11707.0,6048.0,11502.0
2021-08-14,393516.0,8144.0,5955.0,11345.0
2021-08-15,393369.0,8165.0,5508.0,11224.0
2021-08-16,392999.0,8175.0,5254.0,10679.0
2021-08-17,397636.0,8180.0,5287.0,11477.0
2021-08-18,398245.0,8133.0,5570.0,11243.0
2021-08-19,398235.0,8056.0,5596.0,12109.0
2021-08-20,398787.0,8205.0,5573.0,12329.0
2021-08-21,399469.0,8130.0,5529.0,12482.0
2021-08-22,398567.0,8137.0,5462.0,12600.0
2021-08-23,397704.0,8715.0,5297.0,12729.0
2021-08-24,398480.0,8478.0,5430.0,12477.0
2021-08-25,397365.0,8085.0,5244.0,12532.0
2021-08-26,398172.0,8235.0,5904.0,12694.0
2021-08-27,399877.0,8231.0,6249.0,12677.0
2021-08-28,400234.0,8162.0,6067.0,12271.0
2021-08-29,399331.0,8184.0,6114.0,10264.0
2021-08-30,399253.0,8179.0,6032.0,10650.0
2021-08-31,399444.0,8316.0,6017.0,10589.0
2021-09-01,400714.0,8439.0,5614.0,11019.0
2021-09-02,400421.0,8073.0,6148.0,11496.0
2021-09-03,399882.0,8221.0,6498.0,11547.0
2021-09-04,400340.0,8221.0,6564.0,11347.0
2021-09-05,400195.0,8129.0,6283.0,10896.0
2021-09-06,396455.0,8141.0,5817.0,10751.0
2021-09-07,396997.0,8190.0,6024.0,10944.0
2021-09-08,397264.0,8334.0,6306.0,11832.0
2021-09-09,396449.0,8210.0,6268.0,11556.0
2021-09-10,396262.0,8192.0,6682.0,12248.0
2021-09-11,398317.0,8216.0,6669.0,12378.0
2021-09-12,398348.0,8208.0,6157.0,12071.0
2021-09-13,397012.0,7949.0,5784.0,11924.0
2021-09-14,397275.0,8052.0,5409.0,12238.0
2021-09-15,395077.0,8260.0,5649.0,12227.0
2021-09-16,397065.0,8725.0,5633.0,12433.0
2021-09-17,399225.0,8699.0,5447.0,11542.0
2021-09-18,400836.0,8676.0,5546.0,12070.0
2021-09-19,401498.0,8587.0,5532.0,12182.0
2021-09-20,402042.0,8583.0,5748.0,12116.0
2021-09-21,404765.0,8522.0,5546.0,11961.0
2021-09-22,405663.0,8705.0,5432.0,11699.0
2021-09-23,405763.0,8449.0,5477.0,12067.0
2021-09-24,403751.0,8372.0,5158.0,12241.0
2021-09-25,403210.0,8653.0,5083.0,12344.0
2021-09-26,403063.0,8274.0,5408.0,12182.0
2021-09-27,400534.0,8223.0,5647.0,11261.0
2021-09-28,402440.0,8309.0,5424.0,11412.0
2021-09-29,404169.0,8188.0,5151.0,11045.0
2021-09-30,406431.0,8129.0,5141.0,11418.0
2021-10-01,407695.0,8047.0,5341.0,11183.0
2021-10-02,408554.0,8336.0,5357.0,12192.0
2021-10-03,407965.0,8254.0,5549.0,11877.0
2021-10-04,407962.0,7947.0,5425.0,11270.0
2021-10-05,409117.0,7986.0,5338.0,12343.0
2021-10-06,409687.0,7942.0,5427.0,11469.0
2021-10-07,411015.0,7937.0,5458.0,11285.0
2021-10-08,411605.0,7712.0,5425.0,12441.0
2021-10-09,411615.0,8150.0,5610.0,12600.0
2021-10-10,408989.0,8097.0,5452.0,12987.0
2021-10-11,406571.0,8093.0,5581.0,12782.0
2021-10-12,408634.0,8171.0,5335.0,12043.0
2021-10-13,409861.0,8337.0,5358.0,11907.0
2021-10-14,411396.0,8418.0,5554.0,11756.0
2021-10-15,412395.0,8339.0,5597.0,11561.0
2021-10-16,410906.0,8213.0,6125.0,12820.0
2021-10-17,411342.0,8225.0,6002.0,13559.0
2021-10-18,411544.0,8290.0,6035.0,13253.0
2021-10-19,412291.0,8271.0,6043.0,12556.0
2021-10-20,412490.0,8420.0,6059.0,12334.0
2021-10-21,413582.0,8255.0,5980.0,12721.0
2021-10-22,416683.0,8357.0,6037.0,12780.0
2021-10-23,418151.0,7974.0,5757.0,13309.0
2021-10-24,418649.0,7897.0,5139.0,13219.0
2021-10-25,418602.0,8352.0,5848.0,12647.0
2021-10-26,420428.0,8342.0,6017.0,11904.0
2021-10-27,419583.0,8332.0,5878.0,12760.0
2021-10-28,417450.0,8326.0,5750.0,13083.0
2021-10-29,419971.0,8323.0,5477.0,13060.0
2021-10-30,421240.0,8242.0,5048.0,13393.0
2021-10-31,422616.0,7612.0,4369.0,13241.0
2021-11-01,421066.0,8521.0,4756.0,12844.0
2021-11-02,422147.0,8138.0,4714.0,12822.0
2021-11-03,420448.0,8659.0,4822.0,13080.0
2021-11-04,420329.0,8776.0,4862.0,12939.0
2021-11-05,420580.0,8784.0,4835.0,13364.0
2021-11-06,422492.0,8536.0,4373.0,13023.0
2021-11-07,421091.0,8135.0,4240.0,12782.0
2021-11-08,421277.0,8178.0,4762.0,13008.0
2021-11-09,423990.0,8491.0,5390.0,13110.0
2021-11-10,423641.0,8471.0,5377.0,12488.0
2021-11-11,424277.0,8453.0,5533.0,12043.0
2021-11-12,423279.0,8455.0,5588.0,11853.0
2021-11-13,422797.0,8416.0,5667.0,12719.0
2021-11-14,424524.0,8415.0,5669.0,13444.0
2021-11-15,424268.0,8934.0,5590.0,14232.0
2021-11-16,423454.0,9009.0,5562.0,14020.0
2021-11-17,425164.0,8356.0,5411.0,13895.0
2021-11-18,424702.0,8222.0,5848.0,14117.0
2021-11-19,425640.0,8347.0,5916.0,13828.0
2021-11-20,425636.0,8403.0,5417.0,13373.0
2021-11-21,423574.0,8146.0,4874.0,13450.0
