times,iso3,futEUA,futBRENT,futWIT,eqGAS,futWHEAT,gasflowRUStoDE,genBIO,genNUC,genSUN,genWINDONSHORE,genWINDOFFSHORE,genGAS,genCOALGAS,genHYDROSTORAGE,genOIL,MAXELECTRICITYPRICES,MINELECTRICITYPRICES,EPU,OECDplus6_WIP,CCI
2019-01-01,DE,,,,,,178.3,468859.0,672610.0,40365.0,3047300.0,213646.0,272175.0,44177.0,66671.0,46904.0,10.07,-33.57,168.0872344970703,133.32330505965876,101.5574
2019-01-01,FR,,,,,,178.3,8449.0,1264032.0,9342.0,50639.0,,67477.0,,1550.0,5162.0,65.56,20.9,363.0477294921875,133.32330505965876,98.35833
2019-01-01,IT,,,,,,178.3,4232.0,,5875.0,170.0,,91856.0,323.0,3897.0,0.0,65.56,20.0,169.9978485107422,133.32330505965876,101.2847
2019-01-01,ES,,,,,,178.3,6863.0,145741.0,25653.0,80690.0,0.0,153026.0,0.0,,4474.0,68.07,55.47,131.97442626953125,133.32330505965876,101.9147
2019-01-01,UK,,,,,,178.3,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-02,DE,24.98,48.44288,45.87561,22.53,,181.3,466502.0,802634.0,124469.0,2355646.0,310799.0,444480.0,40149.0,84180.0,47161.0,62.11,-48.93,168.0872344970703,133.32330505965876,101.5574
2019-01-02,FR,24.98,48.44288,45.87561,22.53,,181.3,8426.0,1325711.0,14493.0,76238.0,,148704.0,,10973.0,5229.0,69.3,25.84,363.0477294921875,133.32330505965876,98.35833
2019-01-02,IT,24.98,48.44288,45.87561,22.53,,181.3,4350.0,,8035.0,256.0,,153934.0,265.0,8831.0,0.0,73.56,36.0,169.9978485107422,133.32330505965876,101.2847
2019-01-02,ES,24.98,48.44288,45.87561,22.53,,181.3,6864.0,145697.0,25654.0,193184.0,0.0,161404.0,0.0,,6597.0,69.3,45.24,131.97442626953125,133.32330505965876,101.9147
2019-01-02,UK,24.98,48.44288,45.87561,22.53,,181.3,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-03,DE,23.03,49.08325,45.97772,22.35,,181.4,467434.0,910358.0,90115.0,905269.0,250006.0,800507.0,40740.0,135867.0,45840.0,69.55,43.88,168.0872344970703,133.32330505965876,101.5574
2019-01-03,FR,23.03,49.08325,45.97772,22.35,,181.4,8425.0,1341936.0,19307.0,62208.0,,166586.0,,16627.0,5213.0,73.43,43.88,363.0477294921875,133.32330505965876,98.35833
2019-01-03,IT,23.03,49.08325,45.97772,22.35,,181.4,4358.0,,10957.0,48.0,,194751.0,307.0,3260.0,0.0,73.43,43.88,169.9978485107422,133.32330505965876,101.2847
2019-01-03,ES,23.03,49.08325,45.97772,22.35,,181.4,7582.0,147561.0,22583.0,106798.0,0.0,211139.0,0.0,,6899.0,71.1,50.2,131.97442626953125,133.32330505965876,101.9147
2019-01-03,UK,23.03,49.08325,45.97772,22.35,,181.4,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-04,DE,23.49,50.0263,46.32649,22.53,,180.0,470234.0,885415.0,38324.0,1838940.0,361617.0,660543.0,43051.0,81286.0,47695.0,55.78,26.9,168.0872344970703,133.32330505965876,101.5574
2019-01-04,FR,23.49,50.0263,46.32649,22.53,,180.0,8278.0,1340824.0,15423.0,57399.0,,176365.0,,22215.0,5202.0,77.23,47.0,363.0477294921875,133.32330505965876,98.35833
2019-01-04,IT,23.49,50.0263,46.32649,22.53,,180.0,4451.0,,12435.0,27.0,,211682.0,305.0,4210.0,427.0,77.23,47.0,169.9978485107422,133.32330505965876,101.2847
2019-01-04,ES,23.49,50.0263,46.32649,22.53,,180.0,7740.0,150365.0,23923.0,78064.0,0.0,250097.0,0.0,,6991.0,71.94,54.85,131.97442626953125,133.32330505965876,101.9147
2019-01-04,UK,23.49,50.0263,46.32649,22.53,,180.0,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-05,DE,,,,,,178.5,468029.0,878505.0,27223.0,2026364.0,356563.0,528058.0,45879.0,67840.0,48108.0,61.64,18.37,168.0872344970703,133.32330505965876,101.5574
2019-01-05,FR,,,,,,178.5,8234.0,1294627.0,16381.0,66353.0,,182532.0,,8765.0,5144.0,69.12,52.57,363.0477294921875,133.32330505965876,98.35833
2019-01-05,IT,,,,,,178.5,4404.0,,6835.0,73.0,,166382.0,352.0,1700.0,0.0,77.51,53.5,169.9978485107422,133.32330505965876,101.2847
2019-01-05,ES,,,,,,178.5,7772.0,152049.0,26112.0,121478.0,0.0,180465.0,0.0,,6125.0,69.5,58.31,131.97442626953125,133.32330505965876,101.9147
2019-01-05,UK,,,,,,178.5,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-06,DE,,,,,,177.8,466283.0,902024.0,47374.0,729606.0,254355.0,628953.0,45677.0,87668.0,48107.0,67.37,44.23,168.0872344970703,133.32330505965876,101.5574
2019-01-06,FR,,,,,,177.8,8219.0,1319053.0,10727.0,45000.0,,174383.0,,9491.0,5166.0,67.37,47.17,363.0477294921875,133.32330505965876,98.35833
2019-01-06,IT,,,,,,177.8,4203.0,,12911.0,93.0,,130085.0,351.0,2012.0,417.0,70.0,47.17,169.9978485107422,133.32330505965876,101.2847
2019-01-06,ES,,,,,,177.8,7874.0,169964.0,26696.0,162757.0,0.0,134574.0,0.0,,5272.0,68.0,47.17,131.97442626953125,133.32330505965876,101.9147
2019-01-06,UK,,,,,,177.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-07,DE,22.07,49.98692,46.0633,22.59,,177.1,467233.0,890305.0,41718.0,1578239.0,285438.0,754301.0,48191.0,162205.0,47771.0,74.93,1.84,168.0872344970703,133.32330505965876,101.5574
2019-01-07,FR,22.07,49.98692,46.0633,22.59,,177.1,8282.0,1339942.0,10654.0,67061.0,,177080.0,,19166.0,5170.0,74.93,46.08,363.0477294921875,133.32330505965876,98.35833
2019-01-07,IT,22.07,49.98692,46.0633,22.59,,177.1,4181.0,,11001.0,46.0,,246381.0,305.0,8376.0,598.0,84.0,50.0,169.9978485107422,133.32330505965876,101.2847
2019-01-07,ES,22.07,49.98692,46.0633,22.59,,177.1,7813.0,170724.0,26723.0,159865.0,0.0,185983.0,0.0,,6462.0,70.39,50.5,131.97442626953125,133.32330505965876,101.9147
2019-01-07,UK,22.07,49.98692,46.0633,22.59,,177.1,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-08,DE,22.66,51.26593,47.04034,22.67,,177.7,465537.0,866031.0,53980.0,3492975.0,355996.0,506546.0,44555.0,83658.0,47209.0,46.93,7.78,168.0872344970703,133.32330505965876,101.5574
2019-01-08,FR,22.66,51.26593,47.04034,22.67,,177.7,8488.0,1318678.0,7468.0,147654.0,,160674.0,,10789.0,5197.0,70.0,27.4,363.0477294921875,133.32330505965876,98.35833
2019-01-08,IT,22.66,51.26593,47.04034,22.67,,177.7,4469.0,,3475.0,89.0,,259313.0,310.0,11362.0,589.0,94.99,61.0,169.9978485107422,133.32330505965876,101.2847
2019-01-08,ES,22.66,51.26593,47.04034,22.67,,177.7,7402.0,170785.0,26578.0,167550.0,0.0,196242.0,0.0,,6884.0,70.0,50.5,131.97442626953125,133.32330505965876,101.9147
2019-01-08,UK,22.66,51.26593,47.04034,22.67,,177.7,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-09,DE,21.86,53.27322,47.94069,22.52,,177.3,468063.0,890094.0,52008.0,2611740.0,429921.0,636850.0,29904.0,96467.0,47333.0,55.94,3.43,168.0872344970703,133.32330505965876,101.5574
2019-01-09,FR,21.86,53.27322,47.94069,22.52,,177.3,8475.0,1326305.0,13023.0,141801.0,,177295.0,,19075.0,5200.0,69.01,27.83,363.0477294921875,133.32330505965876,98.35833
2019-01-09,IT,21.86,53.27322,47.94069,22.52,,177.3,4739.0,,6127.0,242.0,,244369.0,301.0,2373.0,432.0,82.5,60.55,169.9978485107422,133.32330505965876,101.2847
2019-01-09,ES,21.86,53.27322,47.94069,22.52,,177.3,8517.0,170780.0,25666.0,253391.0,0.0,159498.0,0.0,,7576.0,69.01,49.4,131.97442626953125,133.32330505965876,101.9147
2019-01-09,UK,21.86,53.27322,47.94069,22.52,,177.3,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-10,DE,21.94,53.60681,47.82722,22.85,,178.2,472335.0,910321.0,43908.0,601169.0,90502.0,988581.0,31862.0,184807.0,57113.0,85.15,47.11,168.0872344970703,133.32330505965876,101.5574
2019-01-10,FR,21.94,53.60681,47.82722,22.85,,178.2,8475.0,1316817.0,16821.0,68471.0,,199612.0,,32482.0,10653.0,85.15,48.5,363.0477294921875,133.32330505965876,98.35833
2019-01-10,IT,21.94,53.60681,47.82722,22.85,,178.2,4635.0,,12968.0,219.0,,252539.0,295.0,5165.0,431.0,87.21,53.55,169.9978485107422,133.32330505965876,101.2847
2019-01-10,ES,21.94,53.60681,47.82722,22.85,,178.2,8746.0,170727.0,27481.0,256150.0,0.0,179758.0,0.0,,7186.0,69.75,48.5,131.97442626953125,133.32330505965876,101.9147
2019-01-10,UK,21.94,53.60681,47.82722,22.85,,178.2,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-11,DE,22.59,52.66916,46.93024,22.7,,177.9,475076.0,875951.0,21361.0,1625858.0,416983.0,850700.0,43565.0,107214.0,51315.0,62.92,42.2,168.0872344970703,133.32330505965876,101.5574
2019-01-11,FR,22.59,52.66916,46.93024,22.7,,177.9,8455.0,1312403.0,15676.0,50426.0,,197490.0,,20366.0,7418.0,77.54,49.98,363.0477294921875,133.32330505965876,98.35833
2019-01-11,IT,22.59,52.66916,46.93024,22.7,,177.9,4474.0,,12032.0,87.0,,259258.0,300.0,3982.0,0.0,78.86,57.12,169.9978485107422,133.32330505965876,101.2847
2019-01-11,ES,22.59,52.66916,46.93024,22.7,,177.9,8834.0,170419.0,28228.0,222593.0,0.0,210733.0,0.0,,7405.0,70.45,49.98,131.97442626953125,133.32330505965876,101.9147
2019-01-11,UK,22.59,52.66916,46.93024,22.7,,177.9,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-12,DE,,,,,,178.3,477261.0,854589.0,27489.0,2494863.0,429596.0,503684.0,46982.0,74119.0,47689.0,46.29,23.35,168.0872344970703,133.32330505965876,101.5574
2019-01-12,FR,,,,,,178.3,8454.0,1263823.0,12139.0,119435.0,,161730.0,,6042.0,5186.0,65.0,42.51,363.0477294921875,133.32330505965876,98.35833
2019-01-12,IT,,,,,,178.3,4744.0,,10238.0,89.0,,174531.0,342.0,3759.0,0.0,78.52,56.63,169.9978485107422,133.32330505965876,101.2847
2019-01-12,ES,,,,,,178.3,8873.0,170582.0,27294.0,199286.0,0.0,160757.0,0.0,,5767.0,69.69,51.4,131.97442626953125,133.32330505965876,101.9147
2019-01-12,UK,,,,,,178.3,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-13,DE,,,,,,177.8,475040.0,830185.0,24297.0,3199341.0,429313.0,319961.0,49609.0,40258.0,47690.0,30.81,-7.28,168.0872344970703,133.32330505965876,101.5574
2019-01-13,FR,,,,,,177.8,8466.0,1212553.0,8260.0,215406.0,,73513.0,,1308.0,5128.0,64.45,26.48,363.0477294921875,133.32330505965876,98.35833
2019-01-13,IT,,,,,,177.8,4782.0,,12020.0,141.0,,131183.0,348.0,1521.0,0.0,81.03,49.58,169.9978485107422,133.32330505965876,101.2847
2019-01-13,ES,,,,,,177.8,8023.0,170275.0,26809.0,187441.0,0.0,147133.0,0.0,,5299.0,71.69,49.91,131.97442626953125,133.32330505965876,101.9147
2019-01-13,UK,,,,,,177.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-14,DE,22.4,51.39845,46.35358,22.73,,178.3,472290.0,824917.0,101124.0,2902677.0,416628.0,586548.0,53449.0,132308.0,47823.0,51.66,-15.04,168.0872344970703,133.32330505965876,101.5574
2019-01-14,FR,22.4,51.39845,46.35358,22.73,,178.3,8469.0,1219146.0,11900.0,110434.0,,169049.0,,23552.0,5122.0,72.52,23.49,363.0477294921875,133.32330505965876,98.35833
2019-01-14,IT,22.4,51.39845,46.35358,22.73,,178.3,4664.0,,14856.0,417.0,,228113.0,301.0,8177.0,417.0,87.0,39.75,169.9978485107422,133.32330505965876,101.2847
2019-01-14,ES,22.4,51.39845,46.35358,22.73,,178.3,8035.0,170313.0,26924.0,181404.0,0.0,217197.0,0.0,,7030.0,72.52,50.47,131.97442626953125,133.32330505965876,101.9147
2019-01-14,UK,22.4,51.39845,46.35358,22.73,,178.3,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-15,DE,22.47,53.23968,47.35733,23.11,,183.0,471064.0,866588.0,60413.0,2987224.0,330658.0,653299.0,49234.0,115734.0,48271.0,58.38,29.23,168.0872344970703,133.32330505965876,101.5574
2019-01-15,FR,22.47,53.23968,47.35733,23.11,,183.0,8517.0,1247229.0,19852.0,43816.0,,192962.0,,14701.0,5099.0,74.74,37.58,363.0477294921875,133.32330505965876,98.35833
2019-01-15,IT,22.47,53.23968,47.35733,23.11,,183.0,4180.0,,15167.0,111.0,,254644.0,305.0,6225.0,33.0,88.15,52.43,169.9978485107422,133.32330505965876,101.2847
2019-01-15,ES,22.47,53.23968,47.35733,23.11,,183.0,8781.0,170683.0,21799.0,52723.0,0.0,270131.0,0.0,,7672.0,74.74,54.9,131.97442626953125,133.32330505965876,101.9147
2019-01-15,UK,22.47,53.23968,47.35733,23.11,,183.0,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-16,DE,23.23,53.78947,47.67544,23.09,,183.4,472618.0,865061.0,124178.0,2481905.0,433738.0,705047.0,46673.0,113449.0,47649.0,55.73,26.35,168.0872344970703,133.32330505965876,101.5574
2019-01-16,FR,23.23,53.78947,47.67544,23.09,,183.4,8509.0,1273918.0,15047.0,97826.0,,194127.0,,11870.0,5183.0,72.95,44.68,363.0477294921875,133.32330505965876,98.35833
2019-01-16,IT,23.23,53.78947,47.67544,23.09,,183.4,4278.0,,13289.0,430.0,,262909.0,301.0,4927.0,1014.0,100.0,59.01,169.9978485107422,133.32330505965876,101.2847
2019-01-16,ES,23.23,53.78947,47.67544,23.09,,183.4,8457.0,170668.0,14429.0,67141.0,0.0,267783.0,0.0,,7481.0,72.99,61.07,131.97442626953125,133.32330505965876,101.9147
2019-01-16,UK,23.23,53.78947,47.67544,23.09,,183.4,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-17,DE,23.49,53.72794,47.25564,23.26,,182.4,472039.0,869918.0,80642.0,2492073.0,458983.0,652081.0,44226.0,65948.0,45921.0,58.72,22.77,168.0872344970703,133.32330505965876,101.5574
2019-01-17,FR,23.49,53.72794,47.25564,23.26,,182.4,8493.0,1275026.0,13094.0,125659.0,,183615.0,,7843.0,5187.0,73.45,32.58,363.0477294921875,133.32330505965876,98.35833
2019-01-17,IT,23.49,53.72794,47.25564,23.26,,182.4,4568.0,,6410.0,264.0,,262635.0,296.0,2413.0,429.0,82.0,56.26,169.9978485107422,133.32330505965876,101.2847
2019-01-17,ES,23.49,53.72794,47.25564,23.26,,182.4,8295.0,170707.0,9758.0,84388.0,0.0,237148.0,0.0,,7336.0,73.45,52.2,131.97442626953125,133.32330505965876,101.9147
2019-01-17,UK,23.49,53.72794,47.25564,23.26,,182.4,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-18,DE,24.68,55.20338,47.16499,23.4,,177.8,471407.0,905157.0,189648.0,836652.0,116845.0,905751.0,38471.0,165806.0,46194.0,76.86,40.91,168.0872344970703,133.32330505965876,101.5574
2019-01-18,FR,24.68,55.20338,47.16499,23.4,,177.8,8572.0,1284049.0,14056.0,46658.0,,204071.0,,17627.0,5183.0,76.86,48.0,363.0477294921875,133.32330505965876,98.35833
2019-01-18,IT,24.68,55.20338,47.16499,23.4,,177.8,4834.0,,6885.0,219.0,,255368.0,294.0,3028.0,428.0,95.13,55.0,169.9978485107422,133.32330505965876,101.2847
2019-01-18,ES,24.68,55.20338,47.16499,23.4,,177.8,8061.0,165331.0,13268.0,76897.0,0.0,256247.0,0.0,,7634.0,72.01,58.07,131.97442626953125,133.32330505965876,101.9147
2019-01-18,UK,24.68,55.20338,47.16499,23.4,,177.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-19,DE,,,,,,178.5,475108.0,911370.0,252400.0,429802.0,111525.0,722768.0,42371.0,58391.0,47391.0,68.91,47.74,168.0872344970703,133.32330505965876,101.5574
2019-01-19,FR,,,,,,178.5,8459.0,1187893.0,15107.0,56020.0,,202439.0,,9158.0,5178.0,70.0,55.55,363.0477294921875,133.32330505965876,98.35833
2019-01-19,IT,,,,,,178.5,4971.0,,4042.0,250.0,,185928.0,341.0,1482.0,439.0,77.68,60.37,169.9978485107422,133.32330505965876,101.2847
2019-01-19,ES,,,,,,178.5,7451.0,146211.0,10134.0,140511.0,0.0,169114.0,0.0,,6258.0,70.0,55.55,131.97442626953125,133.32330505965876,101.9147
2019-01-19,UK,,,,,,178.5,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-20,DE,,,,,,184.4,477769.0,910704.0,214053.0,196557.0,40557.0,745952.0,45222.0,68552.0,47777.0,69.75,46.69,168.0872344970703,133.32330505965876,101.5574
2019-01-20,FR,,,,,,184.4,8526.0,1236474.0,9777.0,32210.0,,198721.0,,2698.0,5153.0,70.11,51.52,363.0477294921875,133.32330505965876,98.35833
2019-01-20,IT,,,,,,184.4,5019.0,,7351.0,153.0,,165046.0,342.0,0.0,0.0,77.65,58.59,169.9978485107422,133.32330505965876,101.2847
2019-01-20,ES,,,,,,184.4,7332.0,145769.0,15572.0,205916.0,0.0,125654.0,0.0,,5240.0,70.11,51.52,131.97442626953125,133.32330505965876,101.9147
2019-01-20,UK,,,,,,184.4,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-21,DE,24.28,55.19001,,23.35,,183.1,476028.0,910029.0,206879.0,375222.0,158349.0,1055792.0,41717.0,187087.0,48385.0,88.5,51.14,168.0872344970703,133.32330505965876,101.5574
2019-01-21,FR,24.28,55.19001,,23.35,,183.1,8551.0,1262377.0,14820.0,40293.0,,205150.0,,27331.0,8616.0,88.5,51.14,363.0477294921875,133.32330505965876,98.35833
2019-01-21,IT,24.28,55.19001,,23.35,,183.1,4743.0,,6875.0,331.0,,268017.0,285.0,9935.0,429.0,88.5,54.48,169.9978485107422,133.32330505965876,101.2847
2019-01-21,ES,24.28,55.19001,,23.35,,183.1,7760.0,145832.0,26042.0,163816.0,0.0,211967.0,0.0,,6577.0,73.9,51.14,131.97442626953125,133.32330505965876,101.9147
2019-01-21,UK,24.28,55.19001,,23.35,,183.1,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-22,DE,25.01,54.09447,47.36564,23.45,,186.8,476476.0,909417.0,150150.0,794436.0,394131.0,1009827.0,38549.0,113674.0,59896.0,80.23,51.96,168.0872344970703,133.32330505965876,101.5574
2019-01-22,FR,25.01,54.09447,47.36564,23.45,,186.8,8424.0,1275610.0,13064.0,90066.0,,202614.0,,14905.0,5178.0,91.52,52.1,363.0477294921875,133.32330505965876,98.35833
2019-01-22,IT,25.01,54.09447,47.36564,23.45,,186.8,4253.0,,7548.0,113.0,,284620.0,301.0,8050.0,432.0,91.52,61.14,169.9978485107422,133.32330505965876,101.2847
2019-01-22,ES,25.01,54.09447,47.36564,23.45,,186.8,8013.0,146286.0,9536.0,251855.0,0.0,196944.0,0.0,,7012.0,71.2,51.57,131.97442626953125,133.32330505965876,101.9147
2019-01-22,UK,25.01,54.09447,47.36564,23.45,,186.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-23,DE,24.53,53.66453,47.16931,23.63,,184.1,475703.0,911171.0,108143.0,522717.0,123708.0,1142813.0,37136.0,192955.0,57389.0,93.76,51.02,168.0872344970703,133.32330505965876,101.5574
2019-01-23,FR,24.53,53.66453,47.16931,23.63,,184.1,8473.0,1300745.0,9886.0,83343.0,,200060.0,,30935.0,9514.0,93.9,51.02,363.0477294921875,133.32330505965876,98.35833
2019-01-23,IT,24.53,53.66453,47.16931,23.63,,184.1,4730.0,,5559.0,220.0,,281892.0,294.0,10012.0,429.0,93.9,60.39,169.9978485107422,133.32330505965876,101.2847
2019-01-23,ES,24.53,53.66453,47.16931,23.63,,184.1,7571.0,153448.0,13064.0,372942.0,0.0,117345.0,0.0,,7025.0,68.89,49.05,131.97442626953125,133.32330505965876,101.9147
2019-01-23,UK,24.53,53.66453,47.16931,23.63,,184.1,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-24,DE,23.89,54.06673,47.55288,23.85,,183.8,468129.0,912553.0,58040.0,132022.0,60607.0,1191748.0,41065.0,175136.0,62324.0,121.46,56.37,168.0872344970703,133.32330505965876,101.5574
2019-01-24,FR,23.89,54.06673,47.55288,23.85,,183.8,8351.0,1314087.0,17187.0,48803.0,,207257.0,,38073.0,12529.0,121.46,56.52,363.0477294921875,133.32330505965876,98.35833
2019-01-24,IT,23.89,54.06673,47.55288,23.85,,183.8,4839.0,,11872.0,305.0,,298226.0,286.0,9130.0,429.0,113.07,62.9,169.9978485107422,133.32330505965876,101.2847
2019-01-24,ES,23.89,54.06673,47.55288,23.85,,183.8,8523.0,165835.0,17460.0,292116.0,0.0,167314.0,0.0,,6829.0,70.13,49.05,131.97442626953125,133.32330505965876,101.9147
2019-01-24,UK,23.89,54.06673,47.55288,23.85,,183.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-25,DE,23.76,54.04173,47.28213,23.51,,181.9,474733.0,909707.0,64944.0,559977.0,239700.0,1068928.0,44482.0,151133.0,49744.0,97.0,42.9,168.0872344970703,133.32330505965876,101.5574
2019-01-25,FR,23.76,54.04173,47.28213,23.51,,181.9,8296.0,1311445.0,13205.0,63113.0,,205151.0,,23428.0,5193.0,97.0,55.28,363.0477294921875,133.32330505965876,98.35833
2019-01-25,IT,23.76,54.04173,47.28213,23.51,,181.9,4715.0,,16551.0,303.0,,260374.0,299.0,1784.0,429.0,97.0,55.32,169.9978485107422,133.32330505965876,101.2847
2019-01-25,ES,23.76,54.04173,47.28213,23.51,,181.9,8688.0,170492.0,30037.0,241213.0,0.0,174496.0,0.0,,7044.0,69.69,51.77,131.97442626953125,133.32330505965876,101.9147
2019-01-25,UK,23.76,54.04173,47.28213,23.51,,181.9,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-26,DE,,,,,,182.4,475292.0,905677.0,46130.0,1747742.0,281522.0,584541.0,37822.0,82989.0,46796.0,59.18,28.42,168.0872344970703,133.32330505965876,101.5574
2019-01-26,FR,,,,,,182.4,8346.0,1293651.0,13517.0,155606.0,,175347.0,,2447.0,5173.0,66.49,44.51,363.0477294921875,133.32330505965876,98.35833
2019-01-26,IT,,,,,,182.4,4698.0,,13655.0,109.0,,172060.0,340.0,2435.0,616.0,76.46,49.9,169.9978485107422,133.32330505965876,101.2847
2019-01-26,ES,,,,,,182.4,8677.0,170794.0,32800.0,120083.0,0.0,134301.0,0.0,,5966.0,68.5,50.97,131.97442626953125,133.32330505965876,101.9147
2019-01-26,UK,,,,,,182.4,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-27,DE,,,,,,183.2,473733.0,892130.0,95846.0,1999883.0,312554.0,450083.0,46667.0,65271.0,47095.0,52.96,3.65,168.0872344970703,133.32330505965876,101.5574
2019-01-27,FR,,,,,,183.2,8500.0,1272555.0,13474.0,244409.0,,85802.0,,2706.0,5159.0,59.2,18.98,363.0477294921875,133.32330505965876,98.35833
2019-01-27,IT,,,,,,183.2,4781.0,,3698.0,403.0,,130718.0,332.0,1295.0,0.0,72.89,49.9,169.9978485107422,133.32330505965876,101.2847
2019-01-27,ES,,,,,,183.2,8727.0,170740.0,24294.0,295637.0,0.0,89230.0,0.0,,5100.0,64.18,19.74,131.97442626953125,133.32330505965876,101.9147
2019-01-27,UK,,,,,,183.2,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-28,DE,22.6,52.40927,46.60254,23.4,,182.8,467137.0,904945.0,97511.0,1676545.0,307160.0,761289.0,41617.0,111968.0,47576.0,64.88,37.8,168.0872344970703,133.32330505965876,101.5574
2019-01-28,FR,22.6,52.40927,46.60254,23.4,,182.8,8409.0,1323938.0,14856.0,126223.0,,181185.0,,18321.0,5195.0,71.51,37.8,363.0477294921875,133.32330505965876,98.35833
2019-01-28,IT,22.6,52.40927,46.60254,23.4,,182.8,4718.0,,7118.0,312.0,,231494.0,312.0,3787.0,0.0,74.93,37.8,169.9978485107422,133.32330505965876,101.2847
2019-01-28,ES,22.6,52.40927,46.60254,23.4,,182.8,9022.0,170578.0,23905.0,310637.0,0.0,122007.0,0.0,,6511.0,70.01,37.8,131.97442626953125,133.32330505965876,101.9147
2019-01-28,UK,22.6,52.40927,46.60254,23.4,,182.8,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-29,DE,23.23,53.65768,47.19111,23.75,,181.5,467768.0,908315.0,143822.0,1048494.0,333903.0,962421.0,30305.0,164522.0,47451.0,72.82,44.59,168.0872344970703,133.32330505965876,101.5574
2019-01-29,FR,23.23,53.65768,47.19111,23.75,,181.5,8083.0,1325676.0,10751.0,100105.0,,201441.0,,17034.0,5605.0,73.14,45.97,363.0477294921875,133.32330505965876,98.35833
2019-01-29,IT,23.23,53.65768,47.19111,23.75,,181.5,4328.0,,17297.0,72.0,,246176.0,288.0,2442.0,429.0,85.0,55.0,169.9978485107422,133.32330505965876,101.2847
2019-01-29,ES,23.23,53.65768,47.19111,23.75,,181.5,9085.0,170798.0,9394.0,302998.0,0.0,162909.0,0.0,,7346.0,68.07,45.97,131.97442626953125,133.32330505965876,101.9147
2019-01-29,UK,23.23,53.65768,47.19111,23.75,,181.5,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-30,DE,22.9,53.98897,47.01813,24.02,,183.7,468852.0,890457.0,135693.0,1481681.0,299863.0,919094.0,28591.0,122412.0,48487.0,68.17,42.74,168.0872344970703,133.32330505965876,101.5574
2019-01-30,FR,22.9,53.98897,47.01813,24.02,,183.7,7885.0,1318729.0,13995.0,109360.0,,194859.0,,23373.0,7809.0,71.85,42.74,363.0477294921875,133.32330505965876,98.35833
2019-01-30,IT,22.9,53.98897,47.01813,24.02,,183.7,4635.0,,5807.0,200.0,,265845.0,301.0,1565.0,0.0,90.02,55.33,169.9978485107422,133.32330505965876,101.2847
2019-01-30,ES,22.9,53.98897,47.01813,24.02,,183.7,9046.0,170835.0,14333.0,276308.0,0.0,163682.0,0.0,,7450.0,68.65,42.74,131.97442626953125,133.32330505965876,101.9147
2019-01-30,UK,22.9,53.98897,47.01813,24.02,,183.7,,,,,,,,,,,,406.9074096679688,133.32330505965876,99.61681
2019-01-31,DE,22.14,54.0524,46.27948,24.35,,181.0,471797.0,908978.0,217839.0,750159.0,253931.0,963566.0,26945.0,169096.0,47027.0,78.49,43.55,168.0872344970703,133.32330505965876,101.5574
2019-01-31,FR,22.14,54.0524,46.27948,24.35,,181.0,8157.0,1309883.0,7765.0,93208.0,,195729.0,,27357.0,7744.0,78.49,45.08,363.0477294921875,133.32330505965876,98.35833
2019-01-31,IT,22.14,54.0524,46.27948,24.35,,181.0,4777.0,,8075.0,174.0,,244577.0,312.0,3867.0,440.0,84.88,49.0,169.9978485107422,133.32330505965876,101.2847
