,DE_LU_Eprice,FR_Eprice,IT_NORD_Eprice,ES_Eprice
2018-12-31 23:00:00+00:00,28.32,51.0,51.0,66.88
2019-01-01 00:00:00+00:00,10.07,46.27,46.27,66.88
2019-01-01 01:00:00+00:00,-4.08,39.78,39.78,66.0
2019-01-01 02:00:00+00:00,-9.91,27.87,27.87,63.64
2019-01-01 03:00:00+00:00,-7.41,23.21,22.0,58.85
2019-01-01 04:00:00+00:00,-12.55,22.64,20.0,55.47
2019-01-01 05:00:00+00:00,-17.25,20.9,20.9,56.0
2019-01-01 06:00:00+00:00,-15.07,26.54,26.54,61.09
2019-01-01 07:00:00+00:00,-4.93,25.0,25.0,61.01
2019-01-01 08:00:00+00:00,-6.33,25.0,25.0,61.0
2019-01-01 09:00:00+00:00,-4.93,34.64,34.64,63.0
2019-01-01 10:00:00+00:00,0.45,41.03,41.03,63.0
2019-01-01 11:00:00+00:00,0.12,48.97,48.97,64.03
2019-01-01 12:00:00+00:00,-0.02,41.06,41.06,65.88
2019-01-01 13:00:00+00:00,0.0,37.95,37.95,65.01
2019-01-01 14:00:00+00:00,-0.03,33.42,53.59,60.84
2019-01-01 15:00:00+00:00,1.97,39.8,58.65,61.09
2019-01-01 16:00:00+00:00,9.06,44.29,64.64,63.08
2019-01-01 17:00:00+00:00,0.07,62.65,65.0,66.66
2019-01-01 18:00:00+00:00,-4.97,65.56,65.56,67.06
2019-01-01 19:00:00+00:00,-6.98,61.27,64.23,67.26
2019-01-01 20:00:00+00:00,-24.93,57.41,61.72,68.07
2019-01-01 21:00:00+00:00,-4.87,58.65,58.65,67.08
2019-01-01 22:00:00+00:00,-28.93,54.91,54.91,64.03
2019-01-01 23:00:00+00:00,-33.57,53.11,53.11,61.74
2019-01-02 00:00:00+00:00,-45.92,45.87,45.87,53.0
2019-01-02 01:00:00+00:00,-48.29,39.15,39.15,48.23
2019-01-02 02:00:00+00:00,-44.99,25.84,36.0,47.23
2019-01-02 03:00:00+00:00,-48.93,28.36,39.0,45.24
2019-01-02 04:00:00+00:00,-29.91,30.72,39.0,45.7
2019-01-02 05:00:00+00:00,-0.01,51.1,53.1,51.1
2019-01-02 06:00:00+00:00,37.43,58.37,65.41,58.37
2019-01-02 07:00:00+00:00,48.06,56.82,70.0,63.75
2019-01-02 08:00:00+00:00,50.74,57.44,69.19,66.1
2019-01-02 09:00:00+00:00,47.57,61.09,65.64,65.88
2019-01-02 10:00:00+00:00,43.94,63.63,64.0,63.63
2019-01-02 11:00:00+00:00,40.97,62.8,62.8,62.8
2019-01-02 12:00:00+00:00,44.95,58.65,58.65,63.16
2019-01-02 13:00:00+00:00,49.64,55.64,59.84,61.5
2019-01-02 14:00:00+00:00,53.67,56.72,65.0,60.69
2019-01-02 15:00:00+00:00,56.01,62.19,66.63,62.19
2019-01-02 16:00:00+00:00,56.95,67.1,72.69,67.1
2019-01-02 17:00:00+00:00,62.08,69.3,73.0,69.3
2019-01-02 18:00:00+00:00,62.11,69.25,73.56,69.25
2019-01-02 19:00:00+00:00,57.99,63.43,66.63,68.07
2019-01-02 20:00:00+00:00,55.64,55.64,61.29,68.01
2019-01-02 21:00:00+00:00,55.13,55.97,58.65,66.66
2019-01-02 22:00:00+00:00,50.76,54.31,54.31,64.28
2019-01-02 23:00:00+00:00,42.91,47.03,47.03,62.01
2019-01-03 00:00:00+00:00,45.22,45.93,45.93,54.85
2019-01-03 01:00:00+00:00,45.63,45.91,45.91,52.19
2019-01-03 02:00:00+00:00,44.0,44.0,44.0,50.21
2019-01-03 03:00:00+00:00,43.88,43.88,43.88,50.2
2019-01-03 04:00:00+00:00,45.92,45.92,45.92,52.19
2019-01-03 05:00:00+00:00,51.07,54.69,55.1,54.91
2019-01-03 06:00:00+00:00,52.77,66.58,66.58,66.58
2019-01-03 07:00:00+00:00,62.89,68.03,69.6,68.03
2019-01-03 08:00:00+00:00,60.03,69.12,69.7,69.12
2019-01-03 09:00:00+00:00,58.19,69.19,69.19,69.19
2019-01-03 10:00:00+00:00,62.99,68.01,68.01,68.01
2019-01-03 11:00:00+00:00,63.52,67.2,67.2,67.2
2019-01-03 12:00:00+00:00,64.67,66.7,66.7,66.7
2019-01-03 13:00:00+00:00,65.24,67.0,67.0,67.0
2019-01-03 14:00:00+00:00,67.76,68.01,68.01,68.01
2019-01-03 15:00:00+00:00,68.41,68.99,68.99,68.99
2019-01-03 16:00:00+00:00,69.55,71.15,73.0,70.0
2019-01-03 17:00:00+00:00,67.28,73.43,73.43,71.1
2019-01-03 18:00:00+00:00,69.46,70.55,70.55,70.55
2019-01-03 19:00:00+00:00,68.38,68.38,68.38,68.38
2019-01-03 20:00:00+00:00,61.72,61.72,61.72,67.83
2019-01-03 21:00:00+00:00,53.72,59.84,59.84,66.1
2019-01-03 22:00:00+00:00,49.98,58.65,58.65,66.88
2019-01-03 23:00:00+00:00,50.73,55.52,55.52,67.2
2019-01-04 00:00:00+00:00,47.11,52.91,52.91,63.75
2019-01-04 01:00:00+00:00,47.07,49.61,49.61,58.89
2019-01-04 02:00:00+00:00,46.94,47.41,47.41,54.94
2019-01-04 03:00:00+00:00,47.0,47.0,47.0,54.85
2019-01-04 04:00:00+00:00,46.91,47.78,52.99,58.0
2019-01-04 05:00:00+00:00,49.59,59.54,64.82,63.0
2019-01-04 06:00:00+00:00,55.32,68.4,73.93,68.4
2019-01-04 07:00:00+00:00,55.78,69.71,75.04,69.71
2019-01-04 08:00:00+00:00,55.52,71.86,73.43,71.06
2019-01-04 09:00:00+00:00,55.23,71.58,71.58,71.06
2019-01-04 10:00:00+00:00,53.58,70.16,70.16,70.16
2019-01-04 11:00:00+00:00,51.74,70.16,70.16,70.01
2019-01-04 12:00:00+00:00,51.6,69.17,69.17,69.17
2019-01-04 13:00:00+00:00,51.41,69.15,69.15,69.15
2019-01-04 14:00:00+00:00,51.69,68.4,68.4,68.4
2019-01-04 15:00:00+00:00,52.59,68.4,73.22,68.4
2019-01-04 16:00:00+00:00,54.66,73.18,75.0,69.15
2019-01-04 17:00:00+00:00,54.1,77.23,77.23,71.06
2019-01-04 18:00:00+00:00,51.89,75.97,75.97,71.94
2019-01-04 19:00:00+00:00,46.58,70.2,73.95,70.2
2019-01-04 20:00:00+00:00,45.43,68.71,70.0,68.71
2019-01-04 21:00:00+00:00,43.96,68.68,68.68,68.68
2019-01-04 22:00:00+00:00,31.41,67.51,65.92,68.17
2019-01-04 23:00:00+00:00,26.9,71.68,71.68,71.68
2019-01-05 00:00:00+00:00,25.12,63.74,63.74,69.5
2019-01-05 01:00:00+00:00,24.12,60.0,60.0,68.07
2019-01-05 02:00:00+00:00,22.04,55.84,55.84,66.0
2019-01-05 03:00:00+00:00,18.37,53.48,53.5,63.93
2019-01-05 04:00:00+00:00,22.09,53.34,54.4,62.0
2019-01-05 05:00:00+00:00,23.35,52.57,61.45,60.84
2019-01-05 06:00:00+00:00,28.76,55.67,70.7,62.92
2019-01-05 07:00:00+00:00,36.63,60.79,73.95,60.79
2019-01-05 08:00:00+00:00,40.46,66.92,73.41,66.92
2019-01-05 09:00:00+00:00,45.85,69.12,69.12,69.12
2019-01-05 10:00:00+00:00,49.8,68.25,68.25,68.25
2019-01-05 11:00:00+00:00,51.36,67.67,67.67,67.67
2019-01-05 12:00:00+00:00,51.74,64.0,64.0,64.0
2019-01-05 13:00:00+00:00,51.92,61.57,61.57,61.57
2019-01-05 14:00:00+00:00,53.22,59.4,62.43,59.4
2019-01-05 15:00:00+00:00,56.62,58.31,68.26,58.31
2019-01-05 16:00:00+00:00,56.92,67.2,76.55,67.2
2019-01-05 17:00:00+00:00,61.64,69.0,76.84,69.0
2019-01-05 18:00:00+00:00,59.44,68.71,77.51,68.71
2019-01-05 19:00:00+00:00,52.75,68.07,76.55,68.07
2019-01-05 20:00:00+00:00,51.9,60.05,75.69,65.38
2019-01-05 21:00:00+00:00,51.38,65.76,70.0,65.76
2019-01-05 22:00:00+00:00,49.96,62.8,65.09,62.8
2019-01-05 23:00:00+00:00,50.29,60.9,60.9,63.75
2019-01-06 00:00:00+00:00,47.72,53.78,54.9,54.7
2019-01-06 01:00:00+00:00,48.38,51.43,51.43,54.05
2019-01-06 02:00:00+00:00,48.02,48.02,48.02,48.06
2019-01-06 03:00:00+00:00,44.23,48.37,48.37,48.37
2019-01-06 04:00:00+00:00,47.17,47.17,47.17,47.17
2019-01-06 05:00:00+00:00,48.19,48.19,48.19,48.19
2019-01-06 06:00:00+00:00,49.11,49.11,52.87,50.2
2019-01-06 07:00:00+00:00,50.44,51.06,54.99,52.2
2019-01-06 08:00:00+00:00,53.4,53.4,56.5,54.7
2019-01-06 09:00:00+00:00,56.55,56.55,56.55,62.0
2019-01-06 10:00:00+00:00,60.02,60.02,60.02,64.01
2019-01-06 11:00:00+00:00,60.22,60.22,60.22,64.18
2019-01-06 12:00:00+00:00,55.0,55.0,55.0,64.86
2019-01-06 13:00:00+00:00,52.39,52.39,54.19,64.01
2019-01-06 14:00:00+00:00,51.57,51.57,58.65,58.31
2019-01-06 15:00:00+00:00,54.71,54.71,62.24,54.94
2019-01-06 16:00:00+00:00,63.43,63.43,67.0,63.43
2019-01-06 17:00:00+00:00,67.37,67.37,68.0,67.37
2019-01-06 18:00:00+00:00,67.2,67.2,70.0,67.2
2019-01-06 19:00:00+00:00,66.03,66.03,68.47,66.03
2019-01-06 20:00:00+00:00,55.36,55.36,66.05,68.0
2019-01-06 21:00:00+00:00,58.59,58.59,61.14,67.65
2019-01-06 22:00:00+00:00,53.7,54.86,58.65,65.38
2019-01-06 23:00:00+00:00,46.03,58.15,61.6,59.59
2019-01-07 00:00:00+00:00,47.98,51.86,56.75,54.09
2019-01-07 01:00:00+00:00,47.84,47.84,50.32,52.2
2019-01-07 02:00:00+00:00,46.11,46.11,50.0,50.9
2019-01-07 03:00:00+00:00,46.08,46.08,50.0,50.5
2019-01-07 04:00:00+00:00,47.62,47.62,56.75,50.9
2019-01-07 05:00:00+00:00,55.77,55.77,68.51,55.77
2019-01-07 06:00:00+00:00,68.61,68.61,70.85,68.61
2019-01-07 07:00:00+00:00,74.15,74.15,79.85,69.15
2019-01-07 08:00:00+00:00,74.93,74.93,78.14,69.7
2019-01-07 09:00:00+00:00,73.59,73.59,73.59,69.49
2019-01-07 10:00:00+00:00,71.23,71.23,72.47,69.01
2019-01-07 11:00:00+00:00,68.79,70.0,70.0,69.0
2019-01-07 12:00:00+00:00,66.75,68.74,68.74,68.74
2019-01-07 13:00:00+00:00,62.47,66.62,73.59,66.62
2019-01-07 14:00:00+00:00,53.25,64.99,80.0,64.99
2019-01-07 15:00:00+00:00,53.26,62.67,80.0,62.67
2019-01-07 16:00:00+00:00,53.42,67.04,84.0,67.04
2019-01-07 17:00:00+00:00,47.91,70.39,78.0,70.39
2019-01-07 18:00:00+00:00,42.05,70.33,78.0,70.33
2019-01-07 19:00:00+00:00,40.96,69.0,77.36,69.0
2019-01-07 20:00:00+00:00,32.04,62.37,70.0,67.14
2019-01-07 21:00:00+00:00,20.82,62.3,66.06,63.0
2019-01-07 22:00:00+00:00,1.84,56.42,63.8,60.84
2019-01-07 23:00:00+00:00,17.94,52.29,70.11,59.59
2019-01-08 00:00:00+00:00,20.91,42.01,70.0,54.34
2019-01-08 01:00:00+00:00,7.78,42.57,68.28,52.1
2019-01-08 02:00:00+00:00,14.33,29.4,68.26,50.71
2019-01-08 03:00:00+00:00,18.56,27.4,68.28,50.5
2019-01-08 04:00:00+00:00,18.57,39.27,77.96,51.17
2019-01-08 05:00:00+00:00,35.81,51.85,84.99,54.69
2019-01-08 06:00:00+00:00,43.87,65.82,81.03,65.82
2019-01-08 07:00:00+00:00,46.93,67.2,94.99,67.2
2019-01-08 08:00:00+00:00,43.88,68.16,85.0,68.16
2019-01-08 09:00:00+00:00,43.85,68.53,84.97,68.53
2019-01-08 10:00:00+00:00,46.74,68.15,81.95,68.15
2019-01-08 11:00:00+00:00,43.94,67.95,70.13,67.95
2019-01-08 12:00:00+00:00,43.21,67.97,69.34,67.97
2019-01-08 13:00:00+00:00,43.81,65.48,80.0,65.48
2019-01-08 14:00:00+00:00,45.6,63.13,80.0,63.13
2019-01-08 15:00:00+00:00,35.21,59.99,80.0,59.99
2019-01-08 16:00:00+00:00,45.64,67.25,81.77,67.25
2019-01-08 17:00:00+00:00,45.63,69.94,78.52,69.94
2019-01-08 18:00:00+00:00,37.94,70.0,78.0,70.0
2019-01-08 19:00:00+00:00,39.53,68.15,71.56,68.15
2019-01-08 20:00:00+00:00,35.97,55.8,65.85,67.25
2019-01-08 21:00:00+00:00,29.72,55.39,63.99,63.7
2019-01-08 22:00:00+00:00,22.55,53.46,61.0,58.85
2019-01-08 23:00:00+00:00,20.04,49.45,62.51,54.09
2019-01-09 00:00:00+00:00,7.24,48.91,61.5,52.5
2019-01-09 01:00:00+00:00,3.43,46.22,60.55,49.4
2019-01-09 02:00:00+00:00,10.04,30.81,61.49,49.6
2019-01-09 03:00:00+00:00,14.2,27.83,61.66,49.4
2019-01-09 04:00:00+00:00,25.41,37.58,62.7,49.99
2019-01-09 05:00:00+00:00,36.98,50.8,65.99,53.28
2019-01-09 06:00:00+00:00,43.89,64.07,72.91,64.07
2019-01-09 07:00:00+00:00,50.98,67.16,80.0,67.16
2019-01-09 08:00:00+00:00,50.3,67.29,82.5,67.29
2019-01-09 09:00:00+00:00,50.21,67.2,75.81,67.2
2019-01-09 10:00:00+00:00,45.8,67.0,75.0,67.0
2019-01-09 11:00:00+00:00,43.64,64.97,67.13,64.97
2019-01-09 12:00:00+00:00,43.49,64.25,67.07,64.25
2019-01-09 13:00:00+00:00,45.05,61.46,71.71,61.46
2019-01-09 14:00:00+00:00,49.95,58.64,74.25,58.64
2019-01-09 15:00:00+00:00,53.82,61.49,79.21,61.49
2019-01-09 16:00:00+00:00,55.94,67.05,82.06,67.05
2019-01-09 17:00:00+00:00,54.19,68.53,81.52,68.53
2019-01-09 18:00:00+00:00,54.19,69.01,78.52,69.01
2019-01-09 19:00:00+00:00,52.98,66.58,72.0,66.58
2019-01-09 20:00:00+00:00,51.68,62.74,66.63,64.54
2019-01-09 21:00:00+00:00,48.95,62.44,64.12,62.44
2019-01-09 22:00:00+00:00,47.63,54.7,61.66,54.7
2019-01-09 23:00:00+00:00,46.48,58.6,60.99,58.6
2019-01-10 00:00:00+00:00,49.08,50.49,58.59,50.49
2019-01-10 01:00:00+00:00,47.11,51.2,55.88,51.2
2019-01-10 02:00:00+00:00,48.8,48.8,53.55,48.8
2019-01-10 03:00:00+00:00,48.5,48.5,54.98,48.5
2019-01-10 04:00:00+00:00,49.8,49.8,55.63,49.8
2019-01-10 05:00:00+00:00,56.97,62.92,63.99,57.74
2019-01-10 06:00:00+00:00,72.6,72.6,72.6,66.18
2019-01-10 07:00:00+00:00,81.17,81.17,81.17,67.2
2019-01-10 08:00:00+00:00,81.79,81.79,87.21,68.0
2019-01-10 09:00:00+00:00,81.15,81.15,81.15,67.73
2019-01-10 10:00:00+00:00,80.0,80.0,80.0,67.05
2019-01-10 11:00:00+00:00,76.39,76.39,76.39,66.15
2019-01-10 12:00:00+00:00,75.0,75.0,75.0,66.01
2019-01-10 13:00:00+00:00,76.06,76.06,76.06,64.18
2019-01-10 14:00:00+00:00,75.4,75.4,75.4,63.52
2019-01-10 15:00:00+00:00,76.78,76.78,78.02,64.6
2019-01-10 16:00:00+00:00,83.45,83.45,85.15,67.2
2019-01-10 17:00:00+00:00,85.15,85.15,85.15,69.0
2019-01-10 18:00:00+00:00,78.16,78.16,78.52,69.69
2019-01-10 19:00:00+00:00,71.92,71.92,77.96,69.75
2019-01-10 20:00:00+00:00,67.43,67.73,68.9,67.73
2019-01-10 21:00:00+00:00,60.49,65.52,68.95,65.52
2019-01-10 22:00:00+00:00,54.45,63.02,63.99,63.02
2019-01-10 23:00:00+00:00,47.84,60.84,61.66,60.84
2019-01-11 00:00:00+00:00,46.58,55.61,59.66,55.61
2019-01-11 01:00:00+00:00,45.74,52.85,57.12,52.85
2019-01-11 02:00:00+00:00,43.81,51.0,57.97,51.0
2019-01-11 03:00:00+00:00,46.24,49.98,58.0,49.98
2019-01-11 04:00:00+00:00,46.46,51.6,59.14,51.6
2019-01-11 05:00:00+00:00,51.29,58.31,66.26,58.31
2019-01-11 06:00:00+00:00,60.53,70.31,70.31,68.35
2019-01-11 07:00:00+00:00,60.02,76.57,78.26,69.01
2019-01-11 08:00:00+00:00,62.92,73.83,76.22,69.45
2019-01-11 09:00:00+00:00,61.58,73.87,73.87,69.01
2019-01-11 10:00:00+00:00,60.6,72.77,72.77,67.71
2019-01-11 11:00:00+00:00,51.89,68.77,68.77,67.69
2019-01-11 12:00:00+00:00,50.8,67.2,67.2,67.2
2019-01-11 13:00:00+00:00,45.46,68.0,68.0,67.66
2019-01-11 14:00:00+00:00,42.2,66.06,70.77,66.06
2019-01-11 15:00:00+00:00,45.0,66.18,75.0,66.18
2019-01-11 16:00:00+00:00,51.51,69.23,78.86,68.07
2019-01-11 17:00:00+00:00,48.59,77.54,78.29,70.0
2019-01-11 18:00:00+00:00,49.2,71.83,77.52,70.45
2019-01-11 19:00:00+00:00,44.99,69.19,70.99,69.19
2019-01-11 20:00:00+00:00,44.93,67.12,67.6,67.12
2019-01-11 21:00:00+00:00,46.4,66.03,66.26,66.03
2019-01-11 22:00:00+00:00,43.46,63.57,63.57,63.9
2019-01-11 23:00:00+00:00,47.24,57.54,65.1,67.18
2019-01-12 00:00:00+00:00,45.88,51.63,62.12,59.86
2019-01-12 01:00:00+00:00,44.61,46.16,59.05,53.89
2019-01-12 02:00:00+00:00,42.9,44.95,59.0,51.6
2019-01-12 03:00:00+00:00,42.03,43.22,56.63,51.4
2019-01-12 04:00:00+00:00,39.33,42.51,56.63,51.45
2019-01-12 05:00:00+00:00,42.98,42.98,61.66,52.37
2019-01-12 06:00:00+00:00,41.23,51.36,66.61,57.49
2019-01-12 07:00:00+00:00,42.12,54.89,73.0,64.0
2019-01-12 08:00:00+00:00,45.1,62.11,73.0,68.0
2019-01-12 09:00:00+00:00,44.27,65.0,65.0,68.39
2019-01-12 10:00:00+00:00,44.18,64.47,64.47,67.13
2019-01-12 11:00:00+00:00,42.05,62.89,62.89,64.69
2019-01-12 12:00:00+00:00,38.61,59.5,59.5,66.12
2019-01-12 13:00:00+00:00,37.76,55.73,56.99,64.58
2019-01-12 14:00:00+00:00,33.03,50.69,61.92,59.86
2019-01-12 15:00:00+00:00,35.84,47.68,65.63,57.52
2019-01-12 16:00:00+00:00,44.24,54.03,77.96,59.86
2019-01-12 17:00:00+00:00,46.29,57.89,78.0,68.39
2019-01-12 18:00:00+00:00,40.05,58.31,78.52,69.45
2019-01-12 19:00:00+00:00,38.15,53.19,73.0,69.69
2019-01-12 20:00:00+00:00,30.26,46.54,67.31,69.45
2019-01-12 21:00:00+00:00,40.2,57.61,63.6,68.71
2019-01-12 22:00:00+00:00,30.89,54.06,60.32,67.83
2019-01-12 23:00:00+00:00,23.35,57.48,63.44,57.48
2019-01-13 00:00:00+00:00,12.4,52.29,60.68,52.29
2019-01-13 01:00:00+00:00,19.01,43.74,58.7,50.81
2019-01-13 02:00:00+00:00,23.51,31.66,53.26,50.0
2019-01-13 03:00:00+00:00,23.25,27.08,50.2,49.91
2019-01-13 04:00:00+00:00,20.01,26.8,49.58,49.91
2019-01-13 05:00:00+00:00,20.8,27.45,62.39,49.97
2019-01-13 06:00:00+00:00,22.14,26.48,66.04,50.97
2019-01-13 07:00:00+00:00,23.68,33.41,66.7,51.31
2019-01-13 08:00:00+00:00,25.05,52.22,69.01,52.29
2019-01-13 09:00:00+00:00,26.3,52.05,69.01,61.78
2019-01-13 10:00:00+00:00,30.81,53.12,67.28,62.5
2019-01-13 11:00:00+00:00,27.06,57.61,61.92,63.15
2019-01-13 12:00:00+00:00,8.5,54.62,59.57,66.0
2019-01-13 13:00:00+00:00,-0.08,49.05,62.0,66.0
2019-01-13 14:00:00+00:00,-0.01,32.82,63.73,63.67
2019-01-13 15:00:00+00:00,-0.27,32.45,72.11,60.82
2019-01-13 16:00:00+00:00,21.55,46.95,78.52,64.39
2019-01-13 17:00:00+00:00,24.04,63.76,81.03,68.52
2019-01-13 18:00:00+00:00,15.91,64.45,81.03,70.11
2019-01-13 19:00:00+00:00,-0.02,59.04,78.4,71.69
2019-01-13 20:00:00+00:00,-0.33,53.4,75.34,71.69
2019-01-13 21:00:00+00:00,3.04,56.03,65.95,70.01
2019-01-13 22:00:00+00:00,-7.28,56.84,60.47,68.0
2019-01-13 23:00:00+00:00,-3.14,44.16,53.06,60.0
2019-01-14 00:00:00+00:00,-12.0,30.97,49.11,51.91
2019-01-14 01:00:00+00:00,-15.04,25.15,40.0,51.41
2019-01-14 02:00:00+00:00,-11.09,28.34,39.99,50.81
2019-01-14 03:00:00+00:00,-4.94,23.49,39.75,50.47
2019-01-14 04:00:00+00:00,1.59,30.16,47.36,51.31
2019-01-14 05:00:00+00:00,35.9,55.26,61.12,56.2
2019-01-14 06:00:00+00:00,51.22,66.49,67.07,66.49
2019-01-14 07:00:00+00:00,51.66,65.81,74.29,67.83
2019-01-14 08:00:00+00:00,46.09,66.77,77.68,68.07
2019-01-14 09:00:00+00:00,50.26,66.73,76.19,67.27
2019-01-14 10:00:00+00:00,44.49,67.0,74.05,67.0
2019-01-14 11:00:00+00:00,41.24,67.2,67.81,67.2
2019-01-14 12:00:00+00:00,38.91,66.42,66.59,66.42
2019-01-14 13:00:00+00:00,41.79,64.33,69.0,64.33
2019-01-14 14:00:00+00:00,49.63,62.56,74.04,62.56
2019-01-14 15:00:00+00:00,50.93,62.84,77.68,62.84
2019-01-14 16:00:00+00:00,51.25,68.07,87.0,68.07
2019-01-14 17:00:00+00:00,50.93,71.64,78.21,71.64
2019-01-14 18:00:00+00:00,50.52,72.52,77.65,72.52
2019-01-14 19:00:00+00:00,49.61,71.81,71.81,71.81
2019-01-14 20:00:00+00:00,44.3,63.73,66.59,70.11
2019-01-14 21:00:00+00:00,41.29,60.49,63.53,68.4
2019-01-14 22:00:00+00:00,37.26,57.66,59.45,65.54
2019-01-14 23:00:00+00:00,35.18,57.63,62.14,60.0
2019-01-15 00:00:00+00:00,35.82,49.31,59.25,56.2
2019-01-15 01:00:00+00:00,34.99,47.78,53.21,54.9
2019-01-15 02:00:00+00:00,34.56,41.45,52.43,54.9
2019-01-15 03:00:00+00:00,30.8,37.58,53.26,54.9
2019-01-15 04:00:00+00:00,33.41,44.02,58.42,57.57
2019-01-15 05:00:00+00:00,47.4,53.11,65.05,66.01
2019-01-15 06:00:00+00:00,53.73,68.65,78.0,68.65
2019-01-15 07:00:00+00:00,57.02,70.16,88.0,70.16
2019-01-15 08:00:00+00:00,58.38,69.68,87.5,70.11
2019-01-15 09:00:00+00:00,56.54,71.04,76.91,71.04
2019-01-15 10:00:00+00:00,55.0,70.11,72.65,70.11
2019-01-15 11:00:00+00:00,53.92,68.29,68.29,69.43
2019-01-15 12:00:00+00:00,53.31,64.37,65.38,69.43
2019-01-15 13:00:00+00:00,52.63,60.86,71.3,69.13
2019-01-15 14:00:00+00:00,52.12,57.16,78.53,68.99
2019-01-15 15:00:00+00:00,51.0,64.76,80.0,69.08
2019-01-15 16:00:00+00:00,53.91,71.52,88.15,71.52
2019-01-15 17:00:00+00:00,46.35,74.05,85.6,74.05
2019-01-15 18:00:00+00:00,42.73,74.74,82.0,74.74
2019-01-15 19:00:00+00:00,40.32,71.34,78.72,72.92
2019-01-15 20:00:00+00:00,39.93,61.88,77.65,72.71
2019-01-15 21:00:00+00:00,39.66,56.98,70.84,71.88
2019-01-15 22:00:00+00:00,32.04,56.09,62.56,70.16
2019-01-15 23:00:00+00:00,29.23,58.26,66.69,70.16
2019-01-16 00:00:00+00:00,29.26,55.51,61.34,68.4
2019-01-16 01:00:00+00:00,32.64,53.56,59.68,66.0
2019-01-16 02:00:00+00:00,32.41,45.07,59.01,63.93
2019-01-16 03:00:00+00:00,33.06,44.68,59.54,61.07
2019-01-16 04:00:00+00:00,33.22,54.34,61.12,63.93
2019-01-16 05:00:00+00:00,46.63,61.91,71.15,68.07
2019-01-16 06:00:00+00:00,53.8,70.3,82.0,70.3
2019-01-16 07:00:00+00:00,55.73,71.69,100.0,71.69
2019-01-16 08:00:00+00:00,53.83,72.47,90.0,72.47
2019-01-16 09:00:00+00:00,54.22,72.2,82.0,72.2
2019-01-16 10:00:00+00:00,54.92,71.04,72.15,71.04
2019-01-16 11:00:00+00:00,53.65,68.1,68.1,70.04
2019-01-16 12:00:00+00:00,52.69,67.75,67.75,70.0
2019-01-16 13:00:00+00:00,53.55,65.53,68.18,68.71
2019-01-16 14:00:00+00:00,53.72,63.36,75.96,68.29
2019-01-16 15:00:00+00:00,54.83,60.82,79.0,68.29
2019-01-16 16:00:00+00:00,54.01,69.59,88.7,69.59
2019-01-16 17:00:00+00:00,52.67,72.33,80.6,72.33
2019-01-16 18:00:00+00:00,50.92,72.95,77.68,72.95
2019-01-16 19:00:00+00:00,39.81,67.09,71.31,72.2
2019-01-16 20:00:00+00:00,39.29,53.94,67.0,72.99
2019-01-16 21:00:00+00:00,39.91,55.47,67.57,71.59
2019-01-16 22:00:00+00:00,30.77,56.85,61.37,70.0
2019-01-16 23:00:00+00:00,26.35,59.34,59.34,67.36
2019-01-17 00:00:00+00:00,25.23,55.99,58.08,65.54
2019-01-17 01:00:00+00:00,22.77,54.53,56.26,58.9
2019-01-17 02:00:00+00:00,24.02,32.58,56.26,55.0
2019-01-17 03:00:00+00:00,25.63,33.97,56.81,52.2
2019-01-17 04:00:00+00:00,28.06,49.79,59.15,54.1
2019-01-17 05:00:00+00:00,35.38,56.37,66.73,60.02
2019-01-17 06:00:00+00:00,46.04,67.07,68.05,67.07
2019-01-17 07:00:00+00:00,49.96,68.17,77.33,68.17
2019-01-17 08:00:00+00:00,50.56,68.13,82.0,68.13
2019-01-17 09:00:00+00:00,46.1,68.07,76.42,68.07
2019-01-17 10:00:00+00:00,46.02,66.03,74.99,67.46
2019-01-17 11:00:00+00:00,43.94,65.82,67.86,67.16
2019-01-17 12:00:00+00:00,46.64,63.23,67.86,67.01
2019-01-17 13:00:00+00:00,55.0,61.71,75.0,65.18
2019-01-17 14:00:00+00:00,55.9,64.5,77.33,65.08
2019-01-17 15:00:00+00:00,57.43,65.39,77.65,66.26
2019-01-17 16:00:00+00:00,58.72,68.25,80.71,68.25
2019-01-17 17:00:00+00:00,55.06,72.09,77.68,72.09
2019-01-17 18:00:00+00:00,53.85,73.45,77.65,73.45
2019-01-17 19:00:00+00:00,49.52,70.84,70.84,70.84
2019-01-17 20:00:00+00:00,42.35,65.58,65.58,70.11
2019-01-17 21:00:00+00:00,42.44,64.97,64.97,68.74
2019-01-17 22:00:00+00:00,41.11,61.53,61.53,68.12
2019-01-17 23:00:00+00:00,42.26,60.15,60.15,68.1
2019-01-18 00:00:00+00:00,40.91,58.94,58.94,66.05
2019-01-18 01:00:00+00:00,43.77,56.99,56.99,61.87
2019-01-18 02:00:00+00:00,45.05,54.27,55.0,58.85
2019-01-18 03:00:00+00:00,47.89,48.0,56.64,58.07
2019-01-18 04:00:00+00:00,49.79,55.34,60.0,61.06
2019-01-18 05:00:00+00:00,54.77,66.31,67.11,66.31
2019-01-18 06:00:00+00:00,73.08,73.08,76.46,71.35
2019-01-18 07:00:00+00:00,76.86,76.86,95.13,71.94
2019-01-18 08:00:00+00:00,74.32,74.93,92.59,71.95
2019-01-18 09:00:00+00:00,70.51,72.01,83.07,72.01
2019-01-18 10:00:00+00:00,69.02,71.2,77.33,71.2
2019-01-18 11:00:00+00:00,68.94,69.74,69.74,69.74
2019-01-18 12:00:00+00:00,65.27,68.6,68.6,68.6
