,DE_LU_Eprice,FR_Eprice,IT_NORD_Eprice,ES_Eprice
2020-03-31 08:00:00+00:00,23.94,23.94,25.0,23.94
2020-03-31 09:00:00+00:00,19.78,19.76,25.01,20.45
2020-03-31 10:00:00+00:00,20.0,20.0,23.0,22.5
2020-03-31 11:00:00+00:00,18.39,18.32,20.5,25.99
2020-03-31 12:00:00+00:00,17.5,17.5,21.97,25.76
2020-03-31 13:00:00+00:00,17.6,17.6,21.99,22.5
2020-03-31 14:00:00+00:00,17.86,17.86,24.95,20.46
2020-03-31 15:00:00+00:00,24.03,15.83,25.0,22.5
2020-03-31 16:00:00+00:00,31.44,19.23,29.97,20.2
2020-03-31 17:00:00+00:00,42.66,25.31,40.0,26.0
2020-03-31 18:00:00+00:00,33.53,29.02,33.53,29.02
2020-03-31 19:00:00+00:00,26.97,25.64,27.6,30.01
2020-03-31 20:00:00+00:00,26.61,26.61,26.61,27.75
2020-03-31 21:00:00+00:00,24.1,24.1,24.1,24.1
2020-03-31 22:00:00+00:00,22.26,22.26,22.26,22.26
2020-03-31 23:00:00+00:00,20.22,20.22,20.22,20.22
2020-04-01 00:00:00+00:00,19.67,19.67,19.67,19.67
2020-04-01 01:00:00+00:00,19.25,19.25,19.25,19.25
2020-04-01 02:00:00+00:00,19.31,19.31,19.31,19.31
2020-04-01 03:00:00+00:00,20.76,20.76,20.76,20.76
2020-04-01 04:00:00+00:00,25.43,25.43,25.43,25.43
2020-04-01 05:00:00+00:00,27.21,27.21,27.0,27.21
2020-04-01 06:00:00+00:00,27.96,27.96,27.96,27.96
2020-04-01 07:00:00+00:00,25.5,25.5,25.5,28.5
2020-04-01 08:00:00+00:00,21.97,21.97,21.97,29.07
2020-04-01 09:00:00+00:00,20.27,20.37,20.37,28.99
2020-04-01 10:00:00+00:00,19.35,20.0,20.0,28.51
2020-04-01 11:00:00+00:00,18.25,18.51,18.51,28.0
2020-04-01 12:00:00+00:00,17.3,17.46,18.0,27.38
2020-04-01 13:00:00+00:00,18.09,18.09,18.47,27.01
2020-04-01 14:00:00+00:00,19.11,19.11,20.0,26.1
2020-04-01 15:00:00+00:00,22.01,22.01,22.01,26.61
2020-04-01 16:00:00+00:00,26.9,24.13,26.9,27.4
2020-04-01 17:00:00+00:00,31.27,29.22,40.0,29.22
2020-04-01 18:00:00+00:00,34.97,29.43,40.0,30.05
2020-04-01 19:00:00+00:00,28.94,28.94,37.0,31.01
2020-04-01 20:00:00+00:00,28.31,28.31,30.85,29.85
2020-04-01 21:00:00+00:00,26.35,26.35,26.35,29.07
2020-04-01 22:00:00+00:00,24.18,24.18,25.3,24.5
2020-04-01 23:00:00+00:00,22.93,22.93,22.93,22.93
2020-04-02 00:00:00+00:00,21.8,21.8,21.8,21.8
2020-04-02 01:00:00+00:00,20.96,20.96,20.96,20.96
2020-04-02 02:00:00+00:00,20.8,20.8,20.8,20.8
2020-04-02 03:00:00+00:00,22.56,22.56,25.0,22.56
2020-04-02 04:00:00+00:00,25.31,25.31,28.28,25.31
2020-04-02 05:00:00+00:00,27.31,27.31,33.26,27.31
2020-04-02 06:00:00+00:00,27.8,27.8,33.28,27.8
2020-04-02 07:00:00+00:00,25.0,25.0,27.88,26.0
2020-04-02 08:00:00+00:00,21.1,21.46,25.89,24.51
2020-04-02 09:00:00+00:00,18.65,20.49,25.5,24.51
2020-04-02 10:00:00+00:00,12.42,21.09,25.5,24.84
2020-04-02 11:00:00+00:00,9.06,15.51,25.0,25.0
2020-04-02 12:00:00+00:00,4.64,13.45,25.3,24.5
2020-04-02 13:00:00+00:00,4.62,12.65,25.0,22.01
2020-04-02 14:00:00+00:00,6.65,14.23,25.65,17.07
2020-04-02 15:00:00+00:00,17.2,17.2,29.09,17.2
2020-04-02 16:00:00+00:00,22.71,22.71,33.0,22.71
2020-04-02 17:00:00+00:00,25.82,25.82,45.0,25.82
2020-04-02 18:00:00+00:00,27.3,27.3,45.0,27.3
2020-04-02 19:00:00+00:00,24.47,24.47,39.73,28.1
2020-04-02 20:00:00+00:00,25.0,25.0,31.73,25.5
2020-04-02 21:00:00+00:00,20.55,24.5,28.18,24.5
2020-04-02 22:00:00+00:00,21.69,21.88,25.79,21.88
2020-04-02 23:00:00+00:00,18.93,18.93,22.79,18.93
2020-04-03 00:00:00+00:00,18.15,18.15,20.77,18.15
2020-04-03 01:00:00+00:00,18.19,18.19,20.5,18.19
2020-04-03 02:00:00+00:00,18.47,18.47,20.76,18.47
2020-04-03 03:00:00+00:00,18.45,18.45,25.0,18.45
2020-04-03 04:00:00+00:00,23.76,23.76,28.0,23.76
2020-04-03 05:00:00+00:00,26.1,26.1,31.87,26.1
2020-04-03 06:00:00+00:00,26.45,26.45,33.49,26.45
2020-04-03 07:00:00+00:00,25.5,25.5,28.0,25.5
2020-04-03 08:00:00+00:00,23.03,23.03,26.03,23.03
2020-04-03 09:00:00+00:00,21.04,21.04,25.0,23.0
2020-04-03 10:00:00+00:00,20.24,20.24,21.4,24.09
2020-04-03 11:00:00+00:00,17.7,17.7,19.4,25.5
2020-04-03 12:00:00+00:00,17.08,17.08,19.5,25.5
2020-04-03 13:00:00+00:00,17.03,17.03,21.45,24.5
2020-04-03 14:00:00+00:00,17.07,17.07,21.4,22.22
2020-04-03 15:00:00+00:00,19.98,19.98,25.5,21.01
2020-04-03 16:00:00+00:00,25.57,23.0,28.05,23.0
2020-04-03 17:00:00+00:00,28.44,26.0,41.49,26.0
2020-04-03 18:00:00+00:00,33.54,28.22,44.0,28.5
2020-04-03 19:00:00+00:00,27.23,27.23,32.62,30.11
2020-04-03 20:00:00+00:00,29.15,29.15,29.15,29.15
2020-04-03 21:00:00+00:00,28.0,28.0,28.0,28.0
2020-04-03 22:00:00+00:00,25.1,25.1,25.1,25.1
2020-04-03 23:00:00+00:00,22.99,22.99,22.99,22.99
2020-04-04 00:00:00+00:00,21.1,21.1,21.1,21.1
2020-04-04 01:00:00+00:00,20.1,20.1,20.1,20.1
2020-04-04 02:00:00+00:00,19.8,19.8,19.8,19.8
2020-04-04 03:00:00+00:00,19.6,19.6,22.15,19.6
2020-04-04 04:00:00+00:00,21.79,21.79,24.12,20.3
2020-04-04 05:00:00+00:00,22.97,19.8,24.57,19.8
2020-04-04 06:00:00+00:00,21.97,19.31,21.97,19.31
2020-04-04 07:00:00+00:00,19.0,19.0,19.0,19.0
2020-04-04 08:00:00+00:00,14.98,14.98,14.98,14.98
2020-04-04 09:00:00+00:00,13.06,13.06,13.06,13.06
2020-04-04 10:00:00+00:00,14.28,14.28,12.79,14.28
2020-04-04 11:00:00+00:00,10.82,10.82,10.0,10.82
2020-04-04 12:00:00+00:00,10.0,10.0,10.0,10.0
2020-04-04 13:00:00+00:00,9.88,9.88,9.88,9.88
2020-04-04 14:00:00+00:00,15.74,9.33,9.88,9.0
2020-04-04 15:00:00+00:00,21.51,8.6,14.9,8.6
2020-04-04 16:00:00+00:00,26.84,19.39,22.72,10.9
2020-04-04 17:00:00+00:00,36.75,13.69,30.1,13.0
2020-04-04 18:00:00+00:00,32.67,18.78,30.5,18.78
2020-04-04 19:00:00+00:00,23.93,18.12,25.33,18.12
2020-04-04 20:00:00+00:00,21.54,17.24,24.17,17.24
2020-04-04 21:00:00+00:00,17.07,17.07,17.62,14.0
2020-04-04 22:00:00+00:00,17.99,17.99,25.0,8.51
2020-04-04 23:00:00+00:00,11.4,11.4,15.0,5.5
2020-04-05 00:00:00+00:00,9.82,9.82,10.1,5.26
2020-04-05 01:00:00+00:00,9.9,9.9,10.0,5.01
2020-04-05 02:00:00+00:00,8.17,8.17,10.0,5.0
2020-04-05 03:00:00+00:00,5.26,5.26,17.04,5.26
2020-04-05 04:00:00+00:00,5.53,5.53,19.0,5.5
2020-04-05 05:00:00+00:00,5.5,5.5,10.95,5.5
2020-04-05 06:00:00+00:00,8.05,8.05,10.0,5.74
2020-04-05 07:00:00+00:00,5.77,5.77,9.75,5.77
2020-04-05 08:00:00+00:00,4.55,4.63,8.0,4.63
2020-04-05 09:00:00+00:00,1.36,2.25,7.0,3.5
2020-04-05 10:00:00+00:00,-1.85,0.02,7.0,3.86
2020-04-05 11:00:00+00:00,-31.95,-0.02,3.0,5.5
2020-04-05 12:00:00+00:00,-50.26,-10.78,0.0,5.5
2020-04-05 13:00:00+00:00,-30.29,-21.06,2.0,3.0
2020-04-05 14:00:00+00:00,-4.95,-4.82,5.0,1.95
2020-04-05 15:00:00+00:00,4.48,4.48,12.32,4.48
2020-04-05 16:00:00+00:00,16.51,12.88,28.84,12.88
2020-04-05 17:00:00+00:00,19.9,15.1,45.0,15.1
2020-04-05 18:00:00+00:00,18.48,19.08,50.0,19.08
2020-04-05 19:00:00+00:00,10.39,17.43,46.39,22.65
2020-04-05 20:00:00+00:00,11.95,12.28,40.0,20.63
2020-04-05 21:00:00+00:00,8.65,10.0,29.0,16.13
2020-04-05 22:00:00+00:00,6.66,7.08,22.2,22.52
2020-04-05 23:00:00+00:00,4.28,4.59,21.38,18.0
2020-04-06 00:00:00+00:00,6.34,6.34,20.0,15.0
2020-04-06 01:00:00+00:00,3.7,3.7,20.0,15.0
2020-04-06 02:00:00+00:00,3.66,3.66,22.13,15.0
2020-04-06 03:00:00+00:00,5.09,4.98,24.74,19.8
2020-04-06 04:00:00+00:00,11.89,11.46,30.9,23.0
2020-04-06 05:00:00+00:00,21.81,12.54,34.99,25.51
2020-04-06 06:00:00+00:00,21.63,18.38,37.15,26.4
2020-04-06 07:00:00+00:00,18.73,18.73,31.02,27.1
2020-04-06 08:00:00+00:00,14.54,14.48,27.0,27.69
2020-04-06 09:00:00+00:00,11.19,11.19,25.81,28.6
2020-04-06 10:00:00+00:00,14.02,14.02,19.78,28.1
2020-04-06 11:00:00+00:00,10.55,10.55,17.05,28.7
2020-04-06 12:00:00+00:00,10.0,10.0,19.78,28.51
2020-04-06 13:00:00+00:00,11.83,11.83,24.0,27.1
2020-04-06 14:00:00+00:00,14.83,14.83,27.03,27.0
2020-04-06 15:00:00+00:00,21.68,12.37,30.79,27.0
2020-04-06 16:00:00+00:00,31.01,15.05,34.64,27.1
2020-04-06 17:00:00+00:00,43.33,15.82,45.07,27.02
2020-04-06 18:00:00+00:00,45.33,16.31,47.04,28.5
2020-04-06 19:00:00+00:00,30.86,18.55,42.83,30.19
2020-04-06 20:00:00+00:00,28.92,21.46,32.26,27.6
2020-04-06 21:00:00+00:00,24.17,24.17,29.29,25.51
2020-04-06 22:00:00+00:00,20.05,20.05,29.5,23.8
2020-04-06 23:00:00+00:00,19.97,19.09,28.15,23.8
2020-04-07 00:00:00+00:00,20.61,17.8,25.7,23.0
2020-04-07 01:00:00+00:00,20.48,15.92,25.31,20.3
2020-04-07 02:00:00+00:00,21.65,16.5,24.15,20.3
2020-04-07 03:00:00+00:00,23.86,14.63,26.7,20.54
2020-04-07 04:00:00+00:00,31.98,18.47,32.0,23.2
2020-04-07 05:00:00+00:00,34.91,20.17,35.9,24.19
2020-04-07 06:00:00+00:00,31.32,23.08,32.89,23.65
2020-04-07 07:00:00+00:00,23.66,23.66,29.5,24.19
2020-04-07 08:00:00+00:00,19.19,15.93,26.33,23.8
2020-04-07 09:00:00+00:00,18.05,15.15,25.0,23.19
2020-04-07 10:00:00+00:00,17.55,17.55,20.0,23.0
2020-04-07 11:00:00+00:00,13.52,13.52,19.0,20.3
2020-04-07 12:00:00+00:00,12.89,12.89,19.35,19.8
2020-04-07 13:00:00+00:00,15.48,12.31,23.81,19.59
2020-04-07 14:00:00+00:00,18.0,11.71,25.81,16.25
2020-04-07 15:00:00+00:00,22.66,13.35,30.87,18.5
2020-04-07 16:00:00+00:00,31.42,14.82,35.1,21.2
2020-04-07 17:00:00+00:00,40.1,16.32,46.59,23.19
2020-04-07 18:00:00+00:00,37.31,18.71,55.16,25.0
2020-04-07 19:00:00+00:00,27.4,13.06,45.07,28.51
2020-04-07 20:00:00+00:00,23.84,18.91,37.26,25.0
2020-04-07 21:00:00+00:00,19.05,19.05,32.96,24.61
2020-04-07 22:00:00+00:00,21.17,17.79,28.87,25.0
2020-04-07 23:00:00+00:00,20.53,18.12,25.0,23.0
2020-04-08 00:00:00+00:00,19.72,13.95,23.0,22.01
2020-04-08 01:00:00+00:00,19.87,13.84,23.0,20.53
2020-04-08 02:00:00+00:00,20.09,12.89,23.0,20.3
2020-04-08 03:00:00+00:00,23.15,12.52,26.47,21.18
2020-04-08 04:00:00+00:00,29.33,13.36,29.33,23.0
2020-04-08 05:00:00+00:00,29.7,15.02,31.14,23.01
2020-04-08 06:00:00+00:00,29.08,19.9,29.99,23.0
2020-04-08 07:00:00+00:00,25.91,15.18,28.87,24.19
2020-04-08 08:00:00+00:00,21.95,14.51,24.68,24.19
2020-04-08 09:00:00+00:00,21.69,12.1,21.69,23.0
2020-04-08 10:00:00+00:00,19.08,16.97,19.08,23.0
2020-04-08 11:00:00+00:00,17.92,15.09,17.17,23.0
2020-04-08 12:00:00+00:00,17.57,13.3,17.57,23.0
2020-04-08 13:00:00+00:00,19.54,12.55,19.54,22.51
2020-04-08 14:00:00+00:00,21.55,11.23,23.0,20.0
2020-04-08 15:00:00+00:00,25.9,10.69,27.28,22.52
2020-04-08 16:00:00+00:00,35.31,14.56,30.89,24.8
2020-04-08 17:00:00+00:00,49.12,17.11,42.2,25.65
2020-04-08 18:00:00+00:00,50.33,17.75,45.37,27.01
2020-04-08 19:00:00+00:00,39.03,16.18,36.76,30.0
2020-04-08 20:00:00+00:00,31.41,17.88,29.95,27.01
2020-04-08 21:00:00+00:00,27.34,21.71,27.34,25.9
2020-04-08 22:00:00+00:00,22.66,22.66,26.2,22.66
2020-04-08 23:00:00+00:00,21.3,21.3,21.31,21.3
2020-04-09 00:00:00+00:00,21.08,21.08,21.08,21.08
2020-04-09 01:00:00+00:00,20.9,20.9,20.9,20.9
2020-04-09 02:00:00+00:00,20.51,17.34,20.51,17.34
2020-04-09 03:00:00+00:00,22.68,15.59,22.92,15.59
2020-04-09 04:00:00+00:00,27.66,17.37,28.07,19.97
2020-04-09 05:00:00+00:00,29.7,19.44,31.68,21.02
2020-04-09 06:00:00+00:00,29.53,22.66,29.53,22.66
2020-04-09 07:00:00+00:00,25.21,20.08,27.4,23.0
2020-04-09 08:00:00+00:00,22.43,17.89,25.15,24.52
2020-04-09 09:00:00+00:00,21.26,16.65,21.55,23.66
2020-04-09 10:00:00+00:00,19.42,19.42,19.42,23.72
2020-04-09 11:00:00+00:00,17.4,15.15,15.15,24.8
2020-04-09 12:00:00+00:00,13.19,13.02,18.01,24.5
2020-04-09 13:00:00+00:00,16.41,12.39,18.77,21.78
2020-04-09 14:00:00+00:00,17.88,11.86,22.22,16.5
2020-04-09 15:00:00+00:00,23.18,12.32,25.33,21.02
2020-04-09 16:00:00+00:00,26.58,16.02,29.89,22.66
2020-04-09 17:00:00+00:00,30.92,16.96,39.57,23.0
2020-04-09 18:00:00+00:00,31.43,17.02,46.39,26.2
2020-04-09 19:00:00+00:00,30.0,12.49,33.86,27.99
2020-04-09 20:00:00+00:00,27.92,15.11,30.0,26.2
2020-04-09 21:00:00+00:00,25.0,18.98,25.15,23.52
2020-04-09 22:00:00+00:00,25.11,16.29,25.11,19.98
2020-04-09 23:00:00+00:00,25.02,13.23,20.22,17.1
2020-04-10 00:00:00+00:00,22.0,13.14,19.8,14.99
2020-04-10 01:00:00+00:00,24.59,10.67,19.18,14.81
2020-04-10 02:00:00+00:00,26.37,9.62,19.0,14.99
2020-04-10 03:00:00+00:00,26.86,9.25,21.64,15.0
2020-04-10 04:00:00+00:00,27.06,14.66,27.06,15.0
2020-04-10 05:00:00+00:00,28.57,15.54,28.57,15.54
2020-04-10 06:00:00+00:00,28.0,16.29,28.0,16.29
2020-04-10 07:00:00+00:00,24.58,17.53,25.0,17.53
2020-04-10 08:00:00+00:00,18.04,18.04,20.0,18.56
2020-04-10 09:00:00+00:00,17.06,17.06,17.06,23.0
2020-04-10 10:00:00+00:00,13.97,13.97,13.97,23.66
2020-04-10 11:00:00+00:00,10.55,10.55,10.55,24.0
2020-04-10 12:00:00+00:00,9.16,9.16,10.0,23.66
2020-04-10 13:00:00+00:00,10.03,10.03,13.4,17.3
2020-04-10 14:00:00+00:00,14.0,11.62,15.0,14.9
2020-04-10 15:00:00+00:00,24.54,12.27,23.11,14.99
2020-04-10 16:00:00+00:00,27.0,16.35,26.09,16.35
2020-04-10 17:00:00+00:00,31.43,18.1,30.09,18.1
2020-04-10 18:00:00+00:00,34.83,20.08,33.79,24.9
2020-04-10 19:00:00+00:00,31.57,16.21,29.39,27.69
2020-04-10 20:00:00+00:00,29.81,17.21,27.95,25.65
2020-04-10 21:00:00+00:00,25.18,21.31,25.18,23.72
2020-04-10 22:00:00+00:00,24.19,18.03,24.19,25.21
2020-04-10 23:00:00+00:00,21.84,12.46,23.0,22.52
2020-04-11 00:00:00+00:00,20.1,12.97,26.0,18.1
2020-04-11 01:00:00+00:00,21.11,10.87,23.63,18.1
2020-04-11 02:00:00+00:00,23.01,9.33,24.31,18.0
2020-04-11 03:00:00+00:00,24.72,10.25,25.19,18.01
2020-04-11 04:00:00+00:00,24.92,14.19,25.77,18.1
2020-04-11 05:00:00+00:00,25.16,13.71,25.16,21.02
2020-04-11 06:00:00+00:00,25.04,15.72,25.04,18.1
2020-04-11 07:00:00+00:00,20.82,18.16,20.82,22.0
2020-04-11 08:00:00+00:00,14.3,14.3,19.52,24.3
2020-04-11 09:00:00+00:00,11.59,11.59,15.0,24.5
2020-04-11 10:00:00+00:00,12.33,12.33,12.33,24.98
2020-04-11 11:00:00+00:00,8.6,8.6,9.9,26.0
2020-04-11 12:00:00+00:00,5.1,5.1,8.29,25.9
2020-04-11 13:00:00+00:00,7.28,7.28,10.0,20.31
2020-04-11 14:00:00+00:00,14.01,14.01,15.0,18.1
2020-04-11 15:00:00+00:00,20.0,12.42,20.0,17.99
2020-04-11 16:00:00+00:00,28.97,14.04,29.11,19.5
2020-04-11 17:00:00+00:00,35.11,17.05,35.0,21.11
2020-04-11 18:00:00+00:00,35.95,15.98,39.36,26.18
2020-04-11 19:00:00+00:00,29.66,13.11,34.78,29.0
2020-04-11 20:00:00+00:00,24.91,17.2,31.41,26.45
2020-04-11 21:00:00+00:00,21.82,21.82,28.32,25.1
2020-04-11 22:00:00+00:00,21.8,21.8,25.0,24.3
2020-04-11 23:00:00+00:00,19.01,19.01,22.94,19.01
2020-04-12 00:00:00+00:00,16.71,16.71,21.07,16.8
2020-04-12 01:00:00+00:00,14.38,14.38,19.89,16.0
2020-04-12 02:00:00+00:00,14.06,11.25,19.0,15.99
2020-04-12 03:00:00+00:00,15.02,15.02,19.87,16.0
2020-04-12 04:00:00+00:00,15.74,15.74,19.0,16.72
2020-04-12 05:00:00+00:00,16.0,16.0,16.0,16.72
2020-04-12 06:00:00+00:00,14.06,14.06,14.06,15.1
2020-04-12 07:00:00+00:00,9.99,9.99,9.99,15.1
2020-04-12 08:00:00+00:00,5.18,5.18,5.18,15.0
2020-04-12 09:00:00+00:00,4.93,4.93,4.93,15.0
2020-04-12 10:00:00+00:00,4.98,4.98,4.98,15.0
2020-04-12 11:00:00+00:00,1.84,1.84,0.1,16.8
2020-04-12 12:00:00+00:00,0.0,0.0,0.0,16.98
2020-04-12 13:00:00+00:00,0.17,0.17,0.17,14.59
2020-04-12 14:00:00+00:00,3.0,3.0,3.0,13.9
2020-04-12 15:00:00+00:00,4.14,4.14,6.99,13.5
2020-04-12 16:00:00+00:00,18.13,9.26,19.87,14.5
2020-04-12 17:00:00+00:00,25.17,16.98,28.0,16.98
2020-04-12 18:00:00+00:00,24.82,18.97,31.99,25.01
2020-04-12 19:00:00+00:00,21.97,21.81,29.09,28.03
2020-04-12 20:00:00+00:00,19.5,19.5,27.02,26.1
2020-04-12 21:00:00+00:00,8.2,8.2,25.0,24.5
2020-04-12 22:00:00+00:00,10.34,10.34,24.93,20.3
2020-04-12 23:00:00+00:00,0.07,0.07,19.87,17.0
2020-04-13 00:00:00+00:00,1.72,1.72,19.0,16.4
2020-04-13 01:00:00+00:00,0.77,0.77,19.0,16.01
2020-04-13 02:00:00+00:00,0.02,0.02,14.99,16.01
2020-04-13 03:00:00+00:00,-0.09,-0.09,19.87,16.5
2020-04-13 04:00:00+00:00,-2.35,-2.35,16.0,20.3
2020-04-13 05:00:00+00:00,-5.0,-5.0,12.0,23.0
2020-04-13 06:00:00+00:00,-5.91,-5.91,10.0,23.75
2020-04-13 07:00:00+00:00,-4.94,-4.6,10.0,25.0
2020-04-13 08:00:00+00:00,-5.09,-4.75,5.02,25.5
2020-04-13 09:00:00+00:00,-19.91,-0.02,3.49,26.03
2020-04-13 10:00:00+00:00,-55.62,0.01,0.51,25.5
2020-04-13 11:00:00+00:00,-70.1,-14.65,0.0,26.29
2020-04-13 12:00:00+00:00,-78.0,-25.09,0.0,24.96
2020-04-13 13:00:00+00:00,-78.15,-75.82,0.0,22.86
2020-04-13 14:00:00+00:00,-74.97,-66.47,3.0,18.99
2020-04-13 15:00:00+00:00,-39.94,-32.64,10.0,17.0
2020-04-13 16:00:00+00:00,-1.77,2.47,15.2,22.75
2020-04-13 17:00:00+00:00,11.21,13.13,26.22,23.51
2020-04-13 18:00:00+00:00,9.76,14.37,33.0,26.02
2020-04-13 19:00:00+00:00,6.45,10.04,28.27,29.51
2020-04-13 20:00:00+00:00,9.29,14.74,24.99,26.5
2020-04-13 21:00:00+00:00,9.02,13.59,19.87,24.5
2020-04-13 22:00:00+00:00,3.79,10.0,25.27,26.53
2020-04-13 23:00:00+00:00,4.4,8.23,19.33,25.71
2020-04-14 00:00:00+00:00,3.9,7.92,18.01,20.0
2020-04-14 01:00:00+00:00,3.96,6.76,17.59,18.6
2020-04-14 02:00:00+00:00,4.6,7.38,17.59,17.5
2020-04-14 03:00:00+00:00,15.88,8.96,18.9,18.0
2020-04-14 04:00:00+00:00,25.24,14.01,25.24,25.0
2020-04-14 05:00:00+00:00,32.74,18.76,28.5,18.76
2020-04-14 06:00:00+00:00,31.14,21.13,31.7,21.13
2020-04-14 07:00:00+00:00,23.68,17.45,31.5,24.5
2020-04-14 08:00:00+00:00,21.86,12.1,28.08,25.01
2020-04-14 09:00:00+00:00,19.73,11.76,27.44,25.5
2020-04-14 10:00:00+00:00,17.13,17.13,26.15,25.2
2020-04-14 11:00:00+00:00,16.12,11.6,24.0,25.25
2020-04-14 12:00:00+00:00,13.54,13.54,24.0,24.5
2020-04-14 13:00:00+00:00,15.03,0.0,26.1,17.5
2020-04-14 14:00:00+00:00,19.1,0.02,26.1,16.0
2020-04-14 15:00:00+00:00,23.15,3.72,26.4,16.0
2020-04-14 16:00:00+00:00,26.82,10.76,26.23,17.61
2020-04-14 17:00:00+00:00,33.38,17.82,31.5,22.51
2020-04-14 18:00:00+00:00,39.91,14.08,37.6,24.59
2020-04-14 19:00:00+00:00,31.45,14.45,28.99,26.9
2020-04-14 20:00:00+00:00,26.77,19.88,25.92,23.85
2020-04-14 21:00:00+00:00,24.28,20.69,21.3,20.69
2020-04-14 22:00:00+00:00,19.87,19.87,19.87,19.87
2020-04-14 23:00:00+00:00,17.08,17.08,17.08,17.08
2020-04-15 00:00:00+00:00,17.0,16.01,16.01,16.01
2020-04-15 01:00:00+00:00,16.37,14.89,14.89,14.89
2020-04-15 02:00:00+00:00,16.57,11.94,11.94,14.0
2020-04-15 03:00:00+00:00,19.1,12.61,15.0,14.0
2020-04-15 04:00:00+00:00,25.15,14.24,20.34,14.24
2020-04-15 05:00:00+00:00,26.09,15.34,26.0,15.34
2020-04-15 06:00:00+00:00,24.99,16.9,21.0,16.9
2020-04-15 07:00:00+00:00,21.2,16.7,17.0,16.7
2020-04-15 08:00:00+00:00,14.29,14.29,14.29,19.01
2020-04-15 09:00:00+00:00,14.16,14.16,14.16,17.99
2020-04-15 10:00:00+00:00,8.07,12.26,12.26,15.67
2020-04-15 11:00:00+00:00,8.0,8.0,8.0,15.67
2020-04-15 12:00:00+00:00,4.46,6.36,8.0,15.34
2020-04-15 13:00:00+00:00,8.05,8.05,9.85,12.98
2020-04-15 14:00:00+00:00,12.13,12.13,12.13,12.13
2020-04-15 15:00:00+00:00,21.85,12.19,20.0,12.9
2020-04-15 16:00:00+00:00,27.34,14.47,27.0,15.0
2020-04-15 17:00:00+00:00,37.84,17.01,33.0,17.01
2020-04-15 18:00:00+00:00,41.91,18.01,40.0,21.25
2020-04-15 19:00:00+00:00,31.34,16.93,31.86,25.5
2020-04-15 20:00:00+00:00,26.25,19.74,26.76,21.0
2020-04-15 21:00:00+00:00,24.99,18.27,24.99,18.27
2020-04-15 22:00:00+00:00,20.81,14.06,20.81,14.06
2020-04-15 23:00:00+00:00,20.61,12.07,20.0,12.07
2020-04-16 00:00:00+00:00,21.02,10.66,18.94,10.66
2020-04-16 01:00:00+00:00,21.1,9.2,18.0,9.2
2020-04-16 02:00:00+00:00,21.1,7.96,17.7,7.96
2020-04-16 03:00:00+00:00,23.73,8.89,18.96,8.89
2020-04-16 04:00:00+00:00,26.96,10.2,24.97,10.2
2020-04-16 05:00:00+00:00,35.01,11.86,26.36,11.86
2020-04-16 06:00:00+00:00,30.98,14.23,25.8,14.23
2020-04-16 07:00:00+00:00,25.0,14.27,25.0,14.27
2020-04-16 08:00:00+00:00,21.5,11.77,21.5,11.77
2020-04-16 09:00:00+00:00,19.49,12.98,19.49,12.98
2020-04-16 10:00:00+00:00,16.23,15.1,16.0,15.1
2020-04-16 11:00:00+00:00,15.29,12.0,12.0,12.0
2020-04-16 12:00:00+00:00,15.1,12.0,15.1,12.0
2020-04-16 13:00:00+00:00,16.29,11.73,18.0,11.73
2020-04-16 14:00:00+00:00,19.32,11.39,20.0,11.39
2020-04-16 15:00:00+00:00,24.99,10.0,24.99,10.0
2020-04-16 16:00:00+00:00,29.34,13.0,25.7,13.0
2020-04-16 17:00:00+00:00,46.39,14.4,31.19,14.4
2020-04-16 18:00:00+00:00,53.25,14.73,37.42,15.0
2020-04-16 19:00:00+00:00,33.37,16.56,30.47,19.5
2020-04-16 20:00:00+00:00,27.01,17.34,25.98,17.34
2020-04-16 21:00:00+00:00,23.71,16.0,23.71,16.0
2020-04-16 22:00:00+00:00,22.08,15.22,26.9,15.22
2020-04-16 23:00:00+00:00,21.58,13.4,25.84,13.4
2020-04-17 00:00:00+00:00,21.06,12.39,26.9,12.39
2020-04-17 01:00:00+00:00,21.99,10.22,26.9,10.22
2020-04-17 02:00:00+00:00,22.44,9.55,26.85,9.55
2020-04-17 03:00:00+00:00,24.41,10.18,27.1,10.18
2020-04-17 04:00:00+00:00,32.93,11.84,31.95,11.84
2020-04-17 05:00:00+00:00,47.84,12.0,38.0,12.0
2020-04-17 06:00:00+00:00,44.81,12.17,38.0,12.17
2020-04-17 07:00:00+00:00,26.41,15.0,33.57,15.0
2020-04-17 08:00:00+00:00,24.9,14.91,29.85,14.91
2020-04-17 09:00:00+00:00,23.87,15.48,26.6,15.48
2020-04-17 10:00:00+00:00,20.44,16.05,25.77,16.05
2020-04-17 11:00:00+00:00,18.07,15.61,25.2,15.61
2020-04-17 12:00:00+00:00,18.54,14.0,25.0,14.0
2020-04-17 13:00:00+00:00,21.87,11.93,25.28,11.93
2020-04-17 14:00:00+00:00,21.75,11.51,25.71,11.51
2020-04-17 15:00:00+00:00,25.15,11.81,27.1,11.81
2020-04-17 16:00:00+00:00,36.76,13.93,29.85,13.93
2020-04-17 17:00:00+00:00,48.75,15.55,37.79,15.55
2020-04-17 18:00:00+00:00,42.77,14.82,38.85,19.31
2020-04-17 19:00:00+00:00,32.38,17.71,30.67,24.67
2020-04-17 20:00:00+00:00,24.92,21.47,26.21,21.47
