,iso3,ICEDEU3,CO1COMDTY,GASEUEQUITY,WK2COMBCOMDTY,agg_genGAS,agg_genCOALGAS,agg_genSUN,agg_genOIL,agg_genNUC,agg_genBIO,agg_genWINDOFFSHORE,agg_genWINDONSHORE,agg_genHYDROSTORAGE,agg_genHYDRORIVER,mean_ELECTRICITYPRICES,max_ELECTRICITYPRICES,CCI,EPU,WIP
2019-07-12,DE,28.76,59.21193,22.65,5.03417,8787.0,447.0,17400.0,500.0,8918.0,4461.0,1332.0,6512.0,4756.0,1955.0,45.3525,58.4,,229.7369384765625,133.3779286704152
2019-07-12,FR,28.76,59.21193,22.65,5.03417,4654.0,13.0,5738.0,143.0,41874.0,312.0,0.0,4988.0,2061.0,4477.0,41.02791666666666,53.74,,246.24191284179688,133.3779286704152
2019-07-12,IT,28.76,59.21193,22.65,5.03417,9517.0,0.0,3859.0,0.0,6994.0,200.0,0.0,12.0,776.0,6026.0,54.61666666666667,62.09,,88.91676330566406,133.3779286704152
2019-07-12,ES,28.76,59.21193,22.65,5.03417,15562.0,0.0,3669.0,280.0,6994.0,413.0,0.0,5075.0,776.0,995.0,,,,435.4997253417969,133.3779286704152
2019-07-12,UK,28.76,59.21193,22.65,5.03417,15562.0,0.0,3669.0,280.0,6994.0,413.0,0.0,5075.0,776.0,995.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-12,EU,28.76,59.21193,22.65,5.03417,15562.0,0.0,3669.0,280.0,6994.0,413.0,0.0,5075.0,776.0,995.0,,,,114.53092193603516,133.3779286704152
2019-07-12,OECD,28.76,59.21193,22.65,5.03417,15562.0,0.0,3669.0,280.0,6994.0,413.0,0.0,5075.0,776.0,995.0,,,100.169,,133.3779286704152
2019-07-13,DE,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,36.88791666666666,41.2,100.0284,229.7369384765625,133.3779286704152
2019-07-13,FR,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,36.08375,41.2,100.9621,246.24191284179688,133.3779286704152
2019-07-13,IT,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,44.206250000000004,51.0,,88.91676330566406,133.3779286704152
2019-07-13,ES,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,,,,435.4997253417969,133.3779286704152
2019-07-13,UK,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-13,EU,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,,,,114.53092193603516,133.3779286704152
2019-07-13,OECD,,,,,12281.0,0.0,5137.0,246.0,6958.0,408.0,0.0,7461.0,598.0,774.0,,,100.169,,133.3779286704152
2019-07-14,DE,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,35.76,43.72,100.0284,229.7369384765625,133.3779286704152
2019-07-14,FR,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,32.955416666666665,43.72,100.9621,246.24191284179688,133.3779286704152
2019-07-14,IT,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,39.26166666666666,45.0,,88.91676330566406,133.3779286704152
2019-07-14,ES,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,,,,435.4997253417969,133.3779286704152
2019-07-14,UK,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-14,EU,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,,,,114.53092193603516,133.3779286704152
2019-07-14,OECD,,,,,10780.0,0.0,5948.0,192.0,6974.0,399.0,0.0,7087.0,572.0,767.0,,,100.169,,133.3779286704152
2019-07-15,DE,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,41.50208333333333,50.06,100.0284,229.7369384765625,133.3779286704152
2019-07-15,FR,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,39.7825,50.06,100.9621,246.24191284179688,133.3779286704152
2019-07-15,IT,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,51.6475,61.09,,88.91676330566406,133.3779286704152
2019-07-15,ES,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,,,,435.4997253417969,133.3779286704152
2019-07-15,UK,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-15,EU,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,,,,114.53092193603516,133.3779286704152
2019-07-15,OECD,29.02,59.0461,22.93,4.93605,13217.0,0.0,6095.0,271.0,6998.0,383.0,0.0,5980.0,691.0,950.0,,,100.169,,133.3779286704152
2019-07-16,DE,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,43.13291666666667,52.64,100.0284,229.7369384765625,133.3779286704152
2019-07-16,FR,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,43.13291666666667,52.64,100.9621,246.24191284179688,133.3779286704152
2019-07-16,IT,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,46.234166666666674,52.64,,88.91676330566406,133.3779286704152
2019-07-16,ES,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,,,,435.4997253417969,133.3779286704152
2019-07-16,UK,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-16,EU,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,,,,114.53092193603516,133.3779286704152
2019-07-16,OECD,28.44,57.38875,22.58,4.9942,13232.0,0.0,6022.0,279.0,6984.0,400.0,0.0,6132.0,635.0,962.0,,,100.169,,133.3779286704152
2019-07-17,DE,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,45.907916666666665,55.03,100.0284,229.7369384765625,133.3779286704152
2019-07-17,FR,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,45.24583333333334,54.01,100.9621,246.24191284179688,133.3779286704152
2019-07-17,IT,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,48.068333333333335,58.86,,88.91676330566406,133.3779286704152
2019-07-17,ES,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,,,,435.4997253417969,133.3779286704152
2019-07-17,UK,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-17,EU,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,,,,114.53092193603516,133.3779286704152
2019-07-17,OECD,28.43,56.71269,22.84,4.98441,13793.0,0.0,5400.0,282.0,6981.0,391.0,0.0,5967.0,766.0,1000.0,,,100.169,,133.3779286704152
2019-07-18,DE,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,43.744166666666665,54.79,100.0284,229.7369384765625,133.3779286704152
2019-07-18,FR,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,40.692083333333336,48.96,100.9621,246.24191284179688,133.3779286704152
2019-07-18,IT,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,50.97416666666667,56.57,,88.91676330566406,133.3779286704152
2019-07-18,ES,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,,,,435.4997253417969,133.3779286704152
2019-07-18,UK,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-18,EU,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,,,,114.53092193603516,133.3779286704152
2019-07-18,OECD,27.74,55.17641,22.62,4.8913,14932.0,0.0,6176.0,269.0,6973.0,394.0,0.0,4732.0,614.0,876.0,,,100.169,,133.3779286704152
2019-07-19,DE,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,44.99,57.0,100.0284,229.7369384765625,133.3779286704152
2019-07-19,FR,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,42.656666666666666,50.6,100.9621,246.24191284179688,133.3779286704152
2019-07-19,IT,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,55.848749999999995,63.35,,88.91676330566406,133.3779286704152
2019-07-19,ES,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,,,,435.4997253417969,133.3779286704152
2019-07-19,UK,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-19,EU,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,,,,114.53092193603516,133.3779286704152
2019-07-19,OECD,28.85,55.63274,22.6,4.9626,14467.0,0.0,6086.0,272.0,6959.0,408.0,0.0,5828.0,612.0,899.0,,,100.169,,133.3779286704152
2019-07-20,DE,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,34.56875,39.2,100.0284,229.7369384765625,133.3779286704152
2019-07-20,FR,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,32.627500000000005,39.2,100.9621,246.24191284179688,133.3779286704152
2019-07-20,IT,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,43.91375,56.32,,88.91676330566406,133.3779286704152
2019-07-20,ES,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,,,,435.4997253417969,133.3779286704152
2019-07-20,UK,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-20,EU,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,,,,114.53092193603516,133.3779286704152
2019-07-20,OECD,,,,,13383.0,0.0,5828.0,237.0,6953.0,382.0,0.0,6772.0,764.0,803.0,,,100.169,,133.3779286704152
2019-07-21,DE,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,31.764166666666668,46.62,100.0284,229.7369384765625,133.3779286704152
2019-07-21,FR,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,32.52125,46.62,100.9621,246.24191284179688,133.3779286704152
2019-07-21,IT,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,44.815416666666664,63.2,,88.91676330566406,133.3779286704152
2019-07-21,ES,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,,,,435.4997253417969,133.3779286704152
2019-07-21,UK,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-21,EU,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,,,,114.53092193603516,133.3779286704152
2019-07-21,OECD,,,,,11423.0,0.0,5778.0,197.0,6936.0,376.0,0.0,7287.0,264.0,733.0,,,100.169,,133.3779286704152
2019-07-22,DE,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,42.77333333333333,53.94,100.0284,229.7369384765625,133.3779286704152
2019-07-22,FR,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,41.95125,53.94,100.9621,246.24191284179688,133.3779286704152
2019-07-22,IT,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,55.126666666666665,64.61,,88.91676330566406,133.3779286704152
2019-07-22,ES,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,,,,435.4997253417969,133.3779286704152
2019-07-22,UK,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-22,EU,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,,,,114.53092193603516,133.3779286704152
2019-07-22,OECD,28.95,56.39151,22.6,4.88055,14595.0,0.0,5952.0,277.0,6944.0,364.0,0.0,7752.0,1012.0,872.0,,,100.169,,133.3779286704152
2019-07-23,DE,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,46.839166666666664,63.41,100.0284,229.7369384765625,133.3779286704152
2019-07-23,FR,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,46.30416666666667,59.52,100.9621,246.24191284179688,133.3779286704152
2019-07-23,IT,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,52.86375,62.98,,88.91676330566406,133.3779286704152
2019-07-23,ES,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,,,,435.4997253417969,133.3779286704152
2019-07-23,UK,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-23,EU,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,,,,114.53092193603516,133.3779286704152
2019-07-23,OECD,29.77,57.2415,22.89,4.90763,16088.0,0.0,5894.0,282.0,6971.0,315.0,0.0,6296.0,1466.0,929.0,,,100.169,,133.3779286704152
2019-07-24,DE,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,50.88125,74.06,100.0284,229.7369384765625,133.3779286704152
2019-07-24,FR,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,53.17041666666666,74.06,100.9621,246.24191284179688,133.3779286704152
2019-07-24,IT,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,59.163333333333334,74.06,,88.91676330566406,133.3779286704152
2019-07-24,ES,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,,,,435.4997253417969,133.3779286704152
2019-07-24,UK,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-24,EU,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,,,,114.53092193603516,133.3779286704152
2019-07-24,OECD,29.15,56.6891,23.11,4.96635,16086.0,0.0,6012.0,284.0,6960.0,318.0,0.0,6404.0,1628.0,904.0,,,100.169,,133.3779286704152
2019-07-25,DE,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,49.75791666666667,69.58,100.0284,229.7369384765625,133.3779286704152
2019-07-25,FR,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,49.78791666666667,69.58,100.9621,246.24191284179688,133.3779286704152
2019-07-25,IT,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,61.21083333333333,73.0,,88.91676330566406,133.3779286704152
2019-07-25,ES,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,,,,435.4997253417969,133.3779286704152
2019-07-25,UK,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-25,EU,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,,,,114.53092193603516,133.3779286704152
2019-07-25,OECD,28.98,56.93372,23.19,4.96003,15440.0,0.0,6000.0,269.0,6921.0,353.0,0.0,6334.0,1132.0,874.0,,,100.169,,133.3779286704152
2019-07-26,DE,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,44.51166666666666,55.89,100.0284,229.7369384765625,133.3779286704152
2019-07-26,FR,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,46.80125,56.07,100.9621,246.24191284179688,133.3779286704152
2019-07-26,IT,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,61.338750000000005,70.93,,88.91676330566406,133.3779286704152
2019-07-26,ES,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,,,,435.4997253417969,133.3779286704152
2019-07-26,UK,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-26,EU,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,,,,114.53092193603516,133.3779286704152
2019-07-26,OECD,28.25,57.05808,23.03,4.92717,16025.0,0.0,5549.0,266.0,6949.0,358.0,0.0,6760.0,1626.0,954.0,,,100.169,,133.3779286704152
2019-07-27,DE,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,35.51416666666667,39.43,100.0284,229.7369384765625,133.3779286704152
2019-07-27,FR,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,35.61,39.43,100.9621,246.24191284179688,133.3779286704152
2019-07-27,IT,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,47.88166666666667,56.57,,88.91676330566406,133.3779286704152
2019-07-27,ES,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,,,,435.4997253417969,133.3779286704152
2019-07-27,UK,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-27,EU,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,,,,114.53092193603516,133.3779286704152
2019-07-27,OECD,,,,,10815.0,0.0,4044.0,234.0,6980.0,367.0,0.0,10920.0,288.0,750.0,,,100.169,,133.3779286704152
2019-07-28,DE,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,32.45333333333333,41.46,100.0284,229.7369384765625,133.3779286704152
2019-07-28,FR,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,32.00625,41.46,100.9621,246.24191284179688,133.3779286704152
2019-07-28,IT,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,36.40708333333333,45.0,,88.91676330566406,133.3779286704152
2019-07-28,ES,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,,,,435.4997253417969,133.3779286704152
2019-07-28,UK,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-28,EU,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,,,,114.53092193603516,133.3779286704152
2019-07-28,OECD,,,,,11368.0,0.0,6046.0,197.0,6993.0,369.0,0.0,6170.0,500.0,839.0,,,100.169,,133.3779286704152
2019-07-29,DE,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,45.80791666666667,60.74,100.0284,229.7369384765625,133.3779286704152
2019-07-29,FR,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,39.932916666666664,49.38,100.9621,246.24191284179688,133.3779286704152
2019-07-29,IT,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,48.367916666666666,60.25,,88.91676330566406,133.3779286704152
2019-07-29,ES,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,,,,435.4997253417969,133.3779286704152
2019-07-29,UK,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-29,EU,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,,,,114.53092193603516,133.3779286704152
2019-07-29,OECD,28.38,57.19031,23.05,4.94165,13619.0,0.0,6323.0,281.0,7003.0,360.0,0.0,6825.0,967.0,822.0,,,100.169,,133.3779286704152
2019-07-30,DE,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,44.46083333333333,56.16,100.0284,229.7369384765625,133.3779286704152
2019-07-30,FR,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,31.819999999999997,43.66,100.9621,246.24191284179688,133.3779286704152
2019-07-30,IT,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,48.963750000000005,61.73,,88.91676330566406,133.3779286704152
2019-07-30,ES,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,,,,435.4997253417969,133.3779286704152
2019-07-30,UK,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-30,EU,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,,,,114.53092193603516,133.3779286704152
2019-07-30,OECD,27.87,58.03443,22.72,4.90719,13493.0,0.0,6309.0,271.0,7000.0,361.0,0.0,6464.0,878.0,867.0,,,100.169,,133.3779286704152
2019-07-31,DE,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,48.48791666666667,69.95,100.0284,229.7369384765625,133.3779286704152
2019-07-31,FR,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,32.657916666666665,44.07,100.9621,246.24191284179688,133.3779286704152
2019-07-31,IT,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,53.95041666666666,63.61,,88.91676330566406,133.3779286704152
2019-07-31,ES,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,,,,435.4997253417969,133.3779286704152
2019-07-31,UK,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,,,101.1048,269.49664306640625,133.3779286704152
2019-07-31,EU,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,,,,114.53092193603516,133.3779286704152
2019-07-31,OECD,27.95,58.56398,22.85,4.87509,13909.0,0.0,5529.0,276.0,6993.0,375.0,0.0,7003.0,1658.0,778.0,,,100.169,,133.3779286704152
2019-08-01,DE,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,44.779583333333335,68.07,99.8186,277.0424499511719,133.33836965445238
2019-08-01,FR,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,42.11541666666667,51.53,100.9128,314.2581481933594,133.33836965445238
2019-08-01,IT,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,49.42875,64.0,,112.59803009033205,133.33836965445238
2019-08-01,ES,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,,,,505.4777221679688,133.33836965445238
2019-08-01,UK,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,,,101.0698,287.8340148925781,133.33836965445238
2019-08-01,EU,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,,,,161.16558837890625,133.33836965445238
2019-08-01,OECD,29.42,54.66209,23.04,4.79761,16202.0,0.0,5883.0,259.0,6971.0,388.0,0.0,5683.0,1127.0,927.0,,,100.4001,,133.33836965445238
2019-08-02,DE,29.23,55.68652,23.34,4.85424,15578.0,0.0,6298.0,257.0,6981.0,392.0,0.0,3784.0,674.0,792.0,43.574999999999996,50.47,99.8186,277.0424499511719,133.33836965445238
