,DE_LU_SUN,FR_SUN,IT_NORD_SUN,ES_SUN
2020-05-24,718203.0,61072.0,31889.0,89033.0
2020-05-25,619810.0,62077.0,33140.0,73077.0
2020-05-26,910087.0,63479.0,32050.0,85253.0
2020-05-27,1023882.0,62558.0,32922.0,92162.0
2020-05-28,969180.0,63166.0,27284.0,93156.0
2020-05-29,981881.0,61209.0,24081.0,95282.0
2020-05-30,888464.0,60926.0,26856.0,89057.0
2020-05-31,949832.0,60267.0,26606.0,54190.0
2020-06-01,1161718.0,50933.0,33395.0,67691.0
2020-06-02,1106831.0,57489.0,29880.0,67629.0
2020-06-03,934209.0,44687.0,30866.0,79634.0
2020-06-04,409702.0,31443.0,6783.0,46702.0
2020-06-05,568394.0,34100.0,29797.0,88200.0
2020-06-06,654767.0,42192.0,30903.0,87518.0
2020-06-07,528700.0,42823.0,20807.0,66322.0
2020-06-08,726556.0,46973.0,13642.0,78235.0
2020-06-09,517377.0,41381.0,23247.0,86131.0
2020-06-10,461679.0,40252.0,22229.0,84392.0
2020-06-11,507739.0,32124.0,21123.0,75305.0
2020-06-12,999148.0,37269.0,30081.0,62699.0
2020-06-13,888788.0,38166.0,28393.0,83247.0
2020-06-14,352713.0,49949.0,27510.0,91185.0
2020-06-15,550310.0,47229.0,19119.0,94073.0
2020-06-16,654731.0,40664.0,25124.0,77897.0
2020-06-17,755340.0,42984.0,21914.0,89594.0
2020-06-18,687751.0,43520.0,31665.0,90747.0
2020-06-19,613083.0,50318.0,29627.0,95187.0
2020-06-20,681339.0,55296.0,33757.0,100556.0
2020-06-21,905414.0,52023.0,31098.0,102140.0
2020-06-22,904390.0,60527.0,32276.0,101458.0
2020-06-23,1118041.0,63680.0,31743.0,93555.0
2020-06-24,1077999.0,62571.0,32336.0,73522.0
2020-06-25,930697.0,58340.0,28038.0,88875.0
2020-06-26,1002062.0,46727.0,30690.0,84443.0
2020-06-27,910257.0,48346.0,30428.0,95452.0
2020-06-28,660624.0,39868.0,33073.0,98238.0
2020-06-29,767659.0,48853.0,31833.0,98013.0
2020-06-30,837292.0,34199.0,28228.0,91942.0
2020-07-01,816048.0,40518.0,27104.0,96663.0
2020-07-02,715688.0,37510.0,28295.0,98935.0
2020-07-03,818591.0,51619.0,25229.0,99658.0
2020-07-04,836141.0,56342.0,31605.0,102196.0
2020-07-05,675414.0,53238.0,32742.0,99459.0
2020-07-06,822886.0,57955.0,31450.0,97175.0
2020-07-07,891379.0,63521.0,31184.0,89969.0
2020-07-08,586740.0,60546.0,32981.0,66705.0
2020-07-09,668000.0,60494.0,32662.0,83862.0
2020-07-10,682284.0,45125.0,31262.0,93028.0
2020-07-11,775272.0,61683.0,24741.0,89198.0
2020-07-12,970500.0,59949.0,33971.0,72966.0
2020-07-13,1082684.0,61363.0,31232.0,91771.0
2020-07-14,855524.0,51843.0,29310.0,77126.0
2020-07-15,508118.0,36931.0,28123.0,91350.0
2020-07-16,431818.0,36302.0,30130.0,94709.0
2020-07-17,720570.0,47036.0,23652.0,91840.0
2020-07-18,864841.0,61030.0,31241.0,94415.0
2020-07-19,907579.0,62186.0,31924.0,90624.0
2020-07-20,861266.0,59628.0,30926.0,84298.0
2020-07-21,951511.0,58449.0,30514.0,60764.0
2020-07-22,968274.0,51478.0,28086.0,82313.0
2020-07-23,955748.0,52499.0,31427.0,92118.0
2020-07-24,732084.0,57981.0,16448.0,91449.0
2020-07-25,742257.0,52779.0,33593.0,94405.0
2020-07-26,663974.0,50185.0,30575.0,93747.0
2020-07-27,800267.0,59308.0,31026.0,86177.0
2020-07-28,792814.0,43078.0,30088.0,88583.0
2020-07-29,953016.0,60396.0,29949.0,89837.0
2020-07-30,1038237.0,59927.0,28964.0,78589.0
2020-07-31,1047771.0,56022.0,29132.0,78652.0
2020-08-01,853889.0,47698.0,31560.0,76065.0
2020-08-02,468052.0,45140.0,28860.0,85897.0
2020-08-03,554533.0,46383.0,10627.0,82382.0
2020-08-04,618624.0,59576.0,20154.0,86364.0
2020-08-05,1005970.0,62174.0,30949.0,92193.0
2020-08-06,1041018.0,61277.0,32098.0,89332.0
2020-08-07,1003162.0,58990.0,31881.0,86312.0
2020-08-08,965454.0,57270.0,33139.0,69399.0
2020-08-09,856243.0,51232.0,32818.0,78765.0
2020-08-10,811920.0,47340.0,31417.0,60661.0
2020-08-11,869198.0,50974.0,31203.0,50065.0
2020-08-12,900614.0,40969.0,30662.0,75139.0
2020-08-13,595020.0,36632.0,29495.0,91033.0
2020-08-14,569437.0,48681.0,29967.0,91235.0
2020-08-15,652526.0,51991.0,32491.0,95763.0
2020-08-16,879771.0,42547.0,28549.0,97254.0
2020-08-17,602942.0,39799.0,24473.0,86066.0
2020-08-18,671124.0,44692.0,26783.0,75573.0
2020-08-19,860034.0,48927.0,30745.0,92208.0
2020-08-20,778761.0,50968.0,30963.0,86376.0
2020-08-21,757318.0,42244.0,31154.0,83438.0
2020-08-22,490601.0,43895.0,30992.0,92547.0
2020-08-23,639037.0,45681.0,25792.0,90599.0
2020-08-24,590471.0,49754.0,25869.0,88246.0
2020-08-25,651223.0,47921.0,30547.0,90304.0
2020-08-26,560723.0,45397.0,27052.0,90082.0
2020-08-27,637504.0,49370.0,25560.0,85547.0
2020-08-28,526727.0,28130.0,24029.0,77977.0
2020-08-29,493777.0,29616.0,17224.0,83098.0
2020-08-30,361376.0,37901.0,23883.0,83826.0
2020-08-31,487123.0,44827.0,12912.0,88285.0
2020-09-01,526784.0,48217.0,29983.0,50445.0
2020-09-02,693044.0,52889.0,23524.0,82942.0
2020-09-03,634989.0,51340.0,28590.0,87419.0
2020-09-04,626111.0,52157.0,28888.0,87287.0
2020-09-05,494804.0,45541.0,28626.0,86383.0
2020-09-06,597946.0,39831.0,24864.0,82127.0
2020-09-07,730297.0,49811.0,19222.0,77096.0
2020-09-08,706245.0,50071.0,26259.0,77873.0
2020-09-09,698497.0,39263.0,27483.0,77200.0
2020-09-10,657420.0,37468.0,23270.0,81887.0
2020-09-11,738735.0,45269.0,20829.0,70693.0
2020-09-12,748701.0,50005.0,27257.0,69917.0
2020-09-13,787002.0,50598.0,26538.0,56902.0
2020-09-14,812539.0,48998.0,25782.0,52211.0
2020-09-15,787329.0,42071.0,26032.0,66091.0
2020-09-16,648645.0,45157.0,24944.0,48706.0
2020-09-17,689642.0,47315.0,25014.0,27802.0
2020-09-18,820623.0,32284.0,25113.0,25506.0
2020-09-19,775360.0,28848.0,20053.0,47709.0
2020-09-20,792168.0,29769.0,16678.0,50700.0
2020-09-21,768275.0,29819.0,18847.0,61049.0
2020-09-22,710373.0,25177.0,10827.0,62859.0
2020-09-23,482381.0,34751.0,19806.0,45672.0
2020-09-24,530689.0,23920.0,16943.0,32128.0
2020-09-25,260463.0,28596.0,20194.0,69737.0
2020-09-26,146599.0,26759.0,24372.0,72342.0
2020-09-27,387423.0,23421.0,15677.0,73582.0
2020-09-28,447044.0,29793.0,20714.0,76329.0
2020-09-29,355863.0,29414.0,24902.0,76033.0
2020-09-30,463126.0,38485.0,23184.0,51737.0
2020-10-01,472669.0,21871.0,12227.0,59287.0
2020-10-02,405825.0,13789.0,4775.0,21906.0
2020-10-03,321099.0,19348.0,12802.0,67839.0
2020-10-04,514443.0,22691.0,18388.0,49367.0
2020-10-05,304287.0,24955.0,19719.0,67179.0
2020-10-06,261404.0,14643.0,16952.0,68285.0
2020-10-07,295014.0,28085.0,21382.0,70321.0
2020-10-08,302877.0,29886.0,24814.0,62362.0
2020-10-09,312711.0,25732.0,17176.0,50786.0
2020-10-10,286779.0,31456.0,19917.0,61227.0
2020-10-11,351200.0,27673.0,5468.0,65679.0
2020-10-12,296170.0,31341.0,14789.0,73602.0
2020-10-13,357653.0,23055.0,24531.0,67353.0
2020-10-14,177298.0,25894.0,13214.0,65411.0
2020-10-15,135631.0,25868.0,5380.0,67279.0
2020-10-16,182277.0,25053.0,13773.0,70076.0
2020-10-17,222276.0,32587.0,23241.0,63538.0
2020-10-18,283481.0,38167.0,18193.0,58998.0
2020-10-19,323146.0,32216.0,16193.0,46077.0
2020-10-20,295344.0,12986.0,13085.0,13798.0
2020-10-21,228970.0,23253.0,14103.0,30961.0
2020-10-22,343957.0,14577.0,11545.0,16894.0
2020-10-23,169360.0,15936.0,2141.0,42458.0
2020-10-24,301040.0,25965.0,5550.0,51356.0
2020-10-25,327210.0,13569.0,12274.0,28647.0
2020-10-26,99545.0,22489.0,7049.0,50366.0
2020-10-27,251216.0,19870.0,16904.0,48623.0
2020-10-28,242451.0,19310.0,17245.0,41548.0
2020-10-29,209644.0,21660.0,15427.0,56984.0
2020-10-30,87881.0,30114.0,15618.0,55791.0
2020-10-31,288414.0,30041.0,9749.0,54840.0
2020-11-01,114979.0,18239.0,5784.0,47718.0
2020-11-02,192520.0,19603.0,5230.0,45162.0
2020-11-03,221298.0,13686.0,2747.0,27042.0
2020-11-04,266280.0,25774.0,3954.0,13273.0
2020-11-05,363407.0,31014.0,9847.0,11622.0
2020-11-06,312586.0,25273.0,13538.0,15952.0
2020-11-07,376589.0,12738.0,13951.0,30212.0
2020-11-08,314783.0,21047.0,11014.0,34966.0
2020-11-09,223217.0,21254.0,13133.0,32329.0
2020-11-10,135756.0,19275.0,8494.0,42480.0
2020-11-11,91180.0,24379.0,9412.0,38406.0
2020-11-12,161656.0,22930.0,5994.0,31082.0
2020-11-13,235939.0,17636.0,2250.0,25401.0
2020-11-14,284351.0,24256.0,3263.0,12115.0
2020-11-15,267888.0,12577.0,4749.0,30198.0
2020-11-16,168180.0,17818.0,3134.0,28962.0
2020-11-17,151769.0,24447.0,12582.0,36806.0
2020-11-18,288157.0,27441.0,9334.0,38650.0
2020-11-19,103043.0,20730.0,8074.0,38839.0
2020-11-20,210326.0,19368.0,7025.0,46806.0
2020-11-21,204405.0,26039.0,14151.0,46505.0
2020-11-22,183933.0,26122.0,14507.0,45229.0
2020-11-23,180864.0,23960.0,13393.0,45760.0
2020-11-24,146396.0,20446.0,11734.0,33460.0
2020-11-25,164988.0,20713.0,12614.0,18626.0
2020-11-26,100793.0,19329.0,8262.0,7449.0
2020-11-27,137944.0,16077.0,3312.0,9272.0
2020-11-28,107183.0,16197.0,2086.0,20603.0
2020-11-29,167358.0,22118.0,4056.0,23107.0
2020-11-30,190391.0,21319.0,9672.0,26876.0
2020-12-01,36117.0,9114.0,2404.0,33527.0
2020-12-02,74024.0,12604.0,1188.0,32830.0
2020-12-03,54255.0,11847.0,4521.0,38991.0
2020-12-04,85785.0,8216.0,1490.0,15486.0
2020-12-05,96317.0,11391.0,1438.0,33817.0
2020-12-06,63936.0,14058.0,1203.0,25495.0
2020-12-07,69844.0,8340.0,5363.0,14660.0
2020-12-08,132397.0,11727.0,1376.0,24530.0
2020-12-09,33814.0,13250.0,1890.0,29333.0
2020-12-10,33871.0,9172.0,2642.0,9730.0
2020-12-11,58721.0,7235.0,3750.0,10188.0
2020-12-12,52165.0,13505.0,3099.0,29363.0
2020-12-13,49110.0,13176.0,8651.0,22331.0
2020-12-14,127989.0,8841.0,7705.0,12204.0
2020-12-15,59468.0,8606.0,3813.0,28985.0
2020-12-16,127717.0,12749.0,3030.0,18286.0
2020-12-17,100748.0,10833.0,2491.0,21585.0
2020-12-18,185135.0,13862.0,3295.0,22067.0
2020-12-19,163737.0,8437.0,3312.0,12005.0
2020-12-20,88067.0,11738.0,1186.0,26333.0
2020-12-21,101765.0,7855.0,1691.0,26206.0
2020-12-22,59478.0,13535.0,4620.0,30308.0
2020-12-23,45747.0,6212.0,1612.0,19561.0
2020-12-24,70038.0,9721.0,1930.0,21913.0
2020-12-25,95554.0,15163.0,2223.0,33070.0
2020-12-26,118439.0,16257.0,9389.0,42469.0
2020-12-27,93157.0,6614.0,9762.0,37132.0
2020-12-28,72225.0,10188.0,2012.0,27401.0
2020-12-29,96442.0,11713.0,3747.0,25710.0
2020-12-30,140021.0,13769.0,3255.0,40984.0
2020-12-31,153994.0,9986.0,9644.0,31225.0
2021-01-01,86225.0,12454.0,1226.0,31307.0
2021-01-02,63383.0,9349.0,2040.0,38151.0
2021-01-03,26667.0,13018.0,6922.0,42014.0
2021-01-04,21484.0,10114.0,2646.0,28121.0
2021-01-05,23882.0,8698.0,1329.0,31418.0
2021-01-06,28512.0,12620.0,4086.0,25406.0
2021-01-07,32038.0,16491.0,4413.0,9500.0
2021-01-08,36433.0,19612.0,9758.0,7045.0
2021-01-09,61297.0,13675.0,4834.0,15082.0
2021-01-10,114008.0,17998.0,3706.0,19516.0
2021-01-11,86521.0,20585.0,9835.0,39075.0
2021-01-12,46854.0,11168.0,11390.0,46033.0
2021-01-13,93875.0,13516.0,14252.0,47240.0
2021-01-14,49407.0,13378.0,13727.0,42320.0
2021-01-15,88019.0,14737.0,3409.0,42633.0
2021-01-16,59241.0,14505.0,15160.0,48189.0
2021-01-17,58015.0,18021.0,5353.0,47702.0
2021-01-18,46167.0,24011.0,11979.0,48170.0
2021-01-19,45213.0,25136.0,4366.0,34262.0
2021-01-20,142406.0,10970.0,3841.0,10930.0
2021-01-21,169589.0,9096.0,2210.0,19592.0
2021-01-22,156587.0,9990.0,1427.0,23797.0
2021-01-23,92819.0,10944.0,4336.0,19109.0
2021-01-24,96763.0,18831.0,6269.0,30350.0
2021-01-25,104427.0,18159.0,9755.0,13355.0
2021-01-26,89446.0,21086.0,18882.0,18348.0
2021-01-27,90913.0,12768.0,7886.0,27950.0
2021-01-28,59605.0,13422.0,9075.0,37076.0
2021-01-29,118123.0,17493.0,7062.0,31457.0
2021-01-30,93346.0,9633.0,8453.0,29606.0
2021-01-31,170296.0,15555.0,5980.0,16898.0
2021-02-01,110028.0,11282.0,6966.0,34640.0
2021-02-02,92288.0,17236.0,11851.0,29512.0
2021-02-03,63824.0,15459.0,3130.0,25174.0
2021-02-04,249001.0,13246.0,3814.0,24001.0
2021-02-05,128439.0,14166.0,3467.0,21252.0
2021-02-06,87551.0,8863.0,2024.0,21898.0
2021-02-07,61697.0,17078.0,2350.0,29576.0
2021-02-08,83063.0,13974.0,19125.0,24770.0
2021-02-09,45555.0,13325.0,7650.0,9985.0
2021-02-10,56874.0,22401.0,5590.0,32212.0
2021-02-11,114787.0,27114.0,16921.0,26780.0
2021-02-12,191457.0,11561.0,4602.0,45267.0
2021-02-13,249555.0,25000.0,16328.0,52681.0
2021-02-14,293762.0,27668.0,24532.0,58595.0
2021-02-15,138547.0,25902.0,22006.0,50727.0
2021-02-16,160749.0,19137.0,18688.0,56426.0
2021-02-17,244790.0,31759.0,13514.0,55057.0
2021-02-18,385111.0,14345.0,11543.0,47926.0
2021-02-19,434067.0,28275.0,10983.0,53999.0
2021-02-20,556492.0,30116.0,12454.0,37860.0
2021-02-21,614254.0,26998.0,10959.0,11709.0
2021-02-22,508905.0,12064.0,8218.0,49407.0
2021-02-23,510812.0,34232.0,16868.0,68302.0
2021-02-24,584566.0,38409.0,23152.0,56160.0
2021-02-25,626667.0,34199.0,24107.0,28456.0
2021-02-26,377499.0,28730.0,24168.0,32630.0
2021-02-27,403219.0,41197.0,20417.0,44190.0
2021-02-28,600352.0,39999.0,25545.0,45655.0
2021-03-01,572412.0,43012.0,28366.0,25300.0
2021-03-02,701310.0,29920.0,27721.0,31033.0
2021-03-03,485996.0,24977.0,20883.0,35328.0
2021-03-04,292518.0,29448.0,21701.0,37037.0
2021-03-05,458932.0,31943.0,19330.0,28731.0
2021-03-06,678092.0,34775.0,16680.0,40030.0
2021-03-07,546046.0,27086.0,27465.0,36609.0
2021-03-08,627309.0,36469.0,24264.0,33050.0
2021-03-09,451521.0,42401.0,20942.0,53970.0
2021-03-10,414905.0,41012.0,27950.0,81097.0
2021-03-11,255093.0,24762.0,11238.0,72419.0
2021-03-12,489167.0,32604.0,17321.0,66357.0
2021-03-13,285270.0,30896.0,25246.0,87055.0
2021-03-14,358944.0,37525.0,19420.0,88115.0
2021-03-15,330625.0,25874.0,26524.0,87678.0
2021-03-16,371662.0,33533.0,30674.0,88520.0
2021-03-17,362863.0,35302.0,29332.0,90068.0
2021-03-18,457194.0,30436.0,24683.0,71718.0
2021-03-19,446956.0,29857.0,26508.0,52620.0
2021-03-20,581268.0,54230.0,27159.0,77232.0
2021-03-21,303984.0,41035.0,30200.0,93713.0
2021-03-22,420751.0,47368.0,31387.0,93057.0
2021-03-23,317479.0,55742.0,30422.0,96400.0
2021-03-24,818034.0,55165.0,31770.0,92033.0
2021-03-25,746207.0,39883.0,30544.0,88109.0
2021-03-26,782525.0,35584.0,28628.0,62973.0
2021-03-27,527193.0,48190.0,12213.0,61096.0
2021-03-28,682016.0,57783.0,24167.0,77732.0
2021-03-29,833374.0,58890.0,29443.0,52608.0
2021-03-30,973633.0,56995.0,30803.0,43907.0
2021-03-31,959404.0,53879.0,30606.0,72333.0
2021-04-01,730109.0,54750.0,29420.0,59349.0
2021-04-02,672391.0,55080.0,31370.0,59190.0
2021-04-03,696688.0,56270.0,23078.0,67164.0
2021-04-04,776762.0,57833.0,29694.0,82144.0
2021-04-05,437389.0,50724.0,30688.0,88832.0
2021-04-06,532045.0,55113.0,17468.0,89955.0
2021-04-07,393533.0,60685.0,29336.0,74335.0
2021-04-08,563019.0,60698.0,35185.0,47585.0
2021-04-09,782662.0,39630.0,26516.0,41733.0
2021-04-10,489477.0,24208.0,13781.0,44492.0
2021-04-11,589031.0,24478.0,5740.0,57708.0
2021-04-12,479533.0,53363.0,7597.0,78982.0
2021-04-13,728693.0,52378.0,17820.0,63529.0
2021-04-14,719969.0,54438.0,25876.0,41456.0
2021-04-15,729349.0,53768.0,21001.0,35356.0
2021-04-16,635304.0,48731.0,27718.0,79828.0
2021-04-17,567072.0,39501.0,34222.0,99249.0
2021-04-18,459186.0,48818.0,26147.0,102303.0
2021-04-19,583132.0,51430.0,29103.0,70193.0
2021-04-20,876505.0,45719.0,32877.0,71118.0
2021-04-21,918992.0,44385.0,29981.0,44474.0
2021-04-22,914420.0,62659.0,29563.0,62100.0
2021-04-23,1067958.0,66717.0,32263.0,63683.0
2021-04-24,1041364.0,64555.0,34771.0,42901.0
2021-04-25,1027391.0,42912.0,33645.0,40230.0
2021-04-26,1122402.0,33266.0,9621.0,46166.0
2021-04-27,1186080.0,41889.0,10632.0,50514.0
2021-04-28,1052111.0,31581.0,20730.0,58296.0
2021-04-29,537947.0,31829.0,10326.0,59681.0
2021-04-30,543124.0,35135.0,20943.0,69822.0
2021-05-01,565844.0,32372.0,15632.0,91724.0
2021-05-02,508235.0,54033.0,31501.0,103974.0
2021-05-03,846399.0,65353.0,34430.0,70302.0
2021-05-04,545726.0,45447.0,33447.0,109008.0
2021-05-05,707486.0,51002.0,28894.0,111890.0
2021-05-06,584281.0,33217.0,30677.0,116050.0
2021-05-07,720070.0,49227.0,29498.0,118302.0
2021-05-08,982487.0,60877.0,31715.0,98750.0
2021-05-09,1117737.0,37653.0,33138.0,44498.0
2021-05-10,839324.0,37141.0,28108.0,64495.0
2021-05-11,555366.0,41927.0,7338.0,98285.0
2021-05-12,406018.0,46800.0,25167.0,84861.0
2021-05-13,526749.0,45869.0,25855.0,94623.0
2021-05-14,722291.0,49899.0,22819.0,112509.0
2021-05-15,726749.0,26891.0,25398.0,107532.0
2021-05-16,792251.0,31530.0,11473.0,100484.0
2021-05-17,754689.0,50032.0,30969.0,109724.0
2021-05-18,721294.0,39531.0,33228.0,113777.0
2021-05-19,826980.0,53629.0,33153.0,119005.0
2021-05-20,857027.0,61304.0,36146.0,117015.0
2021-05-21,695958.0,36746.0,29375.0,107028.0
2021-05-22,790801.0,42341.0,20709.0,85995.0
2021-05-23,820635.0,51157.0,32417.0,62531.0
2021-05-24,801549.0,41690.0,5511.0,104840.0
2021-05-25,723969.0,53873.0,32692.0,114836.0
2021-05-26,576410.0,51242.0,33647.0,107769.0
2021-05-27,581963.0,64434.0,32952.0,50696.0
2021-05-28,861680.0,62102.0,34861.0,94012.0
2021-05-29,972997.0,54408.0,30900.0,113006.0
2021-05-30,1209733.0,62477.0,32782.0,86922.0
2021-05-31,1260380.0,67769.0,30977.0,78623.0
2021-06-01,1203522.0,52295.0,34768.0,73294.0
2021-06-02,1183637.0,43596.0,31233.0,111552.0
2021-06-03,1003252.0,48945.0,34447.0,106380.0
2021-06-04,857971.0,34327.0,33741.0,88106.0
2021-06-05,757427.0,55259.0,28804.0,66064.0
2021-06-06,507027.0,52561.0,26787.0,115171.0
2021-06-07,760237.0,53855.0,23630.0,122747.0
2021-06-08,914619.0,62397.0,27412.0,117989.0
2021-06-09,1013846.0,63508.0,33384.0,114733.0
2021-06-10,1069262.0,64603.0,32476.0,114854.0
2021-06-11,1124970.0,62954.0,25750.0,105721.0
2021-06-12,837833.0,60188.0,33415.0,102681.0
2021-06-13,1133881.0,69839.0,33972.0,102672.0
2021-06-14,1285516.0,69236.0,33977.0,107162.0
2021-06-15,1124894.0,67292.0,33521.0,76693.0
2021-06-16,1193092.0,57605.0,29862.0,80456.0
2021-06-17,1206779.0,33632.0,32048.0,53628.0
2021-06-18,1148079.0,53698.0,29288.0,61573.0
2021-06-19,1105896.0,43489.0,27073.0,63300.0
2021-06-20,851028.0,40617.0,23405.0,65738.0
2021-06-21,954118.0,52400.0,30618.0,85923.0
2021-06-22,692108.0,44381.0,32785.0,93791.0
2021-06-23,770368.0,39280.0,28266.0,106689.0
2021-06-24,651126.0,46388.0,31205.0,121563.0
2021-06-25,774006.0,58738.0,32979.0,119326.0
2021-06-26,1038860.0,57954.0,32237.0,113428.0
2021-06-27,1092551.0,34496.0,31896.0,114786.0
2021-06-28,1025330.0,42071.0,32235.0,123938.0
2021-06-29,727165.0,47049.0,31269.0,124668.0
2021-06-30,551492.0,47943.0,33716.0,120754.0
2021-07-01,405591.0,56379.0,31505.0,121173.0
2021-07-02,809451.0,58195.0,31176.0,122232.0
2021-07-03,1076578.0,40143.0,26004.0,114060.0
2021-07-04,820736.0,36269.0,13715.0,119715.0
2021-07-05,696500.0,54883.0,28836.0,120120.0
2021-07-06,825733.0,37814.0,30264.0,85812.0
2021-07-07,684229.0,47533.0,29949.0,112027.0
2021-07-08,516003.0,50538.0,21374.0,118286.0
2021-07-09,499605.0,61625.0,34126.0,114826.0
2021-07-10,981973.0,53641.0,32455.0,103097.0
2021-07-11,752335.0,64546.0,33836.0,68845.0
2021-07-12,976312.0,34516.0,29186.0,107080.0
2021-07-13,609616.0,38707.0,19139.0,120859.0
2021-07-14,516364.0,38233.0,27442.0,115849.0
2021-07-15,735848.0,47609.0,22862.0,117751.0
2021-07-16,827868.0,55624.0,17706.0,120876.0
2021-07-17,701541.0,67842.0,18270.0,117750.0
2021-07-18,1063276.0,74312.0,25037.0,114181.0
2021-07-19,887419.0,74272.0,30213.0,115133.0
2021-07-20,949647.0,72864.0,30934.0,109275.0
2021-07-21,925271.0,69359.0,30249.0,115601.0
2021-07-22,948113.0,72557.0,29413.0,115109.0
2021-07-23,1021077.0,56264.0,29118.0,92002.0
2021-07-24,808614.0,48936.0,26649.0,110435.0
2021-07-25,798971.0,51144.0,21002.0,102807.0
2021-07-26,834787.0,54660.0,20166.0,100598.0
2021-07-27,862400.0,45410.0,19439.0,112367.0
2021-07-28,666727.0,52869.0,24878.0,114857.0
2021-07-29,934223.0,59660.0,28885.0,116436.0
2021-07-30,1065807.0,44216.0,26531.0,116756.0
2021-07-31,828597.0,35410.0,25325.0,102026.0
2021-08-01,608472.0,52843.0,22196.0,104634.0
2021-08-02,776343.0,57041.0,27947.0,100354.0
2021-08-03,706870.0,37619.0,28951.0,107399.0
2021-08-04,659961.0,34697.0,14111.0,113154.0
2021-08-05,718457.0,50384.0,32698.0,120135.0
2021-08-06,750073.0,47668.0,32073.0,120290.0
2021-08-07,668891.0,41844.0,27905.0,116856.0
2021-08-08,729720.0,55882.0,30748.0,113495.0
2021-08-09,867279.0,57582.0,34554.0,106628.0
2021-08-10,817396.0,63242.0,30378.0,84239.0
2021-08-11,946026.0,68574.0,33527.0,75963.0
2021-08-12,994723.0,58551.0,32650.0,94526.0
2021-08-13,919740.0,61249.0,26757.0,89123.0
2021-08-14,1024611.0,68873.0,32668.0,87101.0
2021-08-15,901789.0,53424.0,32181.0,80690.0
2021-08-16,528253.0,49311.0,30335.0,105476.0
2021-08-17,592710.0,49817.0,35025.0,107627.0
2021-08-18,472638.0,42036.0,34302.0,107751.0
2021-08-19,451583.0,42756.0,32442.0,99932.0
2021-08-20,684794.0,61741.0,32164.0,110506.0
2021-08-21,896746.0,55215.0,32013.0,107379.0
2021-08-22,434935.0,45493.0,29612.0,82926.0
2021-08-23,530438.0,56047.0,19645.0,86825.0
2021-08-24,729095.0,53699.0,28115.0,76579.0
2021-08-25,886727.0,64140.0,30928.0,80967.0
2021-08-26,535624.0,60909.0,31928.0,100057.0
2021-08-27,517727.0,58516.0,16691.0,103354.0
2021-08-28,473870.0,60374.0,26217.0,106260.0
2021-08-29,301862.0,55181.0,32369.0,98744.0
2021-08-30,432918.0,52735.0,24473.0,97770.0
2021-08-31,599353.0,57647.0,23258.0,83077.0
2021-09-01,798332.0,56713.0,28614.0,51779.0
2021-09-02,903414.0,41978.0,30260.0,86949.0
2021-09-03,986698.0,38747.0,26279.0,100807.0
2021-09-04,837669.0,49992.0,24100.0,106624.0
2021-09-05,901058.0,58847.0,30462.0,103297.0
2021-09-06,901475.0,59670.0,29274.0,49119.0
2021-09-07,786304.0,53940.0,24935.0,79074.0
2021-09-08,944786.0,44791.0,27916.0,83114.0
2021-09-09,851992.0,29687.0,26552.0,71049.0
2021-09-10,677261.0,35341.0,24070.0,96155.0
2021-09-11,502936.0,52436.0,25063.0,82481.0
2021-09-12,669400.0,56895.0,28083.0,92422.0
2021-09-13,703573.0,48946.0,25990.0,26301.0
2021-09-14,796046.0,29549.0,22131.0,22259.0
2021-09-15,292717.0,30213.0,14959.0,58311.0
2021-09-16,354676.0,31130.0,8523.0,81384.0
2021-09-17,425389.0,49262.0,20093.0,94149.0
2021-09-18,578424.0,36238.0,20503.0,93868.0
2021-09-19,446778.0,36688.0,13299.0,100345.0
2021-09-20,384084.0,35687.0,24895.0,95226.0
2021-09-21,499610.0,42579.0,23693.0,88503.0
2021-09-22,611008.0,54933.0,22637.0,69062.0
2021-09-23,700714.0,55528.0,25288.0,53931.0
2021-09-24,482637.0,50116.0,27136.0,41809.0
2021-09-25,624376.0,37074.0,18580.0,60933.0
2021-09-26,557538.0,34173.0,5233.0,87788.0
2021-09-27,455153.0,32654.0,13232.0,92725.0
2021-09-28,490839.0,36938.0,22954.0,84757.0
2021-09-29,387342.0,41904.0,23593.0,94926.0
2021-09-30,669717.0,51513.0,21308.0,83634.0
2021-10-01,745931.0,37831.0,22580.0,66898.0
2021-10-02,575677.0,34445.0,21861.0,77852.0
2021-10-03,358558.0,17909.0,14996.0,45446.0
2021-10-04,260106.0,31150.0,10113.0,78065.0
2021-10-05,248605.0,25765.0,12660.0,78126.0
2021-10-06,387260.0,42391.0,14897.0,86979.0
2021-10-07,479233.0,47878.0,8936.0,84302.0
2021-10-08,505905.0,51013.0,11919.0,89264.0
2021-10-09,747266.0,42796.0,19483.0,78829.0
2021-10-10,718676.0,45641.0,23546.0,77001.0
2021-10-11,453267.0,45674.0,19626.0,71506.0
2021-10-12,276930.0,43824.0,17960.0,76743.0
2021-10-13,448367.0,44061.0,21777.0,86779.0
2021-10-14,240976.0,49341.0,22783.0,73485.0
2021-10-15,425643.0,40912.0,23250.0,79578.0
2021-10-16,447375.0,44539.0,23060.0,50731.0
2021-10-17,334139.0,41121.0,23587.0,49418.0
2021-10-18,400764.0,36039.0,21499.0,63784.0
2021-10-19,188778.0,37644.0,15861.0,78041.0
2021-10-20,336197.0,21055.0,14759.0,71768.0
