,DE_LU_SUN,FR_SUN,IT_NORD_SUN,ES_SUN
2021-10-21,317907.0,28799.0,7492.0,63666.0
2021-10-22,395763.0,35436.0,10876.0,64903.0
2021-10-23,429606.0,44045.0,9788.0,77323.0
2021-10-24,635757.0,43626.0,18989.0,80319.0
2021-10-25,424896.0,29642.0,13167.0,65982.0
2021-10-26,271905.0,30389.0,13213.0,63119.0
2021-10-27,287325.0,39190.0,20374.0,67850.0
2021-10-28,436763.0,37673.0,20236.0,63224.0
2021-10-29,408694.0,19921.0,17395.0,20679.0
2021-10-30,277288.0,13945.0,8298.0,14470.0
2021-10-31,419601.0,20599.0,6346.0,24928.0
2021-11-01,156855.0,24921.0,1155.0,35063.0
2021-11-02,255186.0,22763.0,16510.0,29142.0
2021-11-03,194284.0,20152.0,2462.0,53169.0
2021-11-04,85658.0,26001.0,16061.0,63397.0
2021-11-05,161806.0,27040.0,15719.0,69054.0
2021-11-06,261305.0,32687.0,15506.0,72540.0
2021-11-07,190562.0,21027.0,7895.0,69840.0
2021-11-08,236995.0,29232.0,1978.0,69128.0
2021-11-09,423526.0,31960.0,6356.0,68934.0
2021-11-10,291136.0,21844.0,4599.0,64444.0
2021-11-11,269101.0,25041.0,9604.0,56940.0
2021-11-12,152652.0,22063.0,9883.0,55527.0
2021-11-13,96193.0,14478.0,3568.0,59948.0
2021-11-14,102208.0,14209.0,3819.0,62510.0
2021-11-15,59146.0,10406.0,2535.0,62301.0
2021-11-16,48451.0,13729.0,3350.0,61861.0
2021-11-17,60512.0,13498.0,3083.0,58975.0
2021-11-18,142341.0,24689.0,7257.0,49378.0
2021-11-19,101589.0,28131.0,3962.0,41584.0
2021-11-20,78982.0,23667.0,2593.0,12821.0
2021-11-21,111890.0,10762.0,2035.0,29930.0
2021-11-22,173239.0,17340.0,1525.0,23222.0
2021-11-23,232777.0,22876.0,11131.0,28516.0
2021-11-24,128684.0,12162.0,14148.0,28318.0
2021-11-25,66947.0,9238.0,899.0,29193.0
2021-11-26,79405.0,13666.0,11725.0,46879.0
2021-11-27,91741.0,14069.0,9518.0,40479.0
2021-11-28,93840.0,15413.0,8557.0,51352.0
2021-11-29,77527.0,17708.0,9202.0,42764.0
2021-11-30,32437.0,21445.0,14370.0,50056.0
2021-12-01,77032.0,10734.0,8131.0,42640.0
2021-12-02,127566.0,18669.0,3187.0,44597.0
2021-12-03,140759.0,15637.0,6836.0,56696.0
2021-12-04,47938.0,10268.0,5372.0,37098.0
2021-12-05,110038.0,15074.0,8918.0,44237.0
2021-12-06,92777.0,15380.0,10801.0,50162.0
2021-12-07,110348.0,10389.0,11889.0,29468.0
2021-12-08,55110.0,11313.0,867.0,32476.0
2021-12-09,46289.0,14215.0,4779.0,30744.0
2021-12-10,83243.0,9753.0,2761.0,19610.0
2021-12-11,71025.0,17105.0,7388.0,47929.0
2021-12-12,64323.0,15977.0,10724.0,52298.0
2021-12-13,60443.0,20607.0,10468.0,45497.0
2021-12-14,57012.0,20996.0,9875.0,44907.0
2021-12-15,52099.0,18921.0,8477.0,44361.0
2021-12-16,71281.0,20960.0,7983.0,35377.0
2021-12-17,91694.0,23873.0,7275.0,37791.0
2021-12-18,53838.0,25092.0,3927.0,28896.0
2021-12-19,57850.0,20328.0,6547.0,34786.0
2021-12-20,233227.0,19023.0,6110.0,20582.0
2021-12-21,206253.0,21357.0,2136.0,19160.0
2021-12-22,223157.0,20041.0,4108.0,24662.0
2021-12-23,78041.0,16354.0,2969.0,11712.0
2021-12-24,32636.0,9813.0,2042.0,16031.0
2021-12-25,84228.0,12879.0,1327.0,13931.0
2021-12-26,96987.0,12881.0,2206.0,12844.0
2021-12-27,91990.0,10195.0,2225.0,31709.0
2021-12-28,60001.0,7927.0,2994.0,28748.0
2021-12-29,60831.0,9794.0,3846.0,37851.0
2021-12-30,57117.0,19059.0,2564.0,49481.0
2021-12-31,177716.0,24878.0,3921.0,54064.0
2022-01-01,137742.0,22702.0,5167.0,51278.0
2022-01-02,102548.0,14237.0,5480.0,45729.0
2022-01-03,90556.0,15969.0,3066.0,51663.0
2022-01-04,42083.0,10356.0,1943.0,27746.0
2022-01-05,105594.0,22108.0,3426.0,35493.0
2022-01-06,200817.0,25876.0,7306.0,57134.0
2022-01-07,73622.0,18571.0,12229.0,58368.0
2022-01-08,88704.0,14133.0,11521.0,46405.0
2022-01-09,83437.0,10327.0,4666.0,42659.0
2022-01-10,107993.0,11801.0,6492.0,39685.0
2022-01-11,152881.0,26141.0,14287.0,48061.0
2022-01-12,149329.0,26406.0,14544.0,59604.0
2022-01-13,149863.0,26976.0,14359.0,57253.0
2022-01-14,190626.0,28877.0,14824.0,56072.0
2022-01-15,120104.0,28871.0,14868.0,55936.0
2022-01-16,98619.0,24064.0,13890.0,60361.0
2022-01-17,86102.0,16761.0,14706.0,63741.0
2022-01-18,123639.0,20660.0,10728.0,65728.0
2022-01-19,197988.0,10765.0,6117.0,64716.0
2022-01-20,156060.0,18525.0,5779.0,64827.0
2022-01-21,177322.0,29035.0,9548.0,65290.0
2022-01-22,82288.0,28312.0,12679.0,57940.0
2022-01-23,99384.0,29618.0,9477.0,47382.0
2022-01-24,150298.0,33217.0,8661.0,45369.0
2022-01-25,109163.0,29589.0,7065.0,45557.0
2022-01-26,86526.0,28459.0,3870.0,38202.0
2022-01-27,137970.0,25162.0,3728.0,51108.0
2022-01-28,211114.0,22482.0,13488.0,71169.0
2022-01-29,78851.0,20124.0,15649.0,70929.0
2022-01-30,220033.0,23241.0,17752.0,58969.0
2022-01-31,89414.0,19388.0,9751.0,60291.0
2022-02-01,74226.0,20470.0,20675.0,75586.0
2022-02-02,201115.0,20315.0,20703.0,79874.0
2022-02-03,118331.0,18080.0,16623.0,59668.0
2022-02-04,136896.0,17547.0,6267.0,33933.0
2022-02-05,321453.0,35124.0,9304.0,49626.0
2022-02-06,103674.0,19379.0,3818.0,61458.0
2022-02-07,237290.0,30978.0,18712.0,78569.0
2022-02-08,146559.0,37595.0,22332.0,76004.0
2022-02-09,274090.0,38356.0,21620.0,72746.0
2022-02-10,272390.0,31159.0,15577.0,64464.0
2022-02-11,249871.0,34443.0,9589.0,61201.0
2022-02-12,573118.0,36509.0,19004.0,51555.0
2022-02-13,580909.0,32994.0,21436.0,43630.0
2022-02-14,371557.0,18466.0,3909.0,72684.0
2022-02-15,234520.0,25916.0,6698.0,83321.0
2022-02-16,130282.0,14061.0,11701.0,66219.0
2022-02-17,315545.0,24215.0,18128.0,84047.0
2022-02-18,144973.0,28788.0,11037.0,78987.0
2022-02-19,452142.0,34412.0,5445.0,49049.0
2022-02-20,178715.0,26432.0,17923.0,85180.0
2022-02-21,280663.0,28189.0,17397.0,94885.0
2022-02-22,295481.0,31684.0,26415.0,98051.0
2022-02-23,619821.0,41951.0,26035.0,66288.0
2022-02-24,367880.0,26522.0,17413.0,42758.0
2022-02-25,384696.0,44696.0,21895.0,31485.0
2022-02-26,449351.0,54600.0,25084.0,28972.0
2022-02-27,693234.0,46381.0,22854.0,55018.0
2022-02-28,724280.0,51439.0,25197.0,87339.0
2022-03-01,718120.0,41344.0,27172.0,88734.0
2022-03-02,554769.0,21105.0,26831.0,84418.0
2022-03-03,727979.0,34610.0,26117.0,37236.0
2022-03-04,617149.0,30520.0,23936.0,63067.0
2022-03-05,644652.0,37022.0,25908.0,59858.0
2022-03-06,457983.0,45760.0,24932.0,68250.0
2022-03-07,744494.0,54680.0,25840.0,50909.0
2022-03-08,871828.0,37415.0,24504.0,55153.0
